CHROM,BIN,MEAN_INSERT_SIZE,GC,OBSERVATIONS
Supercontig_1.6,155,204,0.367157991803279,488
Supercontig_1.6,156,212,0.371924836601308,459
Supercontig_1.6,157,203,0.419298525798526,407
Supercontig_1.6,158,209,0.430002,450
Supercontig_1.6,159,208,0.438289311163896,421
Supercontig_1.6,160,213,0.456955294117648,425
Supercontig_1.6,161,211,0.467249408983451,423
Supercontig_1.6,162,206,0.537888654353562,379
Supercontig_1.6,163,209,0.473350381679389,393
Supercontig_1.6,164,214,0.515296231155778,398
Supercontig_1.6,165,216,0.601349857549857,351
Supercontig_1.6,166,218,0.565853658536585,369
Supercontig_1.6,167,212.5,0.454707272727273,330
Supercontig_1.6,168,208,0.491257244655582,421
Supercontig_1.6,169,200.5,0.460088815789473,456
Supercontig_1.6,170,210,0.469411666666667,420
Supercontig_1.6,171,208,0.40599781420765,549
Supercontig_1.6,172,210,0.409977753779698,463
Supercontig_1.6,173,211,0.48495249343832,381
Supercontig_1.6,174,207,0.478378345498783,411
Supercontig_1.6,175,206,0.379273449131513,403
Supercontig_1.6,176,205,0.432040867579909,438
Supercontig_1.6,177,211,0.454939230769231,390
Supercontig_1.6,178,213,0.431966891891892,444
Supercontig_1.6,179,208.5,0.41781320754717,424
Supercontig_1.6,180,206,0.41099250535332,467
Supercontig_1.6,181,214.5,0.488758793969849,398
Supercontig_1.6,182,180,0.421105993690852,317
Supercontig_1.6,183,138,0.405155154639175,194
Supercontig_1.6,184,202.5,0.538022685185185,432
Supercontig_1.6,185,195,0.546483204134367,387
Supercontig_1.6,186,199,0.418821894736842,475
Supercontig_1.6,187,181,0.390481857451404,463
Supercontig_1.6,188,211,0.532837810945273,402
Supercontig_1.6,189,200,0.48265537757437,437
Supercontig_1.6,190,201.5,0.416156991525424,472
Supercontig_1.6,191,209,0.428781152993349,451
Supercontig_1.6,192,210,0.470931720430107,372
Supercontig_1.6,193,195,0.422458799171843,483
Supercontig_1.6,194,209,0.442032731376976,443
Supercontig_1.6,195,210,0.432120512820514,429
Supercontig_1.6,196,210,0.394343496801706,469
Supercontig_1.6,197,192,0.396099603174604,504
Supercontig_1.6,198,190.5,0.597835875706215,354
Supercontig_1.6,199,211.5,0.6752796,250
Supercontig_1.6,200,211,0.468531151241535,443
Supercontig_1.6,201,208,0.411753914988815,447
Supercontig_1.6,202,201,0.387620321931589,497
Supercontig_1.6,203,203,0.376463850687623,509
Supercontig_1.6,204,209.5,0.404993347639485,466
Supercontig_1.6,205,217,0.377483596837945,506
Supercontig_1.6,206,214,0.415005783132531,415
Supercontig_1.6,207,216,0.36488430583501,497
Supercontig_1.6,208,199,0.515735516372795,397
Supercontig_1.6,209,223,0.650068253968254,378
Supercontig_1.6,210,204,0.431982784810126,395
Supercontig_1.6,211,210,0.421444920993229,443
Supercontig_1.6,212,207.5,0.539805747126436,348
Supercontig_1.6,213,195,0.48183712374582,299
Supercontig_1.6,214,206,0.495272033898305,354
Supercontig_1.6,215,213,0.626525075528701,331
Supercontig_1.6,216,198,0.395365962441315,426
Supercontig_1.6,217,217,0.446952392344498,418
Supercontig_1.6,218,207.5,0.529029611650485,412
Supercontig_1.6,219,204,0.456809029345373,443
Supercontig_1.6,220,215.5,0.436324754901961,408
Supercontig_1.6,221,201,0.504027968337731,379
Supercontig_1.6,222,193,0.436458527131783,258
Supercontig_1.6,223,209,0.553757251908396,393
Supercontig_1.6,224,186,0.453130599369085,317
Supercontig_1.6,225,198,0.456981571815718,369
Supercontig_1.6,226,219,0.605666748166259,409
Supercontig_1.6,227,208,0.468171162790697,430
Supercontig_1.6,228,199,0.415281351981352,429
Supercontig_1.6,229,206,0.415141162227604,413
Supercontig_1.6,230,201,0.483981151832461,382
Supercontig_1.6,231,222,0.568464010282776,389
Supercontig_1.6,232,207,0.438274875621891,402
Supercontig_1.6,233,218,0.464640740740741,405
Supercontig_1.6,234,206.5,0.485434635416667,384
Supercontig_1.6,235,206,0.396585265700483,414
Supercontig_1.6,236,211,0.488537244897959,392
Supercontig_1.6,237,213,0.574400655737705,305
Supercontig_1.6,238,218,0.627666666666667,345
Supercontig_1.6,239,210,0.396207766990292,515
Supercontig_1.6,240,205,0.445535613207547,424
Supercontig_1.6,241,202.5,0.496519714285714,350
Supercontig_1.6,242,208,0.548702593659942,347
Supercontig_1.6,243,204,0.619825573770491,305
Supercontig_1.6,244,200,0.5411068119891,367
Supercontig_1.6,245,207,0.416436645962734,483
Supercontig_1.6,246,221,0.629900301204819,332
Supercontig_1.6,247,204,0.459758598726115,471
Supercontig_1.6,248,201,0.572097872340426,329
Supercontig_1.6,249,216,0.51681469816273,381
Supercontig_1.6,250,207.5,0.412523623853211,436
Supercontig_1.6,251,205,0.463177395577396,407
Supercontig_1.6,252,204.5,0.504337709497207,358
Supercontig_1.6,253,208,0.429126222222223,450
Supercontig_1.6,254,216,0.410311161731208,439
Supercontig_1.6,255,209,0.396091507430998,471
Supercontig_1.6,256,212.5,0.391784267241379,464
Supercontig_1.6,257,206.5,0.487570441988951,362
Supercontig_1.6,258,211.5,0.473532420091325,438
Supercontig_1.6,259,211,0.419070673076923,416
Supercontig_1.6,260,214,0.459353002610967,383
Supercontig_1.6,261,212,0.407082589285714,448
Supercontig_1.6,262,211,0.400482098765433,486
Supercontig_1.6,263,211,0.41410464037123,431
Supercontig_1.6,264,209,0.421918048780489,410
Supercontig_1.6,265,211,0.44919105882353,425
Supercontig_1.6,266,208,0.386564222222222,450
Supercontig_1.6,267,204,0.435671890547264,402
Supercontig_1.6,268,210,0.435851068883611,421
Supercontig_1.6,269,214,0.431054245283019,424
Supercontig_1.6,270,204,0.423925790754259,411
Supercontig_1.6,271,209.5,0.419248847926268,434
Supercontig_1.6,272,214,0.406061392405064,474
Supercontig_1.6,273,211,0.403213901345292,446
Supercontig_1.6,274,210,0.409361237113403,485
Supercontig_1.6,275,210,0.382736418511067,497
Supercontig_1.6,276,207,0.386992841163312,447
Supercontig_1.6,277,209,0.4011,430
Supercontig_1.6,278,213,0.380807488986785,454
Supercontig_1.6,279,209,0.334831385281386,462
Supercontig_1.6,280,207,0.292684881209503,463
Supercontig_1.6,281,214,0.29961900990099,505
Supercontig_1.6,282,223,0.357113636363637,418
Supercontig_1.6,283,207.5,0.382697906976744,430
Supercontig_1.6,284,211,0.360543018018018,444
Supercontig_1.6,285,212,0.434879834254144,362
Supercontig_1.6,286,212,0.42196,415
Supercontig_1.6,287,217.5,0.369176595744681,470
Supercontig_1.6,288,212.5,0.383490476190476,462
Supercontig_1.6,289,213,0.400479474940335,419
Supercontig_1.6,290,210,0.358779017857143,448
Supercontig_1.6,291,207,0.382758865248227,423
Supercontig_1.6,292,213,0.438413679245283,424
Supercontig_1.6,293,213,0.431750847457627,354
Supercontig_1.6,294,201,0.440248806366048,377
Supercontig_1.6,295,208,0.412223437500001,384
Supercontig_1.6,296,208,0.431717894736842,380
Supercontig_1.6,297,206,0.422176863753213,389
Supercontig_1.6,298,212.5,0.492800824175825,364
Supercontig_1.6,299,211,0.432403125,416
Supercontig_1.6,300,214,0.410096816976128,377
Supercontig_1.6,301,207,0.454440050377834,397
Supercontig_1.6,302,212,0.424882070707071,396
Supercontig_1.6,303,203,0.410556720430107,372
Supercontig_1.6,304,211,0.477394488188976,381
Supercontig_1.6,305,206.5,0.4612515625,384
Supercontig_1.6,306,206.5,0.547504385964912,342
Supercontig_1.6,307,203.5,0.471301871657754,374
Supercontig_1.6,308,213,0.469182908163265,392
Supercontig_1.6,309,208,0.504063973063973,297
Supercontig_1.6,310,208,0.472461580381473,367
Supercontig_1.6,311,209,0.411421788990826,436
Supercontig_1.6,312,204.5,0.421012886597938,388
Supercontig_1.6,313,204.5,0.407410621761658,386
Supercontig_1.6,314,209.5,0.469099189189189,370
Supercontig_1.6,315,213.5,0.540035869565217,368
Supercontig_1.6,316,196,0.461371686746988,332
Supercontig_1.6,317,204,0.520673186119873,317
Supercontig_1.6,318,210,0.46288753894081,321
Supercontig_1.6,319,200,0.408649347258486,383
Supercontig_1.6,320,209,0.387005072463768,414
Supercontig_1.6,321,206.5,0.416735279187818,394
Supercontig_1.6,322,207,0.413608493150686,365
Supercontig_1.6,323,223,0.40428895184136,353
Supercontig_1.6,324,215,0.419744358974359,390
Supercontig_1.6,325,209,0.396934883720931,387
Supercontig_1.6,326,212,0.433813333333334,345
Supercontig_1.6,327,207.5,0.53372408759124,274
Supercontig_1.6,328,208,0.489123684210527,304
Supercontig_1.6,329,203,0.336387878787879,396
Supercontig_1.6,330,205,0.482326602564103,312
Supercontig_1.6,331,204,0.400911320754717,424
Supercontig_1.6,332,195,0.381521754385965,285
Supercontig_1.6,333,202,0.422552849740933,386
Supercontig_1.6,334,205,0.346232530120482,415
Supercontig_1.6,335,212,0.387025773195876,388
Supercontig_1.6,336,211,0.422192634560907,353
Supercontig_1.6,337,207.5,0.421221893491125,338
Supercontig_1.6,338,207,0.388767894736842,380
Supercontig_1.6,339,201,0.460878846153846,312
Supercontig_1.6,340,187,0.340914858490566,424
Supercontig_1.6,341,210,0.449018684210527,380
Supercontig_1.6,342,211,0.392592171717172,396
Supercontig_1.6,343,213,0.432583636363637,330
Supercontig_1.6,344,199,0.529813804713804,297
Supercontig_1.6,345,165,0.365078424657534,292
Supercontig_1.6,346,202,0.406412295081967,366
Supercontig_1.6,347,202,0.580710638297872,235
Supercontig_1.6,348,209,0.49536328358209,335
Supercontig_1.6,349,205,0.472223136246787,389
Supercontig_1.6,350,192,0.382535387673957,503
Supercontig_1.6,351,206,0.446330606860159,379
Supercontig_1.6,352,211,0.529635294117647,323
Supercontig_1.6,353,196,0.435225501432665,349
Supercontig_1.6,354,203,0.347072394366197,355
Supercontig_1.6,355,200,0.452019941348974,341
Supercontig_1.6,356,209,0.43704121037464,347
Supercontig_1.6,357,197.5,0.410069132653061,392
Supercontig_1.6,358,215,0.445664156626506,332
Supercontig_1.6,359,203.5,0.439155675675676,370
Supercontig_1.6,360,197.5,0.395202645502646,378
Supercontig_1.6,361,210,0.431032753623188,345
Supercontig_1.6,362,209,0.387043661971832,355
Supercontig_1.6,363,213,0.439575331564987,377
Supercontig_1.6,364,209,0.378473170731708,410
Supercontig_1.6,365,207,0.426843515850144,347
Supercontig_1.6,366,212.5,0.376394117647059,340
Supercontig_1.6,367,201,0.439423768115943,345
Supercontig_1.6,368,209,0.397533088235295,408
Supercontig_1.6,369,204,0.417912727272727,385
Supercontig_1.6,370,209,0.41984393442623,305
Supercontig_1.6,371,,0,0
Supercontig_1.6,372,,0,0
Supercontig_1.6,373,204,0.374184615384615,117
Supercontig_1.6,374,208,0.378301369863014,365
Supercontig_1.6,375,205,0.432766288951841,353
Supercontig_1.6,376,205,0.398327988338192,343
Supercontig_1.6,377,207,0.452774927953891,347
Supercontig_1.6,378,200.5,0.393668421052631,380
Supercontig_1.6,379,208,0.485099356913183,311
Supercontig_1.6,380,207,0.497320186335404,322
Supercontig_1.6,381,209.5,0.39048449197861,374
Supercontig_1.6,382,196,0.367817794486216,399
Supercontig_1.6,383,207.5,0.512727575757576,330
Supercontig_1.6,384,211,0.478154,350
Supercontig_1.6,385,194.5,0.515999642857143,280
Supercontig_1.6,386,210.5,0.387219329896907,388
Supercontig_1.6,387,203,0.379739908256881,436
Supercontig_1.6,388,203,0.408542816091954,348
Supercontig_1.6,389,205,0.472849421965319,346
Supercontig_1.6,390,213,0.362979493087558,434
Supercontig_1.6,391,208,0.475897877984085,377
Supercontig_1.6,392,208.5,0.4361478125,320
Supercontig_1.6,393,209,0.520022602739726,292
Supercontig_1.6,394,212,0.434606353591161,362
Supercontig_1.6,395,209,0.469025626740948,359
Supercontig_1.6,396,211,0.509680185758514,323
Supercontig_1.6,397,212,0.577839130434782,299
Supercontig_1.6,398,216,0.433972755417957,323
Supercontig_1.6,399,211,0.464033532934132,334
Supercontig_1.6,400,210,0.42835527065527,351
Supercontig_1.6,401,200,0.547594065281899,337
Supercontig_1.6,402,206,0.395714795918367,392
Supercontig_1.6,403,217.5,0.56051635802469,324
Supercontig_1.6,404,206,0.399473401534527,391
Supercontig_1.6,405,209,0.520734666666667,300
Supercontig_1.6,406,51,0.387662686567164,67
Supercontig_1.6,407,193,0.457766666666667,384
Supercontig_1.6,408,201.5,0.36315294117647,442
Supercontig_1.6,409,177,0.469440495867769,363
Supercontig_1.6,410,214.5,0.50255,238
Supercontig_1.6,411,148,0.376778700361011,277
Supercontig_1.6,412,211,0.444998355263159,304
Supercontig_1.6,413,208,0.457789156626506,332
Supercontig_1.6,414,204.5,0.416323243243244,370
Supercontig_1.6,415,207.5,0.436322121212122,330
Supercontig_1.6,416,211,0.457416129032259,341
Supercontig_1.6,417,203,0.453856838905775,329
Supercontig_1.6,418,208.5,0.464808806818181,352
Supercontig_1.6,419,204,0.492785835694051,353
Supercontig_1.6,420,196,0.458670552147239,326
Supercontig_1.6,421,210,0.397087679083094,349
Supercontig_1.6,422,216,0.38411349862259,363
Supercontig_1.6,423,212.5,0.459177586206897,348
Supercontig_1.6,424,212,0.553216254416961,283
Supercontig_1.6,425,207,0.515652396166134,313
Supercontig_1.6,426,212.5,0.392368333333333,360
Supercontig_1.6,427,187.5,0.386294444444444,396
Supercontig_1.6,428,210,0.561994718309859,284
Supercontig_1.6,429,220,0.513995176848875,311
Supercontig_1.6,430,212,0.491632413793104,290
Supercontig_1.6,431,211,0.50781696969697,330
Supercontig_1.6,432,209,0.479494561933535,331
Supercontig_1.6,433,212.5,0.579182786885246,244
Supercontig_1.6,434,214,0.583548387096774,310
Supercontig_1.6,435,208,0.46726875,288
Supercontig_1.6,436,205,0.463700315457413,317
Supercontig_1.6,437,197,0.435424068767908,349
Supercontig_1.6,438,217,0.560491637630662,287
Supercontig_1.6,439,197,0.607237021276596,235
Supercontig_1.6,440,200,0.470362382445141,319
Supercontig_1.6,441,206,0.456596904024768,323
Supercontig_1.6,442,212,0.543849140893471,291
Supercontig_1.6,443,198,0.4551375,248
Supercontig_1.6,444,214,0.488022692307692,260
Supercontig_1.6,445,206,0.554495833333333,264
Supercontig_1.6,446,209,0.49208024691358,324
Supercontig_1.6,447,201,0.445198187311179,331
Supercontig_1.6,448,217,0.54921030927835,291
Supercontig_1.6,449,201,0.456256156156157,333
Supercontig_1.6,450,207,0.401498930481283,374
Supercontig_1.6,451,212.5,0.542412686567164,268
Supercontig_1.6,452,211,0.508813559322034,295
Supercontig_1.6,453,207.5,0.395113636363637,330
Supercontig_1.6,454,218.5,0.557941780821918,292
Supercontig_1.6,455,206,0.607649003984063,251
Supercontig_1.6,456,210,0.449839093484419,353
Supercontig_1.6,457,214,0.383956770833334,384
Supercontig_1.6,458,210.5,0.519091958041958,286
Supercontig_1.6,459,213,0.467493510324484,339
Supercontig_1.6,460,206.5,0.48811,300
Supercontig_1.6,461,207,0.520421328671329,286
Supercontig_1.6,462,213,0.512459595959596,297
Supercontig_1.6,463,203,0.405381794195251,379
Supercontig_1.6,464,208,0.420352089136491,359
Supercontig_1.6,465,202.5,0.450210759493671,316
Supercontig_1.6,466,214,0.392652021563342,371
Supercontig_1.6,467,210,0.423421037463977,347
Supercontig_1.6,468,219,0.523274911660778,283
Supercontig_1.6,469,209,0.438581364829396,381
Supercontig_1.6,470,208,0.466107070707071,297
Supercontig_1.6,471,210,0.443678666666667,375
Supercontig_1.6,472,215.5,0.421621351351352,370
Supercontig_1.6,473,210,0.441205539358601,343
Supercontig_1.6,474,198,0.448716666666666,312
Supercontig_1.6,475,206,0.407004785894206,397
Supercontig_1.6,476,222,0.517862706270627,303
Supercontig_1.6,477,204,0.37491871657754,374
Supercontig_1.6,478,213,0.38973275,400
Supercontig_1.6,479,208,0.398246948356808,426
Supercontig_1.6,480,202,0.410100253807107,394
Supercontig_1.6,481,205.5,0.329557582938389,422
Supercontig_1.6,482,214,0.466475931232093,349
Supercontig_1.6,483,203.5,0.412059393939394,330
Supercontig_1.6,484,206.5,0.430410526315789,342
Supercontig_1.6,485,217.5,0.402418253968255,378
Supercontig_1.6,486,205,0.365297692307693,390
Supercontig_1.6,487,201,0.461047432024169,331
Supercontig_1.6,488,206,0.452341337386018,329
Supercontig_1.6,489,207.5,0.511609523809524,294
Supercontig_1.6,490,216,0.453719008264463,363
Supercontig_1.6,491,207,0.40458338028169,355
Supercontig_1.6,492,205,0.427894150417828,359
Supercontig_1.6,493,208,0.483713253012048,332
Supercontig_1.6,494,212.5,0.469185099337749,302
Supercontig_1.6,495,212,0.405392915531336,367
Supercontig_1.6,496,205,0.45788818443804,347
Supercontig_1.6,497,203,0.447750830564784,301
Supercontig_1.6,498,207,0.447399702380952,336
Supercontig_1.6,499,210,0.444915634218289,339
Supercontig_1.6,500,214.5,0.481352678571428,336
Supercontig_1.6,501,203.5,0.454268,300
Supercontig_1.6,502,207,0.462757824933687,377
Supercontig_1.6,503,195.5,0.453843785310735,354
Supercontig_1.6,504,210,0.582743554006968,287
Supercontig_1.6,505,200,0.400220743034056,323
Supercontig_1.6,506,208,0.484316905444126,349
Supercontig_1.6,507,213,0.575610580204777,293
Supercontig_1.6,508,210,0.535731683168317,303
Supercontig_1.6,509,199,0.523908766233766,308
Supercontig_1.6,510,180,0.430937984496125,387
Supercontig_1.6,511,212,0.568641082802547,314
Supercontig_1.6,512,198,0.41697299703264,337
Supercontig_1.6,513,203,0.38588832807571,317
Supercontig_1.6,514,204,0.443835127478754,353
Supercontig_1.6,515,203,0.488829433962264,265
Supercontig_1.6,516,216,0.502216226415095,265
Supercontig_1.6,517,209,0.441333432835821,335
Supercontig_1.6,518,214.5,0.458386827956989,372
Supercontig_1.6,519,211,0.441703785488959,317
Supercontig_1.6,520,207.5,0.4986453125,320
Supercontig_1.6,521,193,0.464247411444142,367
Supercontig_1.6,522,206,0.44507197640118,339
Supercontig_1.6,523,192,0.360334357541899,358
Supercontig_1.6,524,200,0.406246831955924,363
Supercontig_1.6,525,213,0.491614983713355,307
Supercontig_1.6,526,186,0.441299736147757,379
Supercontig_1.6,527,193,0.436598186528497,386
Supercontig_1.6,528,193,0.430103324099723,361
Supercontig_1.6,529,210,0.423383248730965,394
Supercontig_1.6,530,210,0.464804611650486,412
Supercontig_1.6,531,214,0.61815691318328,311
Supercontig_1.6,532,200,0.490482465753425,365
Supercontig_1.6,533,205,0.452882636655948,311
Supercontig_1.6,534,203,0.423667847411445,367
Supercontig_1.6,535,208,0.422378820375336,373
Supercontig_1.6,536,206.5,0.422693028846154,416
Supercontig_1.6,537,201,0.416980000000001,415
Supercontig_1.6,538,206,0.456788554216867,332
Supercontig_1.6,539,204,0.440541730279899,393
Supercontig_1.6,540,199.5,0.47996375,400
Supercontig_1.6,541,208.5,0.460229787234043,376
Supercontig_1.6,542,204,0.401994403892945,411
Supercontig_1.6,543,208.5,0.468530693069307,404
Supercontig_1.6,544,201,0.457533419023137,389
Supercontig_1.6,545,216,0.406051982378855,454
Supercontig_1.6,546,219,0.466971186440678,354
Supercontig_1.6,547,207,0.453225,368
Supercontig_1.6,548,205,0.51830380116959,342
Supercontig_1.6,549,206,0.41188141809291,409
Supercontig_1.6,550,206.5,0.464922126436782,348
Supercontig_1.6,551,216,0.430086040609137,394
Supercontig_1.6,552,216,0.485712605042016,357
Supercontig_1.6,553,206,0.467044318181819,352
Supercontig_1.6,554,208,0.388838407494145,427
Supercontig_1.6,555,208,0.410768126520682,411
Supercontig_1.6,556,208,0.482376737160121,331
Supercontig_1.6,557,216,0.399190101522843,394
Supercontig_1.6,558,211,0.414461229946524,374
Supercontig_1.6,559,212,0.435652685421995,391
Supercontig_1.6,560,205,0.548796052631579,304
Supercontig_1.6,561,202,0.408149202733486,439
Supercontig_1.6,562,206,0.404897025171625,437
Supercontig_1.6,563,216,0.512010057471264,348
Supercontig_1.6,564,204,0.440773837209304,344
Supercontig_1.6,565,179,0.428379464285715,448
Supercontig_1.6,566,196,0.4281730964467,394
Supercontig_1.6,567,213,0.46827994100295,339
Supercontig_1.6,568,195,0.498351385390428,397
Supercontig_1.6,569,205.5,0.505338095238095,336
Supercontig_1.6,570,184,0.475271688311688,385
Supercontig_1.6,571,199,0.404898673740053,377
Supercontig_1.6,572,206,0.472800996677741,301
Supercontig_1.6,573,190,0.452761229946525,374
