Gene	Pn	Ps	Pn_Ps	Total_Variants
CLUG_00785	0	0	Undef	0
CLUG_00786	0	0	Undef	0
CLUG_00787	0	0	Undef	0
CLUG_00788	0	1	0.0000	1
CLUG_00789	0	0	Undef	0
CLUG_00790	0	0	Undef	0
CLUG_00793	0	0	Undef	0
CLUG_00794	0	0	Undef	0
CLUG_00795	0	0	Undef	0
CLUG_00796	0	0	Undef	0
CLUG_00797	0	0	Undef	0
CLUG_00798	0	0	Undef	0
CLUG_00799	0	0	Undef	0
CLUG_00800	0	0	Undef	0
CLUG_00801	0	1	0.0000	1
CLUG_00802	0	0	Undef	0
CLUG_00818	0	0	Undef	0
CLUG_00819	0	0	Undef	0
CLUG_00820	0	0	Undef	0
CLUG_00821	0	0	Undef	0
CLUG_00822	0	0	Undef	0
CLUG_00823	0	0	Undef	0
CLUG_00834	0	0	Undef	0
CLUG_00835	0	0	Undef	0
CLUG_00836	0	0	Undef	0
CLUG_00837	0	0	Undef	0
CLUG_00838	0	0	Undef	0
CLUG_00859	0	0	Undef	0
CLUG_00860	0	0	Undef	0
CLUG_00861	0	0	Undef	0
CLUG_00862	0	0	Undef	0
CLUG_00863	0	0	Undef	0
CLUG_00864	0	0	Undef	0
CLUG_00865	0	0	Undef	0
CLUG_00866	0	0	Undef	0
CLUG_00875	0	0	Undef	0
CLUG_00876	0	0	Undef	0
CLUG_00877	0	0	Undef	0
CLUG_00878	0	0	Undef	0
CLUG_00879	0	1	0.0000	1
CLUG_00880	0	0	Undef	0
CLUG_00901	0	0	Undef	0
CLUG_00902	0	0	Undef	0
CLUG_00903	0	1	0.0000	1
CLUG_00904	0	0	Undef	0
CLUG_00905	0	1	0.0000	1
CLUG_00906	0	0	Undef	0
CLUG_00907	0	0	Undef	0
CLUG_00908	0	0	Undef	0
CLUG_00909	0	0	Undef	0
CLUG_00910	0	1	0.0000	1
CLUG_00911	0	0	Undef	0
CLUG_00932	0	0	Undef	0
CLUG_00933	0	0	Undef	0
CLUG_00934	0	0	Undef	0
CLUG_00935	0	0	Undef	0
CLUG_00936	0	0	Undef	0
CLUG_00937	0	0	Undef	0
CLUG_00938	0	0	Undef	0
CLUG_00949	0	0	Undef	0
CLUG_00950	0	0	Undef	0
CLUG_00951	0	0	Undef	0
CLUG_00952	0	0	Undef	0
CLUG_00953	0	0	Undef	0
CLUG_00954	0	0	Undef	0
CLUG_00955	0	1	0.0000	1
CLUG_00956	0	0	Undef	0
CLUG_00957	0	0	Undef	0
CLUG_00958	0	0	Undef	0
CLUG_00959	0	0	Undef	0
CLUG_00964	0	0	Undef	0
CLUG_00965	0	0	Undef	0
CLUG_00966	0	0	Undef	0
CLUG_00967	0	0	Undef	0
CLUG_00969	0	0	Undef	0
CLUG_00970	1	0	Undef	1
CLUG_00971	0	0	Undef	0
CLUG_00972	0	0	Undef	0
CLUG_00973	0	0	Undef	0
CLUG_00974	0	0	Undef	0
CLUG_00975	0	0	Undef	0
CLUG_00987	0	0	Undef	0
CLUG_00988	0	0	Undef	0
CLUG_00989	0	0	Undef	0
CLUG_00990	0	0	Undef	0
CLUG_00991	0	0	Undef	0
CLUG_00992	0	0	Undef	0
CLUG_00993	0	1	0.0000	1
CLUG_00994	0	0	Undef	0
CLUG_00995	0	0	Undef	0
CLUG_00996	0	0	Undef	0
CLUG_01011	0	0	Undef	0
CLUG_01012	0	0	Undef	0
CLUG_01013	0	0	Undef	0
CLUG_01014	1	0	Undef	1
CLUG_01015	0	0	Undef	0
CLUG_01016	0	0	Undef	0
CLUG_01017	0	0	Undef	0
CLUG_01020	0	0	Undef	0
CLUG_01021	0	0	Undef	0
CLUG_01022	0	3	0.0000	3
CLUG_01023	1	0	Undef	1
CLUG_01024	0	0	Undef	0
CLUG_01025	0	0	Undef	0
CLUG_01026	0	0	Undef	0
CLUG_01027	0	0	Undef	0
CLUG_01028	0	0	Undef	0
CLUG_01029	0	0	Undef	0
CLUG_01030	0	0	Undef	0
CLUG_01031	1	0	Undef	1
CLUG_01032	0	0	Undef	0
CLUG_01036	0	0	Undef	0
CLUG_01037	0	0	Undef	0
CLUG_01038	0	0	Undef	0
CLUG_01039	0	0	Undef	0
CLUG_01049	0	0	Undef	0
CLUG_01050	0	0	Undef	0
CLUG_01051	0	0	Undef	0
CLUG_01052	1	0	Undef	1
CLUG_01053	0	0	Undef	0
CLUG_01054	0	0	Undef	0
CLUG_01059	0	0	Undef	0
CLUG_01060	0	0	Undef	0
CLUG_01061	0	0	Undef	0
CLUG_01062	0	0	Undef	0
CLUG_01063	0	0	Undef	0
CLUG_01064	0	0	Undef	0
CLUG_01065	0	0	Undef	0
CLUG_01066	0	0	Undef	0
CLUG_01067	0	0	Undef	0
CLUG_01068	0	0	Undef	0
CLUG_01078	0	0	Undef	0
CLUG_01079	0	0	Undef	0
CLUG_01080	0	0	Undef	0
CLUG_01081	1	0	Undef	1
CLUG_01082	0	0	Undef	0
CLUG_01083	0	0	Undef	0
CLUG_01084	0	1	0.0000	1
CLUG_01085	1	1	1.0000	2
CLUG_01086	0	0	Undef	0
CLUG_01087	0	0	Undef	0
CLUG_01092	0	0	Undef	0
CLUG_01093	0	0	Undef	0
CLUG_01094	0	0	Undef	0
CLUG_01095	0	0	Undef	0
CLUG_01096	0	0	Undef	0
CLUG_01097	0	0	Undef	0
CLUG_01116	0	0	Undef	0
CLUG_01117	0	0	Undef	0
CLUG_01118	0	0	Undef	0
CLUG_01119	0	0	Undef	0
CLUG_01120	0	0	Undef	0
CLUG_01121	0	1	0.0000	1
CLUG_01122	0	0	Undef	0
CLUG_01123	0	1	0.0000	1
CLUG_01124	0	0	Undef	0
CLUG_01125	0	0	Undef	0
CLUG_01127	0	0	Undef	0
CLUG_01128	0	0	Undef	0
CLUG_01129	0	0	Undef	0
CLUG_01130	0	0	Undef	0
CLUG_01131	0	0	Undef	0
CLUG_01132	0	1	0.0000	1
CLUG_01133	0	1	0.0000	1
CLUG_01134	0	0	Undef	0
CLUG_01135	0	0	Undef	0
CLUG_01136	0	0	Undef	0
CLUG_01148	0	0	Undef	0
CLUG_01149	0	0	Undef	0
CLUG_01150	1	0	Undef	1
CLUG_01151	0	0	Undef	0
CLUG_01152	0	0	Undef	0
CLUG_01153	0	0	Undef	0
CLUG_01154	0	0	Undef	0
CLUG_01155	0	1	0.0000	1
CLUG_01156	0	0	Undef	0
CLUG_01157	0	0	Undef	0
CLUG_01158	0	0	Undef	0
CLUG_01165	0	0	Undef	0
CLUG_01166	0	0	Undef	0
CLUG_01167	0	0	Undef	0
CLUG_01168	1	0	Undef	1
CLUG_01169	0	0	Undef	0
CLUG_01170	0	0	Undef	0
CLUG_01171	0	0	Undef	0
CLUG_01181	0	0	Undef	0
CLUG_01182	0	0	Undef	0
CLUG_01183	0	0	Undef	0
CLUG_01184	0	0	Undef	0
CLUG_01185	0	0	Undef	0
CLUG_01190	0	0	Undef	0
CLUG_01191	0	0	Undef	0
CLUG_01192	0	0	Undef	0
CLUG_01193	1	0	Undef	1
CLUG_01194	0	0	Undef	0
CLUG_01195	0	0	Undef	0
CLUG_01196	0	0	Undef	0
CLUG_01197	4	2	2.0000	6
CLUG_01198	0	0	Undef	0
CLUG_01199	0	0	Undef	0
CLUG_01200	0	0	Undef	0
CLUG_01201	0	0	Undef	0
CLUG_01235	0	0	Undef	0
CLUG_01236	0	0	Undef	0
CLUG_01237	0	0	Undef	0
CLUG_01238	0	0	Undef	0
CLUG_01305	0	0	Undef	0
CLUG_01306	0	0	Undef	0
CLUG_01307	0	0	Undef	0
CLUG_01308	2	0	Undef	2
CLUG_01309	0	0	Undef	0
CLUG_01310	0	0	Undef	0
CLUG_01316	0	0	Undef	0
CLUG_01317	0	0	Undef	0
CLUG_01318	1	0	Undef	1
CLUG_01319	0	0	Undef	0
CLUG_01344	0	0	Undef	0
CLUG_01345	0	0	Undef	0
CLUG_01346	0	0	Undef	0
CLUG_01347	0	0	Undef	0
CLUG_01348	0	1	0.0000	1
CLUG_01349	0	0	Undef	0
CLUG_01354	0	0	Undef	0
CLUG_01355	0	0	Undef	0
CLUG_01356	0	0	Undef	0
CLUG_01357	0	0	Undef	0
CLUG_01358	1	0	Undef	1
CLUG_01359	0	0	Undef	0
CLUG_01360	0	0	Undef	0
CLUG_01402	0	0	Undef	0
CLUG_01403	0	0	Undef	0
CLUG_01404	0	0	Undef	0
CLUG_01405	0	2	0.0000	2
CLUG_01406	0	0	Undef	0
CLUG_01407	0	0	Undef	0
CLUG_01408	0	0	Undef	0
CLUG_01409	0	0	Undef	0
CLUG_01410	0	0	Undef	0
CLUG_01456	0	0	Undef	0
CLUG_01457	0	0	Undef	0
CLUG_01458	0	0	Undef	0
CLUG_01459	0	0	Undef	0
CLUG_01460	0	0	Undef	0
CLUG_01461	0	0	Undef	0
CLUG_01462	0	0	Undef	0
CLUG_01463	1	0	Undef	1
CLUG_01464	0	0	Undef	0
CLUG_01476	0	0	Undef	0
CLUG_01477	0	0	Undef	0
CLUG_01478	0	0	Undef	0
CLUG_01479	0	0	Undef	0
CLUG_01480	0	0	Undef	0
CLUG_01573	0	0	Undef	0
CLUG_01574	0	0	Undef	0
CLUG_01575	0	0	Undef	0
CLUG_01576	0	0	Undef	0
CLUG_01577	0	0	Undef	0
CLUG_01578	0	0	Undef	0
CLUG_01681	0	0	Undef	0
CLUG_01682	0	0	Undef	0
CLUG_01683	0	0	Undef	0
CLUG_01684	0	0	Undef	0
CLUG_01685	0	0	Undef	0
CLUG_01686	0	0	Undef	0
CLUG_01687	0	0	Undef	0
CLUG_01879	0	0	Undef	0
CLUG_01880	0	0	Undef	0
CLUG_01881	0	0	Undef	0
CLUG_01882	0	0	Undef	0
CLUG_01883	0	0	Undef	0
CLUG_01922	0	0	Undef	0
CLUG_01923	0	0	Undef	0
CLUG_01924	0	0	Undef	0
CLUG_01925	0	0	Undef	0
CLUG_01926	0	0	Undef	0
CLUG_01927	0	0	Undef	0
CLUG_01928	0	0	Undef	0
CLUG_01961	0	0	Undef	0
CLUG_01962	0	0	Undef	0
CLUG_01963	0	0	Undef	0
CLUG_01964	0	0	Undef	0
CLUG_02007	0	0	Undef	0
CLUG_02008	0	0	Undef	0
CLUG_02009	0	0	Undef	0
CLUG_02010	0	1	0.0000	1
CLUG_02011	0	0	Undef	0
CLUG_02012	0	0	Undef	0
CLUG_02101	0	0	Undef	0
CLUG_02102	0	0	Undef	0
CLUG_02103	0	0	Undef	0
CLUG_02104	1	0	Undef	1
CLUG_02105	0	0	Undef	0
CLUG_02106	0	0	Undef	0
CLUG_02107	0	0	Undef	0
CLUG_02108	1	0	Undef	1
CLUG_02109	0	0	Undef	0
CLUG_02110	0	0	Undef	0
CLUG_02111	0	0	Undef	0
CLUG_02112	0	0	Undef	0
CLUG_02120	0	0	Undef	0
CLUG_02121	0	0	Undef	0
CLUG_02122	0	0	Undef	0
CLUG_02123	0	0	Undef	0
CLUG_02126	0	0	Undef	0
CLUG_02127	0	0	Undef	0
CLUG_02128	0	0	Undef	0
CLUG_02129	0	0	Undef	0
CLUG_02130	0	1	0.0000	1
CLUG_02131	0	0	Undef	0
CLUG_02132	0	0	Undef	0
CLUG_02133	0	0	Undef	0
CLUG_02134	0	0	Undef	0
CLUG_02135	0	0	Undef	0
CLUG_02136	0	0	Undef	0
CLUG_02137	0	0	Undef	0
CLUG_02139	0	0	Undef	0
CLUG_02140	0	0	Undef	0
CLUG_02141	0	0	Undef	0
CLUG_02142	0	0	Undef	0
CLUG_02143	0	0	Undef	0
CLUG_02144	0	0	Undef	0
CLUG_02155	0	0	Undef	0
CLUG_02156	0	0	Undef	0
CLUG_02157	0	0	Undef	0
CLUG_02158	0	0	Undef	0
CLUG_02159	0	0	Undef	0
CLUG_02179	0	0	Undef	0
CLUG_02180	0	0	Undef	0
CLUG_02181	0	0	Undef	0
CLUG_02183	0	0	Undef	0
CLUG_02184	0	0	Undef	0
CLUG_02185	0	0	Undef	0
CLUG_02186	1	1	1.0000	2
CLUG_02187	0	0	Undef	0
CLUG_02188	0	0	Undef	0
CLUG_02189	0	1	0.0000	1
CLUG_02190	0	1	0.0000	1
CLUG_02191	0	0	Undef	0
CLUG_02192	0	0	Undef	0
CLUG_02193	0	0	Undef	0
CLUG_02194	0	0	Undef	0
CLUG_02195	0	1	0.0000	1
CLUG_02196	1	0	Undef	1
CLUG_02197	0	0	Undef	0
CLUG_02198	0	0	Undef	0
CLUG_02228	0	0	Undef	0
CLUG_02229	0	1	0.0000	1
CLUG_02230	0	0	Undef	0
CLUG_02240	0	0	Undef	0
CLUG_02241	0	0	Undef	0
CLUG_02242	0	0	Undef	0
CLUG_02243	0	0	Undef	0
CLUG_02244	0	0	Undef	0
CLUG_02259	0	0	Undef	0
CLUG_02260	1	0	Undef	1
CLUG_02261	1	1	1.0000	2
CLUG_02262	0	1	0.0000	1
CLUG_02263	0	0	Undef	0
CLUG_02264	0	0	Undef	0
CLUG_02271	0	0	Undef	0
CLUG_02272	0	0	Undef	0
CLUG_02273	0	0	Undef	0
CLUG_02274	0	2	0.0000	2
CLUG_02275	0	0	Undef	0
CLUG_02276	0	0	Undef	0
CLUG_02277	0	0	Undef	0
CLUG_02278	0	0	Undef	0
CLUG_02279	0	0	Undef	0
CLUG_02280	0	0	Undef	0
CLUG_02281	0	0	Undef	0
CLUG_02282	0	0	Undef	0
CLUG_02283	0	0	Undef	0
CLUG_02284	0	0	Undef	0
CLUG_02285	0	0	Undef	0
CLUG_02286	0	0	Undef	0
CLUG_02287	0	0	Undef	0
CLUG_02290	0	0	Undef	0
CLUG_02291	0	0	Undef	0
CLUG_02292	0	0	Undef	0
CLUG_02293	0	0	Undef	0
CLUG_02294	1	0	Undef	1
CLUG_02295	0	0	Undef	0
CLUG_02296	0	0	Undef	0
CLUG_02297	0	0	Undef	0
CLUG_02298	0	0	Undef	0
CLUG_02299	0	0	Undef	0
CLUG_02300	0	0	Undef	0
CLUG_02302	0	0	Undef	0
CLUG_02303	0	0	Undef	0
CLUG_02305	0	0	Undef	0
CLUG_02306	0	0	Undef	0
CLUG_02307	0	2	0.0000	2
CLUG_02308	0	0	Undef	0
CLUG_02309	0	0	Undef	0
CLUG_02312	0	0	Undef	0
CLUG_02313	0	0	Undef	0
CLUG_02314	0	0	Undef	0
CLUG_02315	0	0	Undef	0
CLUG_02316	0	0	Undef	0
CLUG_02317	0	1	0.0000	1
CLUG_02318	0	0	Undef	0
CLUG_02319	0	0	Undef	0
CLUG_02320	0	0	Undef	0
CLUG_02462	0	0	Undef	0
CLUG_02463	0	0	Undef	0
CLUG_02464	0	0	Undef	0
CLUG_02465	0	0	Undef	0
CLUG_02466	0	0	Undef	0
CLUG_02467	0	0	Undef	0
CLUG_02468	0	0	Undef	0
CLUG_02488	0	0	Undef	0
CLUG_02489	0	0	Undef	0
CLUG_02490	0	0	Undef	0
CLUG_02491	0	0	Undef	0
CLUG_02492	0	0	Undef	0
CLUG_02493	0	0	Undef	0
CLUG_02494	3	0	Undef	3
CLUG_02495	0	0	Undef	0
CLUG_02524	0	0	Undef	0
CLUG_02525	0	0	Undef	0
CLUG_02526	1	0	Undef	1
CLUG_02527	0	0	Undef	0
CLUG_02528	0	0	Undef	0
CLUG_02530	0	0	Undef	0
CLUG_02531	0	0	Undef	0
CLUG_02532	0	0	Undef	0
CLUG_02533	0	0	Undef	0
CLUG_02534	0	0	Undef	0
CLUG_02567	0	0	Undef	0
CLUG_02568	1	0	Undef	1
CLUG_02569	0	0	Undef	0
CLUG_02570	0	0	Undef	0
CLUG_02602	0	0	Undef	0
CLUG_02603	0	0	Undef	0
CLUG_02604	0	0	Undef	0
CLUG_02605	1	0	Undef	1
CLUG_02606	0	0	Undef	0
CLUG_02607	0	0	Undef	0
CLUG_02694	0	0	Undef	0
CLUG_02695	0	0	Undef	0
CLUG_02696	0	0	Undef	0
CLUG_02697	0	0	Undef	0
CLUG_02698	0	0	Undef	0
CLUG_02739	0	0	Undef	0
CLUG_02740	0	1	0.0000	1
CLUG_02741	0	0	Undef	0
CLUG_02742	0	1	0.0000	1
CLUG_02743	0	0	Undef	0
CLUG_02744	0	0	Undef	0
CLUG_02757	0	0	Undef	0
CLUG_02758	0	2	0.0000	2
CLUG_02759	0	0	Undef	0
CLUG_02760	0	0	Undef	0
CLUG_02797	0	0	Undef	0
CLUG_02798	0	0	Undef	0
CLUG_02799	0	0	Undef	0
CLUG_02833	0	0	Undef	0
CLUG_02834	0	0	Undef	0
CLUG_02835	0	0	Undef	0
CLUG_02836	0	0	Undef	0
CLUG_02837	0	0	Undef	0
CLUG_02838	0	0	Undef	0
CLUG_02839	0	0	Undef	0
CLUG_02840	0	0	Undef	0
CLUG_02841	0	0	Undef	0
CLUG_02842	0	0	Undef	0
CLUG_02843	0	0	Undef	0
CLUG_02844	0	0	Undef	0
CLUG_02845	0	1	0.0000	1
CLUG_02846	0	1	0.0000	1
CLUG_02847	0	0	Undef	0
CLUG_02848	0	0	Undef	0
CLUG_02861	0	0	Undef	0
CLUG_02862	0	0	Undef	0
CLUG_02863	0	0	Undef	0
CLUG_02864	0	0	Undef	0
CLUG_02865	0	0	Undef	0
CLUG_02866	0	0	Undef	0
CLUG_02867	0	0	Undef	0
CLUG_02868	0	0	Undef	0
CLUG_02886	0	0	Undef	0
CLUG_02887	0	0	Undef	0
CLUG_02888	0	1	0.0000	1
CLUG_02889	0	0	Undef	0
CLUG_02906	0	1	0.0000	1
CLUG_02907	0	0	Undef	0
CLUG_02911	0	0	Undef	0
CLUG_02912	0	0	Undef	0
CLUG_02913	0	0	Undef	0
CLUG_02914	0	0	Undef	0
CLUG_02915	1	0	Undef	1
CLUG_02916	0	0	Undef	0
CLUG_02918	0	0	Undef	0
CLUG_02919	5	1	5.0000	6
CLUG_02920	1	5	0.2000	6
CLUG_02921	0	0	Undef	0
CLUG_02922	0	0	Undef	0
CLUG_02923	0	0	Undef	0
CLUG_02924	0	0	Undef	0
CLUG_03005	0	0	Undef	0
CLUG_03006	0	0	Undef	0
CLUG_03007	0	1	0.0000	1
CLUG_03008	0	0	Undef	0
CLUG_03009	0	0	Undef	0
CLUG_03010	0	0	Undef	0
CLUG_03036	0	0	Undef	0
CLUG_03037	0	0	Undef	0
CLUG_03038	1	1	1.0000	2
CLUG_03039	0	0	Undef	0
CLUG_03040	0	0	Undef	0
CLUG_03041	0	1	0.0000	1
CLUG_03042	0	0	Undef	0
CLUG_03043	0	0	Undef	0
CLUG_03044	0	0	Undef	0
CLUG_03054	0	0	Undef	0
CLUG_03055	0	2	0.0000	2
CLUG_03056	0	1	0.0000	1
CLUG_03057	0	0	Undef	0
CLUG_03058	0	0	Undef	0
CLUG_03075	0	0	Undef	0
CLUG_03076	0	0	Undef	0
CLUG_03077	0	0	Undef	0
CLUG_03078	0	0	Undef	0
CLUG_03084	0	0	Undef	0
CLUG_03085	0	0	Undef	0
CLUG_03086	1	1	1.0000	2
CLUG_03087	0	0	Undef	0
CLUG_03088	0	0	Undef	0
CLUG_03098	0	0	Undef	0
CLUG_03100	0	0	Undef	0
CLUG_03101	0	0	Undef	0
CLUG_03102	0	0	Undef	0
CLUG_03103	0	0	Undef	0
CLUG_03104	0	0	Undef	0
CLUG_03105	0	0	Undef	0
CLUG_03134	0	0	Undef	0
CLUG_03135	0	0	Undef	0
CLUG_03136	0	0	Undef	0
CLUG_03137	0	0	Undef	0
CLUG_03138	0	0	Undef	0
CLUG_03139	0	0	Undef	0
CLUG_03140	0	0	Undef	0
CLUG_03159	0	0	Undef	0
CLUG_03160	0	0	Undef	0
CLUG_03161	0	0	Undef	0
CLUG_03162	0	0	Undef	0
CLUG_03163	0	1	0.0000	1
CLUG_03164	0	0	Undef	0
CLUG_03165	0	0	Undef	0
CLUG_03166	0	0	Undef	0
CLUG_03172	0	0	Undef	0
CLUG_03173	0	0	Undef	0
CLUG_03174	0	1	0.0000	1
CLUG_03175	0	0	Undef	0
CLUG_03177	0	0	Undef	0
CLUG_03178	0	0	Undef	0
CLUG_03179	0	2	0.0000	2
CLUG_03180	0	0	Undef	0
CLUG_03182	0	0	Undef	0
CLUG_03183	0	0	Undef	0
CLUG_03184	0	0	Undef	0
CLUG_03185	0	1	0.0000	1
CLUG_03186	1	0	Undef	1
CLUG_03187	1	0	Undef	1
CLUG_03188	0	0	Undef	0
CLUG_03189	1	0	Undef	1
CLUG_03190	0	0	Undef	0
CLUG_03191	0	0	Undef	0
CLUG_03192	0	0	Undef	0
CLUG_03193	0	0	Undef	0
CLUG_03194	2	1	2.0000	3
CLUG_03197	3	1	3.0000	4
CLUG_03198	0	0	Undef	0
CLUG_03199	0	0	Undef	0
CLUG_03202	0	0	Undef	0
CLUG_03203	0	0	Undef	0
CLUG_03204	0	0	Undef	0
CLUG_03205	0	0	Undef	0
CLUG_03206	0	0	Undef	0
CLUG_03207	0	1	0.0000	1
CLUG_03208	0	0	Undef	0
CLUG_03209	0	0	Undef	0
CLUG_03210	0	0	Undef	0
CLUG_03211	0	0	Undef	0
CLUG_03229	0	0	Undef	0
CLUG_03230	0	0	Undef	0
CLUG_03231	0	0	Undef	0
CLUG_03232	0	0	Undef	0
CLUG_03233	0	1	0.0000	1
CLUG_03234	0	0	Undef	0
CLUG_03329	0	0	Undef	0
CLUG_03330	0	0	Undef	0
CLUG_03331	0	0	Undef	0
CLUG_03332	0	0	Undef	0
CLUG_03333	0	0	Undef	0
CLUG_03334	0	0	Undef	0
CLUG_03335	0	0	Undef	0
CLUG_03343	0	0	Undef	0
CLUG_03344	0	0	Undef	0
CLUG_03345	0	0	Undef	0
CLUG_03346	0	0	Undef	0
CLUG_03347	0	0	Undef	0
CLUG_03348	0	0	Undef	0
CLUG_03349	0	0	Undef	0
CLUG_03350	0	1	0.0000	1
CLUG_03351	0	0	Undef	0
CLUG_03352	0	0	Undef	0
CLUG_03353	0	0	Undef	0
CLUG_03354	0	0	Undef	0
CLUG_03429	0	0	Undef	0
CLUG_03430	2	0	Undef	2
CLUG_03431	0	0	Undef	0
CLUG_03432	0	0	Undef	0
CLUG_03459	0	0	Undef	0
CLUG_03460	0	0	Undef	0
CLUG_03461	0	0	Undef	0
CLUG_03462	0	1	0.0000	1
CLUG_03463	0	0	Undef	0
