Gene	Pn	Ps	Pn_Ps	Total_Variants
CLUG_00057	4	20	0.2000	24
CLUG_00058	4	14	0.2857	18
CLUG_00059	0	7	0.0000	7
CLUG_00060	1	10	0.1000	11
CLUG_00061	0	5	0.0000	5
CLUG_00062	4	11	0.3636	15
CLUG_00063	12	43	0.2791	55
CLUG_00064	1	8	0.1250	9
CLUG_00065	6	15	0.4000	21
CLUG_00066	6	19	0.3158	25
CLUG_00067	3	2	1.5000	5
CLUG_00068	4	8	0.5000	12
CLUG_00069	3	6	0.5000	9
CLUG_00070	3	3	1.0000	6
CLUG_00071	0	0	Undef	0
CLUG_00072	1	1	1.0000	2
CLUG_00073	1	0	Undef	1
CLUG_00074	0	0	Undef	0
CLUG_00075	0	0	Undef	0
CLUG_00076	1	0	Undef	1
CLUG_00077	0	0	Undef	0
CLUG_00078	0	0	Undef	0
CLUG_00079	1	0	Undef	1
CLUG_00080	0	0	Undef	0
CLUG_00081	0	0	Undef	0
CLUG_00082	0	0	Undef	0
CLUG_00083	0	0	Undef	0
CLUG_00084	0	0	Undef	0
CLUG_00085	1	0	Undef	1
CLUG_00086	1	0	Undef	1
CLUG_00087	0	0	Undef	0
CLUG_00088	1	0	Undef	1
CLUG_00089	1	0	Undef	1
CLUG_00090	0	0	Undef	0
CLUG_00091	2	0	Undef	2
CLUG_00092	0	0	Undef	0
CLUG_00093	0	0	Undef	0
CLUG_00094	0	0	Undef	0
CLUG_00095	2	0	Undef	2
CLUG_00096	1	0	Undef	1
CLUG_00097	1	2	0.5000	3
CLUG_00098	1	0	Undef	1
CLUG_00099	0	0	Undef	0
CLUG_00100	1	0	Undef	1
CLUG_00101	0	0	Undef	0
CLUG_00102	0	0	Undef	0
CLUG_00103	0	0	Undef	0
CLUG_00104	0	1	0.0000	1
CLUG_00105	0	0	Undef	0
CLUG_00106	0	0	Undef	0
CLUG_00109	0	0	Undef	0
CLUG_00110	0	0	Undef	0
CLUG_00111	0	0	Undef	0
CLUG_00112	0	0	Undef	0
CLUG_00113	0	0	Undef	0
CLUG_00114	0	0	Undef	0
CLUG_00115	0	0	Undef	0
CLUG_00116	0	0	Undef	0
CLUG_00117	0	0	Undef	0
CLUG_00118	1	1	1.0000	2
CLUG_00119	0	0	Undef	0
CLUG_00120	1	0	Undef	1
CLUG_00121	1	1	1.0000	2
CLUG_00122	0	0	Undef	0
CLUG_00123	1	0	Undef	1
CLUG_00124	7	3	2.3333	10
CLUG_00125	0	0	Undef	0
CLUG_00126	0	0	Undef	0
CLUG_00127	0	0	Undef	0
CLUG_00128	0	0	Undef	0
CLUG_00129	0	0	Undef	0
CLUG_00130	0	0	Undef	0
CLUG_00131	6	3	2.0000	9
CLUG_00132	2	0	Undef	2
CLUG_00133	0	0	Undef	0
CLUG_00134	0	0	Undef	0
CLUG_00135	1	0	Undef	1
CLUG_00136	1	0	Undef	1
CLUG_00137	1	0	Undef	1
CLUG_00138	0	0	Undef	0
CLUG_00139	0	0	Undef	0
CLUG_00140	0	0	Undef	0
CLUG_00141	1	0	Undef	1
CLUG_00142	1	1	1.0000	2
CLUG_00143	0	1	0.0000	1
CLUG_00144	5	0	Undef	5
CLUG_00145	0	1	0.0000	1
CLUG_00146	0	0	Undef	0
CLUG_00147	0	1	0.0000	1
CLUG_00148	1	0	Undef	1
CLUG_00149	0	0	Undef	0
CLUG_00150	0	0	Undef	0
CLUG_00151	1	0	Undef	1
CLUG_00152	0	0	Undef	0
CLUG_00153	2	0	Undef	2
CLUG_00154	0	0	Undef	0
CLUG_00155	0	0	Undef	0
CLUG_00156	1	0	Undef	1
CLUG_00157	1	0	Undef	1
CLUG_00158	0	0	Undef	0
CLUG_00159	0	0	Undef	0
CLUG_00160	3	0	Undef	3
CLUG_00161	0	0	Undef	0
CLUG_00162	1	1	1.0000	2
CLUG_00163	0	1	0.0000	1
CLUG_00164	1	0	Undef	1
CLUG_00165	1	0	Undef	1
CLUG_00166	4	0	Undef	4
CLUG_00167	0	1	0.0000	1
CLUG_00168	0	0	Undef	0
CLUG_00169	1	0	Undef	1
CLUG_00170	0	0	Undef	0
CLUG_00171	2	0	Undef	2
CLUG_00172	1	0	Undef	1
CLUG_00173	1	0	Undef	1
CLUG_00174	1	0	Undef	1
CLUG_00175	2	0	Undef	2
CLUG_00176	2	0	Undef	2
CLUG_00177	0	22	0.0000	22
CLUG_00178	0	6	0.0000	6
CLUG_00179	5	22	0.2273	27
CLUG_00180	2	15	0.1333	17
CLUG_00181	6	14	0.4286	20
CLUG_00182	1	2	0.5000	3
CLUG_00183	4	22	0.1818	26
CLUG_00184	4	16	0.2500	20
CLUG_00185	6	15	0.4000	21
CLUG_00186	0	5	0.0000	5
CLUG_00187	2	9	0.2222	11
CLUG_00188	3	0	Undef	3
CLUG_00189	2	3	0.6667	5
CLUG_00190	4	3	1.3333	7
CLUG_00191	0	5	0.0000	5
CLUG_00192	10	18	0.5556	28
CLUG_00193	5	10	0.5000	15
CLUG_00194	11	22	0.5000	33
CLUG_00195	14	19	0.7368	33
CLUG_00196	10	52	0.1923	62
CLUG_00197	12	55	0.2182	67
CLUG_00198	0	9	0.0000	9
CLUG_00199	1	5	0.2000	6
CLUG_00200	13	2	6.5000	15
CLUG_00201	20	60	0.3333	80
CLUG_00202	2	1	2.0000	3
CLUG_00203	7	14	0.5000	21
CLUG_00204	4	10	0.4000	14
CLUG_00205	3	32	0.0938	35
CLUG_00206	0	6	0.0000	6
CLUG_00207	15	25	0.6000	40
CLUG_00208	4	16	0.2500	20
CLUG_00209	1	0	Undef	1
CLUG_00210	2	2	1.0000	4
CLUG_00211	0	0	Undef	0
CLUG_00212	1	0	Undef	1
CLUG_00213	8	1	8.0000	9
CLUG_00214	4	9	0.4444	13
CLUG_00215	1	5	0.2000	6
CLUG_00216	1	2	0.5000	3
CLUG_00217	2	2	1.0000	4
CLUG_00218	0	0	Undef	0
CLUG_00219	5	0	Undef	5
CLUG_00220	0	0	Undef	0
CLUG_00221	1	0	Undef	1
CLUG_00222	1	0	Undef	1
CLUG_00223	0	0	Undef	0
CLUG_00225	0	0	Undef	0
CLUG_00226	0	0	Undef	0
CLUG_00227	0	0	Undef	0
CLUG_00228	1	0	Undef	1
CLUG_00229	0	0	Undef	0
CLUG_00230	0	0	Undef	0
CLUG_00231	1	0	Undef	1
CLUG_00232	0	0	Undef	0
CLUG_00233	0	0	Undef	0
CLUG_00234	0	0	Undef	0
CLUG_00235	9	3	3.0000	12
CLUG_00236	9	1	9.0000	10
CLUG_00237	5	0	Undef	5
CLUG_00238	1	0	Undef	1
CLUG_00239	0	0	Undef	0
CLUG_00240	0	0	Undef	0
CLUG_00241	11	0	Undef	11
CLUG_00242	5	5	1.0000	10
CLUG_00243	0	0	Undef	0
CLUG_00244	0	1	0.0000	1
CLUG_00245	0	0	Undef	0
CLUG_00246	1	0	Undef	1
CLUG_00247	1	0	Undef	1
CLUG_00248	0	1	0.0000	1
CLUG_00249	0	0	Undef	0
CLUG_00250	1	0	Undef	1
CLUG_00251	0	0	Undef	0
CLUG_00252	0	0	Undef	0
CLUG_00253	1	0	Undef	1
CLUG_00254	0	0	Undef	0
CLUG_00255	0	0	Undef	0
CLUG_00256	0	0	Undef	0
CLUG_00257	0	0	Undef	0
CLUG_00258	1	1	1.0000	2
CLUG_00259	1	0	Undef	1
CLUG_00260	10	4	2.5000	14
CLUG_00261	0	0	Undef	0
CLUG_00262	0	0	Undef	0
CLUG_00263	0	0	Undef	0
CLUG_00264	3	1	3.0000	4
CLUG_00265	0	0	Undef	0
CLUG_00266	0	0	Undef	0
CLUG_00267	2	0	Undef	2
CLUG_00268	0	0	Undef	0
CLUG_00269	2	1	2.0000	3
CLUG_00270	0	0	Undef	0
CLUG_00271	1	0	Undef	1
CLUG_00272	0	0	Undef	0
CLUG_00273	0	0	Undef	0
CLUG_00274	0	0	Undef	0
CLUG_00275	1	0	Undef	1
CLUG_00276	1	0	Undef	1
CLUG_00277	1	1	1.0000	2
CLUG_00278	2	0	Undef	2
CLUG_00279	0	0	Undef	0
CLUG_00280	0	0	Undef	0
CLUG_00281	0	0	Undef	0
CLUG_00282	2	0	Undef	2
CLUG_00283	0	0	Undef	0
CLUG_00284	1	0	Undef	1
CLUG_00285	5	0	Undef	5
CLUG_00286	1	10	0.1000	11
CLUG_00287	3	6	0.5000	9
CLUG_00288	2	3	0.6667	5
CLUG_00289	0	2	0.0000	2
CLUG_00290	2	0	Undef	2
CLUG_00291	1	1	1.0000	2
CLUG_00292	0	1	0.0000	1
CLUG_00293	12	15	0.8000	27
CLUG_00294	0	1	0.0000	1
CLUG_00295	0	0	Undef	0
CLUG_00296	7	29	0.2414	36
CLUG_00297	7	14	0.5000	21
CLUG_00298	10	20	0.5000	30
CLUG_00299	2	1	2.0000	3
CLUG_00300	3	16	0.1875	19
CLUG_00301	10	8	1.2500	18
CLUG_00302	1	19	0.0526	20
CLUG_00303	1	13	0.0769	14
CLUG_00304	3	27	0.1111	30
CLUG_00305	0	0	Undef	0
CLUG_00306	0	0	Undef	0
CLUG_00307	0	0	Undef	0
CLUG_00308	0	0	Undef	0
CLUG_00309	2	1	2.0000	3
CLUG_00310	2	3	0.6667	5
CLUG_00311	19	28	0.6786	47
CLUG_00312	13	12	1.0833	25
CLUG_00313	5	16	0.3125	21
CLUG_00314	2	45	0.0444	47
CLUG_00315	2	12	0.1667	14
CLUG_00316	4	24	0.1667	28
CLUG_00317	20	108	0.1852	128
CLUG_00318	5	6	0.8333	11
CLUG_00319	6	15	0.4000	21
CLUG_00320	9	49	0.1837	58
CLUG_00321	2	11	0.1818	13
CLUG_00322	8	30	0.2667	38
CLUG_00323	3	19	0.1579	22
CLUG_00324	0	7	0.0000	7
CLUG_00325	12	1	12.0000	13
CLUG_00326	3	11	0.2727	14
CLUG_00327	6	5	1.2000	11
CLUG_00328	12	14	0.8571	26
CLUG_00329	3	10	0.3000	13
CLUG_00330	18	52	0.3462	70
CLUG_00331	13	50	0.2600	63
CLUG_00332	2	12	0.1667	14
CLUG_00333	1	22	0.0455	23
CLUG_00334	6	15	0.4000	21
CLUG_00335	9	47	0.1915	56
CLUG_00336	4	8	0.5000	12
CLUG_00337	2	11	0.1818	13
CLUG_00338	1	23	0.0435	24
CLUG_00339	6	19	0.3158	25
CLUG_00340	1	7	0.1429	8
CLUG_00341	14	26	0.5385	40
CLUG_00342	1	19	0.0526	20
CLUG_00343	9	27	0.3333	36
CLUG_00344	4	19	0.2105	23
CLUG_00345	0	4	0.0000	4
CLUG_00346	12	33	0.3636	45
CLUG_00347	4	33	0.1212	37
CLUG_00348	3	8	0.3750	11
CLUG_00349	2	5	0.4000	7
CLUG_00350	0	8	0.0000	8
CLUG_00351	3	12	0.2500	15
CLUG_00352	2	26	0.0769	28
CLUG_00353	2	0	Undef	2
CLUG_00354	1	0	Undef	1
CLUG_00355	11	0	Undef	11
CLUG_00356	4	16	0.2500	20
CLUG_00357	3	19	0.1579	22
CLUG_00358	11	0	Undef	11
CLUG_00359	4	9	0.4444	13
CLUG_00360	4	2	2.0000	6
CLUG_00361	1	9	0.1111	10
CLUG_00362	7	0	Undef	7
CLUG_00363	1	6	0.1667	7
CLUG_00364	1	7	0.1429	8
CLUG_00365	3	5	0.6000	8
CLUG_00366	0	7	0.0000	7
CLUG_00367	3	34	0.0882	37
CLUG_00368	3	20	0.1500	23
CLUG_00369	0	1	0.0000	1
CLUG_00370	1	5	0.2000	6
CLUG_00371	2	0	Undef	2
CLUG_00372	1	13	0.0769	14
CLUG_00373	20	34	0.5882	54
CLUG_00374	4	26	0.1538	30
CLUG_00375	0	4	0.0000	4
CLUG_00376	15	3	5.0000	18
CLUG_00377	4	12	0.3333	16
CLUG_00378	5	28	0.1786	33
CLUG_00379	11	6	1.8333	17
CLUG_00380	2	7	0.2857	9
CLUG_00381	8	1	8.0000	9
CLUG_00382	0	12	0.0000	12
CLUG_00383	9	10	0.9000	19
CLUG_00384	1	10	0.1000	11
CLUG_00385	2	12	0.1667	14
CLUG_00386	0	2	0.0000	2
CLUG_00387	25	20	1.2500	45
CLUG_00388	0	4	0.0000	4
CLUG_00389	6	8	0.7500	14
CLUG_00390	4	30	0.1333	34
CLUG_00391	29	37	0.7838	66
CLUG_00392	13	43	0.3023	56
CLUG_00393	4	17	0.2353	21
CLUG_00394	15	2	7.5000	17
CLUG_00395	2	15	0.1333	17
CLUG_00396	0	0	Undef	0
CLUG_00397	1	0	Undef	1
CLUG_00398	1	0	Undef	1
CLUG_00399	2	0	Undef	2
CLUG_00400	0	0	Undef	0
CLUG_00401	0	0	Undef	0
CLUG_00402	1	1	1.0000	2
CLUG_00403	1	2	0.5000	3
CLUG_00404	15	8	1.8750	23
CLUG_00405	3	0	Undef	3
CLUG_00406	5	0	Undef	5
CLUG_00407	1	0	Undef	1
CLUG_00408	0	0	Undef	0
CLUG_00409	1	0	Undef	1
CLUG_00410	1	0	Undef	1
CLUG_00411	2	7	0.2857	9
CLUG_00412	9	37	0.2432	46
CLUG_00413	6	3	2.0000	9
CLUG_00414	0	0	Undef	0
CLUG_00415	0	14	0.0000	14
CLUG_00416	5	29	0.1724	34
CLUG_00417	12	31	0.3871	43
CLUG_00418	1	6	0.1667	7
CLUG_00419	5	18	0.2778	23
CLUG_00420	0	8	0.0000	8
CLUG_00421	2	10	0.2000	12
CLUG_00422	0	2	0.0000	2
CLUG_00423	5	26	0.1923	31
CLUG_00424	1	9	0.1111	10
CLUG_00425	5	2	2.5000	7
CLUG_00426	27	34	0.7941	61
CLUG_00427	16	20	0.8000	36
CLUG_00428	1	1	1.0000	2
CLUG_00429	2	3	0.6667	5
CLUG_00430	3	12	0.2500	15
CLUG_00431	10	35	0.2857	45
CLUG_00432	1	8	0.1250	9
CLUG_00433	4	38	0.1053	42
CLUG_00434	19	18	1.0556	37
CLUG_00435	1	18	0.0556	19
CLUG_00436	7	26	0.2692	33
CLUG_00437	3	55	0.0545	58
CLUG_00438	0	6	0.0000	6
CLUG_00439	12	33	0.3636	45
CLUG_00440	0	12	0.0000	12
CLUG_00441	1	10	0.1000	11
CLUG_00442	8	73	0.1096	81
CLUG_00443	2	35	0.0571	37
CLUG_00444	15	19	0.7895	34
CLUG_00445	1	16	0.0625	17
CLUG_00446	2	12	0.1667	14
CLUG_00447	29	20	1.4500	49
CLUG_00448	3	8	0.3750	11
CLUG_00449	21	2	10.5000	23
CLUG_00450	2	16	0.1250	18
CLUG_00451	22	30	0.7333	52
CLUG_00452	4	8	0.5000	12
CLUG_00453	17	72	0.2361	89
CLUG_00454	13	15	0.8667	28
CLUG_00455	2	0	Undef	2
CLUG_00456	4	1	4.0000	5
CLUG_00457	5	0	Undef	5
CLUG_00458	6	0	Undef	6
CLUG_00459	3	0	Undef	3
CLUG_00460	8	1	8.0000	9
CLUG_00461	10	0	Undef	10
CLUG_00462	2	1	2.0000	3
CLUG_00463	1	0	Undef	1
CLUG_00464	1	0	Undef	1
CLUG_00465	2	1	2.0000	3
CLUG_00466	0	0	Undef	0
CLUG_00467	0	1	0.0000	1
CLUG_00468	1	0	Undef	1
CLUG_00469	1	0	Undef	1
CLUG_00470	0	0	Undef	0
CLUG_00471	1	0	Undef	1
CLUG_00472	0	0	Undef	0
CLUG_00473	0	0	Undef	0
CLUG_00474	1	0	Undef	1
CLUG_00475	8	1	8.0000	9
CLUG_00476	1	1	1.0000	2
CLUG_00477	4	6	0.6667	10
CLUG_00478	6	0	Undef	6
CLUG_00479	0	4	0.0000	4
CLUG_00480	0	16	0.0000	16
CLUG_00481	3	0	Undef	3
CLUG_00482	0	3	0.0000	3
CLUG_00483	5	8	0.6250	13
CLUG_00484	9	9	1.0000	18
CLUG_00485	3	11	0.2727	14
CLUG_00486	0	8	0.0000	8
CLUG_00487	3	32	0.0938	35
CLUG_00488	11	7	1.5714	18
CLUG_00489	4	21	0.1905	25
CLUG_00490	2	37	0.0541	39
CLUG_00491	3	2	1.5000	5
CLUG_00492	0	3	0.0000	3
CLUG_00493	9	29	0.3103	38
CLUG_00494	1	6	0.1667	7
CLUG_00495	7	0	Undef	7
CLUG_00496	12	1	12.0000	13
CLUG_00497	3	11	0.2727	14
CLUG_00498	1	5	0.2000	6
CLUG_00499	15	28	0.5357	43
CLUG_00500	5	5	1.0000	10
CLUG_00501	3	12	0.2500	15
CLUG_00502	9	0	Undef	9
CLUG_00503	8	10	0.8000	18
CLUG_00504	4	32	0.1250	36
CLUG_00505	54	44	1.2273	98
CLUG_00506	4	28	0.1429	32
CLUG_00507	2	2	1.0000	4
CLUG_00508	0	0	Undef	0
CLUG_00509	1	0	Undef	1
CLUG_00510	0	0	Undef	0
CLUG_00511	1	0	Undef	1
CLUG_00512	1	0	Undef	1
CLUG_00513	0	0	Undef	0
CLUG_00514	0	0	Undef	0
CLUG_00515	1	0	Undef	1
CLUG_00516	1	0	Undef	1
CLUG_00517	1	0	Undef	1
CLUG_00518	0	0	Undef	0
CLUG_00519	0	0	Undef	0
CLUG_00520	0	0	Undef	0
CLUG_00521	0	1	0.0000	1
CLUG_00522	0	0	Undef	0
CLUG_00523	1	0	Undef	1
CLUG_00524	1	0	Undef	1
CLUG_00525	0	0	Undef	0
CLUG_00526	0	0	Undef	0
CLUG_00527	0	0	Undef	0
CLUG_00528	0	0	Undef	0
CLUG_00529	0	1	0.0000	1
CLUG_00530	0	0	Undef	0
CLUG_00531	1	0	Undef	1
CLUG_00532	1	0	Undef	1
CLUG_00533	0	0	Undef	0
CLUG_00534	0	0	Undef	0
CLUG_00535	0	0	Undef	0
CLUG_00536	0	0	Undef	0
CLUG_00537	0	0	Undef	0
CLUG_00538	1	0	Undef	1
CLUG_00539	1	0	Undef	1
CLUG_00540	5	14	0.3571	19
CLUG_00541	0	8	0.0000	8
CLUG_00542	53	37	1.4324	90
CLUG_00543	1	8	0.1250	9
CLUG_00544	8	25	0.3200	33
CLUG_00545	3	18	0.1667	21
CLUG_00546	4	2	2.0000	6
CLUG_00547	3	10	0.3000	13
CLUG_00548	0	2	0.0000	2
CLUG_00549	3	26	0.1154	29
CLUG_00550	5	14	0.3571	19
CLUG_00551	0	2	0.0000	2
CLUG_00552	12	14	0.8571	26
CLUG_00553	3	19	0.1579	22
CLUG_00554	7	29	0.2414	36
CLUG_00555	5	32	0.1562	37
CLUG_00556	6	19	0.3158	25
CLUG_00557	15	27	0.5556	42
CLUG_00558	0	2	0.0000	2
CLUG_00559	12	33	0.3636	45
CLUG_00560	10	2	5.0000	12
CLUG_00561	2	24	0.0833	26
CLUG_00562	6	12	0.5000	18
CLUG_00563	9	22	0.4091	31
CLUG_00564	2	7	0.2857	9
CLUG_00565	1	5	0.2000	6
CLUG_00566	9	14	0.6429	23
CLUG_00567	8	16	0.5000	24
CLUG_00568	0	6	0.0000	6
CLUG_00569	11	6	1.8333	17
CLUG_00570	5	12	0.4167	17
CLUG_00571	20	70	0.2857	90
CLUG_00572	0	14	0.0000	14
CLUG_00573	17	7	2.4286	24
CLUG_00574	7	16	0.4375	23
CLUG_00575	12	20	0.6000	32
CLUG_00576	4	9	0.4444	13
CLUG_00577	4	30	0.1333	34
CLUG_00578	2	12	0.1667	14
CLUG_00579	5	1	5.0000	6
CLUG_00580	8	22	0.3636	30
CLUG_00581	6	6	1.0000	12
CLUG_00582	2	4	0.5000	6
CLUG_00583	11	2	5.5000	13
CLUG_00584	9	8	1.1250	17
CLUG_00585	1	0	Undef	1
CLUG_00586	1	0	Undef	1
CLUG_00587	0	0	Undef	0
CLUG_00588	0	0	Undef	0
CLUG_00589	0	0	Undef	0
CLUG_00590	1	0	Undef	1
CLUG_00591	0	0	Undef	0
CLUG_00592	0	0	Undef	0
CLUG_00593	0	0	Undef	0
CLUG_00594	1	0	Undef	1
CLUG_00595	1	0	Undef	1
CLUG_00596	0	0	Undef	0
CLUG_00597	1	0	Undef	1
CLUG_00598	0	0	Undef	0
CLUG_00599	0	0	Undef	0
CLUG_00600	0	0	Undef	0
CLUG_00601	3	3	1.0000	6
CLUG_00602	1	3	0.3333	4
CLUG_00603	8	25	0.3200	33
CLUG_00604	5	7	0.7143	12
CLUG_00605	12	37	0.3243	49
CLUG_00606	13	2	6.5000	15
CLUG_00607	11	0	Undef	11
CLUG_00608	1	9	0.1111	10
CLUG_00609	14	43	0.3256	57
CLUG_00610	0	0	Undef	0
CLUG_00611	2	0	Undef	2
CLUG_00612	0	0	Undef	0
CLUG_00613	1	0	Undef	1
CLUG_00614	0	0	Undef	0
CLUG_00615	0	0	Undef	0
CLUG_00616	1	0	Undef	1
CLUG_00617	4	0	Undef	4
CLUG_00618	0	0	Undef	0
CLUG_00619	0	0	Undef	0
CLUG_00620	0	0	Undef	0
CLUG_00621	1	0	Undef	1
CLUG_00622	0	0	Undef	0
CLUG_00623	1	0	Undef	1
CLUG_00624	0	0	Undef	0
CLUG_00625	2	0	Undef	2
CLUG_00626	0	0	Undef	0
CLUG_00627	3	0	Undef	3
CLUG_00628	0	1	0.0000	1
CLUG_00629	0	0	Undef	0
CLUG_00630	2	0	Undef	2
CLUG_00631	0	0	Undef	0
CLUG_00632	2	0	Undef	2
CLUG_00633	0	0	Undef	0
CLUG_00634	2	0	Undef	2
CLUG_00635	2	0	Undef	2
CLUG_00636	1	0	Undef	1
CLUG_00637	4	0	Undef	4
CLUG_00638	0	0	Undef	0
CLUG_00639	2	0	Undef	2
CLUG_00640	2	0	Undef	2
CLUG_00641	0	0	Undef	0
CLUG_00642	2	0	Undef	2
CLUG_00643	2	0	Undef	2
CLUG_00644	2	0	Undef	2
CLUG_00645	2	0	Undef	2
CLUG_00646	3	0	Undef	3
CLUG_00647	0	0	Undef	0
CLUG_00648	4	8	0.5000	12
CLUG_00649	4	36	0.1111	40
CLUG_00650	6	16	0.3750	22
CLUG_00651	9	31	0.2903	40
CLUG_00652	0	2	0.0000	2
CLUG_00653	0	4	0.0000	4
CLUG_00654	4	60	0.0667	64
CLUG_00655	6	5	1.2000	11
CLUG_00656	1	7	0.1429	8
CLUG_00657	1	9	0.1111	10
CLUG_00658	4	25	0.1600	29
CLUG_00659	7	41	0.1707	48
CLUG_00660	0	0	Undef	0
CLUG_00661	4	21	0.1905	25
CLUG_00662	2	4	0.5000	6
CLUG_00663	5	7	0.7143	12
CLUG_00664	17	26	0.6538	43
CLUG_00665	4	8	0.5000	12
CLUG_00666	4	30	0.1333	34
CLUG_00667	2	0	Undef	2
CLUG_00668	0	0	Undef	0
CLUG_00669	0	0	Undef	0
CLUG_00670	1	0	Undef	1
CLUG_00671	0	0	Undef	0
CLUG_00672	0	0	Undef	0
CLUG_00673	2	0	Undef	2
CLUG_00674	4	0	Undef	4
CLUG_00675	1	0	Undef	1
CLUG_00676	4	0	Undef	4
CLUG_00677	1	0	Undef	1
CLUG_00678	2	0	Undef	2
CLUG_00679	0	1	0.0000	1
CLUG_00680	0	0	Undef	0
CLUG_00681	0	0	Undef	0
CLUG_00682	0	0	Undef	0
CLUG_00683	0	0	Undef	0
CLUG_00684	1	4	0.2500	5
CLUG_00685	1	0	Undef	1
CLUG_00686	7	0	Undef	7
CLUG_00687	1	0	Undef	1
CLUG_00688	1	0	Undef	1
CLUG_00689	1	0	Undef	1
CLUG_00690	0	1	0.0000	1
CLUG_00691	0	0	Undef	0
CLUG_00692	0	0	Undef	0
CLUG_00693	15	3	5.0000	18
CLUG_00694	4	12	0.3333	16
CLUG_00695	0	0	Undef	0
CLUG_00696	12	46	0.2609	58
CLUG_00697	1	21	0.0476	22
CLUG_00698	1	1	1.0000	2
CLUG_00699	10	1	10.0000	11
CLUG_00700	11	54	0.2037	65
CLUG_00701	18	4	4.5000	22
CLUG_00702	1	8	0.1250	9
CLUG_00703	3	0	Undef	3
CLUG_00704	2	10	0.2000	12
CLUG_00705	10	40	0.2500	50
CLUG_00706	0	7	0.0000	7
CLUG_00707	0	8	0.0000	8
CLUG_00708	3	5	0.6000	8
CLUG_00709	9	40	0.2250	49
CLUG_00710	6	20	0.3000	26
CLUG_00711	4	10	0.4000	14
CLUG_00712	5	13	0.3846	18
CLUG_00713	6	12	0.5000	18
CLUG_00714	0	0	Undef	0
CLUG_00715	3	9	0.3333	12
CLUG_00716	4	1	4.0000	5
CLUG_00717	0	0	Undef	0
CLUG_00718	1	2	0.5000	3
CLUG_00719	9	10	0.9000	19
CLUG_00720	2	11	0.1818	13
CLUG_00721	9	29	0.3103	38
CLUG_00722	3	11	0.2727	14
CLUG_00723	3	5	0.6000	8
CLUG_00724	5	17	0.2941	22
CLUG_00725	7	5	1.4000	12
CLUG_00726	8	7	1.1429	15
CLUG_00727	3	19	0.1579	22
CLUG_00728	3	0	Undef	3
CLUG_00729	2	2	1.0000	4
CLUG_00730	3	1	3.0000	4
CLUG_00731	1	0	Undef	1
CLUG_00732	2	0	Undef	2
CLUG_00733	3	27	0.1111	30
CLUG_00734	2	26	0.0769	28
CLUG_00735	0	7	0.0000	7
CLUG_00736	11	40	0.2750	51
CLUG_00737	1	8	0.1250	9
CLUG_00738	1	7	0.1429	8
CLUG_00739	0	2	0.0000	2
CLUG_00740	3	7	0.4286	10
CLUG_00741	0	6	0.0000	6
CLUG_00742	2	8	0.2500	10
CLUG_00743	2	47	0.0426	49
CLUG_00744	1	2	0.5000	3
CLUG_00745	2	12	0.1667	14
CLUG_00746	2	1	2.0000	3
CLUG_00747	1	1	1.0000	2
CLUG_00748	1	1	1.0000	2
CLUG_00749	3	11	0.2727	14
CLUG_00750	2	9	0.2222	11
CLUG_00751	2	5	0.4000	7
CLUG_00752	0	3	0.0000	3
CLUG_00753	2	3	0.6667	5
