GENE	POSITION	COVERAGE	STRAIN	LOCALE	GROUP
CLUG_00003	5729	1.2336	A11.L11G	L	A
CLUG_00003	5729	0.9262	A12.L10B	L	A
CLUG_00003	5729	0.8745	A13.L3B	L	A
CLUG_00003	5729	1.2820	A14.L4E	L	A
CLUG_00003	5729	1.2205	A15.L4G	L	A
CLUG_00003	5729	0.8576	A16.L7C	L	A
CLUG_00003	5729	0.8424	A17.L1B	L	A
CLUG_00003	5729	1.1315	A18.S4H	S	A
CLUG_00003	5729	1.3133	A19.S3B	S	A
CLUG_00003	5729	0.7138	A2.U10A	U	A
CLUG_00003	5729	0.9606	A20.S1E	S	A
CLUG_00003	5729	1.0990	A21.S8A	S	A
CLUG_00003	5729	1.0863	A22.UpperP	U	A
CLUG_00003	5729	0.8295	A23.LowerP	L	A
CLUG_00003	5729	1.2278	A24.SputuP	S	A
CLUG_00003	5729	0.8898	A3.U3G	U	A
CLUG_00003	5729	1.0342	A4.U3B	U	A
CLUG_00003	5729	1.2104	A5.U10D	U	A
CLUG_00003	5729	1.2708	A6.U5C	U	A
CLUG_00003	5729	0.8039	A7.U3E	U	A
CLUG_00003	5729	1.2191	A8.U2E	U	A
CLUG_00003	5729	1.3084	A9.L3D	L	A
CLUG_00003	5729	0.7568	ATCC42720	Blood	ATCC42720
CLUG_00003	5729	1.0412	B16.1310D	L	B
CLUG_00003	5729	0.8484	B17.1311G	L	B
CLUG_00003	5729	0.8996	B18.1312G	L	B
CLUG_00003	5729	1.2091	B19.1310A	L	B
CLUG_00003	5729	0.8087	B20.1311A	L	B
CLUG_00003	5729	0.7333	B21.1312A	L	B
CLUG_00003	5729	0.8785	B22.134E	U	B
CLUG_00003	5729	0.7948	B23.133H	U	B
CLUG_00003	5729	0.7843	B24.133F	U	B
CLUG_00003	5729	0.8583	B25.135C	U	B
CLUG_00003	5729	0.8883	B26.131A	U	B
CLUG_00003	5729	0.9015	B27.136A	U	B
CLUG_00003	5729	0.8859	B28.13UM	U	B
CLUG_00003	5729	1.0933	B29.13MM	M	B
CLUG_00003	5729	0.8488	C10.9M3	M	C
CLUG_00003	5729	1.5921	C11.9M41	M	C
CLUG_00003	5729	0.8966	C12.9U1	U	C
CLUG_00003	5729	1.4340	C13.9U2	U	C
CLUG_00003	5729	1.3338	C14.9U3	U	C
CLUG_00003	5729	0.8289	C15.9U4s	U	C
CLUG_00003	5729	1.0370	C30.13LM	L	C
CLUG_00003	5729	1.1946	C31.13MP	U	C
CLUG_00003	5729	1.0374	C4.9L1	L	C
CLUG_00003	5729	1.1611	C5.9L2	L	C
CLUG_00003	5729	1.0029	C6.9L3	L	C
CLUG_00003	5729	0.9544	C7.9L4	L	C
CLUG_00003	5729	0.9185	C8.9M1	M	C
CLUG_00003	5729	0.9806	C9.9M2	M	C
CLUG_00003	5729	0.9738	ctl1.AL1B	L	A
CLUG_00003	5729	1.0116	ctl2.AL1B	L	A
CLUG_00004	8045	1.1668	POSITION	UNK	P
CLUG_00004	8045	1.2941	A10.L4C	L	A
CLUG_00004	8045	1.3906	A11.L11G	L	A
CLUG_00004	8045	0.9975	A12.L10B	L	A
CLUG_00004	8045	0.9790	A13.L3B	L	A
CLUG_00004	8045	1.2473	A14.L4E	L	A
CLUG_00004	8045	1.2235	A15.L4G	L	A
CLUG_00004	8045	1.0010	A16.L7C	L	A
CLUG_00004	8045	0.9131	A17.L1B	L	A
CLUG_00004	8045	1.2505	A18.S4H	S	A
CLUG_00004	8045	1.4539	A19.S3B	S	A
CLUG_00004	8045	0.8083	A2.U10A	U	A
CLUG_00004	8045	1.0094	A20.S1E	S	A
CLUG_00004	8045	1.2099	A21.S8A	S	A
CLUG_00004	8045	1.2024	A22.UpperP	U	A
CLUG_00004	8045	1.0160	A23.LowerP	L	A
CLUG_00004	8045	1.2611	A24.SputuP	S	A
CLUG_00004	8045	0.9931	A3.U3G	U	A
CLUG_00004	8045	0.9692	A4.U3B	U	A
CLUG_00004	8045	1.3558	A5.U10D	U	A
CLUG_00004	8045	1.4378	A6.U5C	U	A
CLUG_00004	8045	0.8828	A7.U3E	U	A
CLUG_00004	8045	1.3484	A8.U2E	U	A
CLUG_00004	8045	1.5035	A9.L3D	L	A
CLUG_00004	8045	0.8144	ATCC42720	Blood	ATCC42720
CLUG_00004	8045	1.1416	B16.1310D	L	B
CLUG_00004	8045	0.8787	B17.1311G	L	B
CLUG_00004	8045	0.9622	B18.1312G	L	B
CLUG_00004	8045	1.2602	B19.1310A	L	B
CLUG_00004	8045	0.9334	B20.1311A	L	B
CLUG_00004	8045	0.8403	B21.1312A	L	B
CLUG_00004	8045	0.9650	B22.134E	U	B
CLUG_00004	8045	0.8437	B23.133H	U	B
CLUG_00004	8045	0.8707	B24.133F	U	B
CLUG_00004	8045	0.8656	B25.135C	U	B
CLUG_00004	8045	0.9759	B26.131A	U	B
CLUG_00004	8045	0.9457	B27.136A	U	B
CLUG_00004	8045	0.9321	B28.13UM	U	B
CLUG_00004	8045	1.2451	B29.13MM	M	B
CLUG_00004	8045	0.9919	C10.9M3	M	C
CLUG_00004	8045	1.7453	C11.9M41	M	C
CLUG_00004	8045	0.9778	C12.9U1	U	C
CLUG_00004	8045	1.5070	C13.9U2	U	C
CLUG_00004	8045	1.3648	C14.9U3	U	C
CLUG_00004	8045	0.8687	C15.9U4s	U	C
CLUG_00004	8045	1.0802	C30.13LM	L	C
CLUG_00004	8045	1.2904	C31.13MP	U	C
CLUG_00004	8045	1.1408	C4.9L1	L	C
CLUG_00004	8045	1.2603	C5.9L2	L	C
CLUG_00004	8045	1.0909	C6.9L3	L	C
CLUG_00004	8045	1.0173	C7.9L4	L	C
CLUG_00004	8045	1.0067	C8.9M1	M	C
CLUG_00004	8045	1.0737	C9.9M2	M	C
CLUG_00004	8045	1.0799	ctl1.AL1B	L	A
CLUG_00004	8045	1.1348	ctl2.AL1B	L	A
CLUG_00005	10224	1.2320	POSITION	UNK	P
CLUG_00005	10224	1.2054	A10.L4C	L	A
CLUG_00005	10224	1.5047	A11.L11G	L	A
CLUG_00005	10224	0.9498	A12.L10B	L	A
CLUG_00005	10224	0.9342	A13.L3B	L	A
CLUG_00005	10224	1.3155	A14.L4E	L	A
CLUG_00005	10224	1.2228	A15.L4G	L	A
CLUG_00005	10224	1.0566	A16.L7C	L	A
CLUG_00005	10224	0.9866	A17.L1B	L	A
CLUG_00005	10224	1.2943	A18.S4H	S	A
CLUG_00005	10224	1.3987	A19.S3B	S	A
CLUG_00005	10224	0.7392	A2.U10A	U	A
CLUG_00005	10224	0.9840	A20.S1E	S	A
CLUG_00005	10224	1.2297	A21.S8A	S	A
CLUG_00005	10224	1.2481	A22.UpperP	U	A
CLUG_00005	10224	0.9837	A23.LowerP	L	A
CLUG_00005	10224	1.3788	A24.SputuP	S	A
CLUG_00005	10224	0.9748	A3.U3G	U	A
CLUG_00005	10224	0.9339	A4.U3B	U	A
CLUG_00005	10224	1.3430	A5.U10D	U	A
CLUG_00005	10224	1.5081	A6.U5C	U	A
CLUG_00005	10224	0.8899	A7.U3E	U	A
CLUG_00005	10224	1.3602	A8.U2E	U	A
CLUG_00005	10224	1.5114	A9.L3D	L	A
CLUG_00005	10224	0.7946	ATCC42720	Blood	ATCC42720
CLUG_00005	10224	1.1286	B16.1310D	L	B
CLUG_00005	10224	0.9307	B17.1311G	L	B
CLUG_00005	10224	0.9470	B18.1312G	L	B
CLUG_00005	10224	1.2519	B19.1310A	L	B
CLUG_00005	10224	0.8551	B20.1311A	L	B
CLUG_00005	10224	0.8185	B21.1312A	L	B
CLUG_00005	10224	0.9662	B22.134E	U	B
CLUG_00005	10224	0.8718	B23.133H	U	B
CLUG_00005	10224	0.8456	B24.133F	U	B
CLUG_00005	10224	0.8682	B25.135C	U	B
CLUG_00005	10224	0.9395	B26.131A	U	B
CLUG_00005	10224	0.8318	B27.136A	U	B
CLUG_00005	10224	0.8428	B28.13UM	U	B
CLUG_00005	10224	1.1859	B29.13MM	M	B
CLUG_00005	10224	0.9669	C10.9M3	M	C
CLUG_00005	10224	1.7167	C11.9M41	M	C
CLUG_00005	10224	1.0303	C12.9U1	U	C
CLUG_00005	10224	1.5202	C13.9U2	U	C
CLUG_00005	10224	1.3465	C14.9U3	U	C
CLUG_00005	10224	0.8704	C15.9U4s	U	C
CLUG_00005	10224	1.0297	C30.13LM	L	C
CLUG_00005	10224	1.2513	C31.13MP	U	C
CLUG_00005	10224	1.1279	C4.9L1	L	C
CLUG_00005	10224	1.2657	C5.9L2	L	C
CLUG_00005	10224	1.0736	C6.9L3	L	C
CLUG_00005	10224	1.0349	C7.9L4	L	C
CLUG_00005	10224	0.9958	C8.9M1	M	C
CLUG_00005	10224	1.0795	C9.9M2	M	C
CLUG_00005	10224	1.0149	ctl1.AL1B	L	A
CLUG_00005	10224	1.0514	ctl2.AL1B	L	A
CLUG_00006	11347	1.0984	POSITION	UNK	P
CLUG_00006	11347	1.1642	A10.L4C	L	A
CLUG_00006	11347	1.4730	A11.L11G	L	A
CLUG_00006	11347	0.9464	A12.L10B	L	A
CLUG_00006	11347	0.9279	A13.L3B	L	A
CLUG_00006	11347	1.1949	A14.L4E	L	A
CLUG_00006	11347	1.2256	A15.L4G	L	A
CLUG_00006	11347	1.0097	A16.L7C	L	A
CLUG_00006	11347	0.8454	A17.L1B	L	A
CLUG_00006	11347	1.2052	A18.S4H	S	A
CLUG_00006	11347	1.3242	A19.S3B	S	A
CLUG_00006	11347	0.7441	A2.U10A	U	A
CLUG_00006	11347	0.9850	A20.S1E	S	A
CLUG_00006	11347	1.1183	A21.S8A	S	A
CLUG_00006	11347	1.1231	A22.UpperP	U	A
CLUG_00006	11347	0.9045	A23.LowerP	L	A
CLUG_00006	11347	1.3147	A24.SputuP	S	A
CLUG_00006	11347	0.8661	A3.U3G	U	A
CLUG_00006	11347	0.9113	A4.U3B	U	A
CLUG_00006	11347	1.2764	A5.U10D	U	A
CLUG_00006	11347	1.3684	A6.U5C	U	A
CLUG_00006	11347	0.8470	A7.U3E	U	A
CLUG_00006	11347	1.2660	A8.U2E	U	A
CLUG_00006	11347	1.4016	A9.L3D	L	A
CLUG_00006	11347	0.7699	ATCC42720	Blood	ATCC42720
CLUG_00006	11347	1.1067	B16.1310D	L	B
CLUG_00006	11347	0.8264	B17.1311G	L	B
CLUG_00006	11347	0.8963	B18.1312G	L	B
CLUG_00006	11347	1.2400	B19.1310A	L	B
CLUG_00006	11347	0.8169	B20.1311A	L	B
CLUG_00006	11347	0.8266	B21.1312A	L	B
CLUG_00006	11347	0.9145	B22.134E	U	B
CLUG_00006	11347	0.8082	B23.133H	U	B
CLUG_00006	11347	0.8004	B24.133F	U	B
CLUG_00006	11347	0.8582	B25.135C	U	B
CLUG_00006	11347	0.8684	B26.131A	U	B
CLUG_00006	11347	0.8239	B27.136A	U	B
CLUG_00006	11347	0.8383	B28.13UM	U	B
CLUG_00006	11347	1.1503	B29.13MM	M	B
CLUG_00006	11347	0.8867	C10.9M3	M	C
CLUG_00006	11347	1.6095	C11.9M41	M	C
CLUG_00006	11347	0.9195	C12.9U1	U	C
CLUG_00006	11347	1.3984	C13.9U2	U	C
CLUG_00006	11347	1.3281	C14.9U3	U	C
CLUG_00006	11347	0.8192	C15.9U4s	U	C
CLUG_00006	11347	1.0021	C30.13LM	L	C
CLUG_00006	11347	1.1698	C31.13MP	U	C
CLUG_00006	11347	1.0540	C4.9L1	L	C
CLUG_00006	11347	1.1895	C5.9L2	L	C
CLUG_00006	11347	0.9520	C6.9L3	L	C
CLUG_00006	11347	1.0020	C7.9L4	L	C
CLUG_00006	11347	0.9559	C8.9M1	M	C
CLUG_00006	11347	1.0613	C9.9M2	M	C
CLUG_00006	11347	1.0198	ctl1.AL1B	L	A
CLUG_00006	11347	1.0164	ctl2.AL1B	L	A
CLUG_00007	13298	1.1602	POSITION	UNK	P
CLUG_00007	13298	1.3666	A10.L4C	L	A
CLUG_00007	13298	1.4082	A11.L11G	L	A
CLUG_00007	13298	0.9958	A12.L10B	L	A
CLUG_00007	13298	0.9734	A13.L3B	L	A
CLUG_00007	13298	1.3908	A14.L4E	L	A
CLUG_00007	13298	1.3241	A15.L4G	L	A
CLUG_00007	13298	1.0728	A16.L7C	L	A
CLUG_00007	13298	0.8697	A17.L1B	L	A
CLUG_00007	13298	1.2903	A18.S4H	S	A
CLUG_00007	13298	1.4525	A19.S3B	S	A
CLUG_00007	13298	0.8804	A2.U10A	U	A
CLUG_00007	13298	1.0679	A20.S1E	S	A
CLUG_00007	13298	1.2837	A21.S8A	S	A
CLUG_00007	13298	1.2319	A22.UpperP	U	A
CLUG_00007	13298	1.0758	A23.LowerP	L	A
CLUG_00007	13298	1.3595	A24.SputuP	S	A
CLUG_00007	13298	1.0396	A3.U3G	U	A
CLUG_00007	13298	0.9676	A4.U3B	U	A
CLUG_00007	13298	1.3294	A5.U10D	U	A
CLUG_00007	13298	1.4761	A6.U5C	U	A
CLUG_00007	13298	0.8918	A7.U3E	U	A
CLUG_00007	13298	1.3535	A8.U2E	U	A
CLUG_00007	13298	1.4625	A9.L3D	L	A
CLUG_00007	13298	0.7681	ATCC42720	Blood	ATCC42720
CLUG_00007	13298	1.0980	B16.1310D	L	B
CLUG_00007	13298	0.8728	B17.1311G	L	B
CLUG_00007	13298	0.9459	B18.1312G	L	B
CLUG_00007	13298	1.2553	B19.1310A	L	B
CLUG_00007	13298	0.8612	B20.1311A	L	B
CLUG_00007	13298	0.8612	B21.1312A	L	B
CLUG_00007	13298	0.9655	B22.134E	U	B
CLUG_00007	13298	0.8553	B23.133H	U	B
CLUG_00007	13298	0.8483	B24.133F	U	B
CLUG_00007	13298	0.9064	B25.135C	U	B
CLUG_00007	13298	0.8866	B26.131A	U	B
CLUG_00007	13298	0.7327	B27.136A	U	B
CLUG_00007	13298	0.7661	B28.13UM	U	B
CLUG_00007	13298	1.1430	B29.13MM	M	B
CLUG_00007	13298	0.8656	C10.9M3	M	C
CLUG_00007	13298	1.6477	C11.9M41	M	C
CLUG_00007	13298	0.9648	C12.9U1	U	C
CLUG_00007	13298	1.5004	C13.9U2	U	C
CLUG_00007	13298	1.3289	C14.9U3	U	C
CLUG_00007	13298	0.8906	C15.9U4s	U	C
CLUG_00007	13298	1.0898	C30.13LM	L	C
CLUG_00007	13298	1.1806	C31.13MP	U	C
CLUG_00007	13298	1.0701	C4.9L1	L	C
CLUG_00007	13298	1.1968	C5.9L2	L	C
CLUG_00007	13298	1.0665	C6.9L3	L	C
CLUG_00007	13298	0.9951	C7.9L4	L	C
CLUG_00007	13298	0.9660	C8.9M1	M	C
CLUG_00007	13298	1.0096	C9.9M2	M	C
CLUG_00007	13298	1.0765	ctl1.AL1B	L	A
CLUG_00007	13298	1.0360	ctl2.AL1B	L	A
CLUG_00008	14654	1.0494	POSITION	UNK	P
CLUG_00008	14654	1.2228	A10.L4C	L	A
CLUG_00008	14654	1.4787	A11.L11G	L	A
CLUG_00008	14654	1.0255	A12.L10B	L	A
CLUG_00008	14654	0.9894	A13.L3B	L	A
CLUG_00008	14654	1.2473	A14.L4E	L	A
CLUG_00008	14654	1.2242	A15.L4G	L	A
CLUG_00008	14654	0.9882	A16.L7C	L	A
CLUG_00008	14654	0.8789	A17.L1B	L	A
CLUG_00008	14654	1.2201	A18.S4H	S	A
CLUG_00008	14654	1.3651	A19.S3B	S	A
CLUG_00008	14654	0.7861	A2.U10A	U	A
CLUG_00008	14654	0.8467	A20.S1E	S	A
CLUG_00008	14654	1.1544	A21.S8A	S	A
CLUG_00008	14654	1.1561	A22.UpperP	U	A
CLUG_00008	14654	0.9108	A23.LowerP	L	A
CLUG_00008	14654	1.3105	A24.SputuP	S	A
CLUG_00008	14654	0.9055	A3.U3G	U	A
CLUG_00008	14654	0.9168	A4.U3B	U	A
CLUG_00008	14654	1.2543	A5.U10D	U	A
CLUG_00008	14654	1.3236	A6.U5C	U	A
CLUG_00008	14654	0.8490	A7.U3E	U	A
CLUG_00008	14654	1.2399	A8.U2E	U	A
CLUG_00008	14654	1.3693	A9.L3D	L	A
CLUG_00008	14654	0.7864	ATCC42720	Blood	ATCC42720
CLUG_00008	14654	1.1270	B16.1310D	L	B
CLUG_00008	14654	0.8672	B17.1311G	L	B
CLUG_00008	14654	0.9103	B18.1312G	L	B
CLUG_00008	14654	1.2022	B19.1310A	L	B
CLUG_00008	14654	0.8663	B20.1311A	L	B
CLUG_00008	14654	0.8440	B21.1312A	L	B
CLUG_00008	14654	0.9571	B22.134E	U	B
CLUG_00008	14654	0.8320	B23.133H	U	B
CLUG_00008	14654	0.8240	B24.133F	U	B
CLUG_00008	14654	0.8282	B25.135C	U	B
CLUG_00008	14654	0.8751	B26.131A	U	B
CLUG_00008	14654	0.8140	B27.136A	U	B
CLUG_00008	14654	0.8154	B28.13UM	U	B
CLUG_00008	14654	1.0856	B29.13MM	M	B
CLUG_00008	14654	0.9085	C10.9M3	M	C
CLUG_00008	14654	1.6052	C11.9M41	M	C
CLUG_00008	14654	0.9346	C12.9U1	U	C
CLUG_00008	14654	1.4870	C13.9U2	U	C
CLUG_00008	14654	1.2849	C14.9U3	U	C
CLUG_00008	14654	0.8533	C15.9U4s	U	C
CLUG_00008	14654	1.0667	C30.13LM	L	C
CLUG_00008	14654	1.1949	C31.13MP	U	C
CLUG_00008	14654	1.0500	C4.9L1	L	C
CLUG_00008	14654	1.2094	C5.9L2	L	C
CLUG_00008	14654	1.0432	C6.9L3	L	C
CLUG_00008	14654	0.9730	C7.9L4	L	C
CLUG_00008	14654	0.9812	C8.9M1	M	C
CLUG_00008	14654	1.1075	C9.9M2	M	C
CLUG_00008	14654	1.0576	ctl1.AL1B	L	A
CLUG_00008	14654	1.0869	ctl2.AL1B	L	A
CLUG_00009	15879	1.1475	POSITION	UNK	P
CLUG_00009	15879	1.2885	A10.L4C	L	A
CLUG_00009	15879	1.2991	A11.L11G	L	A
CLUG_00009	15879	0.9075	A12.L10B	L	A
CLUG_00009	15879	0.9284	A13.L3B	L	A
CLUG_00009	15879	1.2066	A14.L4E	L	A
CLUG_00009	15879	1.2331	A15.L4G	L	A
CLUG_00009	15879	1.0057	A16.L7C	L	A
CLUG_00009	15879	0.8146	A17.L1B	L	A
CLUG_00009	15879	1.1479	A18.S4H	S	A
CLUG_00009	15879	1.3096	A19.S3B	S	A
CLUG_00009	15879	0.7553	A2.U10A	U	A
CLUG_00009	15879	0.9658	A20.S1E	S	A
CLUG_00009	15879	1.1105	A21.S8A	S	A
CLUG_00009	15879	1.1264	A22.UpperP	U	A
CLUG_00009	15879	0.9693	A23.LowerP	L	A
CLUG_00009	15879	1.2609	A24.SputuP	S	A
CLUG_00009	15879	0.8584	A3.U3G	U	A
CLUG_00009	15879	1.0194	A4.U3B	U	A
CLUG_00009	15879	1.2380	A5.U10D	U	A
CLUG_00009	15879	1.3392	A6.U5C	U	A
CLUG_00009	15879	0.8520	A7.U3E	U	A
CLUG_00009	15879	1.2443	A8.U2E	U	A
CLUG_00009	15879	1.4909	A9.L3D	L	A
CLUG_00009	15879	0.7723	ATCC42720	Blood	ATCC42720
CLUG_00009	15879	1.0438	B16.1310D	L	B
CLUG_00009	15879	0.8843	B17.1311G	L	B
CLUG_00009	15879	0.9332	B18.1312G	L	B
CLUG_00009	15879	1.2293	B19.1310A	L	B
CLUG_00009	15879	0.8900	B20.1311A	L	B
CLUG_00009	15879	0.8325	B21.1312A	L	B
CLUG_00009	15879	0.9552	B22.134E	U	B
CLUG_00009	15879	0.8162	B23.133H	U	B
CLUG_00009	15879	0.7660	B24.133F	U	B
CLUG_00009	15879	0.8235	B25.135C	U	B
CLUG_00009	15879	0.9332	B26.131A	U	B
CLUG_00009	15879	0.7855	B27.136A	U	B
CLUG_00009	15879	0.7896	B28.13UM	U	B
CLUG_00009	15879	1.1350	B29.13MM	M	B
CLUG_00009	15879	0.9306	C10.9M3	M	C
CLUG_00009	15879	1.6052	C11.9M41	M	C
CLUG_00009	15879	0.9543	C12.9U1	U	C
CLUG_00009	15879	1.4052	C13.9U2	U	C
CLUG_00009	15879	1.3479	C14.9U3	U	C
CLUG_00009	15879	0.8636	C15.9U4s	U	C
CLUG_00009	15879	1.0543	C30.13LM	L	C
CLUG_00009	15879	1.2702	C31.13MP	U	C
CLUG_00009	15879	1.1114	C4.9L1	L	C
CLUG_00009	15879	1.1925	C5.9L2	L	C
CLUG_00009	15879	1.0270	C6.9L3	L	C
CLUG_00009	15879	0.9558	C7.9L4	L	C
CLUG_00009	15879	1.0052	C8.9M1	M	C
CLUG_00009	15879	1.0087	C9.9M2	M	C
CLUG_00009	15879	0.9860	ctl1.AL1B	L	A
CLUG_00009	15879	1.0042	ctl2.AL1B	L	A
CLUG_00010	16801	1.2031	POSITION	UNK	P
CLUG_00010	16801	1.3190	A10.L4C	L	A
CLUG_00010	16801	1.3830	A11.L11G	L	A
CLUG_00010	16801	1.0385	A12.L10B	L	A
CLUG_00010	16801	0.9668	A13.L3B	L	A
CLUG_00010	16801	1.2333	A14.L4E	L	A
CLUG_00010	16801	1.2877	A15.L4G	L	A
CLUG_00010	16801	1.0797	A16.L7C	L	A
CLUG_00010	16801	0.9454	A17.L1B	L	A
CLUG_00010	16801	1.2437	A18.S4H	S	A
CLUG_00010	16801	1.4186	A19.S3B	S	A
CLUG_00010	16801	0.8551	A2.U10A	U	A
CLUG_00010	16801	1.0845	A20.S1E	S	A
CLUG_00010	16801	1.2443	A21.S8A	S	A
CLUG_00010	16801	1.2430	A22.UpperP	U	A
CLUG_00010	16801	0.9946	A23.LowerP	L	A
CLUG_00010	16801	1.3988	A24.SputuP	S	A
