Window	Chr	Chr_start	Chr_end	Track	Density
64	Supercontig_1.1	640000	650000	PopA.SNP.lungonly	0
64	Supercontig_1.1	640000	650000	PopA.SNP.lungonly_curated	0
64	Supercontig_1.1	640000	650000	repeats	0
65	Supercontig_1.1	650000	660000	Genes	5
65	Supercontig_1.1	650000	660000	PopA.INDEL.lungonly	0
65	Supercontig_1.1	650000	660000	PopA.INDEL.lungonly_curated	0
65	Supercontig_1.1	650000	660000	PopA.SNP.lungonly	1
65	Supercontig_1.1	650000	660000	PopA.SNP.lungonly_curated	1
65	Supercontig_1.1	650000	660000	repeats	0
66	Supercontig_1.1	660000	670000	Genes	5
66	Supercontig_1.1	660000	670000	PopA.INDEL.lungonly	0
66	Supercontig_1.1	660000	670000	PopA.INDEL.lungonly_curated	0
66	Supercontig_1.1	660000	670000	PopA.SNP.lungonly	1
66	Supercontig_1.1	660000	670000	PopA.SNP.lungonly_curated	1
66	Supercontig_1.1	660000	670000	repeats	0
67	Supercontig_1.1	670000	680000	Genes	6
67	Supercontig_1.1	670000	680000	PopA.INDEL.lungonly	0
67	Supercontig_1.1	670000	680000	PopA.INDEL.lungonly_curated	0
67	Supercontig_1.1	670000	680000	PopA.SNP.lungonly	0
67	Supercontig_1.1	670000	680000	PopA.SNP.lungonly_curated	0
67	Supercontig_1.1	670000	680000	repeats	0
68	Supercontig_1.1	680000	690000	Genes	6
68	Supercontig_1.1	680000	690000	PopA.INDEL.lungonly	0
68	Supercontig_1.1	680000	690000	PopA.INDEL.lungonly_curated	0
68	Supercontig_1.1	680000	690000	PopA.SNP.lungonly	0
68	Supercontig_1.1	680000	690000	PopA.SNP.lungonly_curated	0
68	Supercontig_1.1	680000	690000	repeats	0
69	Supercontig_1.1	690000	700000	Genes	6
69	Supercontig_1.1	690000	700000	PopA.INDEL.lungonly	2
69	Supercontig_1.1	690000	700000	PopA.INDEL.lungonly_curated	2
69	Supercontig_1.1	690000	700000	PopA.SNP.lungonly	1
69	Supercontig_1.1	690000	700000	PopA.SNP.lungonly_curated	1
69	Supercontig_1.1	690000	700000	repeats	2
70	Supercontig_1.1	700000	710000	Genes	7
70	Supercontig_1.1	700000	710000	PopA.INDEL.lungonly	3
70	Supercontig_1.1	700000	710000	PopA.INDEL.lungonly_curated	0
70	Supercontig_1.1	700000	710000	PopA.SNP.lungonly	1
70	Supercontig_1.1	700000	710000	PopA.SNP.lungonly_curated	1
70	Supercontig_1.1	700000	710000	repeats	0
71	Supercontig_1.1	710000	720000	Genes	9
71	Supercontig_1.1	710000	720000	PopA.INDEL.lungonly	2
71	Supercontig_1.1	710000	720000	PopA.INDEL.lungonly_curated	2
71	Supercontig_1.1	710000	720000	PopA.SNP.lungonly	0
71	Supercontig_1.1	710000	720000	PopA.SNP.lungonly_curated	0
71	Supercontig_1.1	710000	720000	repeats	0
72	Supercontig_1.1	720000	730000	Genes	4
72	Supercontig_1.1	720000	730000	PopA.INDEL.lungonly	1
72	Supercontig_1.1	720000	730000	PopA.INDEL.lungonly_curated	1
72	Supercontig_1.1	720000	730000	PopA.SNP.lungonly	0
72	Supercontig_1.1	720000	730000	PopA.SNP.lungonly_curated	0
72	Supercontig_1.1	720000	730000	repeats	0
73	Supercontig_1.1	730000	740000	Genes	5
73	Supercontig_1.1	730000	740000	PopA.INDEL.lungonly	2
73	Supercontig_1.1	730000	740000	PopA.INDEL.lungonly_curated	1
73	Supercontig_1.1	730000	740000	PopA.SNP.lungonly	0
73	Supercontig_1.1	730000	740000	PopA.SNP.lungonly_curated	0
73	Supercontig_1.1	730000	740000	repeats	0
74	Supercontig_1.1	740000	750000	Genes	7
