Window	Chr	Chr_start	Chr_end	Track	Density
28	Supercontig_1.1	1400000	1450000	PopA.INDEL.lungonly_curated	0
28	Supercontig_1.1	1400000	1450000	PopA.SNP.lungonly	2
28	Supercontig_1.1	1400000	1450000	PopA.SNP.lungonly_curated	2
28	Supercontig_1.1	1400000	1450000	repeats	2
29	Supercontig_1.1	1450000	1500000	Genes	23
29	Supercontig_1.1	1450000	1500000	PopA.INDEL.lungonly	5
29	Supercontig_1.1	1450000	1500000	PopA.INDEL.lungonly_curated	0
29	Supercontig_1.1	1450000	1500000	PopA.SNP.lungonly	1
29	Supercontig_1.1	1450000	1500000	PopA.SNP.lungonly_curated	0
29	Supercontig_1.1	1450000	1500000	repeats	0
30	Supercontig_1.1	1500000	1550000	Genes	22
30	Supercontig_1.1	1500000	1550000	PopA.INDEL.lungonly	1
30	Supercontig_1.1	1500000	1550000	PopA.INDEL.lungonly_curated	0
30	Supercontig_1.1	1500000	1550000	PopA.SNP.lungonly	4
30	Supercontig_1.1	1500000	1550000	PopA.SNP.lungonly_curated	4
30	Supercontig_1.1	1500000	1550000	repeats	2
31	Supercontig_1.1	1550000	1600000	Genes	25
31	Supercontig_1.1	1550000	1600000	PopA.INDEL.lungonly	2
31	Supercontig_1.1	1550000	1600000	PopA.INDEL.lungonly_curated	1
31	Supercontig_1.1	1550000	1600000	PopA.SNP.lungonly	0
31	Supercontig_1.1	1550000	1600000	PopA.SNP.lungonly_curated	0
31	Supercontig_1.1	1550000	1600000	repeats	1
32	Supercontig_1.1	1600000	1650000	Genes	26
32	Supercontig_1.1	1600000	1650000	PopA.INDEL.lungonly	9
32	Supercontig_1.1	1600000	1650000	PopA.INDEL.lungonly_curated	3
32	Supercontig_1.1	1600000	1650000	PopA.SNP.lungonly	0
32	Supercontig_1.1	1600000	1650000	PopA.SNP.lungonly_curated	0
32	Supercontig_1.1	1600000	1650000	repeats	0
33	Supercontig_1.1	1650000	1700000	Genes	26
33	Supercontig_1.1	1650000	1700000	PopA.INDEL.lungonly	2
33	Supercontig_1.1	1650000	1700000	PopA.INDEL.lungonly_curated	1
33	Supercontig_1.1	1650000	1700000	PopA.SNP.lungonly	1
33	Supercontig_1.1	1650000	1700000	PopA.SNP.lungonly_curated	1
33	Supercontig_1.1	1650000	1700000	repeats	1
34	Supercontig_1.1	1700000	1750000	Genes	24
34	Supercontig_1.1	1700000	1750000	PopA.INDEL.lungonly	11
34	Supercontig_1.1	1700000	1750000	PopA.INDEL.lungonly_curated	2
34	Supercontig_1.1	1700000	1750000	PopA.SNP.lungonly	2
34	Supercontig_1.1	1700000	1750000	PopA.SNP.lungonly_curated	0
34	Supercontig_1.1	1700000	1750000	repeats	2
35	Supercontig_1.1	1750000	1800000	Genes	21
35	Supercontig_1.1	1750000	1800000	PopA.INDEL.lungonly	3
35	Supercontig_1.1	1750000	1800000	PopA.INDEL.lungonly_curated	5
35	Supercontig_1.1	1750000	1800000	PopA.SNP.lungonly	4
35	Supercontig_1.1	1750000	1800000	PopA.SNP.lungonly_curated	3
35	Supercontig_1.1	1750000	1800000	repeats	0
36	Supercontig_1.1	1800000	1850000	Genes	29
36	Supercontig_1.1	1800000	1850000	PopA.INDEL.lungonly	2
36	Supercontig_1.1	1800000	1850000	PopA.INDEL.lungonly_curated	1
36	Supercontig_1.1	1800000	1850000	PopA.SNP.lungonly	1
36	Supercontig_1.1	1800000	1850000	PopA.SNP.lungonly_curated	1
36	Supercontig_1.1	1800000	1850000	repeats	1
37	Supercontig_1.1	1850000	1900000	Genes	25
37	Supercontig_1.1	1850000	1900000	PopA.INDEL.lungonly	11
37	Supercontig_1.1	1850000	1900000	PopA.INDEL.lungonly_curated	5
37	Supercontig_1.1	1850000	1900000	PopA.SNP.lungonly	3
37	Supercontig_1.1	1850000	1900000	PopA.SNP.lungonly_curated	0
37	Supercontig_1.1	1850000	1900000	repeats	1
38	Supercontig_1.1	1900000	1950000	Genes	28
38	Supercontig_1.1	1900000	1950000	PopA.INDEL.lungonly	2
38	Supercontig_1.1	1900000	1950000	PopA.INDEL.lungonly_curated	0
38	Supercontig_1.1	1900000	1950000	PopA.SNP.lungonly	0
38	Supercontig_1.1	1900000	1950000	PopA.SNP.lungonly_curated	0
38	Supercontig_1.1	1900000	1950000	repeats	2
39	Supercontig_1.1	1950000	2000000	Genes	23
39	Supercontig_1.1	1950000	2000000	PopA.INDEL.lungonly	3
39	Supercontig_1.1	1950000	2000000	PopA.INDEL.lungonly_curated	0
39	Supercontig_1.1	1950000	2000000	PopA.SNP.lungonly	0
39	Supercontig_1.1	1950000	2000000	PopA.SNP.lungonly_curated	0
39	Supercontig_1.1	1950000	2000000	repeats	0
40	Supercontig_1.1	2000000	2050000	Genes	30
40	Supercontig_1.1	2000000	2050000	PopA.INDEL.lungonly	1
40	Supercontig_1.1	2000000	2050000	PopA.INDEL.lungonly_curated	1
40	Supercontig_1.1	2000000	2050000	PopA.SNP.lungonly	0
40	Supercontig_1.1	2000000	2050000	PopA.SNP.lungonly_curated	0
40	Supercontig_1.1	2000000	2050000	repeats	3
41	Supercontig_1.1	2050000	2100000	Genes	24
41	Supercontig_1.1	2050000	2100000	PopA.INDEL.lungonly	2
41	Supercontig_1.1	2050000	2100000	PopA.INDEL.lungonly_curated	1
41	Supercontig_1.1	2050000	2100000	PopA.SNP.lungonly	4
41	Supercontig_1.1	2050000	2100000	PopA.SNP.lungonly_curated	4
41	Supercontig_1.1	2050000	2100000	repeats	2
42	Supercontig_1.1	2100000	2150000	Genes	24
42	Supercontig_1.1	2100000	2150000	PopA.INDEL.lungonly	5
42	Supercontig_1.1	2100000	2150000	PopA.INDEL.lungonly_curated	0
42	Supercontig_1.1	2100000	2150000	PopA.SNP.lungonly	0
42	Supercontig_1.1	2100000	2150000	PopA.SNP.lungonly_curated	0
42	Supercontig_1.1	2100000	2150000	repeats	0
43	Supercontig_1.1	2150000	2200000	Genes	30
43	Supercontig_1.1	2150000	2200000	PopA.INDEL.lungonly	1
43	Supercontig_1.1	2150000	2200000	PopA.INDEL.lungonly_curated	1
43	Supercontig_1.1	2150000	2200000	PopA.SNP.lungonly	1
43	Supercontig_1.1	2150000	2200000	PopA.SNP.lungonly_curated	1
43	Supercontig_1.1	2150000	2200000	repeats	0
44	Supercontig_1.1	2200000	2250000	Genes	25
44	Supercontig_1.1	2200000	2250000	PopA.INDEL.lungonly	0
44	Supercontig_1.1	2200000	2250000	PopA.INDEL.lungonly_curated	0
44	Supercontig_1.1	2200000	2250000	PopA.SNP.lungonly	0
44	Supercontig_1.1	2200000	2250000	PopA.SNP.lungonly_curated	0
44	Supercontig_1.1	2200000	2250000	repeats	2
45	Supercontig_1.1	2250000	2300000	Genes	31
45	Supercontig_1.1	2250000	2300000	PopA.INDEL.lungonly	6
45	Supercontig_1.1	2250000	2300000	PopA.INDEL.lungonly_curated	3
45	Supercontig_1.1	2250000	2300000	PopA.SNP.lungonly	0
45	Supercontig_1.1	2250000	2300000	PopA.SNP.lungonly_curated	0
45	Supercontig_1.1	2250000	2300000	repeats	1
46	Supercontig_1.1	2300000	2350000	Genes	31
46	Supercontig_1.1	2300000	2350000	PopA.INDEL.lungonly	3
46	Supercontig_1.1	2300000	2350000	PopA.INDEL.lungonly_curated	1
46	Supercontig_1.1	2300000	2350000	PopA.SNP.lungonly	2
46	Supercontig_1.1	2300000	2350000	PopA.SNP.lungonly_curated	1
46	Supercontig_1.1	2300000	2350000	repeats	1
47	Supercontig_1.1	2350000	2400000	Genes	26
47	Supercontig_1.1	2350000	2400000	PopA.INDEL.lungonly	10
47	Supercontig_1.1	2350000	2400000	PopA.INDEL.lungonly_curated	6
47	Supercontig_1.1	2350000	2400000	PopA.SNP.lungonly	1
47	Supercontig_1.1	2350000	2400000	PopA.SNP.lungonly_curated	1
47	Supercontig_1.1	2350000	2400000	repeats	0
48	Supercontig_1.1	2400000	2423571	Genes	10
48	Supercontig_1.1	2400000	2423571	PopA.INDEL.lungonly	0
48	Supercontig_1.1	2400000	2423571	PopA.INDEL.lungonly_curated	0
48	Supercontig_1.1	2400000	2423571	PopA.SNP.lungonly	1
48	Supercontig_1.1	2400000	2423571	PopA.SNP.lungonly_curated	0
48	Supercontig_1.1	2400000	2423571	repeats	0
49	Supercontig_1.2	0	50000	Genes	26
49	Supercontig_1.2	0	50000	PopA.INDEL.lungonly	1
49	Supercontig_1.2	0	50000	PopA.INDEL.lungonly_curated	1
49	Supercontig_1.2	0	50000	PopA.SNP.lungonly	1
49	Supercontig_1.2	0	50000	PopA.SNP.lungonly_curated	1
49	Supercontig_1.2	0	50000	repeats	0
50	Supercontig_1.2	50000	100000	Genes	25
50	Supercontig_1.2	50000	100000	PopA.INDEL.lungonly	1
50	Supercontig_1.2	50000	100000	PopA.INDEL.lungonly_curated	1
50	Supercontig_1.2	50000	100000	PopA.SNP.lungonly	0
50	Supercontig_1.2	50000	100000	PopA.SNP.lungonly_curated	0
50	Supercontig_1.2	50000	100000	repeats	0
51	Supercontig_1.2	100000	150000	Genes	25
51	Supercontig_1.2	100000	150000	PopA.INDEL.lungonly	0
51	Supercontig_1.2	100000	150000	PopA.INDEL.lungonly_curated	0
51	Supercontig_1.2	100000	150000	PopA.SNP.lungonly	1
51	Supercontig_1.2	100000	150000	PopA.SNP.lungonly_curated	1
51	Supercontig_1.2	100000	150000	repeats	0
52	Supercontig_1.2	150000	200000	Genes	28
52	Supercontig_1.2	150000	200000	PopA.INDEL.lungonly	1
52	Supercontig_1.2	150000	200000	PopA.INDEL.lungonly_curated	0
52	Supercontig_1.2	150000	200000	PopA.SNP.lungonly	2
52	Supercontig_1.2	150000	200000	PopA.SNP.lungonly_curated	2
52	Supercontig_1.2	150000	200000	repeats	2
53	Supercontig_1.2	200000	250000	Genes	22
53	Supercontig_1.2	200000	250000	PopA.INDEL.lungonly	0
53	Supercontig_1.2	200000	250000	PopA.INDEL.lungonly_curated	0
53	Supercontig_1.2	200000	250000	PopA.SNP.lungonly	1
53	Supercontig_1.2	200000	250000	PopA.SNP.lungonly_curated	1
53	Supercontig_1.2	200000	250000	repeats	0
54	Supercontig_1.2	250000	300000	Genes	25
54	Supercontig_1.2	250000	300000	PopA.INDEL.lungonly	1
54	Supercontig_1.2	250000	300000	PopA.INDEL.lungonly_curated	1
54	Supercontig_1.2	250000	300000	PopA.SNP.lungonly	1
54	Supercontig_1.2	250000	300000	PopA.SNP.lungonly_curated	1
54	Supercontig_1.2	250000	300000	repeats	1
55	Supercontig_1.2	300000	350000	Genes	25
55	Supercontig_1.2	300000	350000	PopA.INDEL.lungonly	1
55	Supercontig_1.2	300000	350000	PopA.INDEL.lungonly_curated	0
55	Supercontig_1.2	300000	350000	PopA.SNP.lungonly	1
55	Supercontig_1.2	300000	350000	PopA.SNP.lungonly_curated	1
55	Supercontig_1.2	300000	350000	repeats	0
56	Supercontig_1.2	350000	400000	Genes	23
56	Supercontig_1.2	350000	400000	PopA.INDEL.lungonly	8
56	Supercontig_1.2	350000	400000	PopA.INDEL.lungonly_curated	1
56	Supercontig_1.2	350000	400000	PopA.SNP.lungonly	3
56	Supercontig_1.2	350000	400000	PopA.SNP.lungonly_curated	1
56	Supercontig_1.2	350000	400000	repeats	0
57	Supercontig_1.2	400000	450000	Genes	27
57	Supercontig_1.2	400000	450000	PopA.INDEL.lungonly	0
57	Supercontig_1.2	400000	450000	PopA.INDEL.lungonly_curated	0
57	Supercontig_1.2	400000	450000	PopA.SNP.lungonly	1
57	Supercontig_1.2	400000	450000	PopA.SNP.lungonly_curated	1
57	Supercontig_1.2	400000	450000	repeats	0
58	Supercontig_1.2	450000	500000	Genes	20
58	Supercontig_1.2	450000	500000	PopA.INDEL.lungonly	7
58	Supercontig_1.2	450000	500000	PopA.INDEL.lungonly_curated	3
58	Supercontig_1.2	450000	500000	PopA.SNP.lungonly	0
58	Supercontig_1.2	450000	500000	PopA.SNP.lungonly_curated	0
58	Supercontig_1.2	450000	500000	repeats	1
59	Supercontig_1.2	500000	550000	Genes	27
59	Supercontig_1.2	500000	550000	PopA.INDEL.lungonly	0
59	Supercontig_1.2	500000	550000	PopA.INDEL.lungonly_curated	0
59	Supercontig_1.2	500000	550000	PopA.SNP.lungonly	1
59	Supercontig_1.2	500000	550000	PopA.SNP.lungonly_curated	1
59	Supercontig_1.2	500000	550000	repeats	4
60	Supercontig_1.2	550000	600000	Genes	25
60	Supercontig_1.2	550000	600000	PopA.INDEL.lungonly	2
60	Supercontig_1.2	550000	600000	PopA.INDEL.lungonly_curated	2
60	Supercontig_1.2	550000	600000	PopA.SNP.lungonly	2
60	Supercontig_1.2	550000	600000	PopA.SNP.lungonly_curated	2
60	Supercontig_1.2	550000	600000	repeats	0
61	Supercontig_1.2	600000	650000	Genes	29
61	Supercontig_1.2	600000	650000	PopA.INDEL.lungonly	4
61	Supercontig_1.2	600000	650000	PopA.INDEL.lungonly_curated	3
61	Supercontig_1.2	600000	650000	PopA.SNP.lungonly	1
61	Supercontig_1.2	600000	650000	PopA.SNP.lungonly_curated	1
61	Supercontig_1.2	600000	650000	repeats	4
62	Supercontig_1.2	650000	700000	Genes	32
62	Supercontig_1.2	650000	700000	PopA.INDEL.lungonly	0
62	Supercontig_1.2	650000	700000	PopA.INDEL.lungonly_curated	0
62	Supercontig_1.2	650000	700000	PopA.SNP.lungonly	0
62	Supercontig_1.2	650000	700000	PopA.SNP.lungonly_curated	0
62	Supercontig_1.2	650000	700000	repeats	0
63	Supercontig_1.2	700000	750000	Genes	29
63	Supercontig_1.2	700000	750000	PopA.INDEL.lungonly	4
63	Supercontig_1.2	700000	750000	PopA.INDEL.lungonly_curated	1
63	Supercontig_1.2	700000	750000	PopA.SNP.lungonly	2
63	Supercontig_1.2	700000	750000	PopA.SNP.lungonly_curated	1
63	Supercontig_1.2	700000	750000	repeats	0
64	Supercontig_1.2	750000	800000	Genes	28
64	Supercontig_1.2	750000	800000	PopA.INDEL.lungonly	0
64	Supercontig_1.2	750000	800000	PopA.INDEL.lungonly_curated	0
64	Supercontig_1.2	750000	800000	PopA.SNP.lungonly	3
64	Supercontig_1.2	750000	800000	PopA.SNP.lungonly_curated	3
64	Supercontig_1.2	750000	800000	repeats	0
65	Supercontig_1.2	800000	850000	Genes	29
65	Supercontig_1.2	800000	850000	PopA.INDEL.lungonly	0
65	Supercontig_1.2	800000	850000	PopA.INDEL.lungonly_curated	0
65	Supercontig_1.2	800000	850000	PopA.SNP.lungonly	0
65	Supercontig_1.2	800000	850000	PopA.SNP.lungonly_curated	0
65	Supercontig_1.2	800000	850000	repeats	0
66	Supercontig_1.2	850000	900000	Genes	23
66	Supercontig_1.2	850000	900000	PopA.INDEL.lungonly	0
66	Supercontig_1.2	850000	900000	PopA.INDEL.lungonly_curated	0
66	Supercontig_1.2	850000	900000	PopA.SNP.lungonly	3
66	Supercontig_1.2	850000	900000	PopA.SNP.lungonly_curated	3
66	Supercontig_1.2	850000	900000	repeats	1
67	Supercontig_1.2	900000	950000	Genes	28
67	Supercontig_1.2	900000	950000	PopA.INDEL.lungonly	1
67	Supercontig_1.2	900000	950000	PopA.INDEL.lungonly_curated	0
67	Supercontig_1.2	900000	950000	PopA.SNP.lungonly	1
67	Supercontig_1.2	900000	950000	PopA.SNP.lungonly_curated	1
67	Supercontig_1.2	900000	950000	repeats	0
68	Supercontig_1.2	950000	1000000	Genes	31
68	Supercontig_1.2	950000	1000000	PopA.INDEL.lungonly	1
68	Supercontig_1.2	950000	1000000	PopA.INDEL.lungonly_curated	0
68	Supercontig_1.2	950000	1000000	PopA.SNP.lungonly	1
68	Supercontig_1.2	950000	1000000	PopA.SNP.lungonly_curated	1
68	Supercontig_1.2	950000	1000000	repeats	0
69	Supercontig_1.2	1000000	1050000	Genes	26
69	Supercontig_1.2	1000000	1050000	PopA.INDEL.lungonly	2
69	Supercontig_1.2	1000000	1050000	PopA.INDEL.lungonly_curated	1
69	Supercontig_1.2	1000000	1050000	PopA.SNP.lungonly	1
69	Supercontig_1.2	1000000	1050000	PopA.SNP.lungonly_curated	1
69	Supercontig_1.2	1000000	1050000	repeats	3
70	Supercontig_1.2	1050000	1100000	Genes	27
70	Supercontig_1.2	1050000	1100000	PopA.INDEL.lungonly	3
70	Supercontig_1.2	1050000	1100000	PopA.INDEL.lungonly_curated	0
70	Supercontig_1.2	1050000	1100000	PopA.SNP.lungonly	1
70	Supercontig_1.2	1050000	1100000	PopA.SNP.lungonly_curated	1
70	Supercontig_1.2	1050000	1100000	repeats	3
71	Supercontig_1.2	1100000	1150000	Genes	25
71	Supercontig_1.2	1100000	1150000	PopA.INDEL.lungonly	2
71	Supercontig_1.2	1100000	1150000	PopA.INDEL.lungonly_curated	2
71	Supercontig_1.2	1100000	1150000	PopA.SNP.lungonly	2
71	Supercontig_1.2	1100000	1150000	PopA.SNP.lungonly_curated	2
71	Supercontig_1.2	1100000	1150000	repeats	3
72	Supercontig_1.2	1150000	1200000	Genes	21
