Window	Chr	Chr_start	Chr_end	Track	Density
25	Supercontig_1.1	500000	520000	PopA.INDEL.lungonly	0
25	Supercontig_1.1	500000	520000	PopA.INDEL.lungonly_curated	0
25	Supercontig_1.1	500000	520000	PopA.SNP.lungonly	1
25	Supercontig_1.1	500000	520000	PopA.SNP.lungonly_curated	1
25	Supercontig_1.1	500000	520000	repeats	0
26	Supercontig_1.1	520000	540000	Genes	12
26	Supercontig_1.1	520000	540000	PopA.INDEL.lungonly	0
26	Supercontig_1.1	520000	540000	PopA.INDEL.lungonly_curated	0
26	Supercontig_1.1	520000	540000	PopA.SNP.lungonly	3
26	Supercontig_1.1	520000	540000	PopA.SNP.lungonly_curated	3
26	Supercontig_1.1	520000	540000	repeats	0
27	Supercontig_1.1	540000	560000	Genes	11
27	Supercontig_1.1	540000	560000	PopA.INDEL.lungonly	0
27	Supercontig_1.1	540000	560000	PopA.INDEL.lungonly_curated	0
27	Supercontig_1.1	540000	560000	PopA.SNP.lungonly	0
27	Supercontig_1.1	540000	560000	PopA.SNP.lungonly_curated	0
27	Supercontig_1.1	540000	560000	repeats	1
28	Supercontig_1.1	560000	580000	Genes	13
28	Supercontig_1.1	560000	580000	PopA.INDEL.lungonly	2
28	Supercontig_1.1	560000	580000	PopA.INDEL.lungonly_curated	2
28	Supercontig_1.1	560000	580000	PopA.SNP.lungonly	4
28	Supercontig_1.1	560000	580000	PopA.SNP.lungonly_curated	3
28	Supercontig_1.1	560000	580000	repeats	0
29	Supercontig_1.1	580000	600000	Genes	10
29	Supercontig_1.1	580000	600000	PopA.INDEL.lungonly	2
29	Supercontig_1.1	580000	600000	PopA.INDEL.lungonly_curated	0
29	Supercontig_1.1	580000	600000	PopA.SNP.lungonly	0
29	Supercontig_1.1	580000	600000	PopA.SNP.lungonly_curated	0
29	Supercontig_1.1	580000	600000	repeats	0
30	Supercontig_1.1	600000	620000	Genes	10
30	Supercontig_1.1	600000	620000	PopA.INDEL.lungonly	3
30	Supercontig_1.1	600000	620000	PopA.INDEL.lungonly_curated	0
30	Supercontig_1.1	600000	620000	PopA.SNP.lungonly	0
30	Supercontig_1.1	600000	620000	PopA.SNP.lungonly_curated	0
30	Supercontig_1.1	600000	620000	repeats	0
31	Supercontig_1.1	620000	640000	Genes	7
31	Supercontig_1.1	620000	640000	PopA.INDEL.lungonly	1
31	Supercontig_1.1	620000	640000	PopA.INDEL.lungonly_curated	0
31	Supercontig_1.1	620000	640000	PopA.SNP.lungonly	0
31	Supercontig_1.1	620000	640000	PopA.SNP.lungonly_curated	0
31	Supercontig_1.1	620000	640000	repeats	1
32	Supercontig_1.1	640000	660000	Genes	10
32	Supercontig_1.1	640000	660000	PopA.INDEL.lungonly	1
32	Supercontig_1.1	640000	660000	PopA.INDEL.lungonly_curated	1
32	Supercontig_1.1	640000	660000	PopA.SNP.lungonly	1
32	Supercontig_1.1	640000	660000	PopA.SNP.lungonly_curated	1
32	Supercontig_1.1	640000	660000	repeats	0
33	Supercontig_1.1	660000	680000	Genes	10
33	Supercontig_1.1	660000	680000	PopA.INDEL.lungonly	0
33	Supercontig_1.1	660000	680000	PopA.INDEL.lungonly_curated	0
33	Supercontig_1.1	660000	680000	PopA.SNP.lungonly	1
33	Supercontig_1.1	660000	680000	PopA.SNP.lungonly_curated	1
33	Supercontig_1.1	660000	680000	repeats	0
34	Supercontig_1.1	680000	700000	Genes	11
34	Supercontig_1.1	680000	700000	PopA.INDEL.lungonly	2
34	Supercontig_1.1	680000	700000	PopA.INDEL.lungonly_curated	2
34	Supercontig_1.1	680000	700000	PopA.SNP.lungonly	1
34	Supercontig_1.1	680000	700000	PopA.SNP.lungonly_curated	1
34	Supercontig_1.1	680000	700000	repeats	2
35	Supercontig_1.1	700000	720000	Genes	15
35	Supercontig_1.1	700000	720000	PopA.INDEL.lungonly	5
35	Supercontig_1.1	700000	720000	PopA.INDEL.lungonly_curated	2
35	Supercontig_1.1	700000	720000	PopA.SNP.lungonly	1
35	Supercontig_1.1	700000	720000	PopA.SNP.lungonly_curated	1
35	Supercontig_1.1	700000	720000	repeats	0
36	Supercontig_1.1	720000	740000	Genes	8
36	Supercontig_1.1	720000	740000	PopA.INDEL.lungonly	3
36	Supercontig_1.1	720000	740000	PopA.INDEL.lungonly_curated	2
36	Supercontig_1.1	720000	740000	PopA.SNP.lungonly	0
36	Supercontig_1.1	720000	740000	PopA.SNP.lungonly_curated	0
36	Supercontig_1.1	720000	740000	repeats	0
37	Supercontig_1.1	740000	760000	Genes	13
37	Supercontig_1.1	740000	760000	PopA.INDEL.lungonly	3
37	Supercontig_1.1	740000	760000	PopA.INDEL.lungonly_curated	0
37	Supercontig_1.1	740000	760000	PopA.SNP.lungonly	3
37	Supercontig_1.1	740000	760000	PopA.SNP.lungonly_curated	2
37	Supercontig_1.1	740000	760000	repeats	0
38	Supercontig_1.1	760000	780000	Genes	9
38	Supercontig_1.1	760000	780000	PopA.INDEL.lungonly	3
38	Supercontig_1.1	760000	780000	PopA.INDEL.lungonly_curated	1
38	Supercontig_1.1	760000	780000	PopA.SNP.lungonly	3
38	Supercontig_1.1	760000	780000	PopA.SNP.lungonly_curated	0
38	Supercontig_1.1	760000	780000	repeats	0
39	Supercontig_1.1	780000	800000	Genes	11
39	Supercontig_1.1	780000	800000	PopA.INDEL.lungonly	1
39	Supercontig_1.1	780000	800000	PopA.INDEL.lungonly_curated	0
39	Supercontig_1.1	780000	800000	PopA.SNP.lungonly	0
39	Supercontig_1.1	780000	800000	PopA.SNP.lungonly_curated	0
39	Supercontig_1.1	780000	800000	repeats	1
40	Supercontig_1.1	800000	820000	Genes	12
40	Supercontig_1.1	800000	820000	PopA.INDEL.lungonly	0
40	Supercontig_1.1	800000	820000	PopA.INDEL.lungonly_curated	0
40	Supercontig_1.1	800000	820000	PopA.SNP.lungonly	1
40	Supercontig_1.1	800000	820000	PopA.SNP.lungonly_curated	1
40	Supercontig_1.1	800000	820000	repeats	3
41	Supercontig_1.1	820000	840000	Genes	8
41	Supercontig_1.1	820000	840000	PopA.INDEL.lungonly	0
41	Supercontig_1.1	820000	840000	PopA.INDEL.lungonly_curated	0
41	Supercontig_1.1	820000	840000	PopA.SNP.lungonly	0
41	Supercontig_1.1	820000	840000	PopA.SNP.lungonly_curated	0
41	Supercontig_1.1	820000	840000	repeats	0
42	Supercontig_1.1	840000	860000	Genes	11
42	Supercontig_1.1	840000	860000	PopA.INDEL.lungonly	7
42	Supercontig_1.1	840000	860000	PopA.INDEL.lungonly_curated	1
42	Supercontig_1.1	840000	860000	PopA.SNP.lungonly	2
42	Supercontig_1.1	840000	860000	PopA.SNP.lungonly_curated	0
42	Supercontig_1.1	840000	860000	repeats	0
43	Supercontig_1.1	860000	880000	Genes	8
43	Supercontig_1.1	860000	880000	PopA.INDEL.lungonly	4
43	Supercontig_1.1	860000	880000	PopA.INDEL.lungonly_curated	1
43	Supercontig_1.1	860000	880000	PopA.SNP.lungonly	0
43	Supercontig_1.1	860000	880000	PopA.SNP.lungonly_curated	0
43	Supercontig_1.1	860000	880000	repeats	0
44	Supercontig_1.1	880000	900000	Genes	7
44	Supercontig_1.1	880000	900000	PopA.INDEL.lungonly	3
44	Supercontig_1.1	880000	900000	PopA.INDEL.lungonly_curated	1
44	Supercontig_1.1	880000	900000	PopA.SNP.lungonly	1
44	Supercontig_1.1	880000	900000	PopA.SNP.lungonly_curated	1
44	Supercontig_1.1	880000	900000	repeats	0
45	Supercontig_1.1	900000	920000	Genes	8
45	Supercontig_1.1	900000	920000	PopA.INDEL.lungonly	23
45	Supercontig_1.1	900000	920000	PopA.INDEL.lungonly_curated	5
45	Supercontig_1.1	900000	920000	PopA.SNP.lungonly	2
45	Supercontig_1.1	900000	920000	PopA.SNP.lungonly_curated	0
45	Supercontig_1.1	900000	920000	repeats	1
46	Supercontig_1.1	920000	940000	Genes	11
46	Supercontig_1.1	920000	940000	PopA.INDEL.lungonly	0
46	Supercontig_1.1	920000	940000	PopA.INDEL.lungonly_curated	0
46	Supercontig_1.1	920000	940000	PopA.SNP.lungonly	1
46	Supercontig_1.1	920000	940000	PopA.SNP.lungonly_curated	1
46	Supercontig_1.1	920000	940000	repeats	0
47	Supercontig_1.1	940000	960000	Genes	8
47	Supercontig_1.1	940000	960000	PopA.INDEL.lungonly	0
47	Supercontig_1.1	940000	960000	PopA.INDEL.lungonly_curated	0
47	Supercontig_1.1	940000	960000	PopA.SNP.lungonly	0
47	Supercontig_1.1	940000	960000	PopA.SNP.lungonly_curated	0
47	Supercontig_1.1	940000	960000	repeats	0
48	Supercontig_1.1	960000	980000	Genes	12
48	Supercontig_1.1	960000	980000	PopA.INDEL.lungonly	5
48	Supercontig_1.1	960000	980000	PopA.INDEL.lungonly_curated	0
48	Supercontig_1.1	960000	980000	PopA.SNP.lungonly	1
48	Supercontig_1.1	960000	980000	PopA.SNP.lungonly_curated	1
48	Supercontig_1.1	960000	980000	repeats	1
49	Supercontig_1.1	980000	1000000	Genes	11
49	Supercontig_1.1	980000	1000000	PopA.INDEL.lungonly	10
49	Supercontig_1.1	980000	1000000	PopA.INDEL.lungonly_curated	2
49	Supercontig_1.1	980000	1000000	PopA.SNP.lungonly	1
49	Supercontig_1.1	980000	1000000	PopA.SNP.lungonly_curated	0
49	Supercontig_1.1	980000	1000000	repeats	0
50	Supercontig_1.1	1000000	1020000	Genes	11
50	Supercontig_1.1	1000000	1020000	PopA.INDEL.lungonly	3
50	Supercontig_1.1	1000000	1020000	PopA.INDEL.lungonly_curated	2
50	Supercontig_1.1	1000000	1020000	PopA.SNP.lungonly	1
50	Supercontig_1.1	1000000	1020000	PopA.SNP.lungonly_curated	1
50	Supercontig_1.1	1000000	1020000	repeats	1
51	Supercontig_1.1	1020000	1040000	Genes	8
51	Supercontig_1.1	1020000	1040000	PopA.INDEL.lungonly	6
51	Supercontig_1.1	1020000	1040000	PopA.INDEL.lungonly_curated	3
51	Supercontig_1.1	1020000	1040000	PopA.SNP.lungonly	1
51	Supercontig_1.1	1020000	1040000	PopA.SNP.lungonly_curated	1
51	Supercontig_1.1	1020000	1040000	repeats	0
52	Supercontig_1.1	1040000	1060000	Genes	11
52	Supercontig_1.1	1040000	1060000	PopA.INDEL.lungonly	1
52	Supercontig_1.1	1040000	1060000	PopA.INDEL.lungonly_curated	0
52	Supercontig_1.1	1040000	1060000	PopA.SNP.lungonly	0
52	Supercontig_1.1	1040000	1060000	PopA.SNP.lungonly_curated	0
52	Supercontig_1.1	1040000	1060000	repeats	3
53	Supercontig_1.1	1060000	1080000	Genes	11
53	Supercontig_1.1	1060000	1080000	PopA.INDEL.lungonly	0
53	Supercontig_1.1	1060000	1080000	PopA.INDEL.lungonly_curated	0
53	Supercontig_1.1	1060000	1080000	PopA.SNP.lungonly	0
53	Supercontig_1.1	1060000	1080000	PopA.SNP.lungonly_curated	0
53	Supercontig_1.1	1060000	1080000	repeats	0
54	Supercontig_1.1	1080000	1100000	Genes	11
54	Supercontig_1.1	1080000	1100000	PopA.INDEL.lungonly	8
54	Supercontig_1.1	1080000	1100000	PopA.INDEL.lungonly_curated	4
54	Supercontig_1.1	1080000	1100000	PopA.SNP.lungonly	14
54	Supercontig_1.1	1080000	1100000	PopA.SNP.lungonly_curated	14
54	Supercontig_1.1	1080000	1100000	repeats	1
55	Supercontig_1.1	1100000	1120000	Genes	12
55	Supercontig_1.1	1100000	1120000	PopA.INDEL.lungonly	11
55	Supercontig_1.1	1100000	1120000	PopA.INDEL.lungonly_curated	4
55	Supercontig_1.1	1100000	1120000	PopA.SNP.lungonly	2
55	Supercontig_1.1	1100000	1120000	PopA.SNP.lungonly_curated	1
55	Supercontig_1.1	1100000	1120000	repeats	2
56	Supercontig_1.1	1120000	1140000	Genes	8
56	Supercontig_1.1	1120000	1140000	PopA.INDEL.lungonly	3
56	Supercontig_1.1	1120000	1140000	PopA.INDEL.lungonly_curated	0
56	Supercontig_1.1	1120000	1140000	PopA.SNP.lungonly	0
56	Supercontig_1.1	1120000	1140000	PopA.SNP.lungonly_curated	0
56	Supercontig_1.1	1120000	1140000	repeats	0
57	Supercontig_1.1	1140000	1160000	Genes	8
57	Supercontig_1.1	1140000	1160000	PopA.INDEL.lungonly	15
57	Supercontig_1.1	1140000	1160000	PopA.INDEL.lungonly_curated	4
57	Supercontig_1.1	1140000	1160000	PopA.SNP.lungonly	4
57	Supercontig_1.1	1140000	1160000	PopA.SNP.lungonly_curated	3
57	Supercontig_1.1	1140000	1160000	repeats	0
58	Supercontig_1.1	1160000	1180000	Genes	11
58	Supercontig_1.1	1160000	1180000	PopA.INDEL.lungonly	2
58	Supercontig_1.1	1160000	1180000	PopA.INDEL.lungonly_curated	1
58	Supercontig_1.1	1160000	1180000	PopA.SNP.lungonly	1
58	Supercontig_1.1	1160000	1180000	PopA.SNP.lungonly_curated	1
58	Supercontig_1.1	1160000	1180000	repeats	0
59	Supercontig_1.1	1180000	1200000	Genes	15
59	Supercontig_1.1	1180000	1200000	PopA.INDEL.lungonly	0
59	Supercontig_1.1	1180000	1200000	PopA.INDEL.lungonly_curated	0
59	Supercontig_1.1	1180000	1200000	PopA.SNP.lungonly	0
59	Supercontig_1.1	1180000	1200000	PopA.SNP.lungonly_curated	0
59	Supercontig_1.1	1180000	1200000	repeats	0
60	Supercontig_1.1	1200000	1220000	Genes	11
60	Supercontig_1.1	1200000	1220000	PopA.INDEL.lungonly	5
60	Supercontig_1.1	1200000	1220000	PopA.INDEL.lungonly_curated	1
60	Supercontig_1.1	1200000	1220000	PopA.SNP.lungonly	1
60	Supercontig_1.1	1200000	1220000	PopA.SNP.lungonly_curated	1
60	Supercontig_1.1	1200000	1220000	repeats	0
61	Supercontig_1.1	1220000	1240000	Genes	13
61	Supercontig_1.1	1220000	1240000	PopA.INDEL.lungonly	3
61	Supercontig_1.1	1220000	1240000	PopA.INDEL.lungonly_curated	1
61	Supercontig_1.1	1220000	1240000	PopA.SNP.lungonly	0
61	Supercontig_1.1	1220000	1240000	PopA.SNP.lungonly_curated	0
61	Supercontig_1.1	1220000	1240000	repeats	0
62	Supercontig_1.1	1240000	1260000	Genes	13
62	Supercontig_1.1	1240000	1260000	PopA.INDEL.lungonly	0
62	Supercontig_1.1	1240000	1260000	PopA.INDEL.lungonly_curated	0
62	Supercontig_1.1	1240000	1260000	PopA.SNP.lungonly	0
62	Supercontig_1.1	1240000	1260000	PopA.SNP.lungonly_curated	0
62	Supercontig_1.1	1240000	1260000	repeats	0
63	Supercontig_1.1	1260000	1280000	Genes	15
63	Supercontig_1.1	1260000	1280000	PopA.INDEL.lungonly	1
63	Supercontig_1.1	1260000	1280000	PopA.INDEL.lungonly_curated	0
63	Supercontig_1.1	1260000	1280000	PopA.SNP.lungonly	0
63	Supercontig_1.1	1260000	1280000	PopA.SNP.lungonly_curated	0
63	Supercontig_1.1	1260000	1280000	repeats	0
64	Supercontig_1.1	1280000	1300000	Genes	10
64	Supercontig_1.1	1280000	1300000	PopA.INDEL.lungonly	0
64	Supercontig_1.1	1280000	1300000	PopA.INDEL.lungonly_curated	0
64	Supercontig_1.1	1280000	1300000	PopA.SNP.lungonly	1
64	Supercontig_1.1	1280000	1300000	PopA.SNP.lungonly_curated	0
64	Supercontig_1.1	1280000	1300000	repeats	0
65	Supercontig_1.1	1300000	1320000	Genes	9
65	Supercontig_1.1	1300000	1320000	PopA.INDEL.lungonly	2
65	Supercontig_1.1	1300000	1320000	PopA.INDEL.lungonly_curated	0
65	Supercontig_1.1	1300000	1320000	PopA.SNP.lungonly	1
65	Supercontig_1.1	1300000	1320000	PopA.SNP.lungonly_curated	0
65	Supercontig_1.1	1300000	1320000	repeats	0
66	Supercontig_1.1	1320000	1340000	Genes	11
66	Supercontig_1.1	1320000	1340000	PopA.INDEL.lungonly	0
66	Supercontig_1.1	1320000	1340000	PopA.INDEL.lungonly_curated	0
66	Supercontig_1.1	1320000	1340000	PopA.SNP.lungonly	0
66	Supercontig_1.1	1320000	1340000	PopA.SNP.lungonly_curated	0
66	Supercontig_1.1	1320000	1340000	repeats	0
67	Supercontig_1.1	1340000	1360000	Genes	10
67	Supercontig_1.1	1340000	1360000	PopA.INDEL.lungonly	1
67	Supercontig_1.1	1340000	1360000	PopA.INDEL.lungonly_curated	0
67	Supercontig_1.1	1340000	1360000	PopA.SNP.lungonly	0
67	Supercontig_1.1	1340000	1360000	PopA.SNP.lungonly_curated	0
67	Supercontig_1.1	1340000	1360000	repeats	1
68	Supercontig_1.1	1360000	1380000	Genes	9
68	Supercontig_1.1	1360000	1380000	PopA.INDEL.lungonly	0
68	Supercontig_1.1	1360000	1380000	PopA.INDEL.lungonly_curated	0
68	Supercontig_1.1	1360000	1380000	PopA.SNP.lungonly	0
68	Supercontig_1.1	1360000	1380000	PopA.SNP.lungonly_curated	0
68	Supercontig_1.1	1360000	1380000	repeats	0
69	Supercontig_1.1	1380000	1400000	Genes	11
69	Supercontig_1.1	1380000	1400000	PopA.INDEL.lungonly	2
69	Supercontig_1.1	1380000	1400000	PopA.INDEL.lungonly_curated	1
69	Supercontig_1.1	1380000	1400000	PopA.SNP.lungonly	0
69	Supercontig_1.1	1380000	1400000	PopA.SNP.lungonly_curated	0
69	Supercontig_1.1	1380000	1400000	repeats	0
70	Supercontig_1.1	1400000	1420000	Genes	11
70	Supercontig_1.1	1400000	1420000	PopA.INDEL.lungonly	2
70	Supercontig_1.1	1400000	1420000	PopA.INDEL.lungonly_curated	0
70	Supercontig_1.1	1400000	1420000	PopA.SNP.lungonly	1
70	Supercontig_1.1	1400000	1420000	PopA.SNP.lungonly_curated	1
70	Supercontig_1.1	1400000	1420000	repeats	1
71	Supercontig_1.1	1420000	1440000	Genes	11
71	Supercontig_1.1	1420000	1440000	PopA.INDEL.lungonly	0
71	Supercontig_1.1	1420000	1440000	PopA.INDEL.lungonly_curated	0
71	Supercontig_1.1	1420000	1440000	PopA.SNP.lungonly	0
71	Supercontig_1.1	1420000	1440000	PopA.SNP.lungonly_curated	0
71	Supercontig_1.1	1420000	1440000	repeats	1
72	Supercontig_1.1	1440000	1460000	Genes	9
72	Supercontig_1.1	1440000	1460000	PopA.INDEL.lungonly	0
72	Supercontig_1.1	1440000	1460000	PopA.INDEL.lungonly_curated	0
72	Supercontig_1.1	1440000	1460000	PopA.SNP.lungonly	1
