Gene	Pn	Ps	Pn_Ps	Total_Variants
CLUG_00276	0	0	Undef	0
CLUG_00277	1	1	1.0000	2
CLUG_00278	0	0	Undef	0
CLUG_00279	0	0	Undef	0
CLUG_00280	0	0	Undef	0
CLUG_00281	0	0	Undef	0
CLUG_00282	0	0	Undef	0
CLUG_00283	0	0	Undef	0
CLUG_00284	1	0	Undef	1
CLUG_00285	0	0	Undef	0
CLUG_00286	1	1	1.0000	2
CLUG_00287	0	5	0.0000	5
CLUG_00288	2	3	0.6667	5
CLUG_00289	0	2	0.0000	2
CLUG_00290	1	0	Undef	1
CLUG_00291	0	1	0.0000	1
CLUG_00292	0	1	0.0000	1
CLUG_00293	1	2	0.5000	3
CLUG_00294	0	0	Undef	0
CLUG_00295	0	0	Undef	0
CLUG_00296	0	8	0.0000	8
CLUG_00297	0	0	Undef	0
CLUG_00298	0	1	0.0000	1
CLUG_00299	0	0	Undef	0
CLUG_00300	0	2	0.0000	2
CLUG_00301	0	0	Undef	0
CLUG_00302	0	5	0.0000	5
CLUG_00303	0	1	0.0000	1
CLUG_00304	0	5	0.0000	5
CLUG_00305	0	0	Undef	0
CLUG_00306	0	0	Undef	0
CLUG_00307	0	0	Undef	0
CLUG_00309	0	0	Undef	0
CLUG_00310	0	0	Undef	0
CLUG_00311	2	4	0.5000	6
CLUG_00312	0	0	Undef	0
CLUG_00313	0	0	Undef	0
CLUG_00314	0	0	Undef	0
CLUG_00315	1	0	Undef	1
CLUG_00316	0	0	Undef	0
CLUG_00317	6	36	0.1667	42
CLUG_00318	0	0	Undef	0
CLUG_00319	0	0	Undef	0
CLUG_00320	1	1	1.0000	2
CLUG_00321	0	0	Undef	0
CLUG_00322	0	0	Undef	0
CLUG_00323	0	0	Undef	0
CLUG_00324	0	1	0.0000	1
CLUG_00325	0	0	Undef	0
CLUG_00326	0	0	Undef	0
CLUG_00327	0	0	Undef	0
CLUG_00328	2	3	0.6667	5
CLUG_00329	0	0	Undef	0
CLUG_00330	5	10	0.5000	15
CLUG_00331	5	14	0.3571	19
CLUG_00332	1	1	1.0000	2
CLUG_00333	0	0	Undef	0
CLUG_00334	0	0	Undef	0
CLUG_00335	1	3	0.3333	4
CLUG_00336	0	4	0.0000	4
CLUG_00337	0	1	0.0000	1
CLUG_00338	0	3	0.0000	3
CLUG_00339	1	3	0.3333	4
CLUG_00340	0	2	0.0000	2
CLUG_00341	0	0	Undef	0
CLUG_00342	0	0	Undef	0
CLUG_00343	0	0	Undef	0
CLUG_00344	0	2	0.0000	2
CLUG_00345	0	1	0.0000	1
CLUG_00346	2	3	0.6667	5
CLUG_00347	1	5	0.2000	6
CLUG_00348	0	0	Undef	0
CLUG_00349	0	0	Undef	0
CLUG_00350	0	0	Undef	0
CLUG_00351	0	1	0.0000	1
CLUG_00352	0	2	0.0000	2
CLUG_00353	0	0	Undef	0
CLUG_00354	0	0	Undef	0
CLUG_00355	0	0	Undef	0
CLUG_00356	0	0	Undef	0
CLUG_00357	0	0	Undef	0
CLUG_00358	0	0	Undef	0
CLUG_00359	0	0	Undef	0
CLUG_00360	0	0	Undef	0
CLUG_00361	0	1	0.0000	1
CLUG_00362	0	0	Undef	0
CLUG_00363	0	0	Undef	0
CLUG_00364	0	0	Undef	0
CLUG_00365	0	0	Undef	0
CLUG_00366	0	0	Undef	0
CLUG_00367	0	9	0.0000	9
CLUG_00368	0	0	Undef	0
CLUG_00369	0	0	Undef	0
CLUG_00370	0	0	Undef	0
CLUG_00371	0	0	Undef	0
CLUG_00372	0	0	Undef	0
CLUG_00373	4	5	0.8000	9
CLUG_00374	0	1	0.0000	1
CLUG_00375	0	1	0.0000	1
CLUG_00376	0	0	Undef	0
CLUG_00377	0	0	Undef	0
CLUG_00378	0	0	Undef	0
CLUG_00379	2	0	Undef	2
CLUG_00380	0	0	Undef	0
CLUG_00381	0	0	Undef	0
CLUG_00382	0	0	Undef	0
CLUG_00383	0	0	Undef	0
CLUG_00384	0	0	Undef	0
CLUG_00385	1	0	Undef	1
CLUG_00386	0	1	0.0000	1
CLUG_00387	4	3	1.3333	7
CLUG_00388	0	1	0.0000	1
CLUG_00389	0	0	Undef	0
CLUG_00390	0	0	Undef	0
CLUG_00391	0	0	Undef	0
CLUG_00392	1	9	0.1111	10
CLUG_00393	0	0	Undef	0
CLUG_00394	0	0	Undef	0
CLUG_00395	0	0	Undef	0
CLUG_00397	0	0	Undef	0
CLUG_00398	0	0	Undef	0
CLUG_00399	0	0	Undef	0
CLUG_00400	0	0	Undef	0
CLUG_00401	0	0	Undef	0
CLUG_00402	0	1	0.0000	1
CLUG_00403	0	0	Undef	0
CLUG_00408	0	0	Undef	0
CLUG_00409	0	0	Undef	0
CLUG_00410	0	0	Undef	0
CLUG_00411	0	0	Undef	0
CLUG_00412	0	3	0.0000	3
CLUG_00413	0	0	Undef	0
CLUG_00414	0	0	Undef	0
CLUG_00415	0	0	Undef	0
CLUG_00416	0	1	0.0000	1
CLUG_00417	0	0	Undef	0
CLUG_00418	0	0	Undef	0
CLUG_00419	2	2	1.0000	4
CLUG_00420	0	2	0.0000	2
CLUG_00421	1	2	0.5000	3
CLUG_00422	0	0	Undef	0
CLUG_00423	0	0	Undef	0
CLUG_00424	0	0	Undef	0
CLUG_00425	0	0	Undef	0
CLUG_00426	0	0	Undef	0
CLUG_00427	0	0	Undef	0
CLUG_00428	0	0	Undef	0
CLUG_00429	0	0	Undef	0
CLUG_00430	0	1	0.0000	1
CLUG_00431	0	0	Undef	0
CLUG_00432	0	0	Undef	0
CLUG_00433	0	0	Undef	0
CLUG_00434	0	0	Undef	0
CLUG_00435	0	1	0.0000	1
CLUG_00436	0	0	Undef	0
CLUG_00437	0	0	Undef	0
CLUG_00438	0	0	Undef	0
CLUG_00439	0	0	Undef	0
CLUG_00440	0	0	Undef	0
CLUG_00441	0	1	0.0000	1
CLUG_00442	0	0	Undef	0
CLUG_00444	0	0	Undef	0
CLUG_00445	0	0	Undef	0
CLUG_00446	0	0	Undef	0
CLUG_00447	0	0	Undef	0
CLUG_00451	0	0	Undef	0
CLUG_00452	0	0	Undef	0
CLUG_00453	1	6	0.1667	7
CLUG_00454	0	0	Undef	0
CLUG_00458	0	0	Undef	0
CLUG_00459	0	0	Undef	0
CLUG_00460	0	0	Undef	0
CLUG_00461	0	0	Undef	0
CLUG_00464	0	0	Undef	0
CLUG_00465	0	0	Undef	0
CLUG_00466	0	0	Undef	0
CLUG_00467	0	0	Undef	0
CLUG_00468	0	0	Undef	0
CLUG_00469	0	0	Undef	0
CLUG_00470	0	0	Undef	0
CLUG_00471	0	0	Undef	0
CLUG_00472	0	0	Undef	0
CLUG_00473	0	0	Undef	0
CLUG_00474	0	0	Undef	0
CLUG_00475	0	0	Undef	0
CLUG_00476	0	0	Undef	0
CLUG_00477	0	0	Undef	0
CLUG_00478	1	0	Undef	1
CLUG_00479	0	0	Undef	0
CLUG_00480	0	0	Undef	0
CLUG_00481	0	0	Undef	0
CLUG_00482	0	0	Undef	0
CLUG_00483	0	0	Undef	0
CLUG_00484	0	0	Undef	0
CLUG_00485	0	3	0.0000	3
CLUG_00486	0	0	Undef	0
CLUG_00487	0	0	Undef	0
CLUG_00488	0	0	Undef	0
CLUG_00489	1	1	1.0000	2
CLUG_00490	0	0	Undef	0
CLUG_00491	0	0	Undef	0
CLUG_00492	0	1	0.0000	1
CLUG_00493	2	2	1.0000	4
CLUG_00494	0	0	Undef	0
CLUG_00495	0	0	Undef	0
CLUG_00496	1	1	1.0000	2
CLUG_00497	1	1	1.0000	2
CLUG_00498	0	0	Undef	0
CLUG_00499	0	0	Undef	0
CLUG_00500	0	0	Undef	0
CLUG_00501	0	0	Undef	0
CLUG_00502	0	0	Undef	0
CLUG_00503	0	0	Undef	0
CLUG_00504	2	3	0.6667	5
CLUG_00505	1	0	Undef	1
CLUG_00506	0	4	0.0000	4
CLUG_00507	0	1	0.0000	1
CLUG_00508	0	0	Undef	0
CLUG_00509	0	0	Undef	0
CLUG_00510	0	0	Undef	0
CLUG_00511	1	0	Undef	1
CLUG_00512	0	0	Undef	0
CLUG_00513	0	0	Undef	0
CLUG_00514	0	0	Undef	0
CLUG_00515	0	0	Undef	0
CLUG_00516	0	0	Undef	0
CLUG_00517	1	0	Undef	1
CLUG_00518	0	0	Undef	0
CLUG_00519	0	0	Undef	0
CLUG_00520	0	0	Undef	0
CLUG_00521	0	1	0.0000	1
CLUG_00522	0	0	Undef	0
CLUG_00523	1	0	Undef	1
CLUG_00524	1	0	Undef	1
CLUG_00525	0	0	Undef	0
CLUG_00526	0	0	Undef	0
CLUG_00527	0	0	Undef	0
CLUG_00528	0	0	Undef	0
CLUG_00529	0	1	0.0000	1
CLUG_00530	0	0	Undef	0
CLUG_00531	1	0	Undef	1
CLUG_00532	1	0	Undef	1
CLUG_00533	0	0	Undef	0
CLUG_00534	0	0	Undef	0
CLUG_00536	0	0	Undef	0
CLUG_00537	0	0	Undef	0
CLUG_00538	0	0	Undef	0
CLUG_00539	0	0	Undef	0
CLUG_00540	0	0	Undef	0
CLUG_00541	0	2	0.0000	2
CLUG_00542	7	3	2.3333	10
CLUG_00543	0	0	Undef	0
CLUG_00544	0	0	Undef	0
CLUG_00545	0	1	0.0000	1
CLUG_00546	0	0	Undef	0
CLUG_00547	0	2	0.0000	2
CLUG_00548	0	0	Undef	0
CLUG_00549	0	0	Undef	0
CLUG_00550	0	0	Undef	0
CLUG_00551	0	1	0.0000	1
CLUG_00552	0	0	Undef	0
CLUG_00553	0	0	Undef	0
CLUG_00554	1	0	Undef	1
CLUG_00555	0	3	0.0000	3
CLUG_00556	0	0	Undef	0
CLUG_00557	2	0	Undef	2
CLUG_00558	0	0	Undef	0
CLUG_00559	0	0	Undef	0
CLUG_00560	0	0	Undef	0
CLUG_00561	0	0	Undef	0
CLUG_00562	0	0	Undef	0
CLUG_00563	0	0	Undef	0
CLUG_00564	0	0	Undef	0
CLUG_00570	0	0	Undef	0
CLUG_00571	0	3	0.0000	3
CLUG_00572	0	0	Undef	0
CLUG_00573	0	0	Undef	0
CLUG_00574	0	0	Undef	0
CLUG_00575	0	0	Undef	0
CLUG_00576	0	0	Undef	0
CLUG_00606	0	0	Undef	0
CLUG_00607	0	0	Undef	0
CLUG_00608	0	0	Undef	0
CLUG_00609	0	1	0.0000	1
CLUG_00610	0	0	Undef	0
CLUG_00611	0	0	Undef	0
CLUG_00612	0	0	Undef	0
CLUG_00613	0	0	Undef	0
CLUG_00617	0	0	Undef	0
CLUG_00618	0	0	Undef	0
CLUG_00619	0	0	Undef	0
CLUG_00620	0	0	Undef	0
CLUG_00621	1	0	Undef	1
CLUG_00622	0	0	Undef	0
CLUG_00623	0	0	Undef	0
CLUG_00624	0	0	Undef	0
CLUG_00639	0	0	Undef	0
CLUG_00640	0	0	Undef	0
CLUG_00641	0	0	Undef	0
CLUG_00642	0	0	Undef	0
CLUG_00643	0	0	Undef	0
CLUG_00644	1	0	Undef	1
CLUG_00645	0	0	Undef	0
CLUG_00646	0	0	Undef	0
CLUG_00647	0	0	Undef	0
CLUG_00648	0	0	Undef	0
CLUG_00649	0	2	0.0000	2
CLUG_00650	0	0	Undef	0
CLUG_00652	0	0	Undef	0
CLUG_00653	0	0	Undef	0
CLUG_00654	0	3	0.0000	3
CLUG_00655	0	0	Undef	0
CLUG_00656	0	0	Undef	0
CLUG_00657	0	0	Undef	0
CLUG_00658	0	1	0.0000	1
CLUG_00659	1	5	0.2000	6
CLUG_00660	0	0	Undef	0
CLUG_00661	3	8	0.3750	11
CLUG_00662	0	1	0.0000	1
CLUG_00663	0	2	0.0000	2
CLUG_00664	0	0	Undef	0
CLUG_00665	0	1	0.0000	1
CLUG_00666	0	5	0.0000	5
CLUG_00667	0	0	Undef	0
CLUG_00668	0	0	Undef	0
CLUG_00676	0	0	Undef	0
CLUG_00677	1	0	Undef	1
CLUG_00678	0	0	Undef	0
CLUG_00679	0	0	Undef	0
CLUG_00680	0	0	Undef	0
CLUG_00689	0	0	Undef	0
CLUG_00690	0	0	Undef	0
CLUG_00691	0	0	Undef	0
CLUG_00692	0	0	Undef	0
CLUG_00693	0	0	Undef	0
CLUG_00694	0	0	Undef	0
CLUG_00695	0	0	Undef	0
CLUG_00696	0	0	Undef	0
CLUG_00697	0	0	Undef	0
CLUG_00698	0	0	Undef	0
CLUG_00699	0	0	Undef	0
CLUG_00700	0	0	Undef	0
CLUG_00701	0	0	Undef	0
CLUG_00702	0	0	Undef	0
CLUG_00703	2	0	Undef	2
CLUG_00704	0	3	0.0000	3
CLUG_00705	3	11	0.2727	14
CLUG_00706	0	0	Undef	0
CLUG_00707	0	0	Undef	0
CLUG_00708	1	1	1.0000	2
CLUG_00709	7	25	0.2800	32
CLUG_00710	0	1	0.0000	1
CLUG_00711	0	0	Undef	0
CLUG_00712	1	1	1.0000	2
CLUG_00713	2	3	0.6667	5
CLUG_00714	0	0	Undef	0
CLUG_00715	0	2	0.0000	2
CLUG_00716	2	0	Undef	2
CLUG_00717	0	0	Undef	0
CLUG_00718	0	0	Undef	0
CLUG_00719	8	8	1.0000	16
CLUG_00720	1	4	0.2500	5
CLUG_00721	1	10	0.1000	11
CLUG_00722	1	7	0.1429	8
CLUG_00723	1	1	1.0000	2
CLUG_00724	3	2	1.5000	5
CLUG_00725	2	0	Undef	2
CLUG_00726	8	5	1.6000	13
CLUG_00727	0	1	0.0000	1
CLUG_00728	0	0	Undef	0
CLUG_00729	1	2	0.5000	3
CLUG_00730	3	1	3.0000	4
CLUG_00731	1	0	Undef	1
CLUG_00732	2	0	Undef	2
CLUG_00733	2	7	0.2857	9
CLUG_00734	0	4	0.0000	4
CLUG_00735	0	4	0.0000	4
CLUG_00736	2	4	0.5000	6
CLUG_00737	0	1	0.0000	1
CLUG_00738	0	0	Undef	0
CLUG_00739	0	0	Undef	0
CLUG_00740	3	7	0.4286	10
CLUG_00741	0	3	0.0000	3
CLUG_00742	0	2	0.0000	2
CLUG_00743	2	16	0.1250	18
CLUG_00744	1	1	1.0000	2
CLUG_00745	1	4	0.2500	5
CLUG_00746	1	0	Undef	1
CLUG_00747	1	1	1.0000	2
CLUG_00748	1	0	Undef	1
CLUG_00749	1	4	0.2500	5
CLUG_00750	1	2	0.5000	3
CLUG_00751	0	1	0.0000	1
CLUG_00752	0	3	0.0000	3
CLUG_00753	0	0	Undef	0
CLUG_00754	0	1	0.0000	1
CLUG_00755	1	0	Undef	1
CLUG_00756	3	11	0.2727	14
CLUG_00757	5	2	2.5000	7
CLUG_00758	1	18	0.0556	19
CLUG_00759	0	1	0.0000	1
CLUG_00760	1	3	0.3333	4
CLUG_00761	0	1	0.0000	1
CLUG_00762	1	1	1.0000	2
CLUG_00763	2	0	Undef	2
CLUG_00764	0	0	Undef	0
CLUG_00765	1	1	1.0000	2
CLUG_00766	0	0	Undef	0
CLUG_00767	6	2	3.0000	8
CLUG_00768	1	4	0.2500	5
CLUG_00769	1	3	0.3333	4
CLUG_00770	0	0	Undef	0
CLUG_00771	0	4	0.0000	4
CLUG_00772	0	0	Undef	0
CLUG_00773	7	13	0.5385	20
CLUG_00774	1	1	1.0000	2
CLUG_00775	0	1	0.0000	1
CLUG_00776	0	0	Undef	0
CLUG_00777	0	0	Undef	0
CLUG_00778	0	0	Undef	0
CLUG_00779	0	5	0.0000	5
CLUG_00780	0	2	0.0000	2
CLUG_00781	1	1	1.0000	2
CLUG_00782	3	12	0.2500	15
CLUG_00783	2	2	1.0000	4
CLUG_00784	1	0	Undef	1
CLUG_00785	1	0	Undef	1
CLUG_00786	0	1	0.0000	1
CLUG_00787	0	1	0.0000	1
CLUG_00788	0	8	0.0000	8
CLUG_00789	9	20	0.4500	29
CLUG_00790	1	2	0.5000	3
CLUG_00791	0	0	Undef	0
CLUG_00792	2	1	2.0000	3
CLUG_00793	0	0	Undef	0
CLUG_00794	2	0	Undef	2
CLUG_00795	0	0	Undef	0
CLUG_00796	0	0	Undef	0
CLUG_00797	1	6	0.1667	7
CLUG_00798	1	9	0.1111	10
CLUG_00799	0	1	0.0000	1
CLUG_00800	0	1	0.0000	1
CLUG_00801	6	33	0.1818	39
CLUG_00802	1	3	0.3333	4
CLUG_00803	0	2	0.0000	2
CLUG_00804	1	1	1.0000	2
CLUG_00805	3	1	3.0000	4
CLUG_00806	0	0	Undef	0
CLUG_00807	1	0	Undef	1
CLUG_00808	2	2	1.0000	4
CLUG_00809	0	7	0.0000	7
CLUG_00810	0	7	0.0000	7
CLUG_00811	0	4	0.0000	4
CLUG_00812	0	1	0.0000	1
CLUG_00813	10	17	0.5882	27
CLUG_00814	1	14	0.0714	15
CLUG_00815	0	4	0.0000	4
CLUG_00816	1	3	0.3333	4
CLUG_00817	2	11	0.1818	13
CLUG_00818	0	3	0.0000	3
CLUG_00819	1	1	1.0000	2
CLUG_00820	2	1	2.0000	3
CLUG_00821	0	0	Undef	0
CLUG_00822	1	8	0.1250	9
CLUG_00823	0	0	Undef	0
CLUG_00824	0	0	Undef	0
CLUG_00825	1	0	Undef	1
CLUG_00826	1	0	Undef	1
CLUG_00827	1	3	0.3333	4
CLUG_00828	2	1	2.0000	3
CLUG_00829	0	0	Undef	0
CLUG_00830	1	2	0.5000	3
CLUG_00831	0	4	0.0000	4
CLUG_00832	3	13	0.2308	16
CLUG_00833	1	3	0.3333	4
CLUG_00834	8	15	0.5333	23
CLUG_00835	1	4	0.2500	5
CLUG_00836	0	0	Undef	0
CLUG_00837	0	0	Undef	0
CLUG_00838	0	6	0.0000	6
CLUG_00839	0	3	0.0000	3
CLUG_00840	1	3	0.3333	4
CLUG_00841	0	0	Undef	0
CLUG_00842	0	0	Undef	0
CLUG_00843	0	0	Undef	0
CLUG_00844	1	0	Undef	1
CLUG_00845	2	1	2.0000	3
CLUG_00846	0	0	Undef	0
CLUG_00847	0	0	Undef	0
CLUG_00848	0	0	Undef	0
CLUG_00849	2	1	2.0000	3
CLUG_00850	1	4	0.2500	5
CLUG_00851	0	5	0.0000	5
CLUG_00852	0	7	0.0000	7
CLUG_00853	0	1	0.0000	1
