GENE	A10.L4C	A11.L11G	A12.L10B	A13.L3B	A14.L4E	A15.L4G	A16.L7C	A17.L1B	A18.S4H	A19.S3B	A2.U10A	A20.S1E	A21.S8A	A22.UpperP	A23.LowerP	A24.SputuP	A3.U3G	A4.U3B	A5.U10D	A6.U5C	A7.U3E	A8.U2E	A9.L3D	ATCC42720	B16.1310D	B17.1311G	B18.1312G	B19.1310A	B20.1311A	B21.1312A	B22.134E	B23.133H	B24.133F	B25.135C	B26.131A	B27.136A	B28.13UM	B29.13MM	C10.9M3	C11.9M41	C12.9U1	C13.9U2	C14.9U3	C15.9U4s	C30.13LM	C31.13MP	C4.9L1	C5.9L2	C6.9L3	C7.9L4	C8.9M1	C9.9M2	ctl1.AL1B	ctl2.AL1B	ctl3.C9L1
CLUG_04848	1.1531	1.3461	1.2982	1.1727	1.2924	1.2972	1.1939	1.2398	1.3137	1.3474	2.5400	1.3968	1.2699	1.3648	1.2748	1.3737	1.4468	1.2686	1.3656	1.1903	1.3492	1.4233	1.2446	1.3578	1.4749	1.5479	1.4915	1.3736	1.6274	1.5070	1.3602	1.5353	1.3917	1.4728	1.5086	1.5026	1.5924	1.5012	1.8643	1.8740	2.1669	1.4502	1.6435	1.4949	1.3076	1.7797	1.6924	1.7842	1.8040	1.8453	1.9243	1.5917	1.3367	1.4296	1.5226
CLUG_04849	1.2032	1.3143	1.3786	1.2372	1.3298	1.2741	1.1984	1.3676	1.4310	1.3514	2.3855	1.3463	1.3689	1.3510	1.2255	1.2474	1.2092	1.1558	1.3763	1.2193	1.3317	1.3726	1.3188	1.4402	1.4318	1.4838	1.5508	1.3938	1.5694	1.3949	1.3909	1.4371	1.3547	1.4028	1.4036	1.3198	1.2549	1.2361	1.8790	1.8049	2.0116	1.3063	1.5758	1.5312	1.2009	1.6626	1.6251	1.7717	1.7290	1.7501	1.8523	1.6401	1.2769	1.3250	1.4857
CLUG_04850	1.1304	1.2250	1.1592	1.2276	1.2223	1.1113	1.1133	1.2322	1.1667	1.2412	2.4374	1.2691	1.2297	1.1515	1.1741	1.2610	1.3010	1.1501	1.3320	1.1467	1.1990	1.2237	1.2313	1.3064	1.4128	1.5588	1.4371	1.3146	1.6109	1.3741	1.3285	1.4284	1.3019	1.4290	1.3390	1.3153	1.3861	1.2549	1.4780	1.4951	1.6776	1.1174	1.2727	1.1780	1.2468	1.6473	1.4040	1.3434	1.4065	1.4744	1.5407	1.2688	1.3055	1.2801	1.1881
CLUG_04851	1.2399	1.2939	1.2198	1.3681	1.2975	1.2809	1.1226	1.3487	1.2607	1.3268	2.5754	1.3696	1.3096	1.2803	1.2883	1.3948	1.4359	1.2714	1.4998	1.2392	1.2986	1.2658	1.3038	1.4020	1.4094	1.5443	1.4613	1.3637	1.5863	1.3964	1.4484	1.4408	1.3640	1.4613	1.4362	1.3524	1.3631	1.2627	1.9164	1.8954	2.0809	1.4144	1.6057	1.4607	1.2996	1.6702	1.7427	1.8021	1.7881	1.8405	1.9965	1.5281	1.3694	1.3247	1.5618
CLUG_04852	1.2681	1.1819	1.2678	1.2241	1.2248	1.1817	1.1662	1.3671	1.4504	1.3472	2.5479	1.2924	1.2728	1.3556	1.2843	1.4098	1.3500	1.1712	1.3863	1.2874	1.2960	1.2618	1.2351	1.3949	1.5472	1.5711	1.5020	1.4163	1.5846	1.4137	1.3980	1.4390	1.3604	1.4097	1.4043	1.3853	1.6292	1.3729	1.9221	1.9178	2.0345	1.4127	1.5829	1.4903	1.3206	1.8046	1.6599	1.6645	1.6072	1.7733	1.9975	1.6440	1.3678	1.3184	1.4706
CLUG_04853	1.1317	1.2174	1.1648	1.2224	1.1516	1.1654	1.1172	1.2588	1.2840	1.2959	2.4551	1.2158	1.2478	1.2384	1.2518	1.1810	1.3641	1.1804	1.3893	1.2017	1.2348	1.2504	1.2658	1.3192	1.4474	1.5506	1.4357	1.4104	1.5456	1.3871	1.3509	1.4342	1.3367	1.4319	1.4093	1.3780	1.3965	1.2583	1.8469	1.8923	2.0817	1.4090	1.6360	1.4736	1.3218	1.6698	1.7157	1.7568	1.7468	1.7958	1.9101	1.6023	1.3283	1.2887	1.5557
CLUG_04854	1.2271	1.2748	1.2286	1.1895	1.2162	1.1897	1.1182	1.3104	1.2793	1.2912	2.3967	1.2354	1.2697	1.3215	1.2703	1.2492	1.3283	1.2159	1.4164	1.2290	1.2790	1.2993	1.2216	1.4092	1.4034	1.5522	1.5164	1.3333	1.5828	1.3722	1.3825	1.4503	1.3050	1.4505	1.4319	1.3434	1.4761	1.2553	1.8462	1.8275	2.0542	1.4081	1.6239	1.4802	1.3127	1.6504	1.6549	1.7547	1.6778	1.8009	1.9130	1.5796	1.3243	1.3270	1.5345
CLUG_04855	1.1253	1.2669	1.1661	1.2317	1.1903	1.1633	1.1683	1.3232	1.2367	1.2956	2.3197	1.3342	1.2602	1.2273	1.2505	1.3413	1.3172	1.1508	1.3436	1.1417	1.2417	1.3335	1.2353	1.3572	1.4469	1.6124	1.4520	1.3769	1.5821	1.3778	1.3778	1.3836	1.4066	1.4701	1.4010	1.3998	1.4407	1.2703	1.9493	1.9199	2.1161	1.4015	1.6310	1.4986	1.2918	1.6532	1.7162	1.7137	1.8502	1.8659	2.0202	1.5848	1.4092	1.3514	1.6101
CLUG_04856	1.0255	1.1418	1.1206	1.0963	1.0176	1.1497	0.9227	1.1372	1.0698	1.1970	2.2560	1.1159	1.1270	1.0617	1.0698	1.0828	1.0239	1.0542	1.2059	1.0128	1.1232	1.2460	1.1907	1.1717	1.3086	1.4010	1.3522	1.2434	1.4213	1.2765	1.2685	1.3782	1.2439	1.2797	1.3243	1.2782	1.3410	1.1449	1.8912	1.8138	2.0187	1.3814	1.5548	1.4157	1.2419	1.5516	1.6569	1.7135	1.6555	1.8037	1.9342	1.5126	1.2833	1.1935	1.4707
CLUG_04857	1.1357	1.3224	1.1968	1.1709	1.2810	1.1873	1.0522	1.3183	1.2794	1.3491	2.3912	1.3635	1.2389	1.2338	1.2484	1.1733	1.3002	1.2559	1.3647	1.1966	1.1524	1.2512	1.2579	1.4107	1.4748	1.5374	1.4396	1.3345	1.4838	1.3874	1.3251	1.3821	1.2631	1.4299	1.3841	1.3870	1.3825	1.1610	1.8326	1.8103	2.0897	1.3855	1.6383	1.4309	1.2548	1.6197	1.7097	1.7473	1.7184	1.7757	1.8889	1.5413	1.2844	1.2726	1.5023
CLUG_04858	1.0587	1.2098	1.1001	1.1933	1.2221	1.1580	1.1873	1.2874	1.2946	1.2836	2.3413	1.2883	1.3431	1.3776	1.2897	1.2922	1.2554	1.2026	1.3642	1.1980	1.2003	1.2591	1.1988	1.3239	1.3918	1.5570	1.4102	1.3083	1.5997	1.3893	1.2590	1.3442	1.2765	1.3782	1.3448	1.3354	1.3018	1.2077	1.8354	1.7673	2.0568	1.3688	1.6154	1.4739	1.2409	1.6451	1.7050	1.8163	1.6823	1.6843	1.9171	1.5005	1.3189	1.3525	1.5157
CLUG_04859	1.2945	1.4300	1.2338	1.3873	1.3513	1.3089	1.1094	1.2725	1.5841	1.4240	2.7572	1.2962	1.4256	1.4773	1.3153	1.4860	1.4842	1.4854	1.4110	1.3634	1.3445	1.4346	1.5487	1.5647	1.4869	1.6119	1.5007	1.3546	1.6092	1.3679	1.4568	1.3921	1.3551	1.4528	1.4515	1.3367	1.3860	1.2669	1.8815	1.8175	2.1809	1.4187	1.6730	1.4879	1.3402	1.8130	1.7547	1.7097	1.8493	1.8513	1.9124	1.6791	1.2989	1.3258	1.5296
CLUG_04860	1.1182	1.1534	1.1307	1.1385	1.1133	1.1024	1.0618	1.1060	1.2124	1.2085	2.2111	1.2661	1.1787	1.1762	1.1440	1.1571	1.2643	1.1231	1.3305	1.1222	1.1206	1.2032	1.1470	1.3330	1.3783	1.4380	1.3512	1.2888	1.4984	1.3213	1.2792	1.3392	1.2509	1.3907	1.2852	1.2796	1.3605	1.2109	1.8241	1.7716	2.0031	1.3698	1.5406	1.3816	1.2430	1.6248	1.6528	1.7258	1.6697	1.7827	1.8324	1.5172	1.2319	1.2913	1.4820
CLUG_04861	1.0255	1.0355	0.9664	1.0461	1.1197	0.9555	0.9657	1.1260	1.1161	1.0793	2.0238	1.1314	1.1250	1.1045	0.9979	1.0851	1.0987	1.1630	1.1263	1.0289	1.0636	1.0820	1.1626	1.1739	1.2411	1.3504	1.2972	1.2659	1.4388	1.1734	1.2337	1.2041	1.1525	1.2643	1.2457	1.2239	1.1701	1.1383	1.5880	1.6344	1.8067	1.2690	1.4467	1.2700	1.1437	1.4972	1.5496	1.6211	1.5552	1.6105	1.7321	1.4204	1.1636	1.1822	1.3968
CLUG_04862	1.0165	1.0370	0.9371	1.0429	1.1166	0.9524	0.9660	1.1162	1.1331	1.0661	1.9922	1.1027	1.1053	1.1197	0.9891	1.1201	1.0563	1.1151	1.1047	1.0283	1.0594	1.0793	1.1686	1.1640	1.2434	1.3496	1.2995	1.2624	1.4360	1.1826	1.2464	1.2122	1.1574	1.2724	1.2312	1.2362	1.1564	1.1449	1.5896	1.6543	1.8267	1.2878	1.4499	1.2760	1.1470	1.4723	1.5718	1.6231	1.5743	1.6347	1.7571	1.4131	1.1594	1.1848	1.3931
CLUG_04863	1.0189	1.1206	1.1262	1.1204	1.0911	1.0078	1.0514	1.0439	1.1934	1.2198	2.2092	1.1419	1.1694	1.0978	1.1215	1.1522	1.2159	1.1365	1.2094	1.1007	1.1206	1.1315	1.0787	1.2483	1.3195	1.4487	1.3224	1.2708	1.4537	1.2766	1.2942	1.2775	1.2412	1.3666	1.3840	1.2730	1.2846	1.2094	1.7187	1.7146	1.9210	1.2951	1.5309	1.3306	1.1921	1.5839	1.5531	1.6913	1.6619	1.7196	1.8046	1.4768	1.2492	1.2501	1.5021
CLUG_04864	1.0069	1.1577	1.0422	1.0816	1.1207	1.0590	1.0406	1.0884	1.2158	1.1655	2.2154	1.1740	1.1674	1.1651	1.1508	1.1396	1.1276	1.1045	1.3068	1.1149	1.0931	1.1980	1.1667	1.2735	1.2797	1.4141	1.3213	1.2664	1.4175	1.2389	1.2115	1.3200	1.1588	1.3487	1.3333	1.2800	1.2922	1.1513	1.6718	1.6702	1.9580	1.2963	1.5141	1.3480	1.1627	1.5235	1.5863	1.6533	1.5715	1.6882	1.7590	1.4605	1.2228	1.2132	1.3878
CLUG_04865	1.0111	1.1087	1.0828	1.1470	1.1320	1.0522	0.9496	1.1532	1.1714	1.1729	2.2077	1.1489	1.1618	1.1787	1.0593	1.1986	1.2847	1.1205	1.1381	1.0980	1.1577	1.1178	1.1718	1.2709	1.2415	1.3278	1.2815	1.2015	1.3714	1.2432	1.2390	1.2676	1.1891	1.3110	1.3129	1.2732	1.2524	1.1896	1.6269	1.6264	1.8185	1.2957	1.4672	1.3078	1.1581	1.4556	1.5051	1.6086	1.6052	1.6770	1.7247	1.4372	1.2033	1.1874	1.4021
CLUG_04866	1.0839	1.1524	1.0219	1.0910	1.1002	1.0530	1.0454	1.2214	1.1627	1.2339	2.1958	1.1666	1.1969	1.1729	1.1188	1.1364	1.2144	1.1234	1.2644	1.1240	1.0932	1.1084	1.1018	1.2768	1.3075	1.4176	1.3270	1.2404	1.4529	1.2851	1.2615	1.2543	1.2444	1.3582	1.3101	1.2650	1.2476	1.1808	1.7267	1.6670	1.8957	1.3054	1.5002	1.3288	1.1848	1.5199	1.5672	1.6158	1.5696	1.6171	1.7951	1.5045	1.2329	1.2533	1.4325
CLUG_04867	0.9555	0.9510	1.0047	1.0066	1.0660	0.9846	0.9643	1.0772	1.0939	1.0703	1.8672	1.0368	1.0353	1.0182	0.9623	0.9203	1.0722	1.0632	1.1550	0.9842	0.9529	1.0534	1.1034	1.0276	1.2450	1.3507	1.3116	1.2870	1.4092	1.3410	1.2631	1.2158	1.2248	1.3780	1.3806	1.3141	1.7428	1.5859	1.7530	1.6309	1.9566	1.3213	1.5334	1.3533	1.2180	1.5525	1.5773	1.6598	1.6364	1.7042	1.7195	1.5333	1.2592	1.2486	1.4508
CLUG_04868	1.1265	1.1310	1.0859	1.0936	1.1398	1.0402	1.0483	1.1509	1.1866	1.2344	2.1844	1.1760	1.1683	1.1589	1.1217	1.1647	1.1906	1.1302	1.1728	1.1307	1.0877	1.1816	1.1715	1.2503	1.3642	1.4337	1.3487	1.2767	1.4715	1.3461	1.2899	1.2765	1.2404	1.3904	1.3518	1.3219	1.4368	1.2679	1.8237	1.7362	1.9761	1.3513	1.5428	1.3937	1.2122	1.5588	1.6372	1.6841	1.7064	1.7211	1.7731	1.5212	1.2987	1.2711	1.4693
CLUG_04869	1.0624	1.0512	0.9639	1.0180	1.0871	1.0160	0.9593	0.9948	1.0815	1.1828	2.0022	1.0882	1.1070	0.9938	1.0460	0.8941	1.1517	1.0476	1.0391	1.0618	0.9672	1.0122	1.2076	1.0484	1.4809	1.4008	1.4038	1.3123	1.5466	1.4348	1.3227	1.3498	1.2662	1.4888	1.3905	1.3554	1.8733	1.5931	1.9915	1.8245	2.1131	1.4824	1.6193	1.4873	1.2833	1.6509	1.7451	1.8742	1.8658	1.7895	1.7911	1.6402	1.3398	1.2911	1.5889
CLUG_04870	1.0409	1.0724	0.9973	1.0541	1.1163	1.0359	1.0015	1.1326	1.2420	1.2556	2.1636	1.2035	1.1396	1.1531	1.1477	1.2425	1.2187	1.1193	1.2361	1.1223	1.0962	1.2266	1.0970	1.2161	1.4146	1.3808	1.3239	1.2451	1.4975	1.2289	1.3235	1.2682	1.2661	1.2978	1.3441	1.2237	1.2927	1.2932	1.7104	1.7415	2.0019	1.3964	1.4797	1.3228	1.1943	1.5463	1.5808	1.6656	1.6536	1.6453	1.7702	1.4381	1.2864	1.2620	1.4677
CLUG_04871	1.0952	1.1201	0.8532	0.9422	1.0445	0.9205	0.8950	0.9449	1.1694	1.0765	2.0190	0.9555	1.1039	1.0683	0.9779	1.1058	1.0152	1.2673	1.1463	1.0941	0.9577	1.0862	1.0200	1.1372	1.3512	1.4672	1.3006	1.2405	1.3846	1.2853	1.2771	1.2611	1.2026	1.3505	1.2665	1.2450	1.5216	1.3935	1.6830	1.6354	1.9056	1.2851	1.4881	1.3862	1.2299	1.5123	1.6061	1.6623	1.5943	1.7165	1.7086	1.4169	1.2671	1.2669	1.3902
CLUG_04872	1.1062	1.1221	0.8623	0.9506	1.0596	0.9218	0.8868	0.9545	1.1838	1.0730	2.0811	0.9653	1.1198	1.0716	0.9876	1.1134	1.0248	1.2408	1.1806	1.0817	0.9806	1.0989	1.0282	1.1583	1.3576	1.4562	1.2774	1.2344	1.3644	1.2896	1.2824	1.2530	1.2081	1.3555	1.2551	1.2415	1.4649	1.3473	1.6824	1.6308	1.8887	1.2907	1.4901	1.3807	1.2142	1.4980	1.6092	1.6495	1.5897	1.7118	1.7127	1.4145	1.2648	1.2643	1.3843
CLUG_04873	1.0458	1.1409	0.9678	1.1508	1.1460	1.0062	1.0238	1.0587	1.0997	1.2338	2.2031	1.1467	1.1232	1.1488	1.1198	1.1386	1.1675	1.0891	1.2752	1.0821	1.1060	1.1407	1.1811	1.2688	1.2697	1.3726	1.2711	1.2526	1.3614	1.2665	1.2161	1.2490	1.2114	1.3078	1.2934	1.2080	1.2916	1.1709	1.5934	1.4800	1.7222	1.1718	1.4256	1.2397	1.1687	1.4275	1.4318	1.4733	1.4656	1.5055	1.5849	1.3203	1.1901	1.2261	1.2991
CLUG_04874	1.0866	1.1550	1.0914	1.0600	1.0692	1.0514	0.9640	1.1422	1.2229	1.2813	2.0721	0.9691	1.1907	1.0590	1.1493	1.1075	1.1588	1.0138	1.1967	1.1507	1.0386	1.2252	1.1613	1.3021	1.3217	1.3911	1.3627	1.2333	1.5160	1.3393	1.2316	1.2763	1.2019	1.2915	1.2503	1.1679	1.1584	1.1051	1.6811	1.7444	1.9217	1.3278	1.5344	1.3763	1.1534	1.4638	1.5903	1.4830	1.5828	1.6299	1.7135	1.4556	1.2306	1.1713	1.4839
CLUG_04875	1.1227	1.2040	1.0793	1.1502	1.1159	1.0558	1.0258	1.1783	1.2351	1.2714	2.2700	1.1499	1.1713	1.1658	1.1544	1.1783	1.2611	1.1113	1.3273	1.1482	1.0558	1.1704	1.1921	1.2927	1.3373	1.4404	1.3521	1.2582	1.4196	1.3181	1.2780	1.3050	1.2371	1.3499	1.2943	1.2734	1.1467	1.1368	1.6326	1.6179	1.8435	1.3213	1.4664	1.3163	1.1936	1.5747	1.5159	1.6279	1.5673	1.6128	1.7620	1.4168	1.2098	1.2454	1.3928
CLUG_04876	0.9705	1.0057	0.8730	0.9645	0.9429	0.8971	0.9292	0.9866	0.9986	1.1269	1.8765	1.0033	0.9815	0.9653	0.9195	0.9356	1.0964	1.0164	1.0726	0.9774	0.9095	0.9798	1.0258	1.0536	1.2295	1.3206	1.2492	1.1677	1.3518	1.2304	1.1707	1.1336	1.1480	1.2714	1.2021	1.1363	1.4175	1.3426	1.5025	1.5243	1.7204	1.1891	1.3418	1.2242	1.1282	1.4438	1.4553	1.4769	1.4580	1.4555	1.5556	1.3174	1.1645	1.1539	1.2771
CLUG_04877	0.8804	0.8963	0.8649	0.8831	0.9309	0.8449	0.8413	0.9313	0.9886	1.0686	1.7865	0.9345	0.9631	0.9416	0.8500	0.7741	0.9560	0.9686	1.0670	0.9596	0.8589	0.9711	0.9848	0.9643	1.2864	1.3704	1.2347	1.1998	1.4180	1.2984	1.2586	1.1936	1.2210	1.2879	1.2866	1.2415	1.6353	1.5594	1.6432	1.6068	1.7837	1.2792	1.4021	1.2525	1.1761	1.4871	1.5582	1.5421	1.5616	1.5427	1.6573	1.4274	1.2401	1.1873	1.3167
CLUG_04878	1.2033	1.1054	1.0684	1.1192	1.0582	1.0223	1.0796	1.0675	1.1836	1.2892	2.2613	1.2968	1.1564	1.1950	1.1385	1.2616	1.3042	1.2181	1.2542	1.1512	1.1403	1.1225	1.2116	1.1606	1.3500	1.4129	1.3214	1.3073	1.3696	1.3377	1.2633	1.2534	1.2697	1.3424	1.3010	1.2289	1.3041	1.1544	1.7222	1.6758	1.8723	1.3480	1.4898	1.4358	1.2092	1.4699	1.5525	1.6229	1.6056	1.6553	1.6850	1.4403	1.2293	1.2904	1.4637
CLUG_04879	0.9871	1.0492	0.9407	0.9787	1.0661	0.9203	0.9655	1.0013	1.0417	1.1903	1.9856	0.9867	1.1603	1.0762	0.9623	1.0234	1.1112	1.0690	1.0981	1.0591	0.9647	1.0742	1.1073	1.1707	1.2003	1.2854	1.2512	1.1561	1.3118	1.1706	1.1708	1.1538	1.1668	1.2045	1.1929	1.1491	1.1897	1.1521	1.4636	1.4675	1.6613	1.1723	1.3451	1.2251	1.1449	1.4222	1.3900	1.4029	1.4220	1.4460	1.5478	1.2928	1.1491	1.1385	1.3096
CLUG_04880	1.1655	1.0218	1.0111	1.0718	1.0959	0.9912	1.1976	1.0076	1.1578	1.4005	2.0965	1.1228	1.2917	1.0950	1.1815	1.1107	1.2530	1.1177	1.2003	1.0436	1.0538	1.1775	1.2146	1.2269	1.2228	1.3305	1.3042	1.1572	1.3442	1.2447	1.2277	1.1779	1.1805	1.2589	1.2312	1.1795	1.0711	1.0939	1.4767	1.5854	1.7513	1.2367	1.4343	1.3206	1.1571	1.3868	1.3939	1.6039	1.5412	1.5546	1.5712	1.2977	1.1745	1.2729	1.3898
CLUG_04881	0.9528	0.9624	1.0157	0.9993	1.0350	0.8925	0.9677	0.9753	1.0315	1.1359	1.8576	1.0947	1.0251	1.0062	0.9618	1.0362	1.0436	1.0679	1.0335	1.0284	0.9625	1.0626	0.9593	1.0719	1.1937	1.2995	1.1810	1.1375	1.2596	1.1351	1.1377	1.1242	1.1378	1.1777	1.1398	1.1075	1.1233	1.0653	1.4417	1.4448	1.6095	1.1531	1.3264	1.2049	1.1285	1.3778	1.3906	1.4526	1.4469	1.4294	1.4945	1.2694	1.1084	1.1633	1.2649
CLUG_04882	0.9761	0.9746	1.0323	1.0267	1.0642	0.9127	0.9826	1.0068	1.0364	1.1572	1.9238	1.1132	1.0439	1.0513	0.9793	1.0708	1.0553	1.0955	1.0574	1.0482	0.9720	1.1123	0.9894	1.0927	1.2069	1.3215	1.2002	1.1500	1.2820	1.1603	1.1526	1.1531	1.1556	1.1951	1.1483	1.1311	1.1442	1.0977	1.4718	1.4587	1.6241	1.1732	1.3535	1.2162	1.1432	1.3936	1.4188	1.4656	1.4706	1.4585	1.5201	1.2906	1.1417	1.1859	1.2881
CLUG_04883	1.2486	1.2148	1.0994	1.2188	1.1415	1.0881	1.0533	1.2723	1.0739	1.2589	2.5738	1.2061	1.2746	1.2894	1.2014	1.3705	1.3066	1.2217	1.2713	1.2564	1.1770	1.2021	1.2461	1.3973	1.2762	1.4814	1.3196	1.2504	1.4332	1.2831	1.3601	1.2520	1.3114	1.2355	1.2026	1.2198	1.2727	1.1195	1.5538	1.6279	1.7476	1.2867	1.5085	1.3430	1.1747	1.4925	1.4744	1.5934	1.4918	1.5544	1.6342	1.4501	1.2390	1.3207	1.3572
