GENE	A10.L4C	A11.L11G	A12.L10B	A13.L3B	A14.L4E	A15.L4G	A16.L7C	A17.L1B	A18.S4H	A19.S3B	A2.U10A	A20.S1E	A21.S8A	A22.UpperP	A23.LowerP	A24.SputuP	A3.U3G	A4.U3B	A5.U10D	A6.U5C	A7.U3E	A8.U2E	A9.L3D	ATCC42720	B16.1310D	B17.1311G	B18.1312G	B19.1310A	B20.1311A	B21.1312A	B22.134E	B23.133H	B24.133F	B25.135C	B26.131A	B27.136A	B28.13UM	C10.9M3	C11.9M41	C12.9U1	C13.9U2	C14.9U3	C15.9U4s	C4.9L1	C5.9L2	C6.9L3	C7.9L4	C8.9M1	C9.9M2	ctl1.AL1B	ctl2.AL1B	ctl3.C9L1
CLUG_05611	1.2172	2.4371	1.2620	1.3679	1.2063	1.2953	1.3020	1.4465	1.2785	1.3061	1.1358	1.5174	1.2402	1.3119	1.4143	1.2174	1.1758	1.3339	1.5366	1.2031	1.2212	1.5079	1.2930	1.1635	1.7423	1.6118	1.7355	1.5052	1.6489	1.6188	1.5774	1.5672	1.5013	1.6604	1.6017	1.3782	1.5510	1.5879	1.8419	1.4761	1.3216	1.3327	1.1728	1.3776	1.5146	1.5017	1.6727	1.8206	1.3923	1.3879	1.3571	1.3598
CLUG_05612	1.2494	2.2327	1.2094	1.2673	1.2760	1.2697	1.2849	1.3266	1.3366	1.2967	1.2851	1.3018	1.1880	1.2938	1.3719	1.2379	1.1765	1.2761	1.3649	1.1521	1.2122	1.4504	1.2346	1.1475	1.5490	1.5146	1.6074	1.4383	1.5573	1.5788	1.5284	1.5240	1.4189	1.5965	1.5019	1.3251	1.3868	1.4887	1.7495	1.4830	1.1967	1.2080	1.2076	1.3225	1.4462	1.4296	1.5348	1.6645	1.2565	1.2642	1.3106	1.2803
CLUG_05613	1.0643	1.9726	1.0286	1.1271	1.1223	1.1015	1.0875	1.1738	1.1543	1.1152	1.0557	1.2546	1.1980	1.1076	1.1895	0.9527	0.9945	1.0887	1.1739	1.0072	1.1017	1.2649	1.1191	1.0501	1.4851	1.3938	1.5391	1.4116	1.4827	1.4964	1.3771	1.3857	1.3109	1.4459	1.4109	1.3235	1.6624	1.3532	1.5976	1.4301	1.1650	1.1911	1.0802	1.2662	1.3699	1.3576	1.4864	1.5923	1.2946	1.2091	1.2059	1.2072
CLUG_05614	1.2426	2.5060	1.3453	1.5490	1.4078	1.3185	1.2592	1.5060	1.4006	1.1861	1.2851	1.5804	1.3137	1.4956	1.5447	1.4615	1.2742	1.4855	1.4400	1.2464	1.3143	1.4645	1.2395	1.1980	1.7372	1.7615	1.6925	1.6063	1.6377	1.7235	1.5877	1.6162	1.5472	1.6994	1.5589	1.4490	1.4584	1.5850	1.7040	1.5306	1.3245	1.2873	1.1572	1.4924	1.4753	1.5353	1.6383	1.8356	1.4171	1.3803	1.3216	1.3300
CLUG_05615	1.0921	2.0529	1.1109	1.1730	1.1759	1.1230	1.0721	1.1163	1.2035	1.1431	1.0466	1.2538	1.1080	1.1297	1.2439	1.1449	1.1047	1.1978	1.3291	1.0936	1.0842	1.2441	1.0700	1.0839	1.5082	1.4996	1.5140	1.3867	1.4553	1.4671	1.3814	1.4037	1.3129	1.4642	1.4555	1.3375	1.5327	1.3563	1.5654	1.3247	1.1270	1.1509	1.1317	1.2262	1.3298	1.3790	1.4838	1.5309	1.2162	1.2405	1.2108	1.1884
CLUG_05616	0.9817	2.0174	1.0265	1.1387	1.1241	1.0969	1.0120	1.1169	1.2261	1.0677	1.0792	1.2663	1.1883	1.1428	1.1833	1.0795	1.0869	1.0183	1.2893	1.0150	1.0388	1.2670	1.0209	1.0140	1.5140	1.4529	1.4737	1.3813	1.4613	1.4155	1.3695	1.3670	1.2935	1.5127	1.3976	1.3213	1.5231	1.3137	1.5656	1.3077	1.1195	1.1655	1.0710	1.2389	1.3241	1.2828	1.3871	1.6180	1.1390	1.1670	1.1992	1.1641
CLUG_05617	0.9933	1.9882	0.9912	1.1185	1.1329	1.0750	1.0177	1.0927	1.2447	1.0679	1.1204	1.2753	1.2055	1.1278	1.1895	1.0674	1.0955	1.0275	1.3114	1.0064	1.0524	1.2491	1.0251	0.9899	1.4964	1.4523	1.4782	1.3919	1.4573	1.4203	1.3695	1.3646	1.2782	1.5274	1.3814	1.3412	1.5461	1.3138	1.5773	1.3172	1.1208	1.1632	1.0717	1.2612	1.3160	1.2841	1.3825	1.6432	1.1379	1.1584	1.2101	1.1766
CLUG_05618	1.0927	2.1813	1.0291	1.1973	1.1429	1.0619	1.0980	1.2437	1.2189	1.1405	1.1124	1.3504	1.1407	1.1807	1.2383	1.1671	1.1181	1.0369	1.3729	1.0651	1.1083	1.2911	1.1063	1.0706	1.4763	1.4268	1.5323	1.3813	1.5081	1.4170	1.3980	1.4053	1.2898	1.5519	1.4663	1.3495	1.4098	1.3518	1.4689	1.3112	1.1629	1.1596	1.0750	1.2267	1.3183	1.3056	1.3814	1.5209	1.1691	1.2252	1.2302	1.2111
CLUG_05619	0.8693	1.6932	0.8434	0.8709	0.9088	0.8937	0.8360	0.9524	0.9770	0.9823	0.8767	1.0371	0.9213	0.9196	0.9231	0.7879	0.8245	0.9344	1.0079	0.8700	0.9162	1.0515	0.9734	0.9137	1.3626	1.4186	1.3412	1.2901	1.4031	1.3867	1.3170	1.2727	1.2841	1.4656	1.3913	1.2407	1.7008	1.2603	1.4510	1.2568	1.0901	1.1052	1.0018	1.1504	1.2813	1.2467	1.3135	1.4900	1.1467	1.1637	1.1319	1.0770
CLUG_05620	0.7251	1.5240	0.8072	0.8636	0.9009	0.7438	0.7497	0.8864	0.9323	0.8410	0.8177	0.8383	0.8303	0.8999	0.9631	0.8532	0.8585	0.8992	1.0582	0.7317	0.8804	1.0077	0.7385	1.1196	1.0882	1.1043	1.1235	1.0178	1.0882	1.1179	1.0508	1.0157	0.9352	1.1606	0.9568	1.0705	1.0626	1.0614	1.2523	0.9699	0.8461	0.8668	0.8516	0.8865	0.9978	1.0136	1.0966	1.1148	0.8951	0.9051	0.8886	0.8843
CLUG_05621	0.9430	1.8708	0.9065	1.0442	1.0105	0.9348	0.9178	1.0878	1.0654	1.0289	0.9376	1.1380	1.0428	0.9855	1.0515	0.9735	0.9607	0.9604	1.1607	0.9566	1.0154	1.1627	0.9101	0.8750	1.4701	1.4428	1.4786	1.3810	1.4481	1.4472	1.3747	1.3633	1.2919	1.5765	1.3649	1.3570	1.7944	1.3548	1.5552	1.2990	1.1362	1.1601	1.0847	1.2280	1.2784	1.3073	1.3805	1.4931	1.1693	1.2222	1.2174	1.1944
CLUG_05622	0.8684	1.7605	0.8418	0.9731	0.9399	0.8986	0.8119	1.0111	1.0691	0.9457	0.9340	1.1388	0.9579	0.9302	1.0012	0.8503	0.9712	0.9440	1.0843	0.8666	0.9594	0.9962	0.8964	0.9580	1.3768	1.2892	1.3392	1.2215	1.3257	1.2903	1.2063	1.2563	1.1638	1.3596	1.3308	1.1773	1.2551	1.1027	1.3448	1.1277	1.0303	1.0111	0.9303	1.0781	1.1710	1.1681	1.2066	1.2710	1.0064	1.0910	1.0264	1.0709
CLUG_05623	0.9648	1.9158	0.8561	1.1100	1.1573	1.0748	1.0353	1.2513	1.2556	0.9950	0.9129	1.1915	1.0775	1.0790	1.0995	1.0204	1.0344	1.0855	1.2213	0.9804	1.0073	1.1693	0.9217	1.0203	1.4791	1.4451	1.4736	1.3506	1.3806	1.4084	1.4122	1.3587	1.2680	1.4989	1.3443	1.2293	1.4707	1.2262	1.4831	1.2348	1.0771	1.0721	1.0816	1.1920	1.2835	1.2486	1.3751	1.4561	1.1143	1.2045	1.2156	1.1671
CLUG_05624	1.0166	1.8918	0.9052	1.1586	1.0608	0.9775	0.9288	1.1150	1.1828	1.0440	0.9083	1.2878	1.1014	1.0983	1.1111	1.0973	0.9123	0.8914	1.1739	0.9586	0.9895	1.1430	0.9657	0.9887	1.4064	1.3611	1.3828	1.2997	1.3423	1.3505	1.2923	1.3085	1.2562	1.5118	1.2963	1.2819	1.3786	1.2208	1.3726	1.2187	1.0443	1.0676	0.9369	1.1708	1.2055	1.2050	1.3213	1.4028	1.1073	1.1541	1.1270	1.0549
CLUG_05625	0.6897	1.4261	0.7523	0.8413	0.7743	0.6726	0.7844	0.8431	0.9491	0.7804	0.7851	0.8780	0.7958	0.8494	0.8949	0.9523	0.8102	0.8432	0.9084	0.7120	0.7072	0.8792	0.7935	1.2675	1.0889	1.0322	1.0143	0.9850	0.9660	1.0039	1.0008	0.9357	0.9408	1.1758	1.0672	0.9177	0.8945	0.8569	1.0319	0.8956	0.8021	0.8052	0.7816	0.8462	0.9307	0.8709	0.9851	1.0808	0.8038	0.7900	0.8728	0.8270
CLUG_05626	0.6721	1.3158	0.6068	0.7507	0.7877	0.6121	0.6398	0.7395	0.7892	0.6988	0.7154	0.8541	0.7454	0.7214	0.7103	0.6383	0.7502	0.7940	0.8268	0.6772	0.7095	0.9047	0.6939	0.9387	0.9901	0.9660	0.9971	0.9697	0.8871	0.9092	0.9058	0.9499	0.8693	1.0118	0.9392	0.8808	1.0736	0.8614	0.9805	0.8457	0.7589	0.7777	0.7179	0.7517	0.8324	0.8284	0.9133	1.0031	0.7740	0.7910	0.7936	0.7568
CLUG_05627	0.7962	1.5554	0.7178	0.8897	0.9334	0.7249	0.7579	0.8745	0.9333	0.8272	0.8476	1.0106	0.8834	0.8541	0.8396	0.7542	0.8893	0.9419	0.9802	0.8019	0.8410	1.0710	0.8206	0.9002	1.1722	1.1432	1.1815	1.1476	1.0498	1.0775	1.0737	1.1239	1.0304	1.1985	1.1121	1.0434	1.2705	1.0192	1.1620	1.0008	0.8990	0.9209	0.8504	0.8902	0.9851	0.9808	1.0818	1.1889	0.9158	0.9366	0.9400	0.8963
CLUG_05628	1.0529	2.0038	1.0090	1.1047	1.0649	0.9662	0.9696	1.1694	1.1945	1.1157	1.0393	1.2146	1.1944	1.1748	1.1908	1.1424	1.0800	1.1623	1.3353	1.0413	1.0933	1.2068	1.0213	1.0246	1.5340	1.5365	1.5503	1.4755	1.5432	1.4359	1.4069	1.4983	1.3619	1.6088	1.4748	1.3796	1.4512	1.2721	1.5462	1.2607	1.1535	1.1742	1.0926	1.2380	1.3043	1.2967	1.3266	1.5550	1.1938	1.2833	1.2470	1.1946
CLUG_05629	0.9782	1.7861	0.9936	1.0481	1.1567	1.0559	0.9311	1.0379	1.2914	1.0473	0.9423	1.2436	0.9687	1.0647	1.1649	0.9962	1.0931	1.0691	1.2137	0.9649	0.9493	1.2191	1.0380	0.8488	1.4645	1.5612	1.3615	1.3889	1.5021	1.4133	1.4310	1.3827	1.3482	1.4926	1.3354	1.3018	1.2795	1.2299	1.5238	1.2005	1.0327	1.1431	1.0132	1.1258	1.2099	1.2429	1.2635	1.4337	1.0834	1.0922	1.1204	1.1392
CLUG_05630	0.9599	1.9274	1.0616	1.0461	1.0246	0.9006	1.0024	1.0229	1.1690	1.0779	0.8987	1.2135	1.1109	1.0653	1.1257	1.0151	0.9828	1.1213	1.2912	0.9535	1.0268	1.2512	1.1109	0.9925	1.5073	1.5247	1.4995	1.4124	1.5070	1.4629	1.3817	1.3922	1.2784	1.6053	1.3391	1.2940	1.5632	1.2821	1.4703	1.2025	1.0797	1.0917	1.0379	1.1679	1.2733	1.2444	1.3498	1.4811	1.0956	1.2629	1.2176	1.0708
CLUG_05631	0.9155	1.9120	1.0082	1.0592	0.9240	0.8989	1.0201	0.9680	1.1314	1.0548	0.9226	1.1444	1.1092	1.0122	1.1323	0.9445	0.9903	1.1135	1.2317	0.9519	0.9944	1.2160	1.0323	0.9611	1.5201	1.5319	1.4988	1.4584	1.5715	1.4760	1.3999	1.3777	1.3069	1.6945	1.3761	1.3486	1.6775	1.3029	1.4999	1.2250	1.1217	1.1060	1.0636	1.1938	1.3244	1.2812	1.3838	1.5493	1.1252	1.2755	1.2614	1.1251
CLUG_05632	0.9904	1.8442	0.8974	1.0074	1.0253	0.9310	0.9411	1.0791	1.1327	1.0212	0.9519	1.2199	1.0286	1.0495	1.0230	0.9698	0.9744	1.0662	1.1486	0.9665	0.9531	1.0853	0.9741	0.9046	1.5913	1.5734	1.5802	1.5268	1.5812	1.5469	1.4552	1.4474	1.4422	1.6420	1.4200	1.3627	1.8896	1.3528	1.5654	1.3171	1.2173	1.1906	1.1321	1.2903	1.3414	1.2989	1.4062	1.5384	1.2214	1.2834	1.2645	1.1800
CLUG_05633	0.9557	1.8385	0.8805	1.0081	1.0220	0.9323	0.9412	1.0779	1.1322	1.0023	0.9249	1.2316	1.0287	1.0341	1.0181	0.9426	0.9701	1.0323	1.1282	0.9574	0.9688	1.0816	0.9501	0.8961	1.5812	1.5571	1.5652	1.5240	1.5905	1.5428	1.4609	1.4481	1.4349	1.6280	1.4296	1.3664	1.9085	1.3591	1.5699	1.3214	1.2237	1.1874	1.1307	1.2849	1.3477	1.2912	1.4107	1.5464	1.2247	1.2840	1.2509	1.1719
CLUG_05634	1.0841	1.9176	0.9524	1.0918	1.0806	0.8916	0.9745	1.1672	1.1912	1.0751	0.9669	1.2133	1.1572	1.1471	1.1667	1.0400	1.0658	1.1255	1.3051	1.0182	1.0525	1.2863	1.0082	0.9566	1.5329	1.4373	1.5379	1.4625	1.5059	1.4293	1.4295	1.3795	1.3639	1.5030	1.3705	1.2922	1.3876	1.2687	1.4217	1.1939	1.1058	1.1321	1.1253	1.0688	1.2477	1.2088	1.3008	1.5064	1.1376	1.2061	1.2412	1.1565
CLUG_05635	1.1618	2.0345	1.1503	1.3219	1.3372	0.9713	1.0931	1.2100	1.2816	1.1369	1.0485	1.3011	1.1820	1.2758	1.2439	1.1466	1.0758	1.2617	1.3414	1.1340	1.0520	1.3516	1.1747	1.0092	1.6215	1.5356	1.5591	1.5160	1.5102	1.4646	1.3996	1.4994	1.3981	1.6551	1.4227	1.3117	1.2590	1.3280	1.4151	1.2165	1.1812	1.1302	1.0970	1.2601	1.2736	1.2437	1.3284	1.4878	1.1205	1.2112	1.2200	1.1057
CLUG_05636	1.0434	2.0349	0.9035	1.1473	1.0507	0.9285	0.9976	1.1417	1.1482	1.0751	0.9893	1.2915	1.1447	1.0987	1.1567	1.0532	1.0006	1.2151	1.2418	1.0116	1.0233	1.2225	1.0527	0.9258	1.5559	1.5100	1.5544	1.4990	1.4953	1.4936	1.5071	1.4115	1.4636	1.6058	1.4614	1.3763	1.6222	1.3056	1.4374	1.2493	1.1783	1.1828	1.1035	1.2135	1.2666	1.2712	1.3443	1.4453	1.1768	1.2368	1.2211	1.1585
CLUG_05637	0.9516	1.9101	0.9040	1.0359	0.9668	0.9161	0.8202	0.9827	1.1232	1.0971	0.8904	1.2509	1.1133	1.0425	1.0810	0.9640	1.1245	1.1213	1.2247	0.9702	0.9955	1.1552	0.9357	0.8667	1.5560	1.5278	1.5942	1.4882	1.4917	1.4582	1.3975	1.4445	1.4459	1.5406	1.3506	1.2865	1.6840	1.2683	1.5189	1.1720	1.1276	1.2140	1.1602	1.1968	1.2876	1.2691	1.3245	1.5394	1.1599	1.1590	1.2216	1.1570
CLUG_05638	1.1424	1.9721	0.9469	0.9378	1.0755	0.8320	1.0253	1.0684	1.0735	1.0559	0.9730	1.2397	1.0141	1.1782	1.1190	1.0788	1.1463	1.1124	1.2994	1.0457	0.9645	1.2953	1.1105	0.9933	1.6156	1.4377	1.4820	1.4640	1.4543	1.4441	1.5033	1.3596	1.2824	1.4599	1.2990	1.2927	1.4362	1.2621	1.4751	1.1369	1.0936	1.0767	1.1755	1.1856	1.2149	1.2288	1.3578	1.3604	1.1476	1.2250	1.1573	1.1533
CLUG_05639	1.1924	2.0118	0.9688	0.9710	1.1106	0.9122	1.0544	1.1371	1.1865	1.0934	1.0460	1.2429	1.0697	1.1865	1.1539	1.0866	1.1168	1.1669	1.3055	1.0859	0.9901	1.3240	1.1382	1.0064	1.6331	1.4521	1.5252	1.5050	1.4662	1.4769	1.4833	1.3774	1.3386	1.5001	1.3255	1.2997	1.4784	1.3005	1.4899	1.1675	1.1227	1.1357	1.1811	1.2001	1.2253	1.2500	1.3896	1.4086	1.1737	1.2516	1.1877	1.1536
CLUG_05640	0.9257	1.7574	0.8741	1.0339	1.0508	0.8685	0.9442	1.0500	1.0616	0.9734	0.8866	1.1603	1.0020	0.9994	1.0162	0.9796	0.9402	1.0261	1.2095	0.9168	0.8666	1.0606	0.9005	0.8588	1.4707	1.3341	1.4639	1.3995	1.3681	1.3391	1.3032	1.1988	1.3045	1.5182	1.2673	1.1934	1.3122	1.1771	1.3206	1.0941	1.0610	1.0891	1.0392	1.0983	1.1943	1.1454	1.2157	1.3026	1.0358	1.1053	1.1273	1.0220
CLUG_05641	1.0932	1.8630	1.0402	1.1544	1.1028	0.9603	1.0861	1.1426	1.2024	1.1411	1.0226	1.3410	1.1395	1.1528	1.1794	1.0415	0.9856	1.3047	1.2094	1.0636	1.0177	1.2297	1.0464	0.9669	1.5994	1.5135	1.5532	1.4461	1.4815	1.4431	1.5773	1.4507	1.3432	1.6249	1.4041	1.2181	1.3963	1.2205	1.4256	1.1788	1.1551	1.1884	1.1306	1.1920	1.1680	1.2033	1.3571	1.4937	1.1568	1.2710	1.1924	1.1469
CLUG_05642	1.0287	1.7723	0.9327	1.0964	1.0962	0.9647	1.1108	1.0764	1.1680	1.1090	0.9822	1.3613	1.1256	1.1188	1.1400	0.9712	0.9524	1.2454	1.1390	1.0267	0.9654	1.1656	1.0164	0.9415	1.5486	1.4813	1.5494	1.3992	1.4478	1.4220	1.5513	1.4069	1.2719	1.5999	1.3818	1.1884	1.3177	1.1895	1.4061	1.1576	1.1279	1.1458	1.1366	1.1554	1.1308	1.1932	1.3414	1.4856	1.1060	1.2340	1.1618	1.1006
CLUG_05643	1.0444	1.8793	0.9867	1.0984	1.1116	0.9011	0.9782	1.2389	1.2584	1.1587	1.0056	1.3113	1.1281	1.0933	1.1267	1.0989	1.0156	1.1327	1.3303	1.0513	0.9426	1.2584	1.1292	0.9836	1.4834	1.4556	1.5486	1.4182	1.4758	1.4524	1.4535	1.3934	1.4744	1.6023	1.3358	1.2814	1.3753	1.2171	1.3390	1.1461	1.0987	1.1475	1.1130	1.1002	1.2788	1.2447	1.2985	1.4642	1.1492	1.1870	1.2037	1.1185
CLUG_05644	1.0540	1.9134	0.9805	1.1020	1.0842	0.9022	0.9265	1.0724	1.1441	1.0383	0.9767	1.2038	1.1130	1.0772	1.1395	1.0480	1.0462	1.0799	1.1485	0.9914	0.9370	1.1568	0.9877	0.9039	1.4731	1.3830	1.4425	1.4341	1.3489	1.4027	1.3817	1.2832	1.3515	1.4843	1.3416	1.2161	1.3024	1.1244	1.3365	1.1194	1.0734	1.0791	1.0322	1.0404	1.1507	1.1435	1.2230	1.3328	1.0505	1.1454	1.1132	1.0177
CLUG_05645	0.9871	2.1074	1.0853	1.1253	1.1040	1.0169	1.0231	1.0783	1.1248	1.1233	1.0388	1.4286	1.2120	1.1819	1.1392	1.1360	0.9821	1.1500	1.1879	1.0350	0.8876	1.3308	1.0029	0.9565	1.4890	1.5259	1.4696	1.5148	1.4705	1.4232	1.3347	1.4187	1.4402	1.4908	1.2990	1.1973	1.4355	1.1622	1.4601	1.0822	1.1178	1.1513	1.1350	1.1529	1.2046	1.1487	1.2992	1.4430	1.0550	1.1950	1.1619	1.0919
CLUG_05646	0.9983	1.9421	0.8885	1.1427	1.0782	0.9455	0.9003	0.9790	1.1791	1.0922	1.0326	1.2051	1.1024	1.0709	1.1104	1.0174	1.0052	1.1317	1.1461	0.9797	0.9887	1.2202	0.9939	0.9138	1.5201	1.4707	1.5574	1.4269	1.4149	1.3948	1.4562	1.4635	1.3988	1.5260	1.2513	1.2289	1.4105	1.2165	1.3249	1.1551	1.0865	1.1923	1.0853	1.1550	1.2184	1.1632	1.2673	1.3892	1.0921	1.1963	1.2480	1.1683
CLUG_05647	0.9777	1.7627	0.9043	0.9793	1.0573	0.8903	0.9347	0.9875	1.0981	0.9941	0.9510	1.1730	0.9941	1.0300	1.0195	0.9489	0.9863	1.0138	1.1689	0.9480	0.8953	1.1454	1.0060	0.8987	1.4482	1.3740	1.4834	1.3818	1.3617	1.3551	1.3962	1.3641	1.3347	1.4959	1.2617	1.2014	1.6173	1.1853	1.3427	1.1124	1.0735	1.1027	1.0993	1.0703	1.2269	1.1126	1.2135	1.3857	1.0864	1.2028	1.1872	1.0804
CLUG_05648	1.2260	2.0204	0.9940	1.2666	1.2829	0.9225	1.1691	1.4026	1.3404	1.1545	1.0482	1.3066	1.2364	1.2554	1.3542	1.1332	1.1593	1.3356	1.3905	1.1869	1.1506	1.2963	1.2468	1.0057	1.5217	1.4843	1.4813	1.5336	1.4477	1.4373	1.4385	1.4302	1.3465	1.5655	1.2334	1.2050	1.3761	1.2032	1.3845	1.1968	1.1366	1.1904	1.0550	1.1388	1.2181	1.2633	1.3061	1.4618	1.0828	1.1766	1.1908	1.1033
CLUG_05649	1.0415	1.8492	0.8389	1.1111	1.0719	0.9085	0.9193	1.0357	1.0591	1.0863	0.9325	1.2641	1.0674	1.0940	1.0805	1.0598	0.9704	1.1364	1.0733	0.9624	0.9322	1.1804	0.9987	0.9505	1.4731	1.4120	1.4731	1.4323	1.3998	1.4126	1.4299	1.3853	1.3272	1.5719	1.3060	1.2417	1.6653	1.2147	1.3590	1.1278	1.1476	1.1391	1.1208	1.0963	1.1902	1.1720	1.3184	1.4682	1.0608	1.1903	1.1729	1.0911
