GENE	POSITION	COVERAGE	STRAIN	LOCALE	GROUP
CLUG_02302	14102	1.1392	A23.LowerP	L	A
CLUG_02302	14102	1.3161	A24.SputuP	S	A
CLUG_02302	14102	1.3093	A3.U3G	U	A
CLUG_02302	14102	1.4668	A4.U3B	U	A
CLUG_02302	14102	0.9984	A5.U10D	U	A
CLUG_02302	14102	1.6407	A6.U5C	U	A
CLUG_02302	14102	1.2416	A7.U3E	U	A
CLUG_02302	14102	1.4453	A8.U2E	U	A
CLUG_02302	14102	20.8099	A9.L3D	L	A
CLUG_02302	14102	4.3462	ATCC42720	Blood	ATCC42720
CLUG_02302	14102	7.1663	B16.1310D	L	B
CLUG_02302	14102	5.2797	B17.1311G	L	B
CLUG_02302	14102	4.2826	B18.1312G	L	B
CLUG_02302	14102	3.1064	B19.1310A	L	B
CLUG_02302	14102	3.8933	B20.1311A	L	B
CLUG_02302	14102	4.4388	B21.1312A	L	B
CLUG_02302	14102	4.8935	B22.134E	U	B
CLUG_02302	14102	4.9508	B23.133H	U	B
CLUG_02302	14102	4.3428	B24.133F	U	B
CLUG_02302	14102	5.0486	B25.135C	U	B
CLUG_02302	14102	4.8563	B26.131A	U	B
CLUG_02302	14102	5.2113	B27.136A	U	B
CLUG_02302	14102	6.1711	B28.13UM	U	B
CLUG_02302	14102	7.6853	B29.13MM	M	B
CLUG_02302	14102	9.1370	C10.9M3	M	C
CLUG_02302	14102	10.8524	C11.9M41	M	C
CLUG_02302	14102	10.2129	C12.9U1	U	C
CLUG_02302	14102	6.9397	C13.9U2	U	C
CLUG_02302	14102	8.0450	C14.9U3	U	C
CLUG_02302	14102	4.1265	C15.9U4s	U	C
CLUG_02302	14102	4.4689	C30.13LM	L	C
CLUG_02302	14102	7.4339	C31.13MP	U	C
CLUG_02302	14102	10.3867	C4.9L1	L	C
CLUG_02302	14102	7.9578	C5.9L2	L	C
CLUG_02302	14102	8.9557	C6.9L3	L	C
CLUG_02302	14102	10.4142	C7.9L4	L	C
CLUG_02302	14102	4.6816	C8.9M1	M	C
CLUG_02302	14102	1.4345	C9.9M2	M	C
CLUG_02302	14102	1.3408	ctl1.AL1B	L	A
CLUG_02302	14102	6.3306	ctl2.AL1B	L	A
CLUG_02303	14185	2.1412	POSITION	UNK	P
CLUG_02303	14185	2.6821	A10.L4C	L	A
CLUG_02303	14185	2.4001	A11.L11G	L	A
CLUG_02303	14185	2.5409	A12.L10B	L	A
CLUG_02303	14185	2.4507	A13.L3B	L	A
CLUG_02303	14185	2.0862	A14.L4E	L	A
CLUG_02303	14185	2.0284	A15.L4G	L	A
CLUG_02303	14185	1.9274	A16.L7C	L	A
CLUG_02303	14185	2.3608	A17.L1B	L	A
CLUG_02303	14185	1.3023	A18.S4H	S	A
CLUG_02303	14185	0.8906	A19.S3B	S	A
CLUG_02303	14185	1.6846	A2.U10A	U	A
CLUG_02303	14185	2.5116	A20.S1E	S	A
CLUG_02303	14185	2.3906	A21.S8A	S	A
CLUG_02303	14185	2.4226	A22.UpperP	U	A
CLUG_02303	14185	2.2315	A23.LowerP	L	A
CLUG_02303	14185	2.3792	A24.SputuP	S	A
CLUG_02303	14185	2.6697	A3.U3G	U	A
CLUG_02303	14185	2.8418	A4.U3B	U	A
CLUG_02303	14185	1.9508	A5.U10D	U	A
CLUG_02303	14185	2.9888	A6.U5C	U	A
CLUG_02303	14185	2.3952	A7.U3E	U	A
CLUG_02303	14185	2.7090	A8.U2E	U	A
CLUG_02303	14185	20.4724	A9.L3D	L	A
CLUG_02303	14185	5.0604	ATCC42720	Blood	ATCC42720
CLUG_02303	14185	7.4040	B16.1310D	L	B
CLUG_02303	14185	5.8134	B17.1311G	L	B
CLUG_02303	14185	4.9880	B18.1312G	L	B
CLUG_02303	14185	4.3801	B19.1310A	L	B
CLUG_02303	14185	4.8605	B20.1311A	L	B
CLUG_02303	14185	5.4103	B21.1312A	L	B
CLUG_02303	14185	5.8287	B22.134E	U	B
CLUG_02303	14185	5.7306	B23.133H	U	B
CLUG_02303	14185	5.6130	B24.133F	U	B
CLUG_02303	14185	5.6505	B25.135C	U	B
CLUG_02303	14185	5.9294	B26.131A	U	B
CLUG_02303	14185	6.2215	B27.136A	U	B
CLUG_02303	14185	6.5926	B28.13UM	U	B
CLUG_02303	14185	11.9745	B29.13MM	M	B
CLUG_02303	14185	12.3127	C10.9M3	M	C
CLUG_02303	14185	13.5133	C11.9M41	M	C
CLUG_02303	14185	12.2013	C12.9U1	U	C
CLUG_02303	14185	8.5847	C13.9U2	U	C
CLUG_02303	14185	9.6119	C14.9U3	U	C
CLUG_02303	14185	4.8854	C15.9U4s	U	C
CLUG_02303	14185	5.1133	C30.13LM	L	C
CLUG_02303	14185	11.0420	C31.13MP	U	C
CLUG_02303	14185	13.9748	C4.9L1	L	C
CLUG_02303	14185	11.1546	C5.9L2	L	C
CLUG_02303	14185	12.5251	C6.9L3	L	C
CLUG_02303	14185	13.8549	C7.9L4	L	C
CLUG_02303	14185	7.3491	C8.9M1	M	C
CLUG_02303	14185	4.1433	C9.9M2	M	C
CLUG_02303	14185	3.9885	ctl1.AL1B	L	A
CLUG_02303	14185	9.6371	ctl2.AL1B	L	A
CLUG_02304	23053	1.3979	POSITION	UNK	P
CLUG_02304	23053	1.7553	A10.L4C	L	A
CLUG_02304	23053	1.4861	A11.L11G	L	A
CLUG_02304	23053	1.3834	A12.L10B	L	A
CLUG_02304	23053	1.6125	A13.L3B	L	A
CLUG_02304	23053	1.1626	A14.L4E	L	A
CLUG_02304	23053	1.1614	A15.L4G	L	A
CLUG_02304	23053	1.1693	A16.L7C	L	A
CLUG_02304	23053	1.1239	A17.L1B	L	A
CLUG_02304	23053	0.9424	A18.S4H	S	A
CLUG_02304	23053	1.4690	A19.S3B	S	A
CLUG_02304	23053	1.2173	A2.U10A	U	A
CLUG_02304	23053	1.5139	A20.S1E	S	A
CLUG_02304	23053	1.6844	A21.S8A	S	A
CLUG_02304	23053	1.4928	A22.UpperP	U	A
CLUG_02304	23053	1.5057	A23.LowerP	L	A
CLUG_02304	23053	1.5080	A24.SputuP	S	A
CLUG_02304	23053	2.0560	A3.U3G	U	A
CLUG_02304	23053	1.6970	A4.U3B	U	A
CLUG_02304	23053	0.9024	A5.U10D	U	A
CLUG_02304	23053	1.7897	A6.U5C	U	A
CLUG_02304	23053	1.4027	A7.U3E	U	A
CLUG_02304	23053	1.5010	A8.U2E	U	A
CLUG_02304	23053	10.5102	A9.L3D	L	A
CLUG_02304	23053	7.7091	ATCC42720	Blood	ATCC42720
CLUG_02304	23053	14.8168	B16.1310D	L	B
CLUG_02304	23053	10.0038	B17.1311G	L	B
CLUG_02304	23053	7.3652	B18.1312G	L	B
CLUG_02304	23053	4.8369	B19.1310A	L	B
CLUG_02304	23053	7.3815	B20.1311A	L	B
CLUG_02304	23053	8.1092	B21.1312A	L	B
CLUG_02304	23053	8.5945	B22.134E	U	B
CLUG_02304	23053	9.6213	B23.133H	U	B
CLUG_02304	23053	7.8940	B24.133F	U	B
CLUG_02304	23053	8.9013	B25.135C	U	B
CLUG_02304	23053	8.9715	B26.131A	U	B
CLUG_02304	23053	9.2477	B27.136A	U	B
CLUG_02304	23053	11.7327	B28.13UM	U	B
CLUG_02304	23053	6.8611	B29.13MM	M	B
CLUG_02304	23053	3.9281	C10.9M3	M	C
CLUG_02304	23053	6.0590	C11.9M41	M	C
CLUG_02304	23053	3.0683	C12.9U1	U	C
CLUG_02304	23053	5.5618	C13.9U2	U	C
CLUG_02304	23053	3.2910	C14.9U3	U	C
CLUG_02304	23053	7.5007	C15.9U4s	U	C
CLUG_02304	23053	8.5299	C30.13LM	L	C
CLUG_02304	23053	5.8766	C31.13MP	U	C
CLUG_02304	23053	7.3335	C4.9L1	L	C
CLUG_02304	23053	4.1538	C5.9L2	L	C
CLUG_02304	23053	6.4899	C6.9L3	L	C
CLUG_02304	23053	7.6370	C7.9L4	L	C
CLUG_02304	23053	6.0966	C8.9M1	M	C
CLUG_02304	23053	1.0078	C9.9M2	M	C
CLUG_02304	23053	0.9510	ctl1.AL1B	L	A
CLUG_02304	23053	5.4379	ctl2.AL1B	L	A
CLUG_02305	25667	1.0324	POSITION	UNK	P
CLUG_02305	25667	0.9239	A10.L4C	L	A
CLUG_02305	25667	0.9456	A11.L11G	L	A
CLUG_02305	25667	1.0488	A12.L10B	L	A
CLUG_02305	25667	1.0147	A13.L3B	L	A
CLUG_02305	25667	0.7525	A14.L4E	L	A
CLUG_02305	25667	0.7825	A15.L4G	L	A
CLUG_02305	25667	0.9151	A16.L7C	L	A
CLUG_02305	25667	1.0249	A17.L1B	L	A
CLUG_02305	25667	0.6968	A18.S4H	S	A
CLUG_02305	25667	1.1925	A19.S3B	S	A
CLUG_02305	25667	1.2346	A2.U10A	U	A
CLUG_02305	25667	1.0876	A20.S1E	S	A
CLUG_02305	25667	1.1315	A21.S8A	S	A
CLUG_02305	25667	1.1236	A22.UpperP	U	A
CLUG_02305	25667	1.1048	A23.LowerP	L	A
CLUG_02305	25667	1.0204	A24.SputuP	S	A
CLUG_02305	25667	0.9381	A3.U3G	U	A
CLUG_02305	25667	1.0080	A4.U3B	U	A
CLUG_02305	25667	0.9858	A5.U10D	U	A
CLUG_02305	25667	1.0389	A6.U5C	U	A
CLUG_02305	25667	1.4270	A7.U3E	U	A
CLUG_02305	25667	1.1237	A8.U2E	U	A
CLUG_02305	25667	1.2114	A9.L3D	L	A
CLUG_02305	25667	1.5156	ATCC42720	Blood	ATCC42720
CLUG_02305	25667	1.5641	B16.1310D	L	B
CLUG_02305	25667	1.5768	B17.1311G	L	B
CLUG_02305	25667	1.4331	B18.1312G	L	B
CLUG_02305	25667	1.6182	B19.1310A	L	B
CLUG_02305	25667	1.5096	B20.1311A	L	B
CLUG_02305	25667	1.4940	B21.1312A	L	B
CLUG_02305	25667	1.6338	B22.134E	U	B
CLUG_02305	25667	1.4412	B23.133H	U	B
CLUG_02305	25667	1.4200	B24.133F	U	B
CLUG_02305	25667	1.4524	B25.135C	U	B
CLUG_02305	25667	1.4267	B26.131A	U	B
CLUG_02305	25667	1.4348	B27.136A	U	B
CLUG_02305	25667	1.3422	B28.13UM	U	B
CLUG_02305	25667	1.0766	B29.13MM	M	B
CLUG_02305	25667	1.7725	C10.9M3	M	C
CLUG_02305	25667	0.6109	C11.9M41	M	C
CLUG_02305	25667	1.0499	C12.9U1	U	C
CLUG_02305	25667	1.0955	C13.9U2	U	C
CLUG_02305	25667	1.0302	C14.9U3	U	C
CLUG_02305	25667	1.4435	C15.9U4s	U	C
CLUG_02305	25667	1.9444	C30.13LM	L	C
CLUG_02305	25667	1.1425	C31.13MP	U	C
CLUG_02305	25667	1.1673	C4.9L1	L	C
CLUG_02305	25667	1.4706	C5.9L2	L	C
CLUG_02305	25667	1.4837	C6.9L3	L	C
CLUG_02305	25667	1.0929	C7.9L4	L	C
CLUG_02305	25667	1.1783	C8.9M1	M	C
CLUG_02305	25667	0.9292	C9.9M2	M	C
CLUG_02305	25667	0.8889	ctl1.AL1B	L	A
CLUG_02305	25667	1.0652	ctl2.AL1B	L	A
CLUG_02306	27057	0.9743	POSITION	UNK	P
CLUG_02306	27057	0.9196	A10.L4C	L	A
CLUG_02306	27057	1.0138	A11.L11G	L	A
CLUG_02306	27057	1.0284	A12.L10B	L	A
CLUG_02306	27057	0.9872	A13.L3B	L	A
CLUG_02306	27057	0.7970	A14.L4E	L	A
CLUG_02306	27057	0.7016	A15.L4G	L	A
CLUG_02306	27057	0.9439	A16.L7C	L	A
CLUG_02306	27057	1.0233	A17.L1B	L	A
CLUG_02306	27057	0.6783	A18.S4H	S	A
CLUG_02306	27057	1.1417	A19.S3B	S	A
CLUG_02306	27057	1.1602	A2.U10A	U	A
CLUG_02306	27057	1.0178	A20.S1E	S	A
CLUG_02306	27057	1.0955	A21.S8A	S	A
CLUG_02306	27057	1.0694	A22.UpperP	U	A
CLUG_02306	27057	1.1074	A23.LowerP	L	A
CLUG_02306	27057	0.9971	A24.SputuP	S	A
CLUG_02306	27057	0.9161	A3.U3G	U	A
CLUG_02306	27057	0.9859	A4.U3B	U	A
CLUG_02306	27057	1.0551	A5.U10D	U	A
CLUG_02306	27057	1.0383	A6.U5C	U	A
CLUG_02306	27057	1.3837	A7.U3E	U	A
CLUG_02306	27057	1.0953	A8.U2E	U	A
CLUG_02306	27057	1.1526	A9.L3D	L	A
CLUG_02306	27057	1.4926	ATCC42720	Blood	ATCC42720
CLUG_02306	27057	1.5648	B16.1310D	L	B
CLUG_02306	27057	1.5482	B17.1311G	L	B
CLUG_02306	27057	1.4005	B18.1312G	L	B
CLUG_02306	27057	1.6447	B19.1310A	L	B
CLUG_02306	27057	1.4944	B20.1311A	L	B
CLUG_02306	27057	1.4508	B21.1312A	L	B
CLUG_02306	27057	1.5705	B22.134E	U	B
CLUG_02306	27057	1.3699	B23.133H	U	B
CLUG_02306	27057	1.4072	B24.133F	U	B
CLUG_02306	27057	1.4610	B25.135C	U	B
CLUG_02306	27057	1.4700	B26.131A	U	B
CLUG_02306	27057	1.3403	B27.136A	U	B
CLUG_02306	27057	1.3697	B28.13UM	U	B
CLUG_02306	27057	1.0719	B29.13MM	M	B
CLUG_02306	27057	1.7258	C10.9M3	M	C
CLUG_02306	27057	0.6532	C11.9M41	M	C
CLUG_02306	27057	1.0534	C12.9U1	U	C
CLUG_02306	27057	1.0900	C13.9U2	U	C
CLUG_02306	27057	1.0274	C14.9U3	U	C
CLUG_02306	27057	1.3535	C15.9U4s	U	C
CLUG_02306	27057	1.8652	C30.13LM	L	C
CLUG_02306	27057	1.1321	C31.13MP	U	C
CLUG_02306	27057	1.1162	C4.9L1	L	C
CLUG_02306	27057	1.4819	C5.9L2	L	C
CLUG_02306	27057	1.4036	C6.9L3	L	C
CLUG_02306	27057	1.0989	C7.9L4	L	C
CLUG_02306	27057	1.1027	C8.9M1	M	C
CLUG_02306	27057	0.9035	C9.9M2	M	C
CLUG_02306	27057	0.9221	ctl1.AL1B	L	A
CLUG_02306	27057	0.9902	ctl2.AL1B	L	A
CLUG_02307	29153	1.1355	POSITION	UNK	P
CLUG_02307	29153	1.0576	A10.L4C	L	A
CLUG_02307	29153	1.0989	A11.L11G	L	A
CLUG_02307	29153	1.1980	A12.L10B	L	A
CLUG_02307	29153	1.1222	A13.L3B	L	A
CLUG_02307	29153	1.0038	A14.L4E	L	A
CLUG_02307	29153	0.8517	A15.L4G	L	A
CLUG_02307	29153	1.0486	A16.L7C	L	A
CLUG_02307	29153	1.2160	A17.L1B	L	A
CLUG_02307	29153	0.8357	A18.S4H	S	A
CLUG_02307	29153	1.2983	A19.S3B	S	A
CLUG_02307	29153	1.4131	A2.U10A	U	A
CLUG_02307	29153	1.1863	A20.S1E	S	A
CLUG_02307	29153	1.2128	A21.S8A	S	A
CLUG_02307	29153	1.2459	A22.UpperP	U	A
CLUG_02307	29153	1.1634	A23.LowerP	L	A
CLUG_02307	29153	1.0950	A24.SputuP	S	A
CLUG_02307	29153	1.1054	A3.U3G	U	A
CLUG_02307	29153	1.2229	A4.U3B	U	A
CLUG_02307	29153	1.1699	A5.U10D	U	A
CLUG_02307	29153	1.1164	A6.U5C	U	A
CLUG_02307	29153	1.6071	A7.U3E	U	A
CLUG_02307	29153	1.2301	A8.U2E	U	A
CLUG_02307	29153	1.1789	A9.L3D	L	A
CLUG_02307	29153	1.6306	ATCC42720	Blood	ATCC42720
CLUG_02307	29153	1.6991	B16.1310D	L	B
CLUG_02307	29153	1.7188	B17.1311G	L	B
CLUG_02307	29153	1.5614	B18.1312G	L	B
CLUG_02307	29153	1.8796	B19.1310A	L	B
CLUG_02307	29153	1.6359	B20.1311A	L	B
CLUG_02307	29153	1.5860	B21.1312A	L	B
CLUG_02307	29153	1.7371	B22.134E	U	B
CLUG_02307	29153	1.5412	B23.133H	U	B
CLUG_02307	29153	1.5184	B24.133F	U	B
CLUG_02307	29153	1.5749	B25.135C	U	B
CLUG_02307	29153	1.5088	B26.131A	U	B
CLUG_02307	29153	1.5864	B27.136A	U	B
CLUG_02307	29153	1.5227	B28.13UM	U	B
CLUG_02307	29153	1.0847	B29.13MM	M	B
CLUG_02307	29153	1.8001	C10.9M3	M	C
CLUG_02307	29153	0.6248	C11.9M41	M	C
CLUG_02307	29153	1.0965	C12.9U1	U	C
CLUG_02307	29153	1.0675	C13.9U2	U	C
CLUG_02307	29153	0.9862	C14.9U3	U	C
CLUG_02307	29153	1.5822	C15.9U4s	U	C
CLUG_02307	29153	2.0267	C30.13LM	L	C
CLUG_02307	29153	1.1445	C31.13MP	U	C
CLUG_02307	29153	1.1262	C4.9L1	L	C
CLUG_02307	29153	1.4839	C5.9L2	L	C
CLUG_02307	29153	1.4093	C6.9L3	L	C
CLUG_02307	29153	1.0984	C7.9L4	L	C
CLUG_02307	29153	1.1469	C8.9M1	M	C
CLUG_02307	29153	1.0862	C9.9M2	M	C
CLUG_02307	29153	1.1239	ctl1.AL1B	L	A
CLUG_02307	29153	1.0062	ctl2.AL1B	L	A
CLUG_02308	31578	0.9328	POSITION	UNK	P
CLUG_02308	31578	0.8494	A10.L4C	L	A
CLUG_02308	31578	0.9256	A11.L11G	L	A
CLUG_02308	31578	0.9811	A12.L10B	L	A
CLUG_02308	31578	0.9841	A13.L3B	L	A
CLUG_02308	31578	0.7642	A14.L4E	L	A
CLUG_02308	31578	0.7505	A15.L4G	L	A
CLUG_02308	31578	0.8633	A16.L7C	L	A
CLUG_02308	31578	0.9459	A17.L1B	L	A
CLUG_02308	31578	0.6595	A18.S4H	S	A
CLUG_02308	31578	1.0410	A19.S3B	S	A
CLUG_02308	31578	1.0715	A2.U10A	U	A
CLUG_02308	31578	1.0131	A20.S1E	S	A
CLUG_02308	31578	0.9852	A21.S8A	S	A
CLUG_02308	31578	1.0276	A22.UpperP	U	A
CLUG_02308	31578	0.9889	A23.LowerP	L	A
CLUG_02308	31578	0.9617	A24.SputuP	S	A
CLUG_02308	31578	0.8700	A3.U3G	U	A
CLUG_02308	31578	0.9633	A4.U3B	U	A
CLUG_02308	31578	0.9687	A5.U10D	U	A
CLUG_02308	31578	0.9941	A6.U5C	U	A
CLUG_02308	31578	1.3821	A7.U3E	U	A
CLUG_02308	31578	1.0896	A8.U2E	U	A
CLUG_02308	31578	1.1334	A9.L3D	L	A
CLUG_02308	31578	1.4085	ATCC42720	Blood	ATCC42720
CLUG_02308	31578	1.4395	B16.1310D	L	B
CLUG_02308	31578	1.5327	B17.1311G	L	B
CLUG_02308	31578	1.3528	B18.1312G	L	B
CLUG_02308	31578	1.6527	B19.1310A	L	B
CLUG_02308	31578	1.4252	B20.1311A	L	B
CLUG_02308	31578	1.3768	B21.1312A	L	B
CLUG_02308	31578	1.5341	B22.134E	U	B
CLUG_02308	31578	1.4057	B23.133H	U	B
CLUG_02308	31578	1.3349	B24.133F	U	B
CLUG_02308	31578	1.4061	B25.135C	U	B
CLUG_02308	31578	1.3630	B26.131A	U	B
CLUG_02308	31578	1.3171	B27.136A	U	B
CLUG_02308	31578	1.2993	B28.13UM	U	B
CLUG_02308	31578	1.0255	B29.13MM	M	B
CLUG_02308	31578	1.6490	C10.9M3	M	C
CLUG_02308	31578	0.6242	C11.9M41	M	C
CLUG_02308	31578	1.0332	C12.9U1	U	C
CLUG_02308	31578	1.0517	C13.9U2	U	C
CLUG_02308	31578	0.9840	C14.9U3	U	C
CLUG_02308	31578	1.3782	C15.9U4s	U	C
CLUG_02308	31578	1.7653	C30.13LM	L	C
CLUG_02308	31578	1.0475	C31.13MP	U	C
CLUG_02308	31578	1.0872	C4.9L1	L	C
CLUG_02308	31578	1.3870	C5.9L2	L	C
CLUG_02308	31578	1.3010	C6.9L3	L	C
CLUG_02308	31578	1.0342	C7.9L4	L	C
CLUG_02308	31578	1.1079	C8.9M1	M	C
CLUG_02308	31578	0.8558	C9.9M2	M	C
CLUG_02308	31578	0.8517	ctl1.AL1B	L	A
CLUG_02308	31578	1.0119	ctl2.AL1B	L	A
CLUG_02309	33476	1.0983	POSITION	UNK	P
CLUG_02309	33476	0.9153	A10.L4C	L	A
CLUG_02309	33476	0.8999	A11.L11G	L	A
CLUG_02309	33476	0.9773	A12.L10B	L	A
CLUG_02309	33476	1.0530	A13.L3B	L	A
CLUG_02309	33476	0.8734	A14.L4E	L	A
CLUG_02309	33476	0.8412	A15.L4G	L	A
CLUG_02309	33476	0.8874	A16.L7C	L	A
CLUG_02309	33476	1.0440	A17.L1B	L	A
CLUG_02309	33476	0.6933	A18.S4H	S	A
CLUG_02309	33476	1.0750	A19.S3B	S	A
CLUG_02309	33476	1.1167	A2.U10A	U	A
CLUG_02309	33476	1.1145	A20.S1E	S	A
CLUG_02309	33476	1.0358	A21.S8A	S	A
CLUG_02309	33476	1.1567	A22.UpperP	U	A
CLUG_02309	33476	0.9978	A23.LowerP	L	A
CLUG_02309	33476	1.0021	A24.SputuP	S	A
CLUG_02309	33476	0.9885	A3.U3G	U	A
CLUG_02309	33476	1.0222	A4.U3B	U	A
CLUG_02309	33476	1.0498	A5.U10D	U	A
CLUG_02309	33476	1.0395	A6.U5C	U	A
CLUG_02309	33476	1.4403	A7.U3E	U	A
CLUG_02309	33476	1.1372	A8.U2E	U	A
CLUG_02309	33476	1.1412	A9.L3D	L	A
CLUG_02309	33476	1.5795	ATCC42720	Blood	ATCC42720
CLUG_02309	33476	1.5974	B16.1310D	L	B
CLUG_02309	33476	1.5479	B17.1311G	L	B
CLUG_02309	33476	1.4455	B18.1312G	L	B
CLUG_02309	33476	1.8198	B19.1310A	L	B
CLUG_02309	33476	1.5596	B20.1311A	L	B
CLUG_02309	33476	1.4906	B21.1312A	L	B
CLUG_02309	33476	1.6563	B22.134E	U	B
CLUG_02309	33476	1.4638	B23.133H	U	B
CLUG_02309	33476	1.4680	B24.133F	U	B
CLUG_02309	33476	1.4930	B25.135C	U	B
CLUG_02309	33476	1.4943	B26.131A	U	B
CLUG_02309	33476	1.4623	B27.136A	U	B
CLUG_02309	33476	1.3934	B28.13UM	U	B
CLUG_02309	33476	1.1283	B29.13MM	M	B
CLUG_02309	33476	1.8129	C10.9M3	M	C
CLUG_02309	33476	0.6578	C11.9M41	M	C
CLUG_02309	33476	1.0947	C12.9U1	U	C
CLUG_02309	33476	1.1246	C13.9U2	U	C
CLUG_02309	33476	1.0524	C14.9U3	U	C
CLUG_02309	33476	1.5595	C15.9U4s	U	C
CLUG_02309	33476	1.9269	C30.13LM	L	C
CLUG_02309	33476	1.1464	C31.13MP	U	C
CLUG_02309	33476	1.2145	C4.9L1	L	C
CLUG_02309	33476	1.5571	C5.9L2	L	C
CLUG_02309	33476	1.4688	C6.9L3	L	C
CLUG_02309	33476	1.1254	C7.9L4	L	C
CLUG_02309	33476	1.1980	C8.9M1	M	C
CLUG_02309	33476	0.9315	C9.9M2	M	C
CLUG_02309	33476	0.9257	ctl1.AL1B	L	A
CLUG_02309	33476	1.1047	ctl2.AL1B	L	A
CLUG_02310	35060	0.9125	POSITION	UNK	P
CLUG_02310	35060	0.9337	A10.L4C	L	A
CLUG_02310	35060	0.9540	A11.L11G	L	A
CLUG_02310	35060	1.0144	A12.L10B	L	A
CLUG_02310	35060	0.9350	A13.L3B	L	A
CLUG_02310	35060	0.8087	A14.L4E	L	A
CLUG_02310	35060	0.7018	A15.L4G	L	A
CLUG_02310	35060	0.9060	A16.L7C	L	A
CLUG_02310	35060	1.0121	A17.L1B	L	A
CLUG_02310	35060	0.6832	A18.S4H	S	A
CLUG_02310	35060	1.0753	A19.S3B	S	A
CLUG_02310	35060	1.1552	A2.U10A	U	A
CLUG_02310	35060	1.0609	A20.S1E	S	A
CLUG_02310	35060	1.0720	A21.S8A	S	A
CLUG_02310	35060	1.0710	A22.UpperP	U	A
CLUG_02310	35060	0.9921	A23.LowerP	L	A
CLUG_02310	35060	1.0187	A24.SputuP	S	A
