GENE	A10.L4C	A11.L11G	A12.L10B	A13.L3B	A14.L4E	A15.L4G	A16.L7C	A17.L1B	A18.S4H	A19.S3B	A2.U10A	A20.S1E	A21.S8A	A22.UpperP	A23.LowerP	A24.SputuP	A3.U3G	A4.U3B	A5.U10D	A6.U5C	A7.U3E	A8.U2E	A9.L3D	ATCC42720	B16.1310D	B17.1311G	B18.1312G	B19.1310A	B20.1311A	B21.1312A	B22.134E	B23.133H	B24.133F	B25.135C	B26.131A	B27.136A	B28.13UM	C10.9M3	C11.9M41	C12.9U1	C13.9U2	C14.9U3	C15.9U4s	C4.9L1	C5.9L2	C6.9L3	C7.9L4	C8.9M1	C9.9M2	ctl1.AL1B	ctl2.AL1B	ctl3.C9L1
CLUG_05244	116.67	135.02	112.55	121.94	118.51	122.99	106.88	100.72	114.87	224.58	132.49	115.07	123.55	241.16	335.18	88.49	89.55	111.61	107.60	457.43	167.47	157.14	120.40	158.37	463.85	481.39	490.45	466.08	506.32	422.04	412.07	460.42	396.02	387.82	455.46	438.95	466.41	415.68	478.39	611.63	492.08	551.61	454.80	448.17	494.41	568.76	480.52	523.76	423.32	391.11	405.43	449.14
CLUG_05245	154.13	181.25	138.14	181.62	172.08	153.98	128.17	130.34	150.88	274.13	165.96	147.66	167.50	341.81	499.75	140.70	127.12	137.60	144.47	611.59	220.83	200.32	157.91	211.11	461.63	493.73	520.89	471.20	472.53	434.40	418.38	467.17	414.10	393.28	463.35	440.53	304.73	416.93	478.47	620.19	462.03	562.06	463.54	417.66	483.53	546.07	474.46	533.66	396.95	407.78	410.14	421.53
CLUG_05246	137.19	176.54	131.09	170.61	166.44	133.61	125.70	125.21	136.49	263.08	151.69	142.92	161.15	304.12	460.66	125.45	120.33	129.73	119.36	544.58	219.96	182.71	154.18	197.72	433.96	484.07	499.10	461.05	460.58	387.29	374.33	447.27	405.90	369.68	416.65	403.94	289.37	391.30	441.01	583.53	448.83	530.05	434.84	394.36	476.30	501.70	457.84	506.92	375.48	377.58	386.33	380.93
CLUG_05247	130.58	152.66	121.87	154.48	147.77	136.85	119.10	110.47	135.80	238.82	137.60	124.28	149.41	286.40	423.83	104.97	100.06	112.61	113.61	500.48	193.02	172.18	135.59	191.57	409.45	451.33	463.67	437.41	431.94	365.21	361.81	414.35	368.88	351.52	408.41	398.97	345.02	383.36	417.15	561.27	427.70	516.83	413.69	365.61	439.42	492.24	427.22	471.80	362.16	364.72	373.66	385.88
CLUG_05248	110.12	136.76	107.12	139.82	130.51	122.26	109.50	99.55	112.95	214.63	123.61	107.49	123.63	251.89	363.68	94.73	101.12	107.47	103.37	466.50	174.17	149.57	126.75	171.73	410.12	455.45	464.43	436.75	448.32	378.53	362.17	400.53	365.86	361.13	389.19	400.48	389.69	382.74	436.45	575.86	427.38	506.97	427.43	405.65	441.77	508.45	448.28	479.26	371.91	358.99	352.68	390.36
CLUG_05249	106.46	124.58	96.71	115.96	113.78	118.74	94.29	87.88	108.20	208.68	111.91	100.69	113.92	215.12	311.23	77.49	94.68	102.57	101.21	463.19	162.30	147.95	111.24	159.28	390.82	453.77	464.43	434.85	457.62	379.75	369.00	393.68	369.12	353.37	428.54	412.13	438.16	390.39	455.35	600.36	457.02	508.66	418.45	419.37	467.99	520.47	448.67	487.08	397.15	380.37	379.11	402.11
CLUG_05250	104.33	113.66	99.62	111.54	111.46	121.12	100.80	80.82	114.45	195.27	116.68	108.05	109.81	193.13	303.04	65.96	102.35	95.86	95.23	436.25	156.28	142.85	108.09	170.71	376.09	457.66	483.98	443.30	466.40	379.62	379.11	401.21	368.82	366.06	457.73	416.99	472.13	401.79	455.90	572.07	461.03	523.69	397.70	431.09	474.19	524.07	460.73	484.78	404.70	361.55	379.67	414.64
CLUG_05251	103.64	120.88	89.58	115.18	112.69	117.03	87.80	85.19	97.14	205.30	107.44	94.16	112.70	216.84	295.77	72.44	87.78	102.94	98.55	450.38	154.81	143.16	107.92	144.65	386.80	441.94	446.50	425.92	448.28	367.00	357.24	379.80	360.22	340.52	416.85	406.97	421.40	387.47	453.41	610.99	453.64	499.09	415.21	409.11	464.64	524.85	446.07	492.46	393.53	377.20	371.62	387.76
CLUG_05252	64.54	86.28	56.88	77.28	70.97	73.32	67.50	58.64	71.52	136.53	72.09	64.01	74.29	144.01	207.72	52.22	60.41	65.84	65.34	282.42	101.49	97.03	69.05	121.67	247.28	278.31	282.47	263.01	267.05	222.79	222.01	241.44	211.98	211.78	243.40	251.69	229.47	226.53	279.70	373.05	265.16	311.88	262.44	266.28	299.00	334.09	266.55	298.73	248.52	217.78	226.76	243.02
CLUG_05253	25.21	33.98	25.46	34.36	29.91	32.40	26.80	26.60	32.13	50.80	31.50	25.94	33.80	62.29	91.20	19.95	26.37	23.44	23.17	97.90	34.84	35.43	30.23	77.65	94.69	108.62	107.70	103.84	100.15	82.81	80.95	99.21	81.27	78.29	92.90	97.67	75.62	114.18	136.49	180.19	124.03	153.23	123.34	137.94	148.14	168.69	134.51	154.76	124.15	77.96	81.12	117.40
CLUG_05254	143.67	161.68	119.75	160.84	159.33	136.54	114.12	111.75	133.54	240.65	142.46	131.11	153.11	280.37	418.99	118.38	108.89	119.82	126.68	534.00	204.94	169.25	145.30	191.56	430.13	468.28	497.86	472.80	468.51	382.94	371.57	442.27	390.82	355.15	423.31	408.68	327.73	375.07	436.76	570.74	446.51	501.23	418.14	399.58	442.46	487.58	435.99	471.54	370.91	400.89	349.09	392.82
CLUG_05255	138.99	161.09	139.48	152.57	167.94	150.46	114.18	136.31	148.01	265.32	143.36	144.09	162.61	307.93	414.37	143.93	111.24	112.45	120.31	544.73	197.09	175.70	149.68	210.22	446.54	511.16	489.42	524.15	471.27	394.66	390.55	445.52	434.07	367.06	429.70	436.42	358.91	414.17	453.71	651.23	478.74	566.16	471.29	417.55	504.54	571.62	457.98	560.06	434.57	389.33	388.96	441.60
CLUG_05256	125.26	161.23	112.37	161.39	158.82	148.91	108.74	98.07	130.32	232.55	129.62	133.69	155.79	299.05	423.13	116.95	106.51	113.42	111.65	495.80	200.31	170.24	131.39	189.15	437.73	469.91	485.75	438.65	458.64	377.29	356.69	407.21	366.70	357.34	389.25	388.87	346.55	362.71	434.99	552.48	430.65	524.27	426.54	392.37	449.67	472.93	415.98	464.50	364.71	347.53	364.44	386.65
CLUG_05257	121.21	158.11	109.31	161.49	155.72	143.68	105.45	96.33	128.87	231.95	125.67	129.52	158.17	295.37	416.76	112.78	105.16	111.97	108.85	479.70	194.52	164.86	127.55	183.07	444.74	471.07	481.21	438.27	460.56	375.85	346.71	406.35	369.73	358.01	384.91	392.94	351.87	360.86	439.28	557.54	429.51	526.85	424.42	391.02	454.69	479.33	420.44	460.40	362.66	346.63	355.35	388.86
CLUG_05258	150.06	170.42	127.92	185.49	145.45	142.13	130.91	119.52	131.86	258.34	163.75	149.64	165.11	337.18	454.70	135.12	137.33	124.63	115.83	597.39	204.42	180.19	150.88	220.12	440.75	467.90	500.17	460.53	479.61	408.98	394.24	430.34	386.30	394.36	434.69	451.29	296.62	385.75	439.80	621.56	460.91	563.36	450.09	413.87	475.85	537.44	473.48	482.04	397.57	374.36	394.46	404.11
CLUG_05259	129.17	161.10	122.77	155.43	150.61	141.26	124.05	112.50	137.02	246.99	140.43	127.60	145.62	295.19	436.42	118.10	112.48	119.22	120.98	520.91	198.33	172.55	143.30	186.30	427.35	477.19	508.27	445.25	463.76	397.32	381.57	420.81	387.12	365.79	412.51	404.94	370.95	375.13	438.22	600.67	440.34	530.16	421.18	394.17	450.26	494.04	429.11	480.77	384.01	384.55	381.47	399.03
CLUG_05260	142.49	177.37	124.12	169.09	159.69	146.72	121.09	119.35	144.32	258.12	154.75	138.62	163.68	317.35	472.98	134.89	118.66	130.87	125.23	574.80	199.83	183.28	150.24	206.99	426.58	479.12	494.01	461.32	448.77	403.31	404.56	428.06	400.65	370.76	426.49	419.15	289.96	376.71	437.06	577.77	449.68	524.00	436.17	384.84	463.68	508.54	432.33	467.33	368.47	387.85	373.55	391.33
CLUG_05261	134.52	154.41	126.99	162.73	170.23	131.63	114.32	102.77	132.50	239.03	156.99	130.99	141.85	290.91	455.60	125.06	103.29	117.40	119.35	534.83	194.50	161.30	151.74	210.26	409.74	473.90	451.61	418.54	421.65	392.48	371.26	382.78	373.64	372.03	394.61	392.48	283.66	362.63	403.64	550.44	438.32	519.52	422.73	368.12	429.23	484.55	429.53	456.14	346.39	347.46	339.96	384.15
CLUG_05262	164.18	175.84	130.83	186.46	159.17	136.82	145.87	115.20	134.26	265.53	181.69	132.69	168.00	325.55	485.11	146.76	122.32	130.80	120.07	576.97	204.72	188.74	165.96	219.22	483.10	456.42	533.69	499.15	473.93	412.67	420.94	442.82	391.97	387.62	448.53	429.36	365.71	388.96	467.63	583.38	450.71	537.25	443.02	416.52	485.38	557.03	472.07	502.22	383.28	407.61	435.16	427.97
CLUG_05263	125.88	165.38	107.47	145.89	146.01	127.89	117.53	113.21	120.58	257.09	145.90	112.03	139.99	261.73	424.36	105.40	94.78	116.70	117.51	534.17	174.93	166.77	135.03	196.18	398.52	409.50	439.69	419.54	397.51	360.50	352.39	387.50	351.01	352.81	372.65	380.87	303.91	345.21	402.82	511.94	405.90	485.48	402.11	352.24	451.14	482.75	389.93	440.04	369.78	362.65	316.69	363.38
CLUG_05264	126.42	170.07	107.02	145.86	145.89	130.39	118.60	114.30	123.92	260.55	148.77	114.55	141.12	259.53	432.24	110.81	96.97	119.04	119.21	541.56	174.99	167.95	134.29	193.60	398.62	417.36	436.46	423.10	403.33	365.42	357.73	388.84	359.98	354.27	378.78	388.96	311.02	345.36	401.24	505.68	410.44	489.59	406.60	350.24	459.11	485.15	388.21	449.33	377.47	365.41	324.47	367.53
CLUG_05265	138.34	149.60	121.01	169.24	146.25	135.14	123.80	102.20	133.66	264.62	158.36	124.64	152.03	290.88	446.35	123.46	113.64	106.85	117.89	520.18	205.99	170.16	136.89	205.61	428.61	460.31	456.76	442.66	431.75	368.46	366.09	398.39	381.32	345.49	393.06	375.78	302.72	377.00	430.65	537.74	433.59	567.53	443.59	393.22	455.10	538.45	443.68	515.03	386.31	348.74	357.47	409.05
CLUG_05266	134.09	140.76	120.07	170.95	150.55	133.52	124.69	104.52	143.50	273.55	162.91	117.40	157.22	283.28	447.15	115.42	110.61	102.69	118.62	511.81	200.53	172.40	141.51	211.94	428.40	470.74	460.89	441.57	428.99	372.22	375.81	390.87	374.95	341.03	394.38	388.30	303.12	367.05	412.68	531.05	424.21	573.38	442.69	380.73	446.04	519.89	431.85	525.20	374.35	357.52	365.90	414.74
CLUG_05267	117.03	153.22	115.74	161.12	140.58	121.04	105.89	106.06	123.38	220.74	129.30	116.34	143.39	271.06	383.97	106.90	104.46	113.93	107.33	483.80	166.06	159.19	125.10	178.87	392.20	404.65	434.41	413.87	400.39	345.58	332.23	371.72	354.71	325.85	378.52	359.86	280.48	333.59	400.72	518.83	386.30	463.66	382.86	351.91	411.59	455.90	378.20	428.98	324.80	328.70	323.49	357.61
CLUG_05268	118.38	150.69	100.39	144.20	138.27	142.19	114.69	105.01	122.24	234.72	135.99	123.42	131.31	278.45	408.41	109.52	105.94	117.42	101.11	492.41	191.74	146.22	126.62	167.74	405.90	408.79	425.98	422.66	400.78	352.93	351.94	363.82	353.69	311.55	357.33	353.46	247.44	332.25	371.23	490.83	418.35	472.20	402.00	328.16	410.59	454.88	374.44	413.26	327.24	326.72	320.44	347.21
CLUG_05269	132.78	169.75	122.34	161.26	149.13	130.17	132.41	113.80	140.88	254.48	151.86	135.06	154.62	304.47	447.85	126.91	114.66	116.10	126.10	546.09	200.75	174.93	140.08	201.08	420.82	482.30	488.00	468.27	441.32	366.42	384.46	410.62	388.52	371.51	406.92	398.01	304.39	355.73	413.44	573.87	438.43	534.64	426.79	398.80	451.42	521.10	431.05	472.70	366.08	383.62	376.06	389.83
CLUG_05270	134.46	170.36	123.20	156.15	155.34	139.34	117.69	116.62	140.26	245.69	152.29	133.76	159.37	310.42	453.03	128.32	114.66	119.76	123.56	545.92	192.94	182.52	143.57	198.78	424.63	449.43	478.25	439.76	427.94	389.99	380.81	392.43	388.44	353.32	401.89	395.66	297.65	349.60	407.78	544.20	437.88	522.33	418.76	378.32	426.56	497.96	414.15	444.69	365.17	371.80	362.93	373.78
CLUG_05271	130.58	163.56	121.41	171.36	141.15	132.68	121.29	106.59	132.88	244.25	147.23	122.05	152.50	301.82	443.02	132.84	110.61	124.52	118.25	550.52	192.05	166.52	137.89	191.39	442.58	459.71	491.61	442.45	438.32	385.79	392.76	415.47	398.75	369.24	402.85	414.27	300.05	355.02	432.49	538.27	427.42	515.65	440.02	367.08	438.10	495.75	417.56	456.74	364.43	389.38	377.01	390.99
CLUG_05272	139.30	161.99	119.04	161.53	154.72	138.25	118.41	112.37	143.77	261.29	146.70	136.33	157.75	299.99	453.06	124.98	108.74	123.88	123.54	544.97	185.66	172.53	142.90	197.48	424.30	451.64	459.80	436.11	430.98	383.98	376.97	403.29	389.74	354.56	399.61	402.80	283.39	350.35	403.88	534.04	437.68	515.06	428.31	372.99	434.87	493.21	416.35	455.13	359.25	377.10	364.00	377.73
CLUG_05273	142.00	151.64	125.97	160.55	144.81	124.60	117.52	102.38	136.97	244.42	144.58	126.93	144.92	289.73	442.05	113.42	106.32	126.11	113.99	525.29	183.09	161.05	142.57	213.40	443.93	492.65	464.22	441.06	447.64	416.19	383.62	389.12	405.93	372.38	383.97	402.13	391.06	381.64	432.38	545.99	429.17	532.06	443.00	425.38	418.69	530.82	417.84	478.61	387.59	387.16	366.02	377.47
CLUG_05274	112.94	143.53	102.17	139.39	122.19	131.08	96.83	92.44	131.70	246.89	136.19	126.72	143.23	267.86	403.79	95.94	94.90	108.80	108.67	474.28	184.41	155.83	115.14	164.61	433.65	455.26	475.66	448.18	404.55	392.80	377.76	393.39	374.51	358.04	400.03	397.78	387.37	323.36	405.41	520.94	409.35	486.22	408.66	376.83	426.52	476.62	400.70	426.45	347.11	397.39	358.22	355.96
CLUG_05275	114.72	140.45	103.09	135.73	132.31	118.16	102.84	96.63	120.59	228.63	133.05	112.26	137.13	269.17	383.70	98.98	97.05	111.90	102.21	471.27	163.87	143.26	118.93	171.94	360.80	384.35	443.37	393.57	373.54	348.91	326.52	344.00	349.73	319.30	362.48	349.13	284.32	322.87	376.93	469.10	391.22	456.39	399.69	328.97	386.62	426.33	362.86	383.02	318.35	325.29	350.56	335.34
CLUG_05276	110.54	134.51	95.01	136.18	120.98	107.02	97.73	83.32	109.17	192.69	116.90	108.35	125.55	243.62	333.81	95.47	89.67	97.52	91.33	438.54	151.41	137.92	110.25	157.25	339.12	377.51	423.07	395.19	362.40	324.67	308.30	347.60	347.80	299.33	362.63	347.89	272.69	292.03	360.94	463.58	365.37	466.74	378.12	318.73	379.97	414.75	367.06	373.24	309.55	318.50	319.56	320.40
CLUG_05277	129.71	152.57	113.80	163.22	134.74	120.45	106.36	111.21	136.59	238.99	147.71	121.63	146.41	295.04	406.57	117.97	105.35	115.48	126.14	518.72	169.70	157.99	146.17	182.90	404.82	469.43	446.13	415.19	398.00	382.28	338.38	374.58	391.82	367.44	369.96	374.27	298.21	346.49	375.97	525.29	399.40	491.84	433.89	364.18	406.19	447.60	403.15	436.69	348.06	369.68	374.52	373.84
CLUG_05278	122.36	137.69	101.92	141.83	137.62	114.66	109.34	97.62	120.75	218.25	132.89	114.28	136.91	259.98	389.79	110.07	101.79	117.14	102.98	472.04	162.21	150.23	121.93	176.57	377.45	390.65	418.93	400.02	365.56	335.64	323.38	343.21	344.93	304.93	348.54	345.53	245.23	306.35	371.54	488.02	393.15	460.91	389.71	336.59	389.51	441.48	363.84	399.10	309.21	334.93	327.10	339.34
CLUG_05279	94.21	105.78	76.43	111.16	115.17	103.52	78.02	87.94	110.99	172.21	107.07	98.15	100.08	211.31	299.86	100.21	86.72	95.47	90.33	373.79	151.12	114.50	105.87	175.01	289.12	297.71	337.67	291.72	283.26	257.61	236.11	269.49	273.31	251.90	309.97	271.55	195.40	236.57	258.62	338.93	274.66	383.15	287.34	245.25	285.62	306.98	261.39	305.12	220.82	259.02	225.66	270.96
CLUG_05280	111.23	130.59	88.72	124.91	128.31	109.86	102.63	82.67	100.62	202.94	123.87	108.78	124.94	237.65	348.13	92.86	86.65	103.51	97.84	418.20	160.45	142.81	122.21	147.84	386.30	419.48	433.25	422.15	378.19	371.36	351.87	345.36	348.18	346.00	366.78	368.23	389.08	333.13	373.44	509.54	373.10	446.85	379.88	334.19	387.04	456.75	365.72	389.96	321.80	337.28	346.12	344.24
CLUG_05281	104.59	127.34	82.21	139.08	128.38	107.23	91.08	98.50	93.89	187.68	110.26	90.48	126.00	242.49	328.65	94.49	87.23	89.63	82.81	401.68	134.78	139.41	115.86	170.23	316.11	350.35	365.49	354.50	317.74	316.26	283.40	321.56	299.21	285.57	318.55	321.95	221.02	228.59	295.57	346.41	296.09	367.82	307.73	251.97	311.48	334.51	275.92	293.21	242.92	297.59	284.37	260.01
CLUG_05282	120.74	146.52	114.31	150.56	134.82	114.25	106.71	97.57	127.87	216.21	134.57	116.55	134.17	284.80	409.23	109.97	97.63	110.55	106.77	482.54	163.64	152.89	125.03	179.47	381.40	400.19	419.31	412.19	369.79	339.04	336.54	351.05	343.32	328.32	353.64	347.21	265.60	310.75	353.28	466.10	376.95	450.40	392.93	331.29	381.24	435.47	360.85	384.90	316.93	346.73	341.97	338.42
CLUG_05283	129.30	152.35	103.12	142.14	143.34	119.32	108.36	108.53	130.33	230.05	133.33	127.35	141.67	276.86	392.92	111.27	108.55	112.79	116.79	489.26	174.70	156.45	133.47	178.88	400.99	430.08	423.25	414.98	387.94	356.78	344.49	365.72	377.52	327.43	361.22	379.17	255.80	318.84	371.60	506.56	397.77	476.05	417.88	342.11	400.17	426.83	374.51	418.89	335.48	354.17	352.89	348.84
CLUG_05284	126.69	142.55	103.14	142.90	149.69	111.29	109.55	99.84	129.98	226.00	132.47	118.60	136.01	263.84	393.69	116.74	106.26	116.20	114.39	489.37	180.15	151.99	128.91	195.38	381.31	418.31	427.45	408.24	385.37	370.32	352.37	368.62	370.04	327.23	368.34	373.86	289.87	316.87	379.23	487.85	395.65	470.95	387.03	345.84	381.94	437.58	374.19	414.77	338.22	358.90	338.14	346.10
CLUG_05285	109.53	126.73	107.31	145.98	131.80	117.76	103.94	99.36	118.50	226.61	128.93	120.12	140.19	267.55	402.52	113.52	103.83	107.84	114.66	478.15	170.49	150.61	136.15	182.65	383.89	425.39	436.04	400.83	368.05	366.74	339.32	364.19	355.18	334.73	354.46	367.63	273.55	319.87	352.18	479.32	401.19	454.92	389.71	335.81	383.43	441.39	361.72	409.65	306.33	352.84	348.95	344.97
CLUG_05286	122.04	138.90	106.82	145.71	129.80	120.83	107.84	97.13	122.67	226.56	128.86	116.52	140.06	267.33	387.48	109.51	93.11	112.18	107.44	489.85	159.56	152.72	130.75	175.11	392.88	422.77	430.26	406.00	393.59	357.17	338.00	360.34	369.46	336.58	358.47	364.55	315.61	317.43	357.29	484.80	399.80	466.02	398.92	349.50	392.42	441.86	370.13	407.41	331.41	353.33	349.97	347.41
CLUG_05287	132.16	142.42	105.03	146.51	136.47	132.42	108.33	98.40	127.96	228.38	135.46	115.64	151.54	276.93	399.10	114.64	107.01	114.56	111.97	499.81	181.66	161.75	135.50	172.29	400.24	416.52	426.86	401.54	372.90	338.88	356.16	360.79	366.31	320.74	354.64	356.88	260.33	302.74	369.00	484.33	389.44	476.19	392.94	337.80	382.64	432.44	365.35	409.26	326.44	351.56	342.60	346.65
CLUG_05288	133.74	145.92	104.14	153.77	146.64	123.86	111.23	101.64	127.29	244.51	138.51	122.72	146.25	280.09	420.83	111.57	100.53	113.93	117.66	497.77	173.19	161.97	131.24	175.50	371.46	410.63	438.16	407.38	381.75	356.90	355.62	364.18	369.86	335.44	372.64	375.04	240.00	318.38	346.74	471.68	392.70	468.64	404.97	332.24	385.51	429.32	356.77	391.99	320.71	356.22	343.48	331.21
CLUG_05289	134.32	156.29	121.60	156.76	148.84	130.62	113.74	108.97	133.56	244.76	141.43	132.08	147.86	302.74	441.23	125.54	107.06	119.38	114.05	529.85	180.38	158.63	139.44	180.44	407.08	452.12	448.35	422.33	401.28	373.89	369.08	370.27	397.49	357.51	373.93	395.36	309.31	335.95	368.95	505.21	409.90	499.80	411.59	347.94	394.33	459.33	375.72	423.22	330.67	369.32	360.51	352.23
CLUG_05290	118.99	144.26	104.99	141.71	149.46	122.19	117.48	99.89	121.00	226.69	130.28	118.93	140.65	269.53	389.79	117.59	101.78	113.98	102.98	493.11	168.68	156.77	131.98	175.27	396.68	405.59	427.35	398.33	370.93	361.44	333.56	358.98	367.06	327.55	341.52	370.75	260.48	304.75	344.93	455.91	380.19	462.74	392.31	336.24	371.88	429.41	344.73	385.02	319.47	345.81	343.31	340.64
CLUG_05291	129.39	126.00	98.99	132.18	136.22	107.11	104.57	92.36	117.53	217.88	122.48	116.42	125.66	257.81	354.82	96.18	85.80	101.81	101.79	460.83	151.66	141.98	112.62	144.03	391.44	402.87	406.53	398.83	362.04	343.13	327.24	343.12	350.59	318.32	343.54	342.64	258.50	283.96	330.96	433.12	367.13	447.91	371.98	331.86	376.39	394.98	355.83	364.49	297.07	337.54	343.20	312.98
CLUG_05292	130.60	128.39	98.93	134.91	136.53	107.36	106.66	94.01	120.22	220.34	124.34	118.21	126.08	260.94	359.70	97.19	86.45	102.69	103.82	466.00	155.76	144.68	114.52	146.17	387.59	405.57	408.58	398.61	365.38	342.42	328.36	343.82	355.41	321.43	343.81	342.87	260.45	284.75	331.47	433.77	370.39	449.31	373.62	333.52	377.85	397.54	357.79	366.60	298.93	336.55	343.33	315.62
CLUG_05293	111.82	128.20	90.43	133.26	122.15	109.82	100.37	90.83	115.48	212.07	123.57	117.01	123.47	235.35	332.48	95.75	97.39	110.31	100.15	462.29	163.27	143.70	123.35	152.99	365.84	384.27	395.34	377.06	359.31	336.57	337.93	330.37	342.06	309.34	342.58	338.09	292.34	298.61	338.31	453.52	375.15	435.62	377.76	325.96	358.89	401.03	329.18	372.15	293.33	322.28	323.02	320.13
CLUG_05294	117.38	118.87	85.02	127.46	108.89	106.61	87.09	88.42	101.51	200.89	110.89	95.50	111.87	229.50	319.20	81.23	91.14	106.45	103.51	453.09	129.92	124.54	116.11	147.09	341.42	349.73	381.93	351.28	347.33	309.02	317.20	301.91	292.55	293.07	321.35	308.60	279.57	265.60	331.44	427.61	344.27	408.97	344.46	290.97	341.75	384.14	317.80	325.27	276.78	297.05	292.94	332.23
