GENE	POSITION	COVERAGE	STRAIN	LOCALE	GROUP
CLUG_05601	1	1.4995	C31.13MP	U	C
CLUG_05601	1	1.5147	C4.9L1	L	C
CLUG_05601	1	1.5287	C5.9L2	L	C
CLUG_05601	1	1.5991	C6.9L3	L	C
CLUG_05601	1	1.6261	C7.9L4	L	C
CLUG_05601	1	1.3882	C8.9M1	M	C
CLUG_05601	1	0.0001	C9.9M2	M	C
CLUG_05601	1	0.0004	ctl1.AL1B	L	A
CLUG_05601	1	1.3539	ctl2.AL1B	L	A
CLUG_05602	12434	0.0000	POSITION	UNK	P
CLUG_05602	12434	0.0000	A10.L4C	L	A
CLUG_05602	12434	0.0000	A11.L11G	L	A
CLUG_05602	12434	0.0000	A12.L10B	L	A
CLUG_05602	12434	0.0000	A13.L3B	L	A
CLUG_05602	12434	0.0000	A14.L4E	L	A
CLUG_05602	12434	0.0000	A15.L4G	L	A
CLUG_05602	12434	0.0000	A16.L7C	L	A
CLUG_05602	12434	0.0000	A17.L1B	L	A
CLUG_05602	12434	0.0000	A18.S4H	S	A
CLUG_05602	12434	0.0000	A19.S3B	S	A
CLUG_05602	12434	0.0000	A2.U10A	U	A
CLUG_05602	12434	0.0000	A20.S1E	S	A
CLUG_05602	12434	0.0000	A21.S8A	S	A
CLUG_05602	12434	0.0000	A22.UpperP	U	A
CLUG_05602	12434	0.0000	A23.LowerP	L	A
CLUG_05602	12434	0.0000	A24.SputuP	S	A
CLUG_05602	12434	0.0000	A3.U3G	U	A
CLUG_05602	12434	0.0000	A4.U3B	U	A
CLUG_05602	12434	0.0000	A5.U10D	U	A
CLUG_05602	12434	0.0000	A6.U5C	U	A
CLUG_05602	12434	0.0000	A7.U3E	U	A
CLUG_05602	12434	0.0000	A8.U2E	U	A
CLUG_05602	12434	1.5055	A9.L3D	L	A
CLUG_05602	12434	0.0053	ATCC42720	Blood	ATCC42720
CLUG_05602	12434	0.0000	B16.1310D	L	B
CLUG_05602	12434	0.0000	B17.1311G	L	B
CLUG_05602	12434	0.0060	B18.1312G	L	B
CLUG_05602	12434	0.0000	B19.1310A	L	B
CLUG_05602	12434	0.0000	B20.1311A	L	B
CLUG_05602	12434	0.0000	B21.1312A	L	B
CLUG_05602	12434	0.0000	B22.134E	U	B
CLUG_05602	12434	0.0000	B23.133H	U	B
CLUG_05602	12434	0.0028	B24.133F	U	B
CLUG_05602	12434	0.0000	B25.135C	U	B
CLUG_05602	12434	0.0029	B26.131A	U	B
CLUG_05602	12434	0.0000	B27.136A	U	B
CLUG_05602	12434	0.0011	B28.13UM	U	B
CLUG_05602	12434	1.5869	B29.13MM	M	B
CLUG_05602	12434	1.6100	C10.9M3	M	C
CLUG_05602	12434	1.8188	C11.9M41	M	C
CLUG_05602	12434	1.3354	C12.9U1	U	C
CLUG_05602	12434	1.5077	C13.9U2	U	C
CLUG_05602	12434	1.3710	C14.9U3	U	C
CLUG_05602	12434	0.0004	C15.9U4s	U	C
CLUG_05602	12434	0.0000	C30.13LM	L	C
CLUG_05602	12434	1.5157	C31.13MP	U	C
CLUG_05602	12434	1.5010	C4.9L1	L	C
CLUG_05602	12434	1.6234	C5.9L2	L	C
CLUG_05602	12434	1.5831	C6.9L3	L	C
CLUG_05602	12434	1.6431	C7.9L4	L	C
CLUG_05602	12434	1.4615	C8.9M1	M	C
CLUG_05602	12434	0.0000	C9.9M2	M	C
CLUG_05602	12434	0.0000	ctl1.AL1B	L	A
CLUG_05602	12434	1.3447	ctl2.AL1B	L	A
CLUG_05603	15417	0.0000	POSITION	UNK	P
CLUG_05603	15417	0.0000	A10.L4C	L	A
CLUG_05603	15417	0.0000	A11.L11G	L	A
CLUG_05603	15417	0.0000	A12.L10B	L	A
CLUG_05603	15417	0.0006	A13.L3B	L	A
CLUG_05603	15417	0.0000	A14.L4E	L	A
CLUG_05603	15417	0.0000	A15.L4G	L	A
CLUG_05603	15417	0.0000	A16.L7C	L	A
CLUG_05603	15417	0.0000	A17.L1B	L	A
CLUG_05603	15417	0.0000	A18.S4H	S	A
CLUG_05603	15417	0.0000	A19.S3B	S	A
CLUG_05603	15417	0.0002	A2.U10A	U	A
CLUG_05603	15417	0.0000	A20.S1E	S	A
CLUG_05603	15417	0.0000	A21.S8A	S	A
CLUG_05603	15417	0.0000	A22.UpperP	U	A
CLUG_05603	15417	0.0000	A23.LowerP	L	A
CLUG_05603	15417	0.0000	A24.SputuP	S	A
CLUG_05603	15417	0.0000	A3.U3G	U	A
CLUG_05603	15417	0.0001	A4.U3B	U	A
CLUG_05603	15417	0.0000	A5.U10D	U	A
CLUG_05603	15417	0.0000	A6.U5C	U	A
CLUG_05603	15417	0.0000	A7.U3E	U	A
CLUG_05603	15417	0.0000	A8.U2E	U	A
CLUG_05603	15417	1.4119	A9.L3D	L	A
CLUG_05603	15417	0.0058	ATCC42720	Blood	ATCC42720
CLUG_05603	15417	0.0000	B16.1310D	L	B
CLUG_05603	15417	0.0000	B17.1311G	L	B
CLUG_05603	15417	0.0039	B18.1312G	L	B
CLUG_05603	15417	0.0000	B19.1310A	L	B
CLUG_05603	15417	0.0000	B20.1311A	L	B
CLUG_05603	15417	0.0008	B21.1312A	L	B
CLUG_05603	15417	0.0000	B22.134E	U	B
CLUG_05603	15417	0.0000	B23.133H	U	B
CLUG_05603	15417	0.0025	B24.133F	U	B
CLUG_05603	15417	0.0000	B25.135C	U	B
CLUG_05603	15417	0.0029	B26.131A	U	B
CLUG_05603	15417	0.0010	B27.136A	U	B
CLUG_05603	15417	0.0003	B28.13UM	U	B
CLUG_05603	15417	1.4593	B29.13MM	M	B
CLUG_05603	15417	1.5279	C10.9M3	M	C
CLUG_05603	15417	1.6721	C11.9M41	M	C
CLUG_05603	15417	1.2673	C12.9U1	U	C
CLUG_05603	15417	1.4063	C13.9U2	U	C
CLUG_05603	15417	1.2307	C14.9U3	U	C
CLUG_05603	15417	0.0004	C15.9U4s	U	C
CLUG_05603	15417	0.0005	C30.13LM	L	C
CLUG_05603	15417	1.5429	C31.13MP	U	C
CLUG_05603	15417	1.3718	C4.9L1	L	C
CLUG_05603	15417	1.5004	C5.9L2	L	C
CLUG_05603	15417	1.5266	C6.9L3	L	C
CLUG_05603	15417	1.5745	C7.9L4	L	C
CLUG_05603	15417	1.3564	C8.9M1	M	C
CLUG_05603	15417	0.0000	C9.9M2	M	C
CLUG_05603	15417	0.0005	ctl1.AL1B	L	A
CLUG_05603	15417	1.2578	ctl2.AL1B	L	A
CLUG_05604	19363	0.0000	POSITION	UNK	P
CLUG_05604	19363	0.0000	A10.L4C	L	A
CLUG_05604	19363	0.0000	A11.L11G	L	A
CLUG_05604	19363	0.0000	A12.L10B	L	A
CLUG_05604	19363	0.0000	A13.L3B	L	A
CLUG_05604	19363	0.0000	A14.L4E	L	A
CLUG_05604	19363	0.0000	A15.L4G	L	A
CLUG_05604	19363	0.0000	A16.L7C	L	A
CLUG_05604	19363	0.0000	A17.L1B	L	A
CLUG_05604	19363	0.0000	A18.S4H	S	A
CLUG_05604	19363	0.0000	A19.S3B	S	A
CLUG_05604	19363	0.0004	A2.U10A	U	A
CLUG_05604	19363	0.0000	A20.S1E	S	A
CLUG_05604	19363	0.0000	A21.S8A	S	A
CLUG_05604	19363	0.0000	A22.UpperP	U	A
CLUG_05604	19363	0.0000	A23.LowerP	L	A
CLUG_05604	19363	0.0000	A24.SputuP	S	A
CLUG_05604	19363	0.0000	A3.U3G	U	A
CLUG_05604	19363	0.0000	A4.U3B	U	A
CLUG_05604	19363	0.0000	A5.U10D	U	A
CLUG_05604	19363	0.0000	A6.U5C	U	A
CLUG_05604	19363	0.0000	A7.U3E	U	A
CLUG_05604	19363	0.0000	A8.U2E	U	A
CLUG_05604	19363	1.3481	A9.L3D	L	A
CLUG_05604	19363	0.0036	ATCC42720	Blood	ATCC42720
CLUG_05604	19363	0.0000	B16.1310D	L	B
CLUG_05604	19363	0.0000	B17.1311G	L	B
CLUG_05604	19363	0.0011	B18.1312G	L	B
CLUG_05604	19363	0.0000	B19.1310A	L	B
CLUG_05604	19363	0.0009	B20.1311A	L	B
CLUG_05604	19363	0.0000	B21.1312A	L	B
CLUG_05604	19363	0.0000	B22.134E	U	B
CLUG_05604	19363	0.0000	B23.133H	U	B
CLUG_05604	19363	0.0029	B24.133F	U	B
CLUG_05604	19363	0.0000	B25.135C	U	B
CLUG_05604	19363	0.0021	B26.131A	U	B
CLUG_05604	19363	0.0019	B27.136A	U	B
CLUG_05604	19363	0.0000	B28.13UM	U	B
CLUG_05604	19363	0.9005	B29.13MM	M	B
CLUG_05604	19363	0.9203	C10.9M3	M	C
CLUG_05604	19363	1.0622	C11.9M41	M	C
CLUG_05604	19363	0.7843	C12.9U1	U	C
CLUG_05604	19363	0.8552	C13.9U2	U	C
CLUG_05604	19363	0.6951	C14.9U3	U	C
CLUG_05604	19363	0.0000	C15.9U4s	U	C
CLUG_05604	19363	0.0000	C30.13LM	L	C
CLUG_05604	19363	0.9170	C31.13MP	U	C
CLUG_05604	19363	0.8726	C4.9L1	L	C
CLUG_05604	19363	0.9677	C5.9L2	L	C
CLUG_05604	19363	0.9559	C6.9L3	L	C
CLUG_05604	19363	1.0595	C7.9L4	L	C
CLUG_05604	19363	0.8832	C8.9M1	M	C
CLUG_05604	19363	0.0000	C9.9M2	M	C
CLUG_05604	19363	0.0000	ctl1.AL1B	L	A
CLUG_05604	19363	0.8049	ctl2.AL1B	L	A
CLUG_05605	21523	0.0000	POSITION	UNK	P
CLUG_05605	21523	0.0000	A10.L4C	L	A
CLUG_05605	21523	0.0000	A11.L11G	L	A
CLUG_05605	21523	0.0023	A12.L10B	L	A
CLUG_05605	21523	0.0000	A13.L3B	L	A
CLUG_05605	21523	0.0000	A14.L4E	L	A
CLUG_05605	21523	0.0000	A15.L4G	L	A
CLUG_05605	21523	0.0000	A16.L7C	L	A
CLUG_05605	21523	0.0000	A17.L1B	L	A
CLUG_05605	21523	0.0000	A18.S4H	S	A
CLUG_05605	21523	0.0000	A19.S3B	S	A
CLUG_05605	21523	0.0000	A2.U10A	U	A
CLUG_05605	21523	0.0000	A20.S1E	S	A
CLUG_05605	21523	0.0000	A21.S8A	S	A
CLUG_05605	21523	0.0000	A22.UpperP	U	A
CLUG_05605	21523	0.0000	A23.LowerP	L	A
CLUG_05605	21523	0.0000	A24.SputuP	S	A
CLUG_05605	21523	0.0000	A3.U3G	U	A
CLUG_05605	21523	0.0000	A4.U3B	U	A
CLUG_05605	21523	0.0000	A5.U10D	U	A
CLUG_05605	21523	0.0000	A6.U5C	U	A
CLUG_05605	21523	0.0000	A7.U3E	U	A
CLUG_05605	21523	0.0000	A8.U2E	U	A
CLUG_05605	21523	1.2797	A9.L3D	L	A
CLUG_05605	21523	0.0038	ATCC42720	Blood	ATCC42720
CLUG_05605	21523	0.0000	B16.1310D	L	B
CLUG_05605	21523	0.0000	B17.1311G	L	B
CLUG_05605	21523	0.0054	B18.1312G	L	B
CLUG_05605	21523	0.0000	B19.1310A	L	B
CLUG_05605	21523	0.0000	B20.1311A	L	B
CLUG_05605	21523	0.0004	B21.1312A	L	B
CLUG_05605	21523	0.0000	B22.134E	U	B
CLUG_05605	21523	0.0000	B23.133H	U	B
CLUG_05605	21523	0.0011	B24.133F	U	B
CLUG_05605	21523	0.0000	B25.135C	U	B
CLUG_05605	21523	0.0041	B26.131A	U	B
CLUG_05605	21523	0.0013	B27.136A	U	B
CLUG_05605	21523	0.0000	B28.13UM	U	B
CLUG_05605	21523	1.6057	B29.13MM	M	B
CLUG_05605	21523	1.6707	C10.9M3	M	C
CLUG_05605	21523	1.8296	C11.9M41	M	C
CLUG_05605	21523	1.4016	C12.9U1	U	C
CLUG_05605	21523	1.5005	C13.9U2	U	C
CLUG_05605	21523	1.3276	C14.9U3	U	C
CLUG_05605	21523	0.0000	C15.9U4s	U	C
CLUG_05605	21523	0.0000	C30.13LM	L	C
CLUG_05605	21523	1.5938	C31.13MP	U	C
CLUG_05605	21523	1.5284	C4.9L1	L	C
CLUG_05605	21523	1.6156	C5.9L2	L	C
CLUG_05605	21523	1.5888	C6.9L3	L	C
CLUG_05605	21523	1.6263	C7.9L4	L	C
CLUG_05605	21523	1.5317	C8.9M1	M	C
CLUG_05605	21523	0.0000	C9.9M2	M	C
CLUG_05605	21523	0.0000	ctl1.AL1B	L	A
CLUG_05605	21523	1.3828	ctl2.AL1B	L	A
CLUG_05606	23437	0.0000	POSITION	UNK	P
CLUG_05606	23437	0.0000	A10.L4C	L	A
CLUG_05606	23437	0.0003	A11.L11G	L	A
CLUG_05606	23437	0.0001	A12.L10B	L	A
CLUG_05606	23437	0.0000	A13.L3B	L	A
CLUG_05606	23437	0.0000	A14.L4E	L	A
CLUG_05606	23437	0.0002	A15.L4G	L	A
CLUG_05606	23437	0.0000	A16.L7C	L	A
CLUG_05606	23437	0.0000	A17.L1B	L	A
CLUG_05606	23437	0.0000	A18.S4H	S	A
CLUG_05606	23437	0.0012	A19.S3B	S	A
CLUG_05606	23437	0.0000	A2.U10A	U	A
CLUG_05606	23437	0.0000	A20.S1E	S	A
CLUG_05606	23437	0.0001	A21.S8A	S	A
CLUG_05606	23437	0.0001	A22.UpperP	U	A
CLUG_05606	23437	0.0002	A23.LowerP	L	A
CLUG_05606	23437	0.0012	A24.SputuP	S	A
CLUG_05606	23437	0.0000	A3.U3G	U	A
CLUG_05606	23437	0.0000	A4.U3B	U	A
CLUG_05606	23437	0.0000	A5.U10D	U	A
CLUG_05606	23437	0.0007	A6.U5C	U	A
CLUG_05606	23437	0.0000	A7.U3E	U	A
CLUG_05606	23437	0.0000	A8.U2E	U	A
CLUG_05606	23437	1.3643	A9.L3D	L	A
CLUG_05606	23437	0.0058	ATCC42720	Blood	ATCC42720
CLUG_05606	23437	0.0001	B16.1310D	L	B
CLUG_05606	23437	0.0004	B17.1311G	L	B
CLUG_05606	23437	0.0035	B18.1312G	L	B
CLUG_05606	23437	0.0005	B19.1310A	L	B
CLUG_05606	23437	0.0000	B20.1311A	L	B
CLUG_05606	23437	0.0006	B21.1312A	L	B
CLUG_05606	23437	0.0000	B22.134E	U	B
CLUG_05606	23437	0.0000	B23.133H	U	B
CLUG_05606	23437	0.0012	B24.133F	U	B
CLUG_05606	23437	0.0005	B25.135C	U	B
CLUG_05606	23437	0.0016	B26.131A	U	B
CLUG_05606	23437	0.0009	B27.136A	U	B
CLUG_05606	23437	0.0001	B28.13UM	U	B
CLUG_05606	23437	1.3984	B29.13MM	M	B
CLUG_05606	23437	1.3360	C10.9M3	M	C
CLUG_05606	23437	1.5058	C11.9M41	M	C
CLUG_05606	23437	1.1551	C12.9U1	U	C
CLUG_05606	23437	1.3104	C13.9U2	U	C
CLUG_05606	23437	1.1633	C14.9U3	U	C
CLUG_05606	23437	0.0000	C15.9U4s	U	C
CLUG_05606	23437	0.0003	C30.13LM	L	C
CLUG_05606	23437	1.2979	C31.13MP	U	C
CLUG_05606	23437	1.3093	C4.9L1	L	C
CLUG_05606	23437	1.3337	C5.9L2	L	C
CLUG_05606	23437	1.3163	C6.9L3	L	C
CLUG_05606	23437	1.3701	C7.9L4	L	C
CLUG_05606	23437	1.2254	C8.9M1	M	C
CLUG_05606	23437	0.0000	C9.9M2	M	C
CLUG_05606	23437	0.0003	ctl1.AL1B	L	A
CLUG_05606	23437	1.2060	ctl2.AL1B	L	A
CLUG_05607	36939	1.2130	POSITION	UNK	P
CLUG_05607	36939	2.2640	A10.L4C	L	A
CLUG_05607	36939	1.2720	A11.L11G	L	A
CLUG_05607	36939	1.1880	A12.L10B	L	A
CLUG_05607	36939	1.1664	A13.L3B	L	A
CLUG_05607	36939	1.2115	A14.L4E	L	A
CLUG_05607	36939	1.2272	A15.L4G	L	A
CLUG_05607	36939	1.2240	A16.L7C	L	A
CLUG_05607	36939	1.0464	A17.L1B	L	A
CLUG_05607	36939	1.2777	A18.S4H	S	A
CLUG_05607	36939	1.2606	A19.S3B	S	A
CLUG_05607	36939	1.1986	A2.U10A	U	A
CLUG_05607	36939	1.1430	A20.S1E	S	A
CLUG_05607	36939	1.3071	A21.S8A	S	A
CLUG_05607	36939	1.4239	A22.UpperP	U	A
CLUG_05607	36939	1.0855	A23.LowerP	L	A
CLUG_05607	36939	1.2475	A24.SputuP	S	A
CLUG_05607	36939	1.1979	A3.U3G	U	A
CLUG_05607	36939	1.1688	A4.U3B	U	A
CLUG_05607	36939	1.2208	A5.U10D	U	A
CLUG_05607	36939	1.2763	A6.U5C	U	A
CLUG_05607	36939	1.2290	A7.U3E	U	A
CLUG_05607	36939	1.2229	A8.U2E	U	A
CLUG_05607	36939	1.2356	A9.L3D	L	A
CLUG_05607	36939	1.3834	ATCC42720	Blood	ATCC42720
CLUG_05607	36939	1.4782	B16.1310D	L	B
CLUG_05607	36939	1.4007	B17.1311G	L	B
CLUG_05607	36939	1.3037	B18.1312G	L	B
CLUG_05607	36939	1.5884	B19.1310A	L	B
CLUG_05607	36939	1.3718	B20.1311A	L	B
CLUG_05607	36939	1.2941	B21.1312A	L	B
CLUG_05607	36939	1.4230	B22.134E	U	B
CLUG_05607	36939	1.3040	B23.133H	U	B
CLUG_05607	36939	1.3560	B24.133F	U	B
CLUG_05607	36939	1.3021	B25.135C	U	B
CLUG_05607	36939	1.3017	B26.131A	U	B
CLUG_05607	36939	1.2447	B27.136A	U	B
CLUG_05607	36939	1.2120	B28.13UM	U	B
CLUG_05607	36939	1.3857	B29.13MM	M	B
CLUG_05607	36939	1.3977	C10.9M3	M	C
CLUG_05607	36939	1.5429	C11.9M41	M	C
CLUG_05607	36939	1.2022	C12.9U1	U	C
CLUG_05607	36939	1.3450	C13.9U2	U	C
CLUG_05607	36939	1.2378	C14.9U3	U	C
CLUG_05607	36939	1.3694	C15.9U4s	U	C
CLUG_05607	36939	1.8660	C30.13LM	L	C
CLUG_05607	36939	1.4077	C31.13MP	U	C
CLUG_05607	36939	1.3189	C4.9L1	L	C
CLUG_05607	36939	1.4203	C5.9L2	L	C
CLUG_05607	36939	1.3960	C6.9L3	L	C
CLUG_05607	36939	1.4592	C7.9L4	L	C
CLUG_05607	36939	1.2286	C8.9M1	M	C
CLUG_05607	36939	1.3180	C9.9M2	M	C
CLUG_05607	36939	1.2997	ctl1.AL1B	L	A
CLUG_05607	36939	1.2224	ctl2.AL1B	L	A
CLUG_05608	41295	1.2406	POSITION	UNK	P
CLUG_05608	41295	2.1202	A10.L4C	L	A
CLUG_05608	41295	1.2655	A11.L11G	L	A
CLUG_05608	41295	1.1906	A12.L10B	L	A
CLUG_05608	41295	1.1514	A13.L3B	L	A
CLUG_05608	41295	1.1821	A14.L4E	L	A
CLUG_05608	41295	1.0963	A15.L4G	L	A
CLUG_05608	41295	1.1145	A16.L7C	L	A
CLUG_05608	41295	1.0104	A17.L1B	L	A
CLUG_05608	41295	1.2094	A18.S4H	S	A
CLUG_05608	41295	1.2924	A19.S3B	S	A
CLUG_05608	41295	1.1922	A2.U10A	U	A
CLUG_05608	41295	1.0714	A20.S1E	S	A
CLUG_05608	41295	1.2273	A21.S8A	S	A
CLUG_05608	41295	1.3308	A22.UpperP	U	A
CLUG_05608	41295	1.1052	A23.LowerP	L	A
CLUG_05608	41295	1.1562	A24.SputuP	S	A
CLUG_05608	41295	1.1080	A3.U3G	U	A
CLUG_05608	41295	1.1140	A4.U3B	U	A
CLUG_05608	41295	1.1878	A5.U10D	U	A
CLUG_05608	41295	1.2423	A6.U5C	U	A
CLUG_05608	41295	1.1426	A7.U3E	U	A
CLUG_05608	41295	1.2449	A8.U2E	U	A
CLUG_05608	41295	1.1325	A9.L3D	L	A
CLUG_05608	41295	1.2458	ATCC42720	Blood	ATCC42720
CLUG_05608	41295	1.3355	B16.1310D	L	B
CLUG_05608	41295	1.3112	B17.1311G	L	B
CLUG_05608	41295	1.1800	B18.1312G	L	B
CLUG_05608	41295	1.4237	B19.1310A	L	B
CLUG_05608	41295	1.2981	B20.1311A	L	B
CLUG_05608	41295	1.1786	B21.1312A	L	B
CLUG_05608	41295	1.2912	B22.134E	U	B
CLUG_05608	41295	1.1583	B23.133H	U	B
CLUG_05608	41295	1.2039	B24.133F	U	B
CLUG_05608	41295	1.2511	B25.135C	U	B
CLUG_05608	41295	1.1688	B26.131A	U	B
CLUG_05608	41295	1.3236	B27.136A	U	B
CLUG_05608	41295	1.2943	B28.13UM	U	B
CLUG_05608	41295	1.2843	B29.13MM	M	B
CLUG_05608	41295	1.2862	C10.9M3	M	C
CLUG_05608	41295	1.5195	C11.9M41	M	C
CLUG_05608	41295	1.1518	C12.9U1	U	C
CLUG_05608	41295	1.3122	C13.9U2	U	C
CLUG_05608	41295	1.1585	C14.9U3	U	C
CLUG_05608	41295	1.2576	C15.9U4s	U	C
CLUG_05608	41295	1.7813	C30.13LM	L	C
CLUG_05608	41295	1.2437	C31.13MP	U	C
CLUG_05608	41295	1.2948	C4.9L1	L	C
CLUG_05608	41295	1.3300	C5.9L2	L	C
CLUG_05608	41295	1.3455	C6.9L3	L	C
CLUG_05608	41295	1.3000	C7.9L4	L	C
CLUG_05608	41295	1.1728	C8.9M1	M	C
CLUG_05608	41295	1.1835	C9.9M2	M	C
CLUG_05608	41295	1.2155	ctl1.AL1B	L	A
CLUG_05608	41295	1.2257	ctl2.AL1B	L	A
CLUG_05609	42926	1.1679	POSITION	UNK	P
CLUG_05609	42926	2.2893	A10.L4C	L	A
CLUG_05609	42926	1.2693	A11.L11G	L	A
CLUG_05609	42926	1.1622	A12.L10B	L	A
CLUG_05609	42926	1.1732	A13.L3B	L	A
CLUG_05609	42926	1.1964	A14.L4E	L	A
CLUG_05609	42926	1.1754	A15.L4G	L	A
CLUG_05609	42926	1.1961	A16.L7C	L	A
CLUG_05609	42926	1.1210	A17.L1B	L	A
CLUG_05609	42926	1.2159	A18.S4H	S	A
CLUG_05609	42926	1.3032	A19.S3B	S	A
CLUG_05609	42926	1.1611	A2.U10A	U	A
CLUG_05609	42926	1.1185	A20.S1E	S	A
CLUG_05609	42926	1.3067	A21.S8A	S	A
CLUG_05609	42926	1.4295	A22.UpperP	U	A
CLUG_05609	42926	1.1198	A23.LowerP	L	A
CLUG_05609	42926	1.1685	A24.SputuP	S	A
CLUG_05609	42926	1.2236	A3.U3G	U	A
CLUG_05609	42926	1.2353	A4.U3B	U	A
CLUG_05609	42926	1.2065	A5.U10D	U	A
CLUG_05609	42926	1.3319	A6.U5C	U	A
CLUG_05609	42926	1.1637	A7.U3E	U	A
CLUG_05609	42926	1.1896	A8.U2E	U	A
CLUG_05609	42926	1.1653	A9.L3D	L	A
CLUG_05609	42926	1.3172	ATCC42720	Blood	ATCC42720
CLUG_05609	42926	1.3531	B16.1310D	L	B
CLUG_05609	42926	1.3105	B17.1311G	L	B
CLUG_05609	42926	1.2679	B18.1312G	L	B
CLUG_05609	42926	1.4380	B19.1310A	L	B
CLUG_05609	42926	1.3075	B20.1311A	L	B
CLUG_05609	42926	1.1701	B21.1312A	L	B
CLUG_05609	42926	1.3290	B22.134E	U	B
CLUG_05609	42926	1.2075	B23.133H	U	B
CLUG_05609	42926	1.2940	B24.133F	U	B
CLUG_05609	42926	1.3258	B25.135C	U	B
CLUG_05609	42926	1.2104	B26.131A	U	B
CLUG_05609	42926	1.1723	B27.136A	U	B
CLUG_05609	42926	1.2301	B28.13UM	U	B
CLUG_05609	42926	1.3831	B29.13MM	M	B
CLUG_05609	42926	1.3586	C10.9M3	M	C
CLUG_05609	42926	1.5186	C11.9M41	M	C
CLUG_05609	42926	1.1650	C12.9U1	U	C
CLUG_05609	42926	1.3262	C13.9U2	U	C
CLUG_05609	42926	1.1475	C14.9U3	U	C
CLUG_05609	42926	1.3319	C15.9U4s	U	C
CLUG_05609	42926	1.8161	C30.13LM	L	C
CLUG_05609	42926	1.2420	C31.13MP	U	C
CLUG_05609	42926	1.3896	C4.9L1	L	C
CLUG_05609	42926	1.3339	C5.9L2	L	C
CLUG_05609	42926	1.3478	C6.9L3	L	C
CLUG_05609	42926	1.3835	C7.9L4	L	C
CLUG_05609	42926	1.2090	C8.9M1	M	C
CLUG_05609	42926	1.2242	C9.9M2	M	C
CLUG_05609	42926	1.2248	ctl1.AL1B	L	A
CLUG_05609	42926	1.2184	ctl2.AL1B	L	A
CLUG_05610	45187	1.2286	POSITION	UNK	P
CLUG_05610	45187	2.5108	A10.L4C	L	A
CLUG_05610	45187	1.2731	A11.L11G	L	A
CLUG_05610	45187	1.3237	A12.L10B	L	A
CLUG_05610	45187	1.2348	A13.L3B	L	A
CLUG_05610	45187	1.3133	A14.L4E	L	A
CLUG_05610	45187	1.2453	A15.L4G	L	A
CLUG_05610	45187	1.2424	A16.L7C	L	A
CLUG_05610	45187	1.1382	A17.L1B	L	A
CLUG_05610	45187	1.2947	A18.S4H	S	A
CLUG_05610	45187	1.3956	A19.S3B	S	A
CLUG_05610	45187	1.2973	A2.U10A	U	A
CLUG_05610	45187	1.1597	A20.S1E	S	A
CLUG_05610	45187	1.4129	A21.S8A	S	A
CLUG_05610	45187	1.5611	A22.UpperP	U	A
CLUG_05610	45187	1.1869	A23.LowerP	L	A
CLUG_05610	45187	1.1749	A24.SputuP	S	A
CLUG_05610	45187	1.2637	A3.U3G	U	A
CLUG_05610	45187	1.2145	A4.U3B	U	A
