GENE	A10.L4C	A11.L11G	A12.L10B	A13.L3B	A14.L4E	A15.L4G	A16.L7C	A17.L1B	A18.S4H	A19.S3B	A2.U10A	A20.S1E	A21.S8A	A22.UpperP	A23.LowerP	A24.SputuP	A3.U3G	A4.U3B	A5.U10D	A6.U5C	A7.U3E	A8.U2E	A9.L3D	ATCC42720	B16.1310D	B17.1311G	B18.1312G	B19.1310A	B20.1311A	B21.1312A	B22.134E	B23.133H	B24.133F	B25.135C	B26.131A	B27.136A	B28.13UM	B29.13MM	C10.9M3	C11.9M41	C12.9U1	C13.9U2	C14.9U3	C15.9U4s	C30.13LM	C31.13MP	C4.9L1	C5.9L2	C6.9L3	C7.9L4	C8.9M1	C9.9M2	ctl1.AL1B	ctl2.AL1B	ctl3.C9L1
CLUG_01224	168.39	191.43	156.58	203.01	189.79	166.76	146.83	137.60	156.67	294.38	187.28	162.72	180.63	382.30	533.03	153.43	136.49	145.82	152.40	650.18	250.93	216.78	172.47	243.08	506.98	547.22	569.21	515.74	515.68	449.69	438.86	511.01	443.64	406.09	466.03	455.40	330.58	362.72	425.84	506.11	641.17	508.72	597.30	475.55	474.03	647.86	442.12	491.48	563.25	504.30	560.04	430.92	439.58	449.79	446.51
CLUG_01225	150.06	195.76	153.76	201.37	174.50	163.18	150.08	140.22	155.72	280.33	182.18	146.75	179.61	367.25	534.36	146.16	136.36	141.08	150.25	621.90	255.17	200.81	165.00	230.41	499.71	548.00	573.14	480.64	485.06	431.74	432.73	512.71	414.27	392.67	470.34	487.49	319.34	345.11	425.62	488.39	636.97	498.64	584.85	497.24	451.17	623.11	452.77	510.30	551.19	499.70	544.72	408.83	445.90	421.26	451.78
CLUG_01226	146.02	191.65	151.53	181.37	169.80	153.15	143.38	119.01	149.86	256.90	173.12	147.51	167.66	339.96	498.31	140.04	125.76	129.67	135.94	594.58	235.76	193.83	160.57	219.14	476.03	537.27	564.17	488.43	498.51	410.24	435.82	493.11	411.98	405.78	470.93	445.29	328.15	376.64	434.26	496.23	624.45	495.21	570.72	460.57	457.61	617.86	437.81	491.37	542.85	473.46	531.31	407.28	435.10	425.26	431.91
CLUG_01227	157.84	197.02	154.27	188.67	191.89	160.22	147.65	125.24	160.89	276.56	174.90	137.37	186.96	349.09	508.98	155.62	135.02	141.42	151.72	631.87	252.51	202.02	165.17	235.13	472.96	540.10	533.05	483.08	486.59	439.68	435.82	483.73	431.88	410.58	466.48	447.37	337.36	353.91	428.03	492.26	629.29	486.97	567.06	466.43	441.46	623.70	421.48	504.25	539.40	474.66	552.05	401.11	444.42	416.83	430.19
CLUG_01228	153.37	190.47	149.59	197.23	183.35	150.55	140.39	120.73	162.62	266.83	168.98	142.78	165.63	370.35	526.47	152.18	127.76	124.78	152.89	636.27	228.00	206.95	157.03	247.32	475.76	547.91	522.69	499.08	489.36	390.67	429.59	472.18	420.58	408.81	447.35	459.31	306.19	313.50	433.33	473.11	611.56	461.47	557.25	458.30	432.72	606.63	447.59	481.10	525.41	491.96	549.01	401.44	394.75	421.34	439.82
CLUG_01229	137.26	190.57	138.28	172.94	166.62	126.08	122.98	123.66	149.42	258.76	153.09	134.09	162.31	330.94	498.37	129.19	119.99	117.59	111.23	586.97	223.35	190.91	147.59	212.49	450.85	488.44	481.86	445.41	411.59	374.67	374.24	456.87	376.86	360.84	419.82	433.28	309.39	308.19	387.38	416.17	585.50	457.55	513.62	402.77	413.06	573.73	370.62	452.13	500.47	422.19	466.20	387.90	380.35	410.81	397.08
CLUG_01230	140.66	177.06	132.99	180.10	157.86	145.71	129.50	108.32	143.44	272.62	155.71	136.33	165.00	336.20	477.69	132.17	121.68	135.12	130.88	571.51	217.33	195.86	154.40	211.20	441.89	509.78	504.30	460.98	448.87	382.15	392.82	454.88	382.16	372.92	434.67	435.73	327.04	345.21	405.73	455.29	607.27	448.69	533.92	447.74	434.75	584.77	434.21	481.07	531.61	457.01	484.24	393.50	399.39	401.36	409.08
CLUG_01231	144.30	175.73	133.87	170.10	179.00	133.43	130.70	111.44	136.85	252.86	151.26	129.90	171.31	315.07	453.39	124.51	128.55	129.75	129.10	596.75	214.35	173.19	158.90	221.04	446.30	503.96	505.66	434.60	424.24	382.40	390.58	457.48	389.07	377.53	405.65	404.10	368.19	374.01	392.14	427.90	595.23	472.08	512.26	421.09	405.99	589.61	416.51	485.48	528.81	427.85	507.76	403.12	406.51	378.22	411.28
CLUG_01232	134.62	159.56	130.62	153.77	162.83	144.77	119.82	119.76	131.51	239.01	161.66	128.07	162.74	297.08	445.66	130.87	115.28	118.22	128.38	535.94	189.43	188.63	139.78	210.83	434.38	513.48	497.55	451.59	436.48	390.59	401.51	439.62	363.40	388.08	405.81	395.94	310.86	306.49	392.67	457.96	567.49	433.35	532.69	415.60	417.78	568.02	397.16	447.08	494.87	432.75	490.14	368.37	402.87	392.43	398.44
CLUG_01233	139.60	173.41	136.94	175.72	168.92	137.88	128.66	101.48	142.70	257.49	155.38	134.34	170.71	305.33	480.09	136.49	130.98	129.89	136.69	553.36	227.81	180.32	157.70	214.47	431.07	516.30	534.70	461.87	453.40	383.40	385.95	452.63	402.80	384.60	437.37	438.13	351.70	364.71	399.06	467.20	595.91	442.95	548.05	428.99	430.83	569.53	441.32	476.32	538.67	458.00	510.81	405.58	440.52	423.68	437.25
CLUG_01234	134.90	155.70	125.60	169.38	152.47	144.63	118.45	113.20	140.62	244.96	147.29	127.49	152.59	310.52	429.45	120.50	119.35	136.34	126.62	542.40	202.78	174.44	149.21	198.25	421.68	485.64	460.12	456.97	422.58	367.87	385.52	461.39	369.99	357.34	432.88	413.19	290.78	305.87	405.38	462.52	561.60	432.80	503.61	411.74	415.78	563.12	402.39	446.40	497.64	458.49	501.00	389.47	380.07	386.47	399.93
CLUG_01235	135.52	175.63	140.40	169.35	158.16	144.49	118.08	111.85	145.74	256.96	157.75	136.62	159.80	324.24	464.69	128.87	124.64	137.92	126.97	550.19	214.66	184.15	147.75	211.03	457.66	517.64	510.75	472.76	441.69	388.59	403.55	451.85	409.28	382.37	445.98	436.04	346.84	356.75	420.15	467.27	606.50	473.65	557.61	444.93	415.86	610.44	444.50	474.01	542.51	466.31	516.27	418.54	416.79	405.86	421.18
CLUG_01236	150.54	174.25	151.64	187.26	170.82	153.86	118.79	120.15	159.33	258.64	166.38	149.63	161.64	348.27	514.30	146.62	132.65	140.37	136.35	570.16	227.00	206.69	158.32	211.79	483.06	542.50	529.82	490.27	451.76	425.78	423.99	467.88	400.54	378.42	474.37	468.90	334.22	353.33	425.42	482.59	619.16	474.58	590.97	466.01	439.14	624.48	434.81	491.27	534.71	466.42	530.71	441.78	422.89	423.92	453.85
CLUG_01237	149.66	184.49	144.45	186.58	180.21	159.75	120.79	123.67	160.24	262.32	167.68	142.08	178.18	356.50	499.48	141.19	130.94	137.59	138.55	575.93	232.21	185.32	157.64	228.98	454.88	551.52	489.74	489.49	452.74	392.18	416.71	476.31	386.90	396.17	426.82	443.97	361.57	371.63	404.22	500.02	622.05	493.97	568.00	457.66	453.91	593.44	447.46	503.50	546.05	474.00	543.96	417.52	435.61	422.80	425.79
CLUG_01238	158.55	214.60	152.46	195.67	191.70	161.07	135.03	127.95	170.59	290.82	181.54	146.49	193.20	374.46	570.51	159.59	139.62	144.89	145.68	641.16	248.83	219.38	179.27	236.78	472.87	566.58	543.75	505.08	477.48	425.67	427.13	483.25	415.45	407.03	474.87	461.69	328.51	351.07	422.65	497.84	615.13	498.01	588.99	481.59	449.35	632.66	438.97	499.45	550.27	479.22	541.87	408.04	452.84	433.51	450.80
CLUG_01239	124.48	163.49	110.68	148.98	144.26	138.45	110.28	101.31	135.54	229.44	131.34	120.30	163.25	286.94	403.90	122.63	105.84	119.02	107.48	500.16	199.61	154.93	139.36	198.67	381.70	459.23	417.96	398.11	395.98	334.21	360.39	386.32	348.14	341.72	399.89	381.55	279.22	274.26	368.06	416.45	525.13	413.33	482.88	397.83	369.10	509.43	367.81	445.02	485.05	397.90	467.10	358.61	386.86	370.63	393.12
CLUG_01240	147.49	200.12	150.27	186.41	178.99	145.27	137.34	127.62	166.51	275.09	164.28	131.47	175.90	346.42	524.03	150.63	126.43	133.56	121.82	597.00	231.38	205.06	172.12	240.01	466.05	544.36	504.44	491.77	468.11	383.06	410.26	441.01	409.64	380.16	432.01	436.97	326.94	326.68	415.63	480.37	597.02	489.07	578.39	461.65	438.86	562.28	406.71	478.95	564.70	471.11	532.64	406.22	430.96	410.12	411.49
CLUG_01241	147.14	192.73	136.87	182.92	166.24	152.01	121.91	125.22	158.87	277.25	169.18	140.62	179.63	341.94	511.79	139.01	124.20	131.41	136.30	583.38	227.06	193.80	161.72	226.67	463.59	551.62	503.00	476.53	459.50	397.93	390.77	449.01	401.84	398.31	437.99	453.62	327.45	327.21	423.59	471.48	600.83	485.53	555.79	449.52	432.97	600.23	430.70	496.40	542.36	460.88	517.37	412.67	438.21	426.59	430.57
CLUG_01242	131.92	207.19	126.79	181.86	161.51	149.68	121.36	134.00	158.91	243.11	155.84	149.35	181.52	337.58	547.95	148.91	135.02	133.69	147.98	590.66	231.71	168.12	175.32	231.38	456.63	540.66	473.20	474.69	445.58	406.90	376.16	461.92	412.53	374.51	442.60	468.84	314.96	337.50	405.90	454.84	617.14	453.17	545.32	463.18	425.89	596.79	440.08	474.93	527.32	454.82	540.32	405.82	427.26	394.30	419.76
CLUG_01243	138.77	182.05	149.71	176.34	162.29	145.56	111.48	114.79	151.79	258.60	165.06	126.64	178.33	349.04	502.64	141.83	121.93	143.02	140.37	584.75	233.01	185.19	155.46	232.72	434.50	520.25	491.69	462.26	441.92	398.63	424.94	458.21	383.48	399.38	434.62	449.89	310.38	299.87	415.30	472.36	576.14	497.39	579.31	466.93	444.42	569.56	442.13	496.23	515.40	438.00	506.30	420.32	437.49	407.40	416.22
CLUG_01244	140.40	183.35	129.08	166.48	164.40	134.64	116.52	111.44	151.78	264.98	153.44	129.70	171.25	339.44	477.10	133.31	125.42	124.88	137.37	561.47	220.28	181.89	156.02	225.95	399.22	498.43	452.40	453.81	416.30	366.94	366.65	414.23	373.53	363.05	423.53	420.76	312.08	317.89	378.53	443.00	562.55	456.16	534.19	413.89	399.11	536.59	406.22	450.07	493.35	434.22	481.64	380.91	403.39	391.13	401.25
CLUG_01245	147.56	171.07	143.49	183.18	160.65	149.70	106.72	110.28	158.30	256.32	158.11	125.72	162.00	322.31	485.08	153.00	125.79	126.65	133.24	554.67	215.11	185.35	151.36	205.95	438.17	498.47	469.92	438.92	426.26	394.53	368.66	434.59	374.63	382.58	409.82	418.47	297.48	316.02	354.42	436.59	583.03	440.91	540.78	426.90	398.03	542.36	412.57	443.81	515.63	424.64	500.56	399.28	406.82	391.73	408.51
CLUG_01246	135.50	182.77	127.85	168.62	156.39	139.23	117.85	110.03	142.62	256.38	154.85	127.45	166.97	311.28	474.01	128.36	123.70	124.97	133.08	549.52	203.84	188.76	152.72	194.83	413.05	500.18	445.76	456.80	410.80	367.65	353.32	423.18	384.60	368.81	399.06	420.39	311.07	309.16	384.49	424.18	555.48	454.78	549.02	420.09	403.75	544.02	409.37	473.66	477.68	423.20	502.22	391.48	401.77	406.88	398.10
CLUG_01247	144.95	192.60	139.72	180.52	173.82	139.73	120.64	125.18	152.90	277.14	176.80	142.86	177.87	347.95	512.71	150.17	128.49	135.09	127.29	605.31	222.12	195.01	161.56	227.36	436.10	526.99	476.40	475.51	451.95	388.76	396.86	441.73	409.21	393.10	447.12	452.91	319.01	330.60	392.37	461.04	602.10	469.12	560.97	444.21	436.79	586.47	423.36	491.59	524.48	456.10	509.56	399.65	421.38	427.44	414.47
CLUG_01248	138.75	184.39	128.94	176.77	163.51	138.69	116.77	118.88	155.23	268.67	161.83	127.36	173.45	333.74	481.86	144.77	125.65	127.81	133.29	575.69	215.56	178.60	158.36	208.83	413.13	507.37	471.61	447.22	423.02	376.99	375.44	411.56	384.18	377.91	421.00	421.30	282.33	304.73	390.27	430.20	568.81	446.24	537.78	436.38	408.09	566.03	404.78	454.35	492.51	436.59	487.70	374.57	416.54	404.54	397.96
CLUG_01249	146.89	178.99	131.14	183.47	172.93	150.82	131.98	120.14	163.28	264.74	160.75	134.76	169.26	335.39	516.75	153.59	121.21	129.89	136.08	593.61	229.44	200.86	160.16	206.20	459.99	536.64	509.51	472.53	453.50	382.02	399.00	446.05	392.91	386.93	422.82	458.82	336.63	340.57	400.82	461.55	577.33	498.19	558.72	450.38	440.87	600.82	436.18	482.17	542.62	440.54	518.59	413.08	429.65	424.28	434.44
CLUG_01250	137.82	172.94	140.20	175.20	174.73	144.89	119.86	114.75	140.51	261.26	150.60	131.35	176.68	321.93	492.65	135.83	116.88	126.79	145.01	569.81	216.66	193.34	157.18	205.16	409.92	488.31	484.95	427.92	423.67	354.04	374.83	431.23	371.93	372.94	410.85	423.61	276.78	287.21	367.80	414.19	539.22	455.52	516.94	420.35	413.15	544.14	383.52	440.52	498.02	410.99	472.25	361.34	399.35	384.87	390.97
CLUG_01251	136.36	178.41	132.77	177.59	172.61	131.23	119.83	103.87	134.04	267.00	147.49	129.61	158.27	319.08	466.27	139.03	115.32	129.34	132.59	553.38	207.70	178.57	153.44	206.67	419.03	489.86	457.36	439.11	415.88	367.35	380.99	414.03	356.43	378.25	405.65	413.53	271.85	289.38	369.10	419.49	524.71	454.91	535.48	427.02	414.91	562.55	383.06	447.94	493.86	408.43	460.74	363.25	388.26	393.10	403.73
CLUG_01252	132.64	180.15	136.50	168.84	161.50	137.90	132.11	118.84	151.20	274.53	146.84	136.57	160.21	315.79	453.64	134.77	120.13	121.18	129.46	569.28	200.69	172.29	152.85	220.60	398.45	502.19	455.38	441.51	411.20	367.71	378.91	412.29	381.80	367.00	407.69	434.26	268.32	284.52	402.21	418.53	522.46	432.43	522.37	450.44	385.20	532.62	391.92	435.10	498.70	420.15	472.91	360.56	390.60	409.70	411.99
CLUG_01253	136.87	168.38	133.87	173.34	165.48	132.01	114.64	106.54	145.47	265.15	150.53	129.40	176.06	303.82	453.82	141.58	125.42	124.43	118.97	563.03	210.46	167.93	152.44	214.02	428.03	480.77	466.43	451.87	398.54	364.77	376.77	422.34	381.28	363.94	405.68	398.14	329.73	338.84	383.31	419.47	536.46	446.53	512.92	425.67	412.86	531.56	388.96	456.81	491.92	414.59	458.94	344.56	411.11	391.24	390.44
CLUG_01254	139.51	187.53	130.01	171.40	162.89	141.90	123.04	116.46	153.61	269.27	151.45	126.61	168.00	330.96	474.90	141.03	117.41	126.21	131.03	563.25	213.97	181.77	157.37	217.37	434.87	502.67	476.20	452.17	429.61	367.13	383.02	427.92	387.11	390.25	403.76	436.51	298.32	320.22	369.60	423.55	557.18	446.31	535.21	424.80	433.73	560.59	398.86	458.19	490.35	412.83	476.87	386.75	412.85	402.44	394.11
CLUG_01255	142.82	190.85	134.18	188.69	174.59	142.71	125.97	128.68	156.41	279.05	167.11	139.39	175.61	346.12	508.79	152.95	126.91	134.02	141.02	597.44	217.82	192.96	162.85	226.48	448.12	524.99	492.19	475.69	443.67	397.59	402.48	435.66	407.06	390.10	432.45	446.63	312.40	327.11	378.66	443.81	551.40	472.42	547.00	459.22	433.52	575.10	403.41	469.03	513.12	437.29	493.99	378.36	424.12	408.27	408.36
CLUG_01256	126.98	148.26	114.32	147.37	147.66	130.54	111.76	100.43	129.16	228.31	127.53	109.84	146.03	282.32	401.19	106.05	102.84	117.09	120.42	488.88	181.83	161.09	129.92	178.90	401.27	452.36	452.22	417.78	398.39	362.63	344.71	392.20	352.59	356.23	394.46	388.42	333.07	351.56	344.07	391.19	510.78	407.42	493.46	402.50	404.66	506.96	375.97	413.27	460.38	382.32	447.44	331.38	376.83	380.32	372.16
CLUG_01257	125.97	160.27	112.59	153.68	150.99	126.28	106.43	101.63	132.07	230.37	140.46	121.54	145.48	293.57	398.86	116.42	104.52	114.99	121.68	511.38	172.90	159.93	129.63	191.50	421.50	480.61	448.90	439.95	409.91	346.18	372.15	404.04	369.01	358.38	395.46	402.32	342.69	375.55	361.75	396.19	519.16	424.53	518.83	420.61	411.43	520.60	413.25	428.32	467.57	404.03	445.75	368.87	384.58	380.61	368.95
CLUG_01258	136.15	153.18	111.54	155.45	140.31	122.58	105.05	106.37	134.56	232.24	141.25	112.45	152.44	278.98	398.48	112.51	110.63	109.21	116.34	501.26	179.29	155.72	131.97	187.45	414.32	454.80	441.16	452.63	386.55	352.31	366.63	392.91	362.53	361.67	391.73	386.15	290.08	339.32	344.58	387.46	499.92	411.72	493.42	392.12	380.11	527.92	335.57	407.88	472.27	387.07	439.35	335.75	368.87	372.56	362.43
CLUG_01259	121.48	163.96	111.88	140.07	132.83	125.58	102.46	96.74	121.29	232.88	138.48	120.88	153.04	276.14	391.57	111.07	101.12	104.94	120.07	494.71	178.40	164.44	132.35	169.78	372.51	437.46	460.29	399.69	396.90	351.08	360.86	382.74	363.29	353.50	387.40	378.84	350.58	384.67	326.12	398.83	487.80	408.50	462.81	391.39	392.41	521.95	364.25	399.09	446.60	375.21	423.80	318.83	370.28	350.90	339.71
CLUG_01260	142.52	179.33	130.97	177.31	160.48	146.55	120.88	119.26	155.01	265.81	163.66	133.39	170.19	339.11	490.87	140.76	117.29	140.25	123.53	593.14	208.25	177.84	156.99	207.99	448.36	499.73	489.88	457.68	435.61	374.13	393.12	425.84	385.14	375.43	414.62	412.00	292.11	295.34	370.05	412.22	527.00	442.41	504.51	428.35	407.78	542.32	380.54	436.28	485.83	425.79	468.13	362.28	407.79	383.53	388.49
CLUG_01261	158.31	187.01	134.39	180.60	174.06	136.77	122.77	120.47	162.31	276.44	166.23	135.46	175.32	359.44	492.59	150.58	125.87	134.71	140.71	591.30	212.84	183.25	163.67	210.15	430.34	483.88	481.51	471.72	426.60	385.25	389.80	436.92	408.63	365.36	419.22	413.95	279.92	300.47	354.49	416.28	524.47	446.42	517.31	438.31	419.68	546.04	378.08	432.00	471.84	413.30	459.14	357.77	407.09	402.08	382.18
CLUG_01262	150.30	166.40	128.92	184.25	170.13	131.32	125.79	118.20	161.36	253.27	160.64	134.73	172.20	325.60	489.41	139.16	121.42	130.71	134.20	553.41	196.71	181.32	156.86	198.10	444.11	465.97	493.80	443.89	418.32	377.85	389.57	412.40	400.27	378.81	416.05	412.87	299.16	310.33	346.76	402.20	504.06	448.08	516.09	436.18	414.94	541.90	366.83	431.55	460.63	384.01	441.99	361.89	390.86	404.03	370.84
CLUG_01263	131.68	166.71	117.08	164.27	147.39	128.13	117.49	111.93	135.82	242.32	138.68	123.79	150.94	304.63	424.98	122.70	121.21	116.94	121.02	542.32	181.66	161.54	135.65	178.51	416.15	465.29	472.07	455.87	414.42	375.75	365.78	399.83	403.34	349.52	393.77	404.57	330.79	358.56	346.96	411.52	526.29	438.69	514.71	419.78	410.88	521.08	395.62	432.39	448.22	376.17	435.70	349.17	408.99	380.98	366.44
CLUG_01264	141.65	181.27	123.93	169.29	162.91	138.58	125.58	121.19	143.75	267.41	156.31	132.66	168.97	317.21	461.29	137.61	122.43	126.69	128.58	571.26	209.90	184.47	155.94	198.76	433.79	469.49	490.75	449.19	407.37	373.20	377.33	416.61	386.30	364.01	398.09	407.94	262.28	285.87	344.69	386.39	486.42	420.33	505.76	420.55	402.55	525.16	370.44	413.01	444.05	376.41	436.78	330.63	392.52	393.24	371.08
CLUG_01265	158.28	187.04	130.51	182.33	168.89	142.44	126.29	118.28	154.17	266.42	165.50	136.97	170.86	332.32	488.01	142.77	127.58	129.23	134.44	578.35	206.70	185.55	154.06	203.21	450.70	497.83	496.77	461.24	428.73	391.35	406.22	424.34	415.27	383.46	408.37	421.48	307.76	334.71	354.97	389.51	505.18	459.14	526.57	445.02	430.81	546.93	372.58	431.06	470.82	405.51	446.21	351.64	400.63	408.36	389.35
CLUG_01266	156.68	182.85	128.69	193.70	174.97	143.92	134.71	132.93	152.61	283.90	169.35	147.62	194.93	341.16	522.03	160.08	126.00	131.86	141.39	607.29	210.79	187.24	163.08	204.76	445.69	504.30	493.23	459.54	429.83	391.32	406.16	420.61	391.57	360.80	400.39	415.87	257.00	287.38	333.89	388.36	491.62	443.07	502.82	418.96	413.51	534.82	368.24	422.49	466.74	389.65	439.55	336.59	405.23	392.26	377.53
