GENE	A10.L4C	A11.L11G	A12.L10B	A13.L3B	A14.L4E	A15.L4G	A16.L7C	A17.L1B	A18.S4H	A19.S3B	A2.U10A	A20.S1E	A21.S8A	A22.UpperP	A23.LowerP	A24.SputuP	A3.U3G	A4.U3B	A5.U10D	A6.U5C	A7.U3E	A8.U2E	A9.L3D	ATCC42720	B16.1310D	B17.1311G	B18.1312G	B19.1310A	B20.1311A	B21.1312A	B22.134E	B23.133H	B24.133F	B25.135C	B26.131A	B27.136A	B28.13UM	B29.13MM	C10.9M3	C11.9M41	C12.9U1	C13.9U2	C14.9U3	C15.9U4s	C30.13LM	C31.13MP	C4.9L1	C5.9L2	C6.9L3	C7.9L4	C8.9M1	C9.9M2	ctl1.AL1B	ctl2.AL1B	ctl3.C9L1
CLUG_04111	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	238.54	1.95	0.00	0.11	2.42	0.12	0.04	0.22	0.00	0.00	0.60	0.08	1.75	0.14	0.17	543.27	652.83	714.97	815.17	775.49	684.35	0.16	0.02	652.18	700.30	778.82	667.98	742.88	638.13	0.08	0.08	700.87
CLUG_04112	171.52	197.93	171.95	199.27	202.18	187.77	164.87	153.65	174.13	307.63	202.98	184.81	182.84	361.97	540.03	140.32	137.43	146.73	149.41	674.46	284.10	217.61	173.12	238.44	561.48	582.03	622.62	553.64	582.65	480.77	468.12	567.42	495.67	450.57	488.31	460.63	438.63	484.50	476.18	497.74	631.60	547.50	633.20	495.56	529.80	643.69	477.11	540.86	579.52	521.61	567.76	452.59	473.43	466.06	456.84
CLUG_04113	146.82	166.39	145.98	172.81	163.25	156.23	137.47	120.27	138.86	248.05	164.00	146.42	155.87	302.36	443.79	116.49	118.43	130.52	123.33	578.10	220.28	192.11	163.55	194.44	482.25	499.28	536.91	488.84	467.03	432.04	416.78	495.94	425.52	382.16	433.56	399.96	341.86	404.78	400.70	450.75	564.93	464.53	537.08	440.97	447.23	585.36	407.91	475.42	506.15	438.73	486.15	387.89	395.61	396.18	405.64
CLUG_04114	161.83	198.96	167.86	194.15	189.84	187.12	162.51	138.40	164.58	290.79	196.69	164.04	175.27	343.97	538.24	146.16	139.88	140.77	144.98	636.10	257.58	221.46	173.85	221.16	540.30	545.30	591.39	535.27	533.86	465.84	458.09	559.57	496.13	414.24	469.76	462.07	385.81	424.73	447.66	472.39	621.93	519.57	613.56	494.54	503.14	622.14	437.26	524.09	566.72	504.40	580.87	423.57	438.78	453.08	430.99
CLUG_04115	197.89	237.57	192.43	221.39	224.16	196.52	177.04	163.60	210.18	352.01	235.11	172.11	217.39	420.02	644.95	172.59	163.69	164.69	164.21	776.70	293.07	238.68	207.71	246.59	604.29	657.12	671.60	597.84	609.19	520.69	512.89	607.79	538.99	494.35	537.95	509.65	452.51	533.47	501.07	527.88	656.87	557.30	654.32	535.58	543.39	713.87	512.57	550.68	608.27	540.52	592.21	476.22	512.35	484.22	451.49
CLUG_04116	158.80	190.62	146.75	193.50	183.28	167.29	140.28	136.18	158.30	275.37	180.52	143.74	174.73	328.68	507.74	145.84	137.26	141.65	144.89	605.85	244.37	207.37	176.32	216.76	498.28	533.86	558.52	496.00	516.62	444.32	440.53	531.40	439.67	405.61	455.10	427.82	377.69	415.96	438.64	477.66	586.11	483.35	570.14	449.24	474.58	600.23	416.03	474.07	546.99	497.65	541.44	412.97	438.36	430.98	424.27
CLUG_04117	157.74	178.16	155.17	186.32	177.95	168.48	137.39	127.70	169.66	273.10	178.30	141.61	171.61	340.11	494.50	132.74	137.16	134.70	133.89	606.04	229.77	189.54	168.59	216.48	501.37	523.22	553.51	488.01	500.29	410.42	442.72	517.23	437.37	394.69	434.41	432.73	353.73	390.60	423.15	464.91	589.19	490.78	557.64	459.32	462.44	583.10	429.34	450.91	547.80	451.92	536.28	402.36	425.45	405.46	427.52
CLUG_04118	160.31	196.23	145.74	197.74	176.88	152.49	138.98	135.98	156.80	286.99	176.61	152.04	184.42	347.48	526.86	152.87	137.41	141.63	142.07	611.00	236.30	203.18	175.67	207.85	490.28	545.49	568.59	512.70	510.48	435.03	424.15	495.22	428.73	407.93	457.01	443.64	342.29	365.96	432.57	473.22	591.84	489.95	561.37	455.90	464.95	579.86	425.21	493.24	549.57	472.34	524.70	394.53	424.39	427.57	438.98
CLUG_04119	157.31	187.95	150.09	204.36	180.52	169.85	144.04	135.62	162.93	282.05	184.02	150.27	182.92	351.37	541.44	142.60	135.09	145.89	149.23	637.99	237.20	218.69	171.64	216.67	497.36	578.33	574.24	532.56	541.38	454.85	461.14	522.44	448.81	437.58	453.86	460.07	370.42	400.22	434.19	490.30	620.51	534.65	595.90	471.05	474.23	608.01	456.45	496.78	553.56	483.88	562.19	406.88	431.75	443.30	448.99
CLUG_04120	165.51	189.66	154.33	195.65	191.47	157.51	143.11	127.86	167.21	278.46	184.32	153.62	178.29	340.38	544.83	157.10	142.36	142.09	141.04	629.18	253.79	217.04	172.85	237.24	527.10	573.68	577.81	544.79	539.89	429.79	445.80	530.36	465.05	445.51	463.65	459.14	351.54	389.32	437.07	502.51	610.63	547.36	604.13	468.58	466.10	633.56	459.57	514.49	587.83	506.29	565.90	431.75	446.47	460.00	473.04
CLUG_04121	135.18	170.83	142.48	172.48	163.54	152.95	126.98	116.69	149.99	257.75	157.44	131.56	160.06	302.51	468.64	125.04	107.74	128.38	123.58	555.98	219.10	183.03	157.20	204.20	459.75	518.60	528.05	481.15	476.04	396.48	412.85	483.35	401.65	391.28	420.14	413.39	328.76	365.61	409.10	451.72	570.68	492.82	542.91	415.49	432.21	540.06	413.90	466.35	506.60	453.47	499.55	381.45	390.59	393.45	392.15
CLUG_04122	147.71	178.00	140.60	194.02	176.75	156.80	139.56	121.52	158.40	272.09	162.74	135.68	164.51	324.40	495.23	137.81	129.72	139.86	131.47	589.02	232.35	185.47	170.81	219.69	489.85	558.14	550.16	494.81	491.14	423.46	438.23	515.23	435.77	420.51	451.74	442.68	358.78	393.33	423.60	481.65	601.72	501.07	569.46	442.35	465.01	599.99	445.31	481.34	553.49	477.17	532.01	417.84	441.80	432.20	423.37
CLUG_04123	115.71	143.17	117.96	139.55	142.50	123.53	107.41	98.18	114.90	215.62	128.95	110.09	131.27	255.83	339.23	92.38	96.73	110.18	103.18	482.97	183.79	154.08	130.14	181.72	451.74	505.15	511.27	490.87	474.20	396.00	385.95	468.17	408.70	406.41	425.88	432.41	453.52	508.95	402.13	460.53	599.68	489.97	521.56	434.46	441.79	556.60	438.96	476.94	532.79	465.79	500.96	406.52	397.51	398.12	407.85
CLUG_04124	134.43	154.67	129.82	165.27	164.33	139.52	120.09	121.12	154.47	259.18	152.30	126.02	166.38	311.66	456.58	119.07	114.60	116.91	129.42	543.82	211.02	193.00	154.53	198.41	453.26	528.50	508.85	470.56	458.85	408.29	397.73	482.46	419.44	392.35	428.51	419.84	377.00	424.42	402.32	452.18	565.50	479.62	541.24	438.21	441.78	561.11	417.82	467.14	506.17	431.83	519.06	387.59	408.41	412.20	397.22
CLUG_04125	123.28	151.51	130.78	151.47	148.46	128.22	112.93	110.54	126.87	231.35	138.47	120.80	149.53	267.08	361.32	94.21	106.76	111.84	120.40	491.27	190.22	167.03	132.23	184.58	451.26	502.34	524.70	492.09	468.86	386.03	388.16	476.49	401.79	396.25	427.50	426.52	403.60	451.63	409.12	432.97	547.91	489.86	529.21	405.11	434.98	543.42	424.29	473.53	530.66	444.94	478.20	387.26	395.26	385.90	402.37
CLUG_04126	136.81	166.81	134.41	168.53	172.83	146.86	127.12	115.86	143.94	249.68	158.08	133.28	156.39	306.66	443.28	126.35	119.84	125.74	129.34	559.76	206.17	173.94	152.92	191.35	453.44	500.75	508.86	478.69	468.72	391.20	400.94	466.51	409.65	385.93	438.43	419.14	346.85	375.38	387.91	438.58	545.50	468.74	537.35	422.48	433.84	537.05	406.84	455.31	511.39	433.67	498.07	371.51	410.73	391.42	402.54
CLUG_04127	147.75	191.78	136.35	182.15	173.68	148.65	135.19	126.03	157.74	267.40	167.80	145.01	178.97	333.12	511.30	133.30	121.53	140.70	139.97	592.14	232.99	197.31	160.15	220.28	466.13	522.99	535.75	499.95	492.33	419.28	418.59	519.92	452.17	401.01	435.22	439.63	332.30	358.81	408.22	458.68	588.40	496.11	561.67	447.43	452.88	550.61	429.70	471.82	538.12	459.81	507.90	394.98	420.64	416.77	412.24
CLUG_04128	138.60	155.35	125.85	153.07	151.99	131.94	114.19	115.48	146.63	251.06	145.66	131.10	153.20	260.62	441.58	111.76	120.16	124.49	127.06	523.05	193.81	166.99	154.84	191.85	456.81	488.16	503.31	478.75	457.25	421.18	379.80	471.00	410.55	382.44	406.40	403.95	391.95	405.00	364.66	429.76	519.76	472.66	496.46	423.83	421.11	523.24	412.57	433.52	495.83	421.60	468.16	373.53	388.68	389.40	396.16
CLUG_04129	127.05	155.27	128.17	152.37	157.48	152.35	116.00	101.50	136.88	243.58	151.77	134.74	150.57	290.21	413.13	115.70	111.87	111.36	109.36	543.79	190.35	172.87	143.27	189.76	418.89	497.20	470.02	474.53	469.45	393.08	424.29	444.66	413.50	372.99	405.19	401.76	341.61	376.68	361.59	415.24	522.53	471.96	510.89	448.17	430.07	537.28	414.95	415.03	470.17	413.55	500.53	359.12	380.04	399.44	369.74
CLUG_04130	137.29	155.34	130.39	183.04	164.61	143.69	125.29	129.30	137.67	274.53	157.63	135.43	150.56	310.94	443.37	124.58	127.96	127.63	119.19	604.93	227.24	189.44	149.73	205.59	483.19	517.36	540.69	487.96	474.56	421.17	414.36	484.68	418.31	395.57	440.58	424.74	334.85	382.42	401.96	433.23	541.40	465.31	540.45	447.71	438.42	544.09	405.95	446.96	509.67	439.70	482.31	370.35	409.35	394.71	404.37
CLUG_04131	149.91	171.86	130.39	169.77	173.56	152.12	126.80	113.96	152.82	259.98	164.87	141.19	173.53	320.80	464.04	129.34	124.69	135.66	129.84	551.36	209.91	187.99	159.04	203.19	471.31	508.26	517.71	479.01	463.42	407.38	416.47	472.31	421.37	380.83	414.08	429.59	321.20	366.88	390.83	443.15	541.78	462.31	540.01	428.10	452.34	535.68	392.79	446.63	524.33	448.59	488.12	378.65	398.99	382.96	396.85
CLUG_04132	134.65	171.09	125.76	169.14	157.59	138.17	112.67	113.21	142.77	247.34	146.27	132.85	165.70	289.91	443.60	121.28	121.48	122.82	122.21	535.41	198.59	170.22	139.20	191.61	442.38	476.30	514.05	471.05	445.61	392.94	398.71	444.05	389.22	348.52	407.22	405.88	292.06	326.53	352.27	424.84	497.55	460.08	505.80	409.77	430.21	489.71	376.93	438.16	470.76	408.04	455.54	325.94	381.61	370.16	372.61
CLUG_04133	153.74	173.22	127.48	170.74	155.34	143.86	129.95	120.62	140.53	256.70	160.00	138.82	166.00	307.61	463.44	125.83	117.56	123.97	131.93	555.45	208.21	185.19	153.75	204.51	465.44	486.12	488.65	463.81	437.02	393.11	382.55	443.47	407.33	372.63	405.25	397.67	295.65	338.96	363.65	415.58	506.71	437.59	509.32	413.51	424.87	527.65	385.24	431.53	458.77	408.54	453.11	361.58	378.84	384.68	383.02
CLUG_04134	157.02	170.90	134.30	178.34	169.93	143.85	139.12	124.36	153.09	250.27	161.41	151.74	161.56	312.57	493.93	138.51	116.93	135.90	124.72	580.55	226.48	196.47	154.76	195.83	477.77	493.54	519.65	492.54	453.35	413.12	429.95	456.07	415.20	379.58	439.33	412.42	298.50	349.81	372.28	421.35	528.92	459.66	531.90	432.82	443.80	532.85	390.30	443.51	499.62	417.59	471.50	372.94	390.85	403.38	389.91
CLUG_04135	140.32	161.51	122.61	144.05	157.93	124.79	127.60	120.67	145.32	236.79	163.99	137.04	159.46	291.06	447.48	126.43	113.56	125.66	127.79	531.73	181.88	179.05	156.51	205.02	447.88	469.03	518.60	453.99	438.01	374.83	405.11	422.93	394.20	360.33	415.76	368.45	290.23	338.77	332.12	381.90	499.86	464.11	514.52	398.89	419.93	507.84	366.11	438.62	451.90	396.68	420.37	342.88	368.62	383.37	392.97
CLUG_04136	140.88	174.38	111.88	183.00	159.43	133.79	123.79	116.90	140.85	244.36	161.44	145.68	161.06	305.56	437.30	131.29	149.10	133.53	120.66	550.97	202.93	194.09	145.98	211.35	467.71	488.45	528.68	440.40	479.18	401.58	417.23	455.59	410.60	371.36	436.33	397.44	279.22	317.78	346.77	397.32	507.24	469.17	516.43	436.85	439.81	524.15	378.79	402.97	455.54	415.75	460.98	335.88	392.35	401.74	375.41
CLUG_04137	144.86	153.55	139.42	155.32	166.36	134.44	126.71	119.94	143.36	240.05	159.04	130.12	159.15	298.90	465.65	135.51	126.62	126.45	123.03	542.69	217.97	174.09	147.68	203.11	482.39	504.09	520.48	473.36	453.62	397.69	404.79	466.15	412.89	361.34	417.81	430.64	294.76	331.82	361.86	421.38	506.74	450.69	534.84	422.15	464.21	527.73	397.66	445.65	487.11	432.75	485.55	380.04	379.04	390.76	397.25
CLUG_04138	140.83	164.04	127.52	166.45	164.15	142.09	128.55	119.55	142.21	257.90	158.69	138.13	169.06	326.85	473.38	133.15	127.37	135.91	122.74	565.51	208.24	176.49	149.59	200.33	471.71	482.95	519.10	470.39	446.26	410.47	422.06	442.61	432.40	360.30	410.43	412.74	313.61	343.16	374.45	418.83	504.69	475.65	498.15	431.17	429.85	550.10	368.71	426.33	480.36	422.80	475.16	359.13	398.32	387.67	388.23
CLUG_04139	140.50	163.00	133.89	174.85	163.33	141.92	124.94	114.97	145.80	249.81	152.38	143.97	161.25	322.38	468.80	128.16	122.51	132.34	133.81	553.73	201.22	177.91	140.46	201.01	465.76	488.48	489.48	477.79	448.43	409.53	404.15	431.51	413.04	360.21	409.66	402.71	300.92	336.33	348.41	402.20	505.55	458.92	533.85	435.73	434.75	512.79	383.35	429.54	457.25	412.65	448.55	349.25	390.22	382.27	381.41
CLUG_04140	152.79	172.46	139.39	176.76	171.92	149.66	133.77	137.93	144.41	257.49	157.62	141.02	166.25	313.05	493.98	132.33	126.03	118.85	135.70	537.91	179.64	180.93	144.85	198.26	455.29	487.06	512.07	439.43	442.98	401.79	375.11	437.99	385.70	357.79	406.61	367.98	358.16	380.69	334.85	392.18	476.48	434.60	504.16	421.80	431.02	499.41	371.04	440.82	487.94	383.62	454.64	343.28	380.73	386.33	349.76
CLUG_04141	127.46	164.39	112.70	152.16	163.69	124.51	127.88	113.42	145.18	244.88	150.12	131.68	152.28	277.02	390.64	109.30	106.82	115.67	116.33	529.46	196.31	183.34	130.29	194.53	436.08	465.19	492.94	444.94	427.42	376.08	394.57	425.89	407.44	378.80	390.03	396.72	296.21	376.15	358.72	403.96	496.73	439.44	516.67	430.26	412.60	507.89	359.23	437.09	447.44	392.69	469.92	359.42	371.48	369.81	373.92
CLUG_04142	173.28	180.52	114.40	179.50	161.43	139.11	143.64	110.90	145.04	252.23	169.67	132.19	153.61	331.35	467.09	133.46	115.21	137.33	127.31	612.68	203.61	180.92	154.23	210.72	477.78	522.25	536.78	486.94	458.88	431.03	415.85	446.06	432.45	389.32	399.77	415.69	323.79	346.46	361.53	422.45	512.50	452.04	522.54	434.29	439.78	526.97	409.41	430.23	508.42	397.62	458.06	390.32	398.40	392.48	392.90
CLUG_04143	135.75	153.22	121.31	169.77	161.61	139.92	121.68	119.66	130.79	247.99	137.21	132.22	163.41	284.52	457.32	126.89	113.18	135.24	125.67	524.72	204.24	168.24	150.91	188.15	431.40	492.97	484.19	469.93	440.94	409.95	427.98	454.38	418.75	378.79	398.92	413.09	270.17	321.74	341.30	390.96	506.43	460.99	513.69	408.40	422.85	527.78	389.41	453.92	456.72	450.95	448.60	331.17	402.88	374.66	389.19
CLUG_04144	110.88	119.77	113.26	151.74	137.49	121.00	108.41	92.48	118.14	216.15	133.77	115.47	131.57	262.44	378.34	106.75	98.49	110.19	108.33	507.88	179.97	162.12	137.14	156.88	402.96	441.15	453.10	430.62	412.05	353.34	375.61	387.42	352.72	334.45	358.02	350.64	279.57	340.76	325.45	353.51	479.61	389.33	465.60	388.69	385.93	472.17	342.25	363.10	426.14	370.61	395.53	341.21	336.05	360.55	341.87
CLUG_04145	130.35	138.62	116.03	153.76	153.90	134.16	114.66	107.84	113.73	212.12	126.59	124.99	150.13	254.56	390.10	109.77	98.60	115.16	101.90	520.76	166.38	142.06	135.98	177.11	441.08	468.53	505.39	437.50	395.49	394.54	369.62	409.78	380.03	356.42	387.13	371.94	340.58	397.54	338.93	381.53	495.24	416.81	486.84	418.94	406.04	497.80	342.14	427.02	452.88	361.50	433.35	359.65	351.64	366.55	378.16
CLUG_04146	125.30	149.54	117.70	157.28	144.25	145.10	122.89	101.93	131.32	240.27	141.02	125.45	151.75	277.76	397.81	115.01	103.67	118.09	120.60	518.06	185.89	162.69	132.07	182.60	402.10	444.99	459.91	441.48	390.21	370.36	383.92	427.51	379.33	343.89	375.94	374.80	268.74	299.10	337.40	355.93	432.73	421.53	498.85	382.42	402.68	481.34	351.44	390.88	436.52	380.20	405.08	326.93	354.59	369.63	353.62
CLUG_04147	119.70	166.07	127.65	166.86	148.45	135.46	138.08	101.68	137.63	266.40	150.20	125.73	160.63	299.38	400.38	111.57	105.44	119.04	108.05	534.04	182.65	161.72	142.85	179.66	440.78	462.81	489.09	455.82	424.78	362.80	392.79	422.63	402.13	363.95	413.28	396.10	331.89	351.16	333.52	415.03	503.76	430.48	511.99	410.00	427.71	497.44	364.35	414.98	448.56	398.29	446.65	361.45	369.03	373.41	354.40
CLUG_04148	140.45	167.50	122.79	166.64	159.19	139.85	126.00	111.89	142.83	258.80	147.65	136.06	159.74	312.81	443.65	126.53	117.87	121.49	116.45	557.29	203.87	175.34	149.34	191.89	443.16	483.83	487.52	464.94	435.68	396.59	406.49	430.40	409.99	371.62	411.15	410.86	328.25	366.38	354.30	406.19	486.98	440.10	533.27	431.39	428.86	528.07	389.73	435.82	473.11	407.97	446.66	352.54	393.00	395.90	392.34
CLUG_04149	135.55	145.22	121.23	147.57	149.73	147.87	118.54	103.41	130.27	235.74	139.82	113.47	150.77	279.98	418.15	107.89	105.13	114.51	115.87	542.82	172.06	169.89	147.15	187.18	416.34	452.67	500.76	446.55	409.98	391.82	379.67	427.39	383.12	345.56	380.17	374.79	269.95	310.18	346.95	392.70	476.81	414.24	502.99	416.01	414.18	487.34	362.59	431.49	460.10	384.30	451.64	326.63	380.70	368.25	368.91
CLUG_04150	134.42	142.15	120.97	145.39	144.85	148.92	116.86	101.79	128.80	231.46	137.17	110.37	150.05	272.43	406.52	105.60	104.73	111.38	112.40	538.03	167.80	167.84	146.73	182.11	413.65	453.90	496.40	441.65	409.04	385.63	377.30	423.04	380.23	345.08	375.65	369.48	271.38	307.94	344.32	390.80	475.00	410.16	499.47	411.05	412.51	481.53	361.76	430.64	459.82	380.00	449.41	326.26	379.79	364.51	369.31
CLUG_04151	117.37	133.70	101.42	122.53	121.31	106.10	109.69	89.04	115.64	216.46	114.79	99.24	129.33	242.38	340.23	93.63	85.89	101.30	105.71	474.07	167.19	136.11	117.00	157.68	411.68	440.45	471.92	442.54	397.58	367.76	380.13	400.72	378.89	340.93	361.98	383.14	392.48	472.52	356.91	391.39	474.12	435.41	463.14	392.05	406.50	484.60	354.71	413.98	457.04	397.40	432.68	336.19	369.43	363.70	367.38
CLUG_04152	115.94	134.18	100.52	121.03	122.15	106.59	107.95	87.25	115.26	218.32	113.35	99.00	128.37	240.82	333.73	93.55	85.27	101.91	107.02	474.28	167.53	135.91	113.75	156.22	414.74	443.97	477.49	445.04	399.54	368.47	378.94	399.75	381.95	339.43	360.79	385.85	404.44	487.10	362.63	396.77	476.83	437.47	461.72	388.07	406.22	489.42	356.73	418.44	458.50	401.71	437.88	339.50	371.14	365.56	373.10
CLUG_04153	114.89	142.07	101.53	142.02	134.10	116.45	114.82	88.72	142.56	226.05	128.96	101.43	128.14	257.26	377.77	107.26	104.83	108.31	107.93	499.59	176.18	138.51	139.80	170.53	387.83	440.69	421.42	417.48	392.35	371.87	364.03	378.54	365.53	342.71	355.09	369.33	306.65	349.96	337.82	369.11	463.09	412.96	484.55	385.15	397.01	471.09	351.71	400.91	444.02	379.89	405.46	325.79	357.47	355.79	343.15
CLUG_04154	124.72	150.82	111.04	160.40	155.84	122.70	125.10	108.53	129.95	237.35	130.22	123.69	142.35	282.92	401.42	112.03	115.95	129.32	109.24	529.39	181.68	167.30	136.42	169.89	424.82	454.49	461.63	450.20	396.82	394.78	367.07	403.92	390.52	346.65	380.34	386.82	332.69	376.55	343.38	382.47	469.66	406.57	485.82	419.34	406.41	478.48	356.44	397.09	472.01	387.47	416.24	342.92	367.93	376.50	351.88
CLUG_04155	151.93	170.64	119.87	162.99	172.80	149.10	130.22	121.05	135.77	263.49	160.63	140.38	158.19	325.85	451.77	125.98	106.57	134.02	128.88	536.85	188.21	181.35	149.22	190.61	457.90	485.56	499.25	486.16	447.87	416.36	379.54	445.25	434.38	364.99	378.89	389.93	284.78	316.62	362.45	417.78	491.50	473.92	509.06	447.49	407.52	462.19	372.87	424.90	502.60	388.95	470.87	362.30	410.05	400.91	371.61
CLUG_04156	127.27	137.23	103.35	135.20	133.10	109.59	113.04	98.19	119.29	213.16	126.09	115.92	134.07	266.47	374.17	104.06	94.44	115.43	101.69	485.26	175.32	153.70	118.20	170.58	390.10	439.97	450.18	427.26	396.14	375.09	349.76	381.08	373.60	346.91	359.60	356.21	311.95	381.67	331.99	372.54	468.41	417.56	482.03	393.26	382.84	468.11	353.12	379.48	429.25	375.44	401.66	315.56	358.25	349.07	340.33
CLUG_04157	125.58	141.58	105.31	138.12	128.48	121.15	114.58	100.20	130.32	217.92	126.71	111.80	140.53	261.75	376.05	100.00	103.59	111.97	101.80	483.98	179.68	154.34	125.13	172.42	414.88	462.48	442.56	430.62	389.62	358.76	365.72	393.01	369.21	341.96	357.85	373.20	338.91	369.70	337.83	375.40	461.75	410.80	479.81	400.08	396.02	464.76	356.05	413.76	454.47	372.40	414.23	337.82	369.85	365.96	355.83
