GENE	POSITION	COVERAGE	STRAIN	LOCALE	GROUP
CLUG_04102	2429	1.2229	A22.UpperP	U	A
CLUG_04102	2429	1.0931	A23.LowerP	L	A
CLUG_04102	2429	1.1600	A24.SputuP	S	A
CLUG_04102	2429	1.2411	A3.U3G	U	A
CLUG_04102	2429	1.0786	A4.U3B	U	A
CLUG_04102	2429	1.1792	A5.U10D	U	A
CLUG_04102	2429	1.2750	A6.U5C	U	A
CLUG_04102	2429	1.2729	A7.U3E	U	A
CLUG_04102	2429	1.2253	A8.U2E	U	A
CLUG_04102	2429	1.2705	A9.L3D	L	A
CLUG_04102	2429	1.3871	ATCC42720	Blood	ATCC42720
CLUG_04102	2429	1.4271	B16.1310D	L	B
CLUG_04102	2429	1.3847	B17.1311G	L	B
CLUG_04102	2429	1.2757	B18.1312G	L	B
CLUG_04102	2429	1.5305	B19.1310A	L	B
CLUG_04102	2429	1.3464	B20.1311A	L	B
CLUG_04102	2429	1.3059	B21.1312A	L	B
CLUG_04102	2429	1.4538	B22.134E	U	B
CLUG_04102	2429	1.2797	B23.133H	U	B
CLUG_04102	2429	1.3686	B24.133F	U	B
CLUG_04102	2429	1.2938	B25.135C	U	B
CLUG_04102	2429	1.1477	B26.131A	U	B
CLUG_04102	2429	1.2943	B27.136A	U	B
CLUG_04102	2429	1.3451	B28.13UM	U	B
CLUG_04102	2429	1.5182	B29.13MM	M	B
CLUG_04102	2429	1.5015	C10.9M3	M	C
CLUG_04102	2429	1.5742	C11.9M41	M	C
CLUG_04102	2429	1.2837	C12.9U1	U	C
CLUG_04102	2429	1.4065	C13.9U2	U	C
CLUG_04102	2429	1.2229	C14.9U3	U	C
CLUG_04102	2429	1.3685	C15.9U4s	U	C
CLUG_04102	2429	1.6387	C30.13LM	L	C
CLUG_04102	2429	1.4234	C31.13MP	U	C
CLUG_04102	2429	1.4287	C4.9L1	L	C
CLUG_04102	2429	1.4270	C5.9L2	L	C
CLUG_04102	2429	1.4595	C6.9L3	L	C
CLUG_04102	2429	1.5370	C7.9L4	L	C
CLUG_04102	2429	1.3827	C8.9M1	M	C
CLUG_04102	2429	1.2786	C9.9M2	M	C
CLUG_04102	2429	1.2084	ctl1.AL1B	L	A
CLUG_04102	2429	1.3366	ctl2.AL1B	L	A
CLUG_04103	3068	1.3316	POSITION	UNK	P
CLUG_04103	3068	1.1722	A10.L4C	L	A
CLUG_04103	3068	1.3113	A11.L11G	L	A
CLUG_04103	3068	1.3185	A12.L10B	L	A
CLUG_04103	3068	1.2725	A13.L3B	L	A
CLUG_04103	3068	1.1969	A14.L4E	L	A
CLUG_04103	3068	1.3477	A15.L4G	L	A
CLUG_04103	3068	1.3039	A16.L7C	L	A
CLUG_04103	3068	0.9856	A17.L1B	L	A
CLUG_04103	3068	1.2334	A18.S4H	S	A
CLUG_04103	3068	1.2891	A19.S3B	S	A
CLUG_04103	3068	1.2135	A2.U10A	U	A
CLUG_04103	3068	1.1459	A20.S1E	S	A
CLUG_04103	3068	1.2386	A21.S8A	S	A
CLUG_04103	3068	1.3019	A22.UpperP	U	A
CLUG_04103	3068	1.0840	A23.LowerP	L	A
CLUG_04103	3068	1.2362	A24.SputuP	S	A
CLUG_04103	3068	1.2880	A3.U3G	U	A
CLUG_04103	3068	1.1564	A4.U3B	U	A
CLUG_04103	3068	1.2377	A5.U10D	U	A
CLUG_04103	3068	1.3765	A6.U5C	U	A
CLUG_04103	3068	1.2982	A7.U3E	U	A
CLUG_04103	3068	1.2381	A8.U2E	U	A
CLUG_04103	3068	1.2956	A9.L3D	L	A
CLUG_04103	3068	1.4517	ATCC42720	Blood	ATCC42720
CLUG_04103	3068	1.5262	B16.1310D	L	B
CLUG_04103	3068	1.5101	B17.1311G	L	B
CLUG_04103	3068	1.3232	B18.1312G	L	B
CLUG_04103	3068	1.6190	B19.1310A	L	B
CLUG_04103	3068	1.4351	B20.1311A	L	B
CLUG_04103	3068	1.3512	B21.1312A	L	B
CLUG_04103	3068	1.5527	B22.134E	U	B
CLUG_04103	3068	1.3571	B23.133H	U	B
CLUG_04103	3068	1.4496	B24.133F	U	B
CLUG_04103	3068	1.3594	B25.135C	U	B
CLUG_04103	3068	1.2149	B26.131A	U	B
CLUG_04103	3068	1.3623	B27.136A	U	B
CLUG_04103	3068	1.4281	B28.13UM	U	B
CLUG_04103	3068	1.5899	B29.13MM	M	B
CLUG_04103	3068	1.6221	C10.9M3	M	C
CLUG_04103	3068	1.6929	C11.9M41	M	C
CLUG_04103	3068	1.3448	C12.9U1	U	C
CLUG_04103	3068	1.4604	C13.9U2	U	C
CLUG_04103	3068	1.2622	C14.9U3	U	C
CLUG_04103	3068	1.4077	C15.9U4s	U	C
CLUG_04103	3068	1.7563	C30.13LM	L	C
CLUG_04103	3068	1.5306	C31.13MP	U	C
CLUG_04103	3068	1.5128	C4.9L1	L	C
CLUG_04103	3068	1.5133	C5.9L2	L	C
CLUG_04103	3068	1.5436	C6.9L3	L	C
CLUG_04103	3068	1.5864	C7.9L4	L	C
CLUG_04103	3068	1.3865	C8.9M1	M	C
CLUG_04103	3068	1.3731	C9.9M2	M	C
CLUG_04103	3068	1.2823	ctl1.AL1B	L	A
CLUG_04103	3068	1.3845	ctl2.AL1B	L	A
CLUG_04104	4598	1.3870	POSITION	UNK	P
CLUG_04104	4598	1.2303	A10.L4C	L	A
CLUG_04104	4598	1.3270	A11.L11G	L	A
CLUG_04104	4598	1.2873	A12.L10B	L	A
CLUG_04104	4598	1.3349	A13.L3B	L	A
CLUG_04104	4598	1.3501	A14.L4E	L	A
CLUG_04104	4598	1.3245	A15.L4G	L	A
CLUG_04104	4598	1.3901	A16.L7C	L	A
CLUG_04104	4598	1.1870	A17.L1B	L	A
CLUG_04104	4598	1.3065	A18.S4H	S	A
CLUG_04104	4598	1.3906	A19.S3B	S	A
CLUG_04104	4598	1.3716	A2.U10A	U	A
CLUG_04104	4598	1.2429	A20.S1E	S	A
CLUG_04104	4598	1.3092	A21.S8A	S	A
CLUG_04104	4598	1.3282	A22.UpperP	U	A
CLUG_04104	4598	1.1568	A23.LowerP	L	A
CLUG_04104	4598	1.3282	A24.SputuP	S	A
CLUG_04104	4598	1.2414	A3.U3G	U	A
CLUG_04104	4598	1.2871	A4.U3B	U	A
CLUG_04104	4598	1.3250	A5.U10D	U	A
CLUG_04104	4598	1.3878	A6.U5C	U	A
CLUG_04104	4598	1.3080	A7.U3E	U	A
CLUG_04104	4598	1.4254	A8.U2E	U	A
CLUG_04104	4598	1.2682	A9.L3D	L	A
CLUG_04104	4598	1.6916	ATCC42720	Blood	ATCC42720
CLUG_04104	4598	1.6709	B16.1310D	L	B
CLUG_04104	4598	1.7401	B17.1311G	L	B
CLUG_04104	4598	1.4744	B18.1312G	L	B
CLUG_04104	4598	1.7380	B19.1310A	L	B
CLUG_04104	4598	1.5644	B20.1311A	L	B
CLUG_04104	4598	1.5336	B21.1312A	L	B
CLUG_04104	4598	1.6209	B22.134E	U	B
CLUG_04104	4598	1.5099	B23.133H	U	B
CLUG_04104	4598	1.4860	B24.133F	U	B
CLUG_04104	4598	1.4678	B25.135C	U	B
CLUG_04104	4598	1.3916	B26.131A	U	B
CLUG_04104	4598	1.8516	B27.136A	U	B
CLUG_04104	4598	1.9615	B28.13UM	U	B
CLUG_04104	4598	1.7986	B29.13MM	M	B
CLUG_04104	4598	1.7219	C10.9M3	M	C
CLUG_04104	4598	1.9422	C11.9M41	M	C
CLUG_04104	4598	1.4666	C12.9U1	U	C
CLUG_04104	4598	1.5881	C13.9U2	U	C
CLUG_04104	4598	1.4238	C14.9U3	U	C
CLUG_04104	4598	1.6176	C15.9U4s	U	C
CLUG_04104	4598	1.8191	C30.13LM	L	C
CLUG_04104	4598	1.6467	C31.13MP	U	C
CLUG_04104	4598	1.6461	C4.9L1	L	C
CLUG_04104	4598	1.7285	C5.9L2	L	C
CLUG_04104	4598	1.7396	C6.9L3	L	C
CLUG_04104	4598	1.8506	C7.9L4	L	C
CLUG_04104	4598	1.5933	C8.9M1	M	C
CLUG_04104	4598	1.3915	C9.9M2	M	C
CLUG_04104	4598	1.4110	ctl1.AL1B	L	A
CLUG_04104	4598	1.5057	ctl2.AL1B	L	A
CLUG_04105	6166	1.3549	POSITION	UNK	P
CLUG_04105	6166	1.1564	A10.L4C	L	A
CLUG_04105	6166	1.3129	A11.L11G	L	A
CLUG_04105	6166	1.1767	A12.L10B	L	A
CLUG_04105	6166	1.2642	A13.L3B	L	A
CLUG_04105	6166	1.2641	A14.L4E	L	A
CLUG_04105	6166	1.3782	A15.L4G	L	A
CLUG_04105	6166	1.3477	A16.L7C	L	A
CLUG_04105	6166	1.1162	A17.L1B	L	A
CLUG_04105	6166	1.2352	A18.S4H	S	A
CLUG_04105	6166	1.2919	A19.S3B	S	A
CLUG_04105	6166	1.2862	A2.U10A	U	A
CLUG_04105	6166	1.1860	A20.S1E	S	A
CLUG_04105	6166	1.2698	A21.S8A	S	A
CLUG_04105	6166	1.2716	A22.UpperP	U	A
CLUG_04105	6166	1.0725	A23.LowerP	L	A
CLUG_04105	6166	1.1967	A24.SputuP	S	A
CLUG_04105	6166	1.3057	A3.U3G	U	A
CLUG_04105	6166	1.1556	A4.U3B	U	A
CLUG_04105	6166	1.2220	A5.U10D	U	A
CLUG_04105	6166	1.4200	A6.U5C	U	A
CLUG_04105	6166	1.2875	A7.U3E	U	A
CLUG_04105	6166	1.2085	A8.U2E	U	A
CLUG_04105	6166	1.3062	A9.L3D	L	A
CLUG_04105	6166	1.5198	ATCC42720	Blood	ATCC42720
CLUG_04105	6166	1.4982	B16.1310D	L	B
CLUG_04105	6166	1.5228	B17.1311G	L	B
CLUG_04105	6166	1.4318	B18.1312G	L	B
CLUG_04105	6166	1.6671	B19.1310A	L	B
CLUG_04105	6166	1.4591	B20.1311A	L	B
CLUG_04105	6166	1.3907	B21.1312A	L	B
CLUG_04105	6166	1.6357	B22.134E	U	B
CLUG_04105	6166	1.3654	B23.133H	U	B
CLUG_04105	6166	1.4064	B24.133F	U	B
CLUG_04105	6166	1.3500	B25.135C	U	B
CLUG_04105	6166	1.3444	B26.131A	U	B
CLUG_04105	6166	1.3705	B27.136A	U	B
CLUG_04105	6166	1.4266	B28.13UM	U	B
CLUG_04105	6166	1.7282	B29.13MM	M	B
CLUG_04105	6166	1.6678	C10.9M3	M	C
CLUG_04105	6166	1.8014	C11.9M41	M	C
CLUG_04105	6166	1.3884	C12.9U1	U	C
CLUG_04105	6166	1.5543	C13.9U2	U	C
CLUG_04105	6166	1.3236	C14.9U3	U	C
CLUG_04105	6166	1.4759	C15.9U4s	U	C
CLUG_04105	6166	1.7227	C30.13LM	L	C
CLUG_04105	6166	1.5161	C31.13MP	U	C
CLUG_04105	6166	1.5848	C4.9L1	L	C
CLUG_04105	6166	1.6077	C5.9L2	L	C
CLUG_04105	6166	1.6194	C6.9L3	L	C
CLUG_04105	6166	1.6901	C7.9L4	L	C
CLUG_04105	6166	1.4508	C8.9M1	M	C
CLUG_04105	6166	1.3400	C9.9M2	M	C
CLUG_04105	6166	1.3574	ctl1.AL1B	L	A
CLUG_04105	6166	1.3866	ctl2.AL1B	L	A
CLUG_04106	9346	1.2182	POSITION	UNK	P
CLUG_04106	9346	1.0708	A10.L4C	L	A
CLUG_04106	9346	1.2919	A11.L11G	L	A
CLUG_04106	9346	1.2892	A12.L10B	L	A
CLUG_04106	9346	1.2591	A13.L3B	L	A
CLUG_04106	9346	1.2009	A14.L4E	L	A
CLUG_04106	9346	1.2758	A15.L4G	L	A
CLUG_04106	9346	1.2318	A16.L7C	L	A
CLUG_04106	9346	1.1509	A17.L1B	L	A
CLUG_04106	9346	1.2673	A18.S4H	S	A
CLUG_04106	9346	1.3735	A19.S3B	S	A
CLUG_04106	9346	1.3142	A2.U10A	U	A
CLUG_04106	9346	1.1498	A20.S1E	S	A
CLUG_04106	9346	1.1894	A21.S8A	S	A
CLUG_04106	9346	1.2299	A22.UpperP	U	A
CLUG_04106	9346	1.0540	A23.LowerP	L	A
CLUG_04106	9346	1.1818	A24.SputuP	S	A
CLUG_04106	9346	1.2289	A3.U3G	U	A
CLUG_04106	9346	1.1768	A4.U3B	U	A
CLUG_04106	9346	1.2242	A5.U10D	U	A
CLUG_04106	9346	1.3018	A6.U5C	U	A
CLUG_04106	9346	1.2279	A7.U3E	U	A
CLUG_04106	9346	1.2544	A8.U2E	U	A
CLUG_04106	9346	1.1692	A9.L3D	L	A
CLUG_04106	9346	1.5009	ATCC42720	Blood	ATCC42720
CLUG_04106	9346	1.5028	B16.1310D	L	B
CLUG_04106	9346	1.5730	B17.1311G	L	B
CLUG_04106	9346	1.4207	B18.1312G	L	B
CLUG_04106	9346	1.6135	B19.1310A	L	B
CLUG_04106	9346	1.5373	B20.1311A	L	B
CLUG_04106	9346	1.3995	B21.1312A	L	B
CLUG_04106	9346	1.5560	B22.134E	U	B
CLUG_04106	9346	1.4002	B23.133H	U	B
CLUG_04106	9346	1.4703	B24.133F	U	B
CLUG_04106	9346	1.3099	B25.135C	U	B
CLUG_04106	9346	1.3410	B26.131A	U	B
CLUG_04106	9346	1.5677	B27.136A	U	B
CLUG_04106	9346	1.6904	B28.13UM	U	B
CLUG_04106	9346	1.6709	B29.13MM	M	B
CLUG_04106	9346	1.6800	C10.9M3	M	C
CLUG_04106	9346	1.7782	C11.9M41	M	C
CLUG_04106	9346	1.4035	C12.9U1	U	C
CLUG_04106	9346	1.5162	C13.9U2	U	C
CLUG_04106	9346	1.3544	C14.9U3	U	C
CLUG_04106	9346	1.5322	C15.9U4s	U	C
CLUG_04106	9346	1.7831	C30.13LM	L	C
CLUG_04106	9346	1.5572	C31.13MP	U	C
CLUG_04106	9346	1.5752	C4.9L1	L	C
CLUG_04106	9346	1.6147	C5.9L2	L	C
CLUG_04106	9346	1.6642	C6.9L3	L	C
CLUG_04106	9346	1.7413	C7.9L4	L	C
CLUG_04106	9346	1.5056	C8.9M1	M	C
CLUG_04106	9346	1.3819	C9.9M2	M	C
CLUG_04106	9346	1.3231	ctl1.AL1B	L	A
CLUG_04106	9346	1.4489	ctl2.AL1B	L	A
CLUG_04107	10948	1.1642	POSITION	UNK	P
CLUG_04107	10948	1.0177	A10.L4C	L	A
CLUG_04107	10948	1.2305	A11.L11G	L	A
CLUG_04107	10948	1.1149	A12.L10B	L	A
CLUG_04107	10948	1.1673	A13.L3B	L	A
CLUG_04107	10948	1.1419	A14.L4E	L	A
CLUG_04107	10948	1.1579	A15.L4G	L	A
CLUG_04107	10948	1.0801	A16.L7C	L	A
CLUG_04107	10948	1.1374	A17.L1B	L	A
CLUG_04107	10948	1.1128	A18.S4H	S	A
CLUG_04107	10948	1.1933	A19.S3B	S	A
CLUG_04107	10948	1.1095	A2.U10A	U	A
CLUG_04107	10948	0.9939	A20.S1E	S	A
CLUG_04107	10948	1.0818	A21.S8A	S	A
CLUG_04107	10948	1.0876	A22.UpperP	U	A
CLUG_04107	10948	0.9770	A23.LowerP	L	A
CLUG_04107	10948	1.1936	A24.SputuP	S	A
CLUG_04107	10948	1.1123	A3.U3G	U	A
CLUG_04107	10948	1.0866	A4.U3B	U	A
CLUG_04107	10948	1.0688	A5.U10D	U	A
CLUG_04107	10948	1.2705	A6.U5C	U	A
CLUG_04107	10948	1.1274	A7.U3E	U	A
CLUG_04107	10948	1.1232	A8.U2E	U	A
CLUG_04107	10948	1.1476	A9.L3D	L	A
CLUG_04107	10948	1.5379	ATCC42720	Blood	ATCC42720
CLUG_04107	10948	1.4613	B16.1310D	L	B
CLUG_04107	10948	1.4732	B17.1311G	L	B
CLUG_04107	10948	1.3870	B18.1312G	L	B
CLUG_04107	10948	1.6214	B19.1310A	L	B
CLUG_04107	10948	1.3383	B20.1311A	L	B
CLUG_04107	10948	1.2881	B21.1312A	L	B
CLUG_04107	10948	1.4560	B22.134E	U	B
CLUG_04107	10948	1.3352	B23.133H	U	B
CLUG_04107	10948	1.3429	B24.133F	U	B
CLUG_04107	10948	1.3811	B25.135C	U	B
CLUG_04107	10948	1.1983	B26.131A	U	B
CLUG_04107	10948	1.6031	B27.136A	U	B
CLUG_04107	10948	1.7635	B28.13UM	U	B
CLUG_04107	10948	1.8398	B29.13MM	M	B
CLUG_04107	10948	1.6398	C10.9M3	M	C
CLUG_04107	10948	1.7651	C11.9M41	M	C
CLUG_04107	10948	1.3406	C12.9U1	U	C
CLUG_04107	10948	1.4063	C13.9U2	U	C
CLUG_04107	10948	1.2809	C14.9U3	U	C
CLUG_04107	10948	1.3672	C15.9U4s	U	C
CLUG_04107	10948	1.6981	C30.13LM	L	C
CLUG_04107	10948	1.4959	C31.13MP	U	C
CLUG_04107	10948	1.4793	C4.9L1	L	C
CLUG_04107	10948	1.5395	C5.9L2	L	C
CLUG_04107	10948	1.6067	C6.9L3	L	C
CLUG_04107	10948	1.5719	C7.9L4	L	C
CLUG_04107	10948	1.3510	C8.9M1	M	C
CLUG_04107	10948	1.2497	C9.9M2	M	C
CLUG_04107	10948	1.2322	ctl1.AL1B	L	A
CLUG_04107	10948	1.4168	ctl2.AL1B	L	A
CLUG_04108	11353	0.9483	POSITION	UNK	P
CLUG_04108	11353	0.7635	A10.L4C	L	A
CLUG_04108	11353	0.8868	A11.L11G	L	A
CLUG_04108	11353	1.0243	A12.L10B	L	A
CLUG_04108	11353	0.9792	A13.L3B	L	A
CLUG_04108	11353	0.8395	A14.L4E	L	A
CLUG_04108	11353	0.9785	A15.L4G	L	A
CLUG_04108	11353	0.9960	A16.L7C	L	A
CLUG_04108	11353	0.8321	A17.L1B	L	A
CLUG_04108	11353	0.8899	A18.S4H	S	A
CLUG_04108	11353	0.9566	A19.S3B	S	A
CLUG_04108	11353	1.0853	A2.U10A	U	A
CLUG_04108	11353	0.8540	A20.S1E	S	A
CLUG_04108	11353	0.8713	A21.S8A	S	A
CLUG_04108	11353	0.8946	A22.UpperP	U	A
CLUG_04108	11353	0.7347	A23.LowerP	L	A
CLUG_04108	11353	0.9258	A24.SputuP	S	A
CLUG_04108	11353	0.8091	A3.U3G	U	A
CLUG_04108	11353	0.8082	A4.U3B	U	A
CLUG_04108	11353	0.8952	A5.U10D	U	A
CLUG_04108	11353	1.0122	A6.U5C	U	A
CLUG_04108	11353	0.8971	A7.U3E	U	A
CLUG_04108	11353	0.9834	A8.U2E	U	A
CLUG_04108	11353	0.8549	A9.L3D	L	A
CLUG_04108	11353	1.2574	ATCC42720	Blood	ATCC42720
CLUG_04108	11353	1.1005	B16.1310D	L	B
CLUG_04108	11353	1.3601	B17.1311G	L	B
CLUG_04108	11353	1.1849	B18.1312G	L	B
CLUG_04108	11353	1.2786	B19.1310A	L	B
CLUG_04108	11353	1.1469	B20.1311A	L	B
CLUG_04108	11353	1.1909	B21.1312A	L	B
CLUG_04108	11353	1.2856	B22.134E	U	B
CLUG_04108	11353	1.0250	B23.133H	U	B
CLUG_04108	11353	1.1680	B24.133F	U	B
CLUG_04108	11353	1.1141	B25.135C	U	B
CLUG_04108	11353	1.0335	B26.131A	U	B
CLUG_04108	11353	1.3737	B27.136A	U	B
CLUG_04108	11353	1.5537	B28.13UM	U	B
CLUG_04108	11353	1.3338	B29.13MM	M	B
CLUG_04108	11353	1.3722	C10.9M3	M	C
CLUG_04108	11353	1.4004	C11.9M41	M	C
CLUG_04108	11353	1.0875	C12.9U1	U	C
CLUG_04108	11353	1.2599	C13.9U2	U	C
CLUG_04108	11353	1.1337	C14.9U3	U	C
CLUG_04108	11353	1.1896	C15.9U4s	U	C
CLUG_04108	11353	1.5003	C30.13LM	L	C
CLUG_04108	11353	1.2086	C31.13MP	U	C
CLUG_04108	11353	1.3177	C4.9L1	L	C
CLUG_04108	11353	1.3442	C5.9L2	L	C
CLUG_04108	11353	1.3405	C6.9L3	L	C
CLUG_04108	11353	1.3500	C7.9L4	L	C
CLUG_04108	11353	1.0076	C8.9M1	M	C
CLUG_04108	11353	1.1103	C9.9M2	M	C
CLUG_04108	11353	1.1222	ctl1.AL1B	L	A
CLUG_04108	11353	1.1756	ctl2.AL1B	L	A
CLUG_04109	12122	1.1604	POSITION	UNK	P
CLUG_04109	12122	1.1786	A10.L4C	L	A
CLUG_04109	12122	1.3055	A11.L11G	L	A
CLUG_04109	12122	1.2895	A12.L10B	L	A
CLUG_04109	12122	1.3104	A13.L3B	L	A
CLUG_04109	12122	1.2704	A14.L4E	L	A
CLUG_04109	12122	1.2578	A15.L4G	L	A
CLUG_04109	12122	1.3733	A16.L7C	L	A
CLUG_04109	12122	1.1596	A17.L1B	L	A
CLUG_04109	12122	1.2530	A18.S4H	S	A
CLUG_04109	12122	1.3458	A19.S3B	S	A
CLUG_04109	12122	1.2441	A2.U10A	U	A
CLUG_04109	12122	1.2192	A20.S1E	S	A
CLUG_04109	12122	1.3115	A21.S8A	S	A
CLUG_04109	12122	1.3053	A22.UpperP	U	A
CLUG_04109	12122	1.1187	A23.LowerP	L	A
CLUG_04109	12122	1.3774	A24.SputuP	S	A
CLUG_04109	12122	1.3181	A3.U3G	U	A
CLUG_04109	12122	1.1444	A4.U3B	U	A
CLUG_04109	12122	1.3182	A5.U10D	U	A
CLUG_04109	12122	1.3549	A6.U5C	U	A
CLUG_04109	12122	1.3523	A7.U3E	U	A
CLUG_04109	12122	1.3220	A8.U2E	U	A
CLUG_04109	12122	1.2976	A9.L3D	L	A
CLUG_04109	12122	1.5441	ATCC42720	Blood	ATCC42720
CLUG_04109	12122	1.5108	B16.1310D	L	B
CLUG_04109	12122	1.5895	B17.1311G	L	B
CLUG_04109	12122	1.4317	B18.1312G	L	B
CLUG_04109	12122	1.6177	B19.1310A	L	B
CLUG_04109	12122	1.5064	B20.1311A	L	B
CLUG_04109	12122	1.4733	B21.1312A	L	B
CLUG_04109	12122	1.6460	B22.134E	U	B
CLUG_04109	12122	1.4168	B23.133H	U	B
CLUG_04109	12122	1.4197	B24.133F	U	B
CLUG_04109	12122	1.4293	B25.135C	U	B
CLUG_04109	12122	1.3232	B26.131A	U	B
CLUG_04109	12122	1.4937	B27.136A	U	B
CLUG_04109	12122	1.5298	B28.13UM	U	B
CLUG_04109	12122	1.6496	B29.13MM	M	B
CLUG_04109	12122	1.6170	C10.9M3	M	C
CLUG_04109	12122	1.7707	C11.9M41	M	C
CLUG_04109	12122	1.4367	C12.9U1	U	C
CLUG_04109	12122	1.4985	C13.9U2	U	C
CLUG_04109	12122	1.4038	C14.9U3	U	C
CLUG_04109	12122	1.4223	C15.9U4s	U	C
CLUG_04109	12122	1.7989	C30.13LM	L	C
CLUG_04109	12122	1.5617	C31.13MP	U	C
CLUG_04109	12122	1.6046	C4.9L1	L	C
CLUG_04109	12122	1.6359	C5.9L2	L	C
CLUG_04109	12122	1.6497	C6.9L3	L	C
CLUG_04109	12122	1.7203	C7.9L4	L	C
CLUG_04109	12122	1.5284	C8.9M1	M	C
CLUG_04109	12122	1.3768	C9.9M2	M	C
CLUG_04109	12122	1.3517	ctl1.AL1B	L	A
CLUG_04109	12122	1.4746	ctl2.AL1B	L	A
CLUG_04110	14247	0.0000	POSITION	UNK	P
CLUG_04110	14247	0.0000	A10.L4C	L	A
CLUG_04110	14247	0.0000	A11.L11G	L	A
CLUG_04110	14247	0.0000	A12.L10B	L	A
CLUG_04110	14247	0.0000	A13.L3B	L	A
CLUG_04110	14247	0.0000	A14.L4E	L	A
CLUG_04110	14247	0.0000	A15.L4G	L	A
CLUG_04110	14247	0.0000	A16.L7C	L	A
CLUG_04110	14247	0.0000	A17.L1B	L	A
CLUG_04110	14247	0.0000	A18.S4H	S	A
CLUG_04110	14247	0.0000	A19.S3B	S	A
CLUG_04110	14247	0.0000	A2.U10A	U	A
CLUG_04110	14247	0.0000	A20.S1E	S	A
CLUG_04110	14247	0.0000	A21.S8A	S	A
CLUG_04110	14247	0.0000	A22.UpperP	U	A
CLUG_04110	14247	0.0025	A23.LowerP	L	A
CLUG_04110	14247	0.0000	A24.SputuP	S	A
CLUG_04110	14247	0.0000	A3.U3G	U	A
CLUG_04110	14247	0.0000	A4.U3B	U	A
