GENE	POSITION	COVERAGE	STRAIN	LOCALE	GROUP
CLUG_03199	7141	1.2724	C12.9U1	U	C
CLUG_03199	7141	1.4179	C13.9U2	U	C
CLUG_03199	7141	1.3263	C14.9U3	U	C
CLUG_03199	7141	1.3493	C15.9U4s	U	C
CLUG_03199	7141	1.7756	C30.13LM	L	C
CLUG_03199	7141	1.5792	C31.13MP	U	C
CLUG_03199	7141	1.5268	C4.9L1	L	C
CLUG_03199	7141	1.5408	C5.9L2	L	C
CLUG_03199	7141	1.5723	C6.9L3	L	C
CLUG_03199	7141	1.6933	C7.9L4	L	C
CLUG_03199	7141	1.3841	C8.9M1	M	C
CLUG_03199	7141	1.2616	C9.9M2	M	C
CLUG_03199	7141	1.2520	ctl1.AL1B	L	A
CLUG_03199	7141	1.2754	ctl2.AL1B	L	A
CLUG_03200	8990	1.1862	POSITION	UNK	P
CLUG_03200	8990	1.2114	A10.L4C	L	A
CLUG_03200	8990	1.3346	A11.L11G	L	A
CLUG_03200	8990	1.1874	A12.L10B	L	A
CLUG_03200	8990	1.0646	A13.L3B	L	A
CLUG_03200	8990	1.1465	A14.L4E	L	A
CLUG_03200	8990	1.1541	A15.L4G	L	A
CLUG_03200	8990	1.0694	A16.L7C	L	A
CLUG_03200	8990	1.0592	A17.L1B	L	A
CLUG_03200	8990	1.2214	A18.S4H	S	A
CLUG_03200	8990	1.1770	A19.S3B	S	A
CLUG_03200	8990	1.0236	A2.U10A	U	A
CLUG_03200	8990	1.0585	A20.S1E	S	A
CLUG_03200	8990	1.1194	A21.S8A	S	A
CLUG_03200	8990	1.1745	A22.UpperP	U	A
CLUG_03200	8990	1.0616	A23.LowerP	L	A
CLUG_03200	8990	1.1590	A24.SputuP	S	A
CLUG_03200	8990	1.2072	A3.U3G	U	A
CLUG_03200	8990	1.0617	A4.U3B	U	A
CLUG_03200	8990	1.1229	A5.U10D	U	A
CLUG_03200	8990	1.1416	A6.U5C	U	A
CLUG_03200	8990	1.1019	A7.U3E	U	A
CLUG_03200	8990	1.0702	A8.U2E	U	A
CLUG_03200	8990	1.3188	A9.L3D	L	A
CLUG_03200	8990	1.2608	ATCC42720	Blood	ATCC42720
CLUG_03200	8990	1.2816	B16.1310D	L	B
CLUG_03200	8990	1.3530	B17.1311G	L	B
CLUG_03200	8990	1.2586	B18.1312G	L	B
CLUG_03200	8990	1.4732	B19.1310A	L	B
CLUG_03200	8990	1.3200	B20.1311A	L	B
CLUG_03200	8990	1.1964	B21.1312A	L	B
CLUG_03200	8990	1.2856	B22.134E	U	B
CLUG_03200	8990	1.1804	B23.133H	U	B
CLUG_03200	8990	1.3139	B24.133F	U	B
CLUG_03200	8990	1.3723	B25.135C	U	B
CLUG_03200	8990	1.1720	B26.131A	U	B
CLUG_03200	8990	1.3981	B27.136A	U	B
CLUG_03200	8990	1.3900	B28.13UM	U	B
CLUG_03200	8990	1.6382	B29.13MM	M	B
CLUG_03200	8990	1.5447	C10.9M3	M	C
CLUG_03200	8990	1.6184	C11.9M41	M	C
CLUG_03200	8990	1.2757	C12.9U1	U	C
CLUG_03200	8990	1.3991	C13.9U2	U	C
CLUG_03200	8990	1.2635	C14.9U3	U	C
CLUG_03200	8990	1.3264	C15.9U4s	U	C
CLUG_03200	8990	1.6715	C30.13LM	L	C
CLUG_03200	8990	1.5502	C31.13MP	U	C
CLUG_03200	8990	1.5823	C4.9L1	L	C
CLUG_03200	8990	1.4442	C5.9L2	L	C
CLUG_03200	8990	1.5514	C6.9L3	L	C
CLUG_03200	8990	1.5773	C7.9L4	L	C
CLUG_03200	8990	1.3708	C8.9M1	M	C
CLUG_03200	8990	1.1538	C9.9M2	M	C
CLUG_03200	8990	1.2106	ctl1.AL1B	L	A
CLUG_03200	8990	1.2641	ctl2.AL1B	L	A
CLUG_03201	10811	1.3275	POSITION	UNK	P
CLUG_03201	10811	1.2676	A10.L4C	L	A
CLUG_03201	10811	1.4116	A11.L11G	L	A
CLUG_03201	10811	1.2765	A12.L10B	L	A
CLUG_03201	10811	1.2739	A13.L3B	L	A
CLUG_03201	10811	1.2020	A14.L4E	L	A
CLUG_03201	10811	1.2962	A15.L4G	L	A
CLUG_03201	10811	1.4225	A16.L7C	L	A
CLUG_03201	10811	1.2711	A17.L1B	L	A
CLUG_03201	10811	1.1358	A18.S4H	S	A
CLUG_03201	10811	1.2883	A19.S3B	S	A
CLUG_03201	10811	1.3713	A2.U10A	U	A
CLUG_03201	10811	1.1124	A20.S1E	S	A
CLUG_03201	10811	1.4296	A21.S8A	S	A
CLUG_03201	10811	1.4545	A22.UpperP	U	A
CLUG_03201	10811	1.2649	A23.LowerP	L	A
CLUG_03201	10811	1.2500	A24.SputuP	S	A
CLUG_03201	10811	1.1731	A3.U3G	U	A
CLUG_03201	10811	1.2735	A4.U3B	U	A
CLUG_03201	10811	1.3083	A5.U10D	U	A
CLUG_03201	10811	1.4268	A6.U5C	U	A
CLUG_03201	10811	1.2880	A7.U3E	U	A
CLUG_03201	10811	1.3456	A8.U2E	U	A
CLUG_03201	10811	1.5093	A9.L3D	L	A
CLUG_03201	10811	1.4535	ATCC42720	Blood	ATCC42720
CLUG_03201	10811	1.5788	B16.1310D	L	B
CLUG_03201	10811	1.4201	B17.1311G	L	B
CLUG_03201	10811	1.4199	B18.1312G	L	B
CLUG_03201	10811	1.6681	B19.1310A	L	B
CLUG_03201	10811	1.4351	B20.1311A	L	B
CLUG_03201	10811	1.3348	B21.1312A	L	B
CLUG_03201	10811	1.4247	B22.134E	U	B
CLUG_03201	10811	1.3025	B23.133H	U	B
CLUG_03201	10811	1.4295	B24.133F	U	B
CLUG_03201	10811	1.2968	B25.135C	U	B
CLUG_03201	10811	1.2806	B26.131A	U	B
CLUG_03201	10811	1.2916	B27.136A	U	B
CLUG_03201	10811	1.2476	B28.13UM	U	B
CLUG_03201	10811	1.7421	B29.13MM	M	B
CLUG_03201	10811	1.7125	C10.9M3	M	C
CLUG_03201	10811	1.7348	C11.9M41	M	C
CLUG_03201	10811	1.3031	C12.9U1	U	C
CLUG_03201	10811	1.4768	C13.9U2	U	C
CLUG_03201	10811	1.4117	C14.9U3	U	C
CLUG_03201	10811	1.3995	C15.9U4s	U	C
CLUG_03201	10811	1.7295	C30.13LM	L	C
CLUG_03201	10811	1.6515	C31.13MP	U	C
CLUG_03201	10811	1.5541	C4.9L1	L	C
CLUG_03201	10811	1.6929	C5.9L2	L	C
CLUG_03201	10811	1.6429	C6.9L3	L	C
CLUG_03201	10811	1.7634	C7.9L4	L	C
CLUG_03201	10811	1.4851	C8.9M1	M	C
CLUG_03201	10811	1.3825	C9.9M2	M	C
CLUG_03201	10811	1.3497	ctl1.AL1B	L	A
CLUG_03201	10811	1.2056	ctl2.AL1B	L	A
CLUG_03202	13044	1.0073	POSITION	UNK	P
CLUG_03202	13044	0.9748	A10.L4C	L	A
CLUG_03202	13044	1.1343	A11.L11G	L	A
CLUG_03202	13044	1.0648	A12.L10B	L	A
CLUG_03202	13044	1.0081	A13.L3B	L	A
CLUG_03202	13044	1.0704	A14.L4E	L	A
CLUG_03202	13044	0.9994	A15.L4G	L	A
CLUG_03202	13044	1.0601	A16.L7C	L	A
CLUG_03202	13044	0.9836	A17.L1B	L	A
CLUG_03202	13044	1.0572	A18.S4H	S	A
CLUG_03202	13044	1.0397	A19.S3B	S	A
CLUG_03202	13044	0.9942	A2.U10A	U	A
CLUG_03202	13044	1.0063	A20.S1E	S	A
CLUG_03202	13044	1.1000	A21.S8A	S	A
CLUG_03202	13044	1.0860	A22.UpperP	U	A
CLUG_03202	13044	0.9378	A23.LowerP	L	A
CLUG_03202	13044	1.1278	A24.SputuP	S	A
CLUG_03202	13044	1.1539	A3.U3G	U	A
CLUG_03202	13044	1.0098	A4.U3B	U	A
CLUG_03202	13044	1.0456	A5.U10D	U	A
CLUG_03202	13044	1.1055	A6.U5C	U	A
CLUG_03202	13044	1.0449	A7.U3E	U	A
CLUG_03202	13044	1.0206	A8.U2E	U	A
CLUG_03202	13044	1.2152	A9.L3D	L	A
CLUG_03202	13044	1.2053	ATCC42720	Blood	ATCC42720
CLUG_03202	13044	1.2764	B16.1310D	L	B
CLUG_03202	13044	1.2886	B17.1311G	L	B
CLUG_03202	13044	1.2334	B18.1312G	L	B
CLUG_03202	13044	1.4468	B19.1310A	L	B
CLUG_03202	13044	1.2290	B20.1311A	L	B
CLUG_03202	13044	1.1556	B21.1312A	L	B
CLUG_03202	13044	1.2439	B22.134E	U	B
CLUG_03202	13044	1.1277	B23.133H	U	B
CLUG_03202	13044	1.1879	B24.133F	U	B
CLUG_03202	13044	1.2176	B25.135C	U	B
CLUG_03202	13044	1.1868	B26.131A	U	B
CLUG_03202	13044	1.3714	B27.136A	U	B
CLUG_03202	13044	1.2643	B28.13UM	U	B
CLUG_03202	13044	1.5338	B29.13MM	M	B
CLUG_03202	13044	1.4799	C10.9M3	M	C
CLUG_03202	13044	1.6475	C11.9M41	M	C
CLUG_03202	13044	1.2000	C12.9U1	U	C
CLUG_03202	13044	1.2996	C13.9U2	U	C
CLUG_03202	13044	1.2161	C14.9U3	U	C
CLUG_03202	13044	1.2874	C15.9U4s	U	C
CLUG_03202	13044	1.6176	C30.13LM	L	C
CLUG_03202	13044	1.3851	C31.13MP	U	C
CLUG_03202	13044	1.3958	C4.9L1	L	C
CLUG_03202	13044	1.4256	C5.9L2	L	C
CLUG_03202	13044	1.4884	C6.9L3	L	C
CLUG_03202	13044	1.5573	C7.9L4	L	C
CLUG_03202	13044	1.3059	C8.9M1	M	C
CLUG_03202	13044	1.1394	C9.9M2	M	C
CLUG_03202	13044	1.1905	ctl1.AL1B	L	A
CLUG_03202	13044	1.2066	ctl2.AL1B	L	A
CLUG_03203	15877	1.0230	POSITION	UNK	P
CLUG_03203	15877	1.0528	A10.L4C	L	A
CLUG_03203	15877	1.1927	A11.L11G	L	A
CLUG_03203	15877	1.0382	A12.L10B	L	A
CLUG_03203	15877	1.0302	A13.L3B	L	A
CLUG_03203	15877	1.0638	A14.L4E	L	A
CLUG_03203	15877	0.9865	A15.L4G	L	A
CLUG_03203	15877	1.1207	A16.L7C	L	A
CLUG_03203	15877	1.0124	A17.L1B	L	A
CLUG_03203	15877	1.1502	A18.S4H	S	A
CLUG_03203	15877	1.1134	A19.S3B	S	A
CLUG_03203	15877	1.0795	A2.U10A	U	A
CLUG_03203	15877	1.1312	A20.S1E	S	A
CLUG_03203	15877	1.1439	A21.S8A	S	A
CLUG_03203	15877	1.1294	A22.UpperP	U	A
CLUG_03203	15877	1.0108	A23.LowerP	L	A
CLUG_03203	15877	1.0580	A24.SputuP	S	A
CLUG_03203	15877	1.1297	A3.U3G	U	A
CLUG_03203	15877	1.0087	A4.U3B	U	A
CLUG_03203	15877	1.0982	A5.U10D	U	A
CLUG_03203	15877	1.1778	A6.U5C	U	A
CLUG_03203	15877	1.1153	A7.U3E	U	A
CLUG_03203	15877	1.1226	A8.U2E	U	A
CLUG_03203	15877	1.1673	A9.L3D	L	A
CLUG_03203	15877	1.3444	ATCC42720	Blood	ATCC42720
CLUG_03203	15877	1.3789	B16.1310D	L	B
CLUG_03203	15877	1.3236	B17.1311G	L	B
CLUG_03203	15877	1.2699	B18.1312G	L	B
CLUG_03203	15877	1.5125	B19.1310A	L	B
CLUG_03203	15877	1.3085	B20.1311A	L	B
CLUG_03203	15877	1.1548	B21.1312A	L	B
CLUG_03203	15877	1.3749	B22.134E	U	B
CLUG_03203	15877	1.2328	B23.133H	U	B
CLUG_03203	15877	1.3077	B24.133F	U	B
CLUG_03203	15877	1.3247	B25.135C	U	B
CLUG_03203	15877	1.2726	B26.131A	U	B
CLUG_03203	15877	1.6141	B27.136A	U	B
CLUG_03203	15877	1.5721	B28.13UM	U	B
CLUG_03203	15877	1.6378	B29.13MM	M	B
CLUG_03203	15877	1.6794	C10.9M3	M	C
CLUG_03203	15877	1.6551	C11.9M41	M	C
CLUG_03203	15877	1.2708	C12.9U1	U	C
CLUG_03203	15877	1.4517	C13.9U2	U	C
CLUG_03203	15877	1.2739	C14.9U3	U	C
CLUG_03203	15877	1.3106	C15.9U4s	U	C
CLUG_03203	15877	1.7154	C30.13LM	L	C
CLUG_03203	15877	1.5871	C31.13MP	U	C
CLUG_03203	15877	1.5499	C4.9L1	L	C
CLUG_03203	15877	1.5423	C5.9L2	L	C
CLUG_03203	15877	1.5651	C6.9L3	L	C
CLUG_03203	15877	1.6705	C7.9L4	L	C
CLUG_03203	15877	1.4462	C8.9M1	M	C
CLUG_03203	15877	1.2747	C9.9M2	M	C
CLUG_03203	15877	1.2672	ctl1.AL1B	L	A
CLUG_03203	15877	1.3291	ctl2.AL1B	L	A
CLUG_03204	17284	0.8881	POSITION	UNK	P
CLUG_03204	17284	0.8402	A10.L4C	L	A
CLUG_03204	17284	0.9050	A11.L11G	L	A
CLUG_03204	17284	0.8851	A12.L10B	L	A
CLUG_03204	17284	0.8860	A13.L3B	L	A
CLUG_03204	17284	0.8244	A14.L4E	L	A
CLUG_03204	17284	0.9130	A15.L4G	L	A
CLUG_03204	17284	0.9421	A16.L7C	L	A
CLUG_03204	17284	0.7487	A17.L1B	L	A
CLUG_03204	17284	0.9265	A18.S4H	S	A
CLUG_03204	17284	0.8547	A19.S3B	S	A
CLUG_03204	17284	0.8995	A2.U10A	U	A
CLUG_03204	17284	0.8663	A20.S1E	S	A
CLUG_03204	17284	0.8871	A21.S8A	S	A
CLUG_03204	17284	0.9533	A22.UpperP	U	A
CLUG_03204	17284	0.9003	A23.LowerP	L	A
CLUG_03204	17284	1.0120	A24.SputuP	S	A
CLUG_03204	17284	0.8932	A3.U3G	U	A
CLUG_03204	17284	0.8996	A4.U3B	U	A
CLUG_03204	17284	0.8931	A5.U10D	U	A
CLUG_03204	17284	0.9271	A6.U5C	U	A
CLUG_03204	17284	0.8685	A7.U3E	U	A
CLUG_03204	17284	0.9386	A8.U2E	U	A
CLUG_03204	17284	1.3113	A9.L3D	L	A
CLUG_03204	17284	1.0659	ATCC42720	Blood	ATCC42720
CLUG_03204	17284	1.0948	B16.1310D	L	B
CLUG_03204	17284	1.0760	B17.1311G	L	B
CLUG_03204	17284	1.0375	B18.1312G	L	B
CLUG_03204	17284	1.2818	B19.1310A	L	B
CLUG_03204	17284	1.0303	B20.1311A	L	B
CLUG_03204	17284	1.0317	B21.1312A	L	B
CLUG_03204	17284	1.1087	B22.134E	U	B
CLUG_03204	17284	0.9410	B23.133H	U	B
CLUG_03204	17284	1.0883	B24.133F	U	B
CLUG_03204	17284	1.0062	B25.135C	U	B
CLUG_03204	17284	1.0040	B26.131A	U	B
CLUG_03204	17284	1.1123	B27.136A	U	B
CLUG_03204	17284	1.1614	B28.13UM	U	B
CLUG_03204	17284	1.2689	B29.13MM	M	B
CLUG_03204	17284	1.4053	C10.9M3	M	C
CLUG_03204	17284	1.4815	C11.9M41	M	C
CLUG_03204	17284	1.0649	C12.9U1	U	C
CLUG_03204	17284	1.2650	C13.9U2	U	C
CLUG_03204	17284	1.0911	C14.9U3	U	C
CLUG_03204	17284	1.0308	C15.9U4s	U	C
CLUG_03204	17284	1.3654	C30.13LM	L	C
CLUG_03204	17284	1.3256	C31.13MP	U	C
CLUG_03204	17284	1.3542	C4.9L1	L	C
CLUG_03204	17284	1.3777	C5.9L2	L	C
CLUG_03204	17284	1.4229	C6.9L3	L	C
CLUG_03204	17284	1.3967	C7.9L4	L	C
CLUG_03204	17284	1.1060	C8.9M1	M	C
CLUG_03204	17284	1.0332	C9.9M2	M	C
CLUG_03204	17284	0.9591	ctl1.AL1B	L	A
CLUG_03204	17284	1.0869	ctl2.AL1B	L	A
CLUG_03205	19641	1.0677	POSITION	UNK	P
CLUG_03205	19641	0.9762	A10.L4C	L	A
CLUG_03205	19641	1.1055	A11.L11G	L	A
CLUG_03205	19641	1.0811	A12.L10B	L	A
CLUG_03205	19641	1.1151	A13.L3B	L	A
CLUG_03205	19641	1.0226	A14.L4E	L	A
CLUG_03205	19641	1.0355	A15.L4G	L	A
CLUG_03205	19641	1.0159	A16.L7C	L	A
CLUG_03205	19641	1.0086	A17.L1B	L	A
CLUG_03205	19641	1.1208	A18.S4H	S	A
CLUG_03205	19641	1.1334	A19.S3B	S	A
CLUG_03205	19641	0.9791	A2.U10A	U	A
CLUG_03205	19641	1.0357	A20.S1E	S	A
CLUG_03205	19641	1.1276	A21.S8A	S	A
CLUG_03205	19641	1.1524	A22.UpperP	U	A
CLUG_03205	19641	0.9118	A23.LowerP	L	A
CLUG_03205	19641	1.0478	A24.SputuP	S	A
CLUG_03205	19641	1.1077	A3.U3G	U	A
CLUG_03205	19641	1.0737	A4.U3B	U	A
CLUG_03205	19641	1.1200	A5.U10D	U	A
CLUG_03205	19641	1.1482	A6.U5C	U	A
CLUG_03205	19641	1.1154	A7.U3E	U	A
CLUG_03205	19641	1.1747	A8.U2E	U	A
CLUG_03205	19641	1.2114	A9.L3D	L	A
CLUG_03205	19641	1.3214	ATCC42720	Blood	ATCC42720
CLUG_03205	19641	1.3890	B16.1310D	L	B
CLUG_03205	19641	1.3498	B17.1311G	L	B
CLUG_03205	19641	1.3190	B18.1312G	L	B
CLUG_03205	19641	1.5153	B19.1310A	L	B
CLUG_03205	19641	1.3392	B20.1311A	L	B
CLUG_03205	19641	1.1883	B21.1312A	L	B
CLUG_03205	19641	1.3595	B22.134E	U	B
CLUG_03205	19641	1.2407	B23.133H	U	B
CLUG_03205	19641	1.3207	B24.133F	U	B
CLUG_03205	19641	1.2795	B25.135C	U	B
CLUG_03205	19641	1.2605	B26.131A	U	B
CLUG_03205	19641	1.6933	B27.136A	U	B
CLUG_03205	19641	1.6451	B28.13UM	U	B
CLUG_03205	19641	1.6348	B29.13MM	M	B
CLUG_03205	19641	1.6129	C10.9M3	M	C
CLUG_03205	19641	1.7253	C11.9M41	M	C
CLUG_03205	19641	1.2494	C12.9U1	U	C
CLUG_03205	19641	1.4146	C13.9U2	U	C
CLUG_03205	19641	1.2572	C14.9U3	U	C
CLUG_03205	19641	1.3523	C15.9U4s	U	C
CLUG_03205	19641	1.6979	C30.13LM	L	C
CLUG_03205	19641	1.5305	C31.13MP	U	C
CLUG_03205	19641	1.5618	C4.9L1	L	C
CLUG_03205	19641	1.5727	C5.9L2	L	C
CLUG_03205	19641	1.5819	C6.9L3	L	C
CLUG_03205	19641	1.7179	C7.9L4	L	C
CLUG_03205	19641	1.4562	C8.9M1	M	C
CLUG_03205	19641	1.2757	C9.9M2	M	C
CLUG_03205	19641	1.2878	ctl1.AL1B	L	A
CLUG_03205	19641	1.2729	ctl2.AL1B	L	A
CLUG_03206	22563	0.7478	POSITION	UNK	P
CLUG_03206	22563	0.7003	A10.L4C	L	A
CLUG_03206	22563	0.8002	A11.L11G	L	A
CLUG_03206	22563	0.6579	A12.L10B	L	A
CLUG_03206	22563	0.6701	A13.L3B	L	A
CLUG_03206	22563	0.7266	A14.L4E	L	A
CLUG_03206	22563	0.7229	A15.L4G	L	A
CLUG_03206	22563	0.7775	A16.L7C	L	A
CLUG_03206	22563	0.6512	A17.L1B	L	A
CLUG_03206	22563	0.8360	A18.S4H	S	A
CLUG_03206	22563	0.7711	A19.S3B	S	A
CLUG_03206	22563	0.8075	A2.U10A	U	A
CLUG_03206	22563	0.7046	A20.S1E	S	A
CLUG_03206	22563	0.8185	A21.S8A	S	A
CLUG_03206	22563	0.8071	A22.UpperP	U	A
CLUG_03206	22563	0.6347	A23.LowerP	L	A
CLUG_03206	22563	0.7763	A24.SputuP	S	A
CLUG_03206	22563	0.7593	A3.U3G	U	A
CLUG_03206	22563	0.7981	A4.U3B	U	A
