GENE	A10.L4C	A11.L11G	A12.L10B	A13.L3B	A14.L4E	A15.L4G	A16.L7C	A17.L1B	A18.S4H	A19.S3B	A2.U10A	A20.S1E	A21.S8A	A22.UpperP	A23.LowerP	A24.SputuP	A3.U3G	A4.U3B	A5.U10D	A6.U5C	A7.U3E	A8.U2E	A9.L3D	ATCC42720	B16.1310D	B17.1311G	B18.1312G	B19.1310A	B20.1311A	B21.1312A	B22.134E	B23.133H	B24.133F	B25.135C	B26.131A	B27.136A	B28.13UM	C10.9M3	C11.9M41	C12.9U1	C13.9U2	C14.9U3	C15.9U4s	C4.9L1	C5.9L2	C6.9L3	C7.9L4	C8.9M1	C9.9M2	ctl1.AL1B	ctl2.AL1B	ctl3.C9L1
CLUG_02311	109.66	130.52	101.33	127.40	122.47	102.05	86.43	78.45	112.50	138.29	134.94	119.76	129.92	252.39	357.04	102.48	91.21	95.84	99.57	442.96	158.42	184.50	124.66	161.03	469.69	496.13	532.85	473.82	509.16	446.19	424.05	475.82	431.73	388.25	443.44	441.41	316.95	264.28	455.87	202.10	368.56	381.11	347.46	304.91	341.65	458.22	374.19	328.99	306.72	287.55	276.92	292.01
CLUG_02312	123.72	136.64	112.81	150.15	142.56	117.52	94.15	92.38	134.05	151.83	132.30	137.19	143.20	287.68	403.61	128.03	110.65	108.89	118.11	510.79	167.73	229.70	133.96	177.85	499.58	510.33	570.63	495.48	524.19	461.18	436.00	497.13	439.21	414.49	456.29	460.60	291.40	276.60	494.35	214.59	369.22	402.16	352.26	287.81	335.30	481.27	398.10	317.96	311.84	288.92	282.80	300.81
CLUG_02313	121.06	155.86	104.95	143.48	155.64	123.49	110.19	92.84	130.77	158.58	143.81	128.81	160.25	295.99	417.31	120.39	100.57	107.58	101.08	533.68	167.23	230.58	133.15	154.32	504.63	540.92	584.89	499.90	512.94	449.97	450.92	501.84	440.73	433.65	463.00	490.13	379.06	271.93	481.94	228.46	368.26	416.02	368.07	311.82	362.39	508.19	402.90	331.20	340.70	318.72	286.67	322.03
CLUG_02314	114.15	121.08	99.60	133.40	126.43	104.97	87.63	75.52	124.88	139.13	128.99	124.10	137.75	258.92	370.40	96.10	86.36	100.25	97.08	446.87	162.24	184.01	129.54	153.90	411.24	502.76	549.45	444.19	456.81	422.12	408.66	451.64	408.10	383.53	475.11	441.52	372.65	255.22	467.27	215.70	350.74	378.78	323.27	283.16	330.50	439.61	350.54	318.92	292.68	271.39	275.60	286.12
CLUG_02315	115.23	130.72	107.41	140.33	136.38	116.98	97.24	88.74	118.36	151.84	144.50	124.63	137.65	261.99	396.24	116.46	103.71	111.10	109.01	481.45	169.53	205.92	131.03	171.80	483.48	509.26	541.59	480.63	489.87	456.70	436.24	486.26	426.28	385.56	458.14	457.18	358.29	265.61	474.78	214.35	372.26	399.11	334.38	288.22	353.46	467.96	384.01	322.82	309.09	281.42	300.38	297.96
CLUG_02316	125.17	123.89	113.30	134.60	126.66	114.56	104.10	87.39	110.81	151.58	157.05	128.18	134.76	266.63	393.43	118.39	101.24	106.82	111.75	488.90	170.00	215.32	132.12	174.21	481.31	507.00	549.29	486.62	483.55	473.57	427.64	494.08	418.37	385.33	456.71	459.96	401.22	266.93	462.65	214.34	374.51	404.79	327.00	277.76	366.13	470.13	399.74	312.01	325.12	281.20	312.82	284.55
CLUG_02317	115.90	134.47	104.09	145.70	131.11	120.39	101.07	91.31	126.76	157.36	141.02	126.58	138.53	259.36	384.17	105.35	97.09	111.79	106.65	480.63	169.30	203.79	127.22	178.44	470.80	525.61	543.06	484.54	504.78	436.22	426.19	470.21	423.22	400.36	451.44	464.25	356.88	266.16	505.60	223.43	372.15	407.60	346.26	298.80	339.36	488.24	378.43	327.72	321.25	282.83	279.42	305.31
CLUG_02318	124.96	137.54	108.97	146.42	135.53	124.26	92.47	86.65	124.31	144.82	143.28	127.96	145.10	265.80	414.53	112.25	101.76	105.40	108.17	503.43	172.86	207.53	126.13	165.46	450.83	514.83	544.73	493.63	514.76	443.84	423.15	467.94	432.74	392.61	442.53	457.84	373.93	264.77	481.13	219.46	367.28	402.16	331.89	293.85	337.81	471.05	386.11	334.01	311.47	296.56	294.71	303.71
CLUG_02319	122.26	140.03	120.63	158.57	158.33	118.71	99.88	105.10	131.06	152.39	131.57	135.16	145.64	297.27	447.61	120.77	98.37	115.38	122.99	517.73	181.21	228.00	133.88	196.81	519.70	520.86	600.75	490.55	520.92	481.62	459.46	506.03	482.58	409.35	479.97	464.96	318.54	279.32	495.78	212.65	367.69	395.14	348.63	294.59	331.81	469.38	394.53	349.18	314.92	310.51	321.09	330.30
CLUG_02320	111.65	133.74	97.24	133.86	132.54	110.75	92.63	89.16	116.22	145.76	132.93	122.03	137.17	270.46	367.65	110.41	89.68	102.89	108.11	456.22	157.21	195.85	120.84	161.33	472.44	514.16	519.16	483.36	480.48	427.69	432.11	464.21	430.39	376.82	454.07	438.66	338.63	267.73	468.18	223.39	351.62	407.35	337.45	272.70	345.62	445.67	375.72	321.08	314.99	287.92	289.98	300.81
CLUG_02321	119.92	129.80	92.05	140.17	130.94	113.28	96.36	89.69	124.58	141.43	140.75	115.84	146.97	256.03	388.44	103.00	94.80	105.82	107.28	479.81	165.90	195.51	128.91	170.14	465.39	503.70	502.93	464.69	479.49	428.81	403.87	460.13	413.43	385.76	443.77	454.04	346.35	256.54	462.65	222.85	362.61	396.20	347.19	294.30	325.26	457.85	390.63	333.44	309.36	281.04	289.22	300.92
CLUG_02322	104.18	122.81	98.36	124.80	125.52	100.39	87.58	77.47	117.30	155.43	134.91	118.86	122.84	247.48	343.52	103.72	86.47	86.04	107.67	458.47	152.93	169.97	104.41	147.91	432.62	484.30	485.25	452.35	451.51	372.38	400.49	436.78	370.49	341.60	398.40	413.59	371.44	246.04	451.91	202.06	348.87	378.90	332.95	291.88	306.43	458.27	345.38	277.18	307.91	254.29	262.29	264.66
CLUG_02323	123.72	131.24	107.61	151.24	136.27	119.83	104.22	94.10	130.30	161.33	143.87	128.53	144.04	272.26	403.09	111.98	96.32	105.40	111.47	481.13	169.23	208.97	133.43	180.17	473.75	526.77	532.05	469.88	486.35	442.85	410.30	484.08	420.53	421.77	453.04	452.32	351.97	273.96	492.47	229.70	380.17	427.51	357.97	317.17	340.07	489.37	394.84	337.40	305.55	306.04	308.70	306.89
CLUG_02324	123.06	142.07	108.02	140.60	129.49	124.72	90.68	90.43	120.02	160.46	140.55	116.73	144.73	270.76	400.74	113.37	98.33	108.99	112.51	490.30	171.28	196.61	133.17	179.97	454.70	507.81	516.00	473.46	476.24	423.33	412.39	463.89	414.77	388.11	463.13	446.72	331.25	269.00	467.97	216.76	360.58	421.32	335.96	284.83	337.47	456.58	367.43	329.66	296.61	302.52	282.17	306.51
CLUG_02325	103.83	133.74	99.19	124.21	118.94	117.58	102.37	92.80	122.07	150.73	139.81	127.90	135.78	256.68	374.79	109.66	100.46	96.58	96.95	472.91	142.96	187.38	139.93	168.84	466.59	497.47	491.37	455.82	480.74	389.86	426.34	470.23	418.91	376.23	464.27	444.05	337.74	249.87	464.71	217.04	354.77	421.34	339.47	295.27	318.83	454.60	364.53	319.49	283.81	297.32	269.68	299.95
CLUG_02326	115.44	143.80	100.53	137.41	132.94	122.02	99.73	83.50	120.39	160.84	142.15	119.03	131.78	266.49	381.50	107.10	97.76	101.36	110.03	489.82	166.72	191.78	130.71	156.19	452.60	510.25	502.55	458.83	486.24	411.41	402.97	427.56	411.94	363.73	426.79	454.68	353.13	253.71	470.64	225.10	384.21	390.98	348.86	302.93	334.08	465.97	380.64	326.63	309.33	290.92	267.74	299.00
CLUG_02327	116.25	138.44	107.02	132.62	136.61	116.03	97.01	88.58	127.83	166.27	143.36	117.98	134.52	282.01	392.52	109.79	91.28	111.44	102.30	513.34	162.31	180.80	132.20	167.19	451.49	483.20	500.36	471.17	465.87	418.80	408.40	458.59	419.17	387.25	444.06	462.78	320.42	268.12	472.31	216.35	387.46	375.45	349.48	290.75	331.40	447.39	380.95	319.29	307.17	303.71	301.78	292.44
CLUG_02328	98.90	117.74	100.87	133.52	117.00	108.46	89.60	77.03	119.88	152.79	121.87	108.92	130.04	242.52	353.09	89.95	80.34	99.35	84.73	436.22	144.07	175.53	112.82	144.51	417.34	464.33	463.91	422.84	434.31	374.25	391.02	421.07	368.25	375.84	408.93	422.02	346.39	231.94	417.48	210.72	344.84	397.00	314.06	279.32	307.50	417.86	359.21	304.87	287.48	272.18	271.87	269.32
CLUG_02329	105.74	128.76	98.74	133.41	125.60	121.40	102.35	81.04	113.95	163.67	130.74	110.68	128.97	249.51	366.03	108.35	87.23	104.08	101.77	453.77	154.77	183.83	122.05	157.22	432.21	478.55	484.59	429.37	442.10	397.57	384.99	425.43	379.81	367.84	443.74	421.67	341.13	252.21	447.38	208.57	345.09	393.71	325.46	278.60	339.45	435.33	348.83	306.04	297.78	293.28	282.84	275.50
CLUG_02330	121.02	143.82	110.49	147.02	125.77	126.77	100.46	98.07	127.59	171.92	137.23	113.81	132.32	293.19	402.94	116.95	103.59	118.79	104.81	489.83	172.52	180.44	142.48	165.86	449.97	497.27	498.26	475.75	484.15	410.08	408.64	434.45	396.01	376.35	458.12	444.04	308.11	257.75	455.34	210.75	375.17	412.72	352.02	295.59	338.07	452.38	370.56	317.20	308.92	296.51	291.82	309.93
CLUG_02331	123.18	142.36	92.76	153.60	132.07	116.90	96.22	85.85	118.64	170.87	144.93	130.20	136.13	275.93	389.09	102.29	92.69	110.35	101.85	488.85	166.71	195.13	128.58	163.75	429.36	487.35	515.64	440.86	467.21	397.63	405.40	412.29	391.03	362.47	465.41	424.80	305.84	260.63	451.04	216.43	350.73	386.72	350.42	294.44	346.21	436.10	364.69	310.43	278.47	291.41	264.55	310.96
CLUG_02332	125.09	149.17	100.88	141.57	142.73	121.89	101.76	86.23	128.72	173.92	142.11	114.51	139.46	276.40	392.04	109.71	94.02	112.79	99.80	499.98	170.44	186.92	135.19	172.74	445.86	499.13	501.16	460.12	453.98	405.96	403.88	416.10	402.22	379.96	454.44	435.49	315.38	268.89	462.36	225.95	364.25	398.72	345.20	286.62	317.96	446.68	363.92	319.70	311.63	303.29	292.08	296.72
CLUG_02333	118.68	151.79	106.67	131.81	129.79	129.61	94.28	88.25	135.32	186.20	130.34	118.97	141.02	283.34	390.18	117.51	96.00	104.75	108.22	475.15	174.56	183.53	133.87	168.01	459.94	501.92	523.37	479.29	458.91	412.98	414.52	452.98	421.30	406.79	439.30	464.71	409.92	277.34	474.00	245.30	393.95	403.14	363.69	330.84	360.42	451.91	369.32	327.04	329.65	311.06	300.91	321.40
CLUG_02334	105.09	136.22	91.54	126.08	114.93	113.58	99.49	75.66	111.04	153.04	124.05	111.60	127.38	244.28	323.45	91.71	88.65	101.82	91.73	441.17	149.77	156.44	109.60	144.44	416.34	474.29	486.65	446.71	439.21	405.45	383.40	422.58	377.05	357.79	424.40	429.55	411.99	255.90	458.73	219.69	364.66	382.61	312.28	298.35	336.47	438.32	338.45	304.64	309.36	296.26	297.58	291.45
CLUG_02335	121.66	143.22	106.50	145.61	143.48	128.24	108.75	99.21	130.58	187.96	145.94	119.58	144.87	290.27	414.95	114.02	103.07	115.19	106.83	513.53	168.98	194.90	133.64	175.58	443.29	498.16	509.57	465.38	450.68	397.60	400.35	438.47	404.93	377.09	434.70	446.45	317.17	261.64	458.97	225.90	377.93	406.66	352.90	298.89	337.50	437.65	358.16	326.44	307.88	300.99	302.14	300.65
CLUG_02336	118.32	150.88	98.86	138.89	147.08	131.74	108.05	91.74	120.37	181.28	147.94	118.96	141.63	286.62	405.05	116.94	95.83	114.58	113.40	507.05	176.86	178.53	128.94	167.09	431.70	488.88	482.20	431.63	450.82	412.35	404.52	427.19	412.53	365.45	417.40	423.71	296.83	256.52	439.86	230.19	373.10	407.59	352.71	302.14	333.33	455.32	355.26	320.03	296.22	291.42	305.68	300.18
CLUG_02337	132.92	147.85	112.57	150.13	139.77	135.23	105.55	96.04	122.88	187.05	146.86	122.64	143.10	287.95	414.01	117.90	95.15	114.11	109.07	528.48	176.33	196.50	135.58	174.95	448.88	488.06	500.10	451.16	444.34	414.36	406.01	432.20	409.85	371.02	435.85	443.04	283.00	255.49	438.07	220.75	379.68	408.76	352.94	285.02	344.40	442.93	371.36	328.63	309.50	305.58	300.67	307.27
CLUG_02338	130.25	144.28	112.75	154.22	138.27	130.74	112.30	88.50	119.27	181.06	139.48	127.15	144.56	288.84	411.29	122.62	103.13	109.29	98.62	502.35	172.93	193.02	128.48	163.88	428.62	487.15	501.15	460.69	451.21	400.54	399.74	410.41	395.81	380.54	442.64	454.81	312.59	250.17	440.24	226.02	375.37	406.87	339.43	282.63	334.98	429.83	357.71	324.75	313.90	298.31	292.58	294.00
CLUG_02339	128.08	149.47	107.46	151.01	143.10	131.03	110.38	90.56	128.91	188.57	154.80	122.23	150.98	291.63	424.19	118.65	102.61	108.79	110.20	514.55	174.37	194.27	140.31	180.67	443.23	486.22	504.42	454.70	450.23	413.20	402.73	420.07	415.61	385.79	432.91	436.67	283.93	259.19	443.05	231.74	376.98	411.22	343.13	288.38	325.78	430.19	365.09	321.62	303.26	302.73	300.83	301.26
CLUG_02340	124.11	147.43	109.59	143.92	134.08	133.26	110.79	91.06	122.55	182.24	141.71	118.29	136.04	277.58	396.14	100.83	102.47	101.67	102.98	497.81	156.47	183.79	128.49	170.32	425.48	468.62	477.53	444.03	419.46	402.48	391.78	391.92	409.06	367.51	414.26	415.21	336.63	267.79	432.67	229.10	356.17	390.47	337.29	301.02	337.82	419.47	370.93	306.18	307.30	299.71	296.04	291.25
CLUG_02341	123.90	136.72	108.23	132.04	129.43	138.36	98.19	95.64	124.86	165.87	130.71	119.64	144.03	260.81	397.60	89.93	101.10	90.64	94.03	491.17	145.94	162.14	126.35	145.34	397.28	468.30	460.86	424.07	411.10	399.61	382.76	382.62	396.92	373.05	418.41	414.23	345.01	249.64	415.23	224.81	347.16	380.31	325.46	301.12	333.28	416.85	359.00	296.90	295.77	283.02	288.12	276.47
CLUG_02342	118.31	141.90	107.83	144.31	137.58	126.94	113.97	91.43	129.64	192.45	139.04	123.14	142.01	282.68	420.58	127.05	97.27	114.21	109.10	509.69	174.67	197.85	135.48	171.51	448.70	480.67	502.36	445.31	447.37	409.06	406.44	420.59	403.80	373.87	419.92	426.23	314.43	268.15	442.66	241.69	397.19	405.83	360.71	309.46	348.25	447.68	364.99	327.20	310.67	316.81	305.79	310.28
CLUG_02343	118.86	145.19	105.12	151.15	135.67	127.12	100.92	94.32	122.61	174.32	125.28	127.55	143.50	277.77	431.64	105.58	95.26	107.40	104.45	491.80	161.22	177.98	137.62	160.08	436.41	461.90	474.49	445.30	435.70	411.57	383.90	390.59	405.20	363.40	411.18	424.03	319.35	269.84	416.31	228.89	366.18	401.90	354.20	300.31	323.23	409.99	351.58	327.27	317.74	294.66	299.30	293.20
CLUG_02344	117.99	144.34	103.73	150.59	135.10	132.37	103.03	89.29	127.36	178.21	133.18	115.24	131.41	283.78	384.73	112.85	96.99	110.75	102.19	496.47	167.72	178.78	126.35	162.52	429.05	460.61	482.17	437.02	428.62	402.31	388.50	409.49	394.95	367.08	394.17	433.55	319.78	248.73	419.28	224.85	378.78	400.84	345.83	288.36	332.13	414.66	352.86	319.01	300.93	299.85	301.44	288.92
CLUG_02345	133.66	152.27	117.23	151.13	140.55	116.87	102.14	97.09	126.24	200.77	143.90	130.65	145.06	270.78	417.80	116.24	94.60	106.70	105.43	519.60	160.89	179.68	142.19	156.37	425.07	501.46	493.43	413.18	423.71	390.84	387.84	422.54	434.48	353.92	405.21	405.81	302.10	244.91	423.29	236.70	371.60	384.83	356.37	291.63	324.44	438.35	333.44	314.85	318.49	313.63	312.18	287.03
CLUG_02346	131.55	145.03	112.47	140.88	148.23	127.75	107.33	97.98	123.53	189.16	144.76	126.48	153.17	293.65	419.95	114.98	108.00	108.67	100.40	522.67	175.36	182.88	135.18	176.23	443.92	489.65	498.70	448.80	434.34	403.92	394.11	410.78	405.00	374.62	414.35	429.21	287.68	251.96	420.67	229.50	386.15	412.23	335.35	288.11	331.97	421.53	351.03	317.77	310.73	301.61	299.58	300.50
CLUG_02347	117.89	149.20	110.44	150.58	135.56	133.37	109.36	83.57	122.42	191.59	126.91	119.54	137.90	271.64	407.90	111.70	95.79	113.48	100.55	494.66	159.50	165.70	120.34	175.55	414.81	456.67	482.04	435.83	429.59	407.59	391.65	404.82	413.58	369.51	396.32	427.55	312.66	241.86	415.45	220.40	363.35	397.14	350.47	292.51	327.98	423.87	344.10	318.54	303.63	296.13	291.99	288.65
CLUG_02348	126.90	152.19	104.13	147.88	135.75	125.05	106.90	95.18	123.40	172.27	140.53	120.38	133.51	280.02	400.25	115.19	91.20	111.20	105.36	498.63	170.05	171.70	132.59	158.14	422.55	442.13	454.28	431.41	407.18	376.96	385.62	393.81	379.68	364.40	392.75	410.06	275.74	244.25	391.26	218.41	356.21	398.76	332.80	273.83	324.21	413.88	338.89	300.31	279.36	297.17	287.32	290.66
CLUG_02349	117.19	133.82	111.25	140.27	139.90	113.41	103.79	89.91	117.18	169.15	132.49	116.60	133.66	273.94	387.30	104.85	90.87	104.68	98.91	503.34	164.50	170.26	137.49	159.80	440.67	478.11	483.51	420.92	426.19	408.87	379.58	434.07	394.10	377.90	395.09	428.92	324.29	252.39	424.45	243.01	363.44	410.41	350.81	292.89	346.86	418.91	369.00	318.90	306.93	308.08	313.37	298.36
CLUG_02350	108.54	137.42	103.70	124.94	140.91	113.50	94.17	89.00	115.83	170.46	122.62	96.10	127.74	254.15	371.69	101.71	82.47	103.40	97.44	458.95	161.39	152.34	118.11	156.80	401.24	431.66	435.57	385.66	366.54	351.09	351.87	354.21	337.78	303.65	357.27	369.43	258.47	239.90	376.23	199.47	335.37	359.81	337.13	252.57	311.81	374.73	291.70	271.71	251.20	264.26	265.47	264.74
CLUG_02351	109.95	125.88	89.08	123.40	117.40	115.53	94.02	81.18	104.12	156.49	112.08	101.21	123.57	261.31	342.62	97.39	80.47	104.17	93.61	450.83	141.74	151.39	107.67	144.27	390.45	437.95	454.74	416.03	404.37	366.99	362.23	350.31	381.76	352.18	358.13	381.90	270.68	237.13	373.38	207.17	365.86	367.75	333.15	282.19	317.47	401.36	312.42	306.02	273.28	279.84	289.26	266.02
CLUG_02352	107.31	120.45	99.25	130.44	112.80	108.72	106.17	78.00	111.98	168.11	116.83	106.78	137.20	242.62	335.12	87.68	71.07	92.86	100.65	440.37	146.69	158.56	111.12	160.90	378.94	420.99	469.93	406.41	391.54	379.89	361.07	361.92	370.83	332.54	400.51	398.62	299.19	253.45	393.00	238.76	368.48	374.37	316.97	263.27	322.93	407.33	352.06	293.32	277.78	286.50	293.64	283.67
CLUG_02353	102.10	150.08	96.79	143.40	126.52	120.16	107.15	89.53	106.83	156.11	122.72	115.42	130.93	246.55	363.41	110.45	92.29	109.07	89.47	469.44	151.81	156.15	125.74	171.31	403.41	422.73	486.39	403.19	374.47	365.58	362.23	387.80	376.64	352.03	391.92	394.94	279.16	244.66	387.12	213.93	339.05	396.00	351.08	286.55	331.91	393.34	349.23	295.78	300.94	299.53	288.42	279.24
CLUG_02354	111.81	130.10	100.58	135.40	125.60	108.90	93.80	77.76	119.11	173.65	117.21	101.78	118.98	269.89	362.48	97.46	90.30	104.78	97.74	438.07	155.33	170.95	123.48	150.01	427.71	445.05	427.79	411.79	403.16	364.31	370.50	377.09	383.69	337.22	346.62	380.96	266.73	243.24	389.26	217.92	343.76	379.19	324.04	267.28	305.71	397.59	338.69	303.97	287.96	306.50	295.44	288.66
CLUG_02355	106.99	142.42	97.47	142.78	132.16	123.95	104.24	94.08	125.33	185.91	131.77	111.83	131.19	269.47	380.65	110.50	88.47	113.11	99.69	479.23	161.92	179.17	124.14	157.57	395.84	431.34	435.93	400.10	380.01	369.77	354.02	360.72	354.77	348.21	376.89	388.61	253.13	242.07	361.75	207.90	346.13	369.38	334.26	254.70	311.86	399.71	320.58	295.32	272.09	280.98	274.51	272.47
CLUG_02356	106.76	132.53	101.46	134.49	127.97	120.55	100.74	81.35	122.96	184.62	142.27	123.22	126.78	261.52	376.86	115.74	95.53	104.58	98.97	463.67	157.44	176.47	119.86	148.78	407.55	452.64	429.55	393.31	403.98	372.70	357.08	368.49	378.78	352.92	408.86	385.61	266.18	251.32	367.36	215.55	364.10	383.67	318.71	279.81	305.94	450.38	344.56	281.71	298.10	286.81	277.99	304.93
CLUG_02357	117.24	134.47	106.37	136.43	126.54	126.54	109.44	81.63	111.96	171.91	130.74	115.69	136.71	273.29	375.37	105.15	88.56	102.06	99.90	488.22	164.16	177.87	133.33	170.10	409.20	427.74	465.01	413.86	410.40	390.90	382.59	382.51	378.87	344.40	391.63	380.01	268.15	244.12	423.24	219.73	362.95	374.21	325.94	265.00	312.81	394.74	329.35	317.21	291.57	287.03	291.87	288.99
CLUG_02358	105.06	135.08	103.44	142.25	130.18	119.36	100.86	91.41	118.39	181.75	131.63	116.15	136.94	257.33	375.64	106.63	92.11	111.67	105.93	458.71	150.30	160.27	112.73	148.69	401.37	412.93	434.92	407.97	383.64	367.46	353.57	357.89	363.11	341.74	372.40	378.48	235.14	226.19	356.97	222.78	356.80	357.88	324.98	264.51	305.96	400.25	327.68	281.84	274.28	286.08	279.57	292.14
CLUG_02359	114.49	136.92	98.68	132.96	129.75	110.03	104.79	95.06	116.71	168.74	134.18	97.56	130.28	280.63	352.47	111.74	90.68	98.11	103.24	465.79	167.61	150.02	131.54	156.67	401.25	445.21	453.64	406.76	414.02	390.32	373.21	383.83	380.58	351.27	377.08	395.46	266.24	240.72	382.16	238.96	358.95	363.47	339.47	271.09	320.35	395.88	344.05	289.95	287.55	302.00	255.56	265.02
CLUG_02360	108.93	125.45	89.44	130.00	120.35	115.55	95.83	84.18	102.97	152.16	123.88	97.14	121.86	242.98	352.78	97.34	86.59	100.54	95.02	429.87	142.52	151.94	115.52	150.49	399.03	422.87	440.38	387.41	386.69	340.34	349.64	347.96	349.44	322.53	362.73	378.74	238.30	221.65	358.84	215.34	353.51	349.24	312.45	258.73	297.83	380.80	315.58	275.61	272.62	275.73	269.63	267.09
