GENE	POSITION	COVERAGE	STRAIN	LOCALE	GROUP
CLUG_04839	2776	1.6897	A12.L10B	L	A
CLUG_04839	2776	1.7449	A13.L3B	L	A
CLUG_04839	2776	1.8276	A14.L4E	L	A
CLUG_04839	2776	1.7107	A15.L4G	L	A
CLUG_04839	2776	1.6973	A16.L7C	L	A
CLUG_04839	2776	1.7198	A17.L1B	L	A
CLUG_04839	2776	1.7685	A18.S4H	S	A
CLUG_04839	2776	3.2937	A19.S3B	S	A
CLUG_04839	2776	1.7490	A2.U10A	U	A
CLUG_04839	2776	1.6192	A20.S1E	S	A
CLUG_04839	2776	1.8794	A21.S8A	S	A
CLUG_04839	2776	1.7990	A22.UpperP	U	A
CLUG_04839	2776	1.5924	A23.LowerP	L	A
CLUG_04839	2776	1.7275	A24.SputuP	S	A
CLUG_04839	2776	1.7198	A3.U3G	U	A
CLUG_04839	2776	1.6689	A4.U3B	U	A
CLUG_04839	2776	1.7871	A5.U10D	U	A
CLUG_04839	2776	1.8945	A6.U5C	U	A
CLUG_04839	2776	1.7660	A7.U3E	U	A
CLUG_04839	2776	1.7159	A8.U2E	U	A
CLUG_04839	2776	1.4405	A9.L3D	L	A
CLUG_04839	2776	1.9842	ATCC42720	Blood	ATCC42720
CLUG_04839	2776	2.0570	B16.1310D	L	B
CLUG_04839	2776	2.0246	B17.1311G	L	B
CLUG_04839	2776	1.7428	B18.1312G	L	B
CLUG_04839	2776	2.2601	B19.1310A	L	B
CLUG_04839	2776	1.9781	B20.1311A	L	B
CLUG_04839	2776	1.7796	B21.1312A	L	B
CLUG_04839	2776	1.9808	B22.134E	U	B
CLUG_04839	2776	1.8782	B23.133H	U	B
CLUG_04839	2776	1.7909	B24.133F	U	B
CLUG_04839	2776	1.8358	B25.135C	U	B
CLUG_04839	2776	1.8361	B26.131A	U	B
CLUG_04839	2776	1.9169	B27.136A	U	B
CLUG_04839	2776	1.8601	B28.13UM	U	B
CLUG_04839	2776	0.0004	B29.13MM	M	B
CLUG_04839	2776	0.0027	C10.9M3	M	C
CLUG_04839	2776	0.0008	C11.9M41	M	C
CLUG_04839	2776	0.0000	C12.9U1	U	C
CLUG_04839	2776	0.0004	C13.9U2	U	C
CLUG_04839	2776	0.0000	C14.9U3	U	C
CLUG_04839	2776	1.9144	C15.9U4s	U	C
CLUG_04839	2776	2.6274	C30.13LM	L	C
CLUG_04839	2776	0.0000	C31.13MP	U	C
CLUG_04839	2776	0.0033	C4.9L1	L	C
CLUG_04839	2776	0.0020	C5.9L2	L	C
CLUG_04839	2776	0.0079	C6.9L3	L	C
CLUG_04839	2776	0.0000	C7.9L4	L	C
CLUG_04839	2776	0.0000	C8.9M1	M	C
CLUG_04839	2776	1.9233	C9.9M2	M	C
CLUG_04839	2776	1.8078	ctl1.AL1B	L	A
CLUG_04839	2776	0.0012	ctl2.AL1B	L	A
CLUG_04840	4879	1.4300	POSITION	UNK	P
CLUG_04840	4879	1.3122	A10.L4C	L	A
CLUG_04840	4879	1.3420	A11.L11G	L	A
CLUG_04840	4879	1.3126	A12.L10B	L	A
CLUG_04840	4879	1.2699	A13.L3B	L	A
CLUG_04840	4879	1.3586	A14.L4E	L	A
CLUG_04840	4879	1.3003	A15.L4G	L	A
CLUG_04840	4879	1.4452	A16.L7C	L	A
CLUG_04840	4879	1.2057	A17.L1B	L	A
CLUG_04840	4879	1.3489	A18.S4H	S	A
CLUG_04840	4879	2.8206	A19.S3B	S	A
CLUG_04840	4879	1.3578	A2.U10A	U	A
CLUG_04840	4879	1.2643	A20.S1E	S	A
CLUG_04840	4879	1.2559	A21.S8A	S	A
CLUG_04840	4879	1.3883	A22.UpperP	U	A
CLUG_04840	4879	1.2504	A23.LowerP	L	A
CLUG_04840	4879	1.4240	A24.SputuP	S	A
CLUG_04840	4879	1.3662	A3.U3G	U	A
CLUG_04840	4879	1.4285	A4.U3B	U	A
CLUG_04840	4879	1.3336	A5.U10D	U	A
CLUG_04840	4879	1.5010	A6.U5C	U	A
CLUG_04840	4879	1.3839	A7.U3E	U	A
CLUG_04840	4879	1.3429	A8.U2E	U	A
CLUG_04840	4879	1.3730	A9.L3D	L	A
CLUG_04840	4879	1.5149	ATCC42720	Blood	ATCC42720
CLUG_04840	4879	1.5743	B16.1310D	L	B
CLUG_04840	4879	1.4921	B17.1311G	L	B
CLUG_04840	4879	1.3696	B18.1312G	L	B
CLUG_04840	4879	1.6542	B19.1310A	L	B
CLUG_04840	4879	1.4828	B20.1311A	L	B
CLUG_04840	4879	1.3848	B21.1312A	L	B
CLUG_04840	4879	1.5972	B22.134E	U	B
CLUG_04840	4879	1.4248	B23.133H	U	B
CLUG_04840	4879	1.4273	B24.133F	U	B
CLUG_04840	4879	1.4217	B25.135C	U	B
CLUG_04840	4879	1.3823	B26.131A	U	B
CLUG_04840	4879	1.3856	B27.136A	U	B
CLUG_04840	4879	1.3958	B28.13UM	U	B
CLUG_04840	4879	0.0825	B29.13MM	M	B
CLUG_04840	4879	0.0758	C10.9M3	M	C
CLUG_04840	4879	0.0000	C11.9M41	M	C
CLUG_04840	4879	0.0696	C12.9U1	U	C
CLUG_04840	4879	0.0742	C13.9U2	U	C
CLUG_04840	4879	0.0693	C14.9U3	U	C
CLUG_04840	4879	1.3900	C15.9U4s	U	C
CLUG_04840	4879	2.0636	C30.13LM	L	C
CLUG_04840	4879	0.0652	C31.13MP	U	C
CLUG_04840	4879	0.0647	C4.9L1	L	C
CLUG_04840	4879	0.0728	C5.9L2	L	C
CLUG_04840	4879	0.0876	C6.9L3	L	C
CLUG_04840	4879	0.0800	C7.9L4	L	C
CLUG_04840	4879	0.0627	C8.9M1	M	C
CLUG_04840	4879	1.4051	C9.9M2	M	C
CLUG_04840	4879	1.3418	ctl1.AL1B	L	A
CLUG_04840	4879	0.0668	ctl2.AL1B	L	A
CLUG_04841	8130	1.2408	POSITION	UNK	P
CLUG_04841	8130	1.2223	A10.L4C	L	A
CLUG_04841	8130	1.1883	A11.L11G	L	A
CLUG_04841	8130	1.3361	A12.L10B	L	A
CLUG_04841	8130	1.2966	A13.L3B	L	A
CLUG_04841	8130	1.2672	A14.L4E	L	A
CLUG_04841	8130	1.2591	A15.L4G	L	A
CLUG_04841	8130	1.2913	A16.L7C	L	A
CLUG_04841	8130	1.1530	A17.L1B	L	A
CLUG_04841	8130	1.3727	A18.S4H	S	A
CLUG_04841	8130	2.8020	A19.S3B	S	A
CLUG_04841	8130	1.3277	A2.U10A	U	A
CLUG_04841	8130	1.2148	A20.S1E	S	A
CLUG_04841	8130	1.3345	A21.S8A	S	A
CLUG_04841	8130	1.3867	A22.UpperP	U	A
CLUG_04841	8130	1.2077	A23.LowerP	L	A
CLUG_04841	8130	1.2835	A24.SputuP	S	A
CLUG_04841	8130	1.2280	A3.U3G	U	A
CLUG_04841	8130	1.2540	A4.U3B	U	A
CLUG_04841	8130	1.2702	A5.U10D	U	A
CLUG_04841	8130	1.4195	A6.U5C	U	A
CLUG_04841	8130	1.3489	A7.U3E	U	A
CLUG_04841	8130	1.3953	A8.U2E	U	A
CLUG_04841	8130	1.3584	A9.L3D	L	A
CLUG_04841	8130	1.4788	ATCC42720	Blood	ATCC42720
CLUG_04841	8130	1.4910	B16.1310D	L	B
CLUG_04841	8130	1.4789	B17.1311G	L	B
CLUG_04841	8130	1.3801	B18.1312G	L	B
CLUG_04841	8130	1.6910	B19.1310A	L	B
CLUG_04841	8130	1.4661	B20.1311A	L	B
CLUG_04841	8130	1.3747	B21.1312A	L	B
CLUG_04841	8130	1.4988	B22.134E	U	B
CLUG_04841	8130	1.3561	B23.133H	U	B
CLUG_04841	8130	1.3721	B24.133F	U	B
CLUG_04841	8130	1.3315	B25.135C	U	B
CLUG_04841	8130	1.3400	B26.131A	U	B
CLUG_04841	8130	1.2015	B27.136A	U	B
CLUG_04841	8130	1.2458	B28.13UM	U	B
CLUG_04841	8130	0.0000	B29.13MM	M	B
CLUG_04841	8130	0.0015	C10.9M3	M	C
CLUG_04841	8130	0.0000	C11.9M41	M	C
CLUG_04841	8130	0.0000	C12.9U1	U	C
CLUG_04841	8130	0.0000	C13.9U2	U	C
CLUG_04841	8130	0.0010	C14.9U3	U	C
CLUG_04841	8130	1.4459	C15.9U4s	U	C
CLUG_04841	8130	1.9177	C30.13LM	L	C
CLUG_04841	8130	0.0000	C31.13MP	U	C
CLUG_04841	8130	0.0000	C4.9L1	L	C
CLUG_04841	8130	0.0000	C5.9L2	L	C
CLUG_04841	8130	0.0027	C6.9L3	L	C
CLUG_04841	8130	0.0000	C7.9L4	L	C
CLUG_04841	8130	0.0000	C8.9M1	M	C
CLUG_04841	8130	1.3871	C9.9M2	M	C
CLUG_04841	8130	1.3418	ctl1.AL1B	L	A
CLUG_04841	8130	0.0011	ctl2.AL1B	L	A
CLUG_04842	13613	1.3894	POSITION	UNK	P
CLUG_04842	13613	1.4107	A10.L4C	L	A
CLUG_04842	13613	1.3279	A11.L11G	L	A
CLUG_04842	13613	1.3804	A12.L10B	L	A
CLUG_04842	13613	1.3316	A13.L3B	L	A
CLUG_04842	13613	1.3649	A14.L4E	L	A
CLUG_04842	13613	1.3170	A15.L4G	L	A
CLUG_04842	13613	1.3402	A16.L7C	L	A
CLUG_04842	13613	1.3379	A17.L1B	L	A
CLUG_04842	13613	1.3564	A18.S4H	S	A
CLUG_04842	13613	2.9023	A19.S3B	S	A
CLUG_04842	13613	1.3109	A2.U10A	U	A
CLUG_04842	13613	1.3397	A20.S1E	S	A
CLUG_04842	13613	1.4543	A21.S8A	S	A
CLUG_04842	13613	1.4663	A22.UpperP	U	A
CLUG_04842	13613	1.3449	A23.LowerP	L	A
CLUG_04842	13613	1.3496	A24.SputuP	S	A
CLUG_04842	13613	1.3888	A3.U3G	U	A
CLUG_04842	13613	1.3476	A4.U3B	U	A
CLUG_04842	13613	1.3969	A5.U10D	U	A
CLUG_04842	13613	1.5065	A6.U5C	U	A
CLUG_04842	13613	1.4626	A7.U3E	U	A
CLUG_04842	13613	1.4697	A8.U2E	U	A
CLUG_04842	13613	1.4048	A9.L3D	L	A
CLUG_04842	13613	1.4812	ATCC42720	Blood	ATCC42720
CLUG_04842	13613	1.4956	B16.1310D	L	B
CLUG_04842	13613	1.5407	B17.1311G	L	B
CLUG_04842	13613	1.3479	B18.1312G	L	B
CLUG_04842	13613	1.6494	B19.1310A	L	B
CLUG_04842	13613	1.5023	B20.1311A	L	B
CLUG_04842	13613	1.3778	B21.1312A	L	B
CLUG_04842	13613	1.5310	B22.134E	U	B
CLUG_04842	13613	1.3939	B23.133H	U	B
CLUG_04842	13613	1.4163	B24.133F	U	B
CLUG_04842	13613	1.4265	B25.135C	U	B
CLUG_04842	13613	1.3757	B26.131A	U	B
CLUG_04842	13613	1.1903	B27.136A	U	B
CLUG_04842	13613	1.2085	B28.13UM	U	B
CLUG_04842	13613	0.0000	B29.13MM	M	B
CLUG_04842	13613	0.0000	C10.9M3	M	C
CLUG_04842	13613	0.0001	C11.9M41	M	C
CLUG_04842	13613	0.0000	C12.9U1	U	C
CLUG_04842	13613	0.0022	C13.9U2	U	C
CLUG_04842	13613	0.0000	C14.9U3	U	C
CLUG_04842	13613	1.3815	C15.9U4s	U	C
CLUG_04842	13613	1.9160	C30.13LM	L	C
CLUG_04842	13613	0.0000	C31.13MP	U	C
CLUG_04842	13613	0.0000	C4.9L1	L	C
CLUG_04842	13613	0.0027	C5.9L2	L	C
CLUG_04842	13613	0.0058	C6.9L3	L	C
CLUG_04842	13613	0.0008	C7.9L4	L	C
CLUG_04842	13613	0.0001	C8.9M1	M	C
CLUG_04842	13613	1.3694	C9.9M2	M	C
CLUG_04842	13613	1.4030	ctl1.AL1B	L	A
CLUG_04842	13613	0.0023	ctl2.AL1B	L	A
CLUG_04843	14980	1.2946	POSITION	UNK	P
CLUG_04843	14980	1.2152	A10.L4C	L	A
CLUG_04843	14980	1.2402	A11.L11G	L	A
CLUG_04843	14980	1.2134	A12.L10B	L	A
CLUG_04843	14980	1.2737	A13.L3B	L	A
CLUG_04843	14980	1.3751	A14.L4E	L	A
CLUG_04843	14980	1.1738	A15.L4G	L	A
CLUG_04843	14980	1.1457	A16.L7C	L	A
CLUG_04843	14980	1.3353	A17.L1B	L	A
CLUG_04843	14980	1.1895	A18.S4H	S	A
CLUG_04843	14980	2.6210	A19.S3B	S	A
CLUG_04843	14980	1.2005	A2.U10A	U	A
CLUG_04843	14980	1.2456	A20.S1E	S	A
CLUG_04843	14980	1.3550	A21.S8A	S	A
CLUG_04843	14980	1.3434	A22.UpperP	U	A
CLUG_04843	14980	1.1609	A23.LowerP	L	A
CLUG_04843	14980	1.2032	A24.SputuP	S	A
CLUG_04843	14980	1.2905	A3.U3G	U	A
CLUG_04843	14980	1.1605	A4.U3B	U	A
CLUG_04843	14980	1.2662	A5.U10D	U	A
CLUG_04843	14980	1.2727	A6.U5C	U	A
CLUG_04843	14980	1.2671	A7.U3E	U	A
CLUG_04843	14980	1.2804	A8.U2E	U	A
CLUG_04843	14980	1.3877	A9.L3D	L	A
CLUG_04843	14980	1.3818	ATCC42720	Blood	ATCC42720
CLUG_04843	14980	1.2876	B16.1310D	L	B
CLUG_04843	14980	1.3968	B17.1311G	L	B
CLUG_04843	14980	1.1864	B18.1312G	L	B
CLUG_04843	14980	1.5569	B19.1310A	L	B
CLUG_04843	14980	1.3497	B20.1311A	L	B
CLUG_04843	14980	1.3296	B21.1312A	L	B
CLUG_04843	14980	1.5023	B22.134E	U	B
CLUG_04843	14980	1.2397	B23.133H	U	B
CLUG_04843	14980	1.2725	B24.133F	U	B
CLUG_04843	14980	1.2963	B25.135C	U	B
CLUG_04843	14980	1.2358	B26.131A	U	B
CLUG_04843	14980	1.1108	B27.136A	U	B
CLUG_04843	14980	1.0865	B28.13UM	U	B
CLUG_04843	14980	0.0000	B29.13MM	M	B
CLUG_04843	14980	0.0000	C10.9M3	M	C
CLUG_04843	14980	0.0020	C11.9M41	M	C
CLUG_04843	14980	0.0000	C12.9U1	U	C
CLUG_04843	14980	0.0000	C13.9U2	U	C
CLUG_04843	14980	0.0000	C14.9U3	U	C
CLUG_04843	14980	1.3046	C15.9U4s	U	C
CLUG_04843	14980	1.8061	C30.13LM	L	C
CLUG_04843	14980	0.0002	C31.13MP	U	C
CLUG_04843	14980	0.0019	C4.9L1	L	C
CLUG_04843	14980	0.0037	C5.9L2	L	C
CLUG_04843	14980	0.0052	C6.9L3	L	C
CLUG_04843	14980	0.0000	C7.9L4	L	C
CLUG_04843	14980	0.0000	C8.9M1	M	C
CLUG_04843	14980	1.2559	C9.9M2	M	C
CLUG_04843	14980	1.2850	ctl1.AL1B	L	A
CLUG_04843	14980	0.0000	ctl2.AL1B	L	A
CLUG_04844	18352	1.5593	POSITION	UNK	P
CLUG_04844	18352	1.4976	A10.L4C	L	A
CLUG_04844	18352	1.5442	A11.L11G	L	A
CLUG_04844	18352	1.5296	A12.L10B	L	A
CLUG_04844	18352	1.6085	A13.L3B	L	A
CLUG_04844	18352	1.5469	A14.L4E	L	A
CLUG_04844	18352	1.4560	A15.L4G	L	A
CLUG_04844	18352	1.5909	A16.L7C	L	A
CLUG_04844	18352	1.4846	A17.L1B	L	A
CLUG_04844	18352	1.6111	A18.S4H	S	A
CLUG_04844	18352	3.0563	A19.S3B	S	A
CLUG_04844	18352	1.6029	A2.U10A	U	A
CLUG_04844	18352	1.4101	A20.S1E	S	A
CLUG_04844	18352	1.5679	A21.S8A	S	A
CLUG_04844	18352	1.5948	A22.UpperP	U	A
CLUG_04844	18352	1.4642	A23.LowerP	L	A
CLUG_04844	18352	1.5832	A24.SputuP	S	A
CLUG_04844	18352	1.4995	A3.U3G	U	A
CLUG_04844	18352	1.4947	A4.U3B	U	A
CLUG_04844	18352	1.5414	A5.U10D	U	A
CLUG_04844	18352	1.5925	A6.U5C	U	A
CLUG_04844	18352	1.5711	A7.U3E	U	A
CLUG_04844	18352	1.5074	A8.U2E	U	A
CLUG_04844	18352	1.3800	A9.L3D	L	A
CLUG_04844	18352	1.7967	ATCC42720	Blood	ATCC42720
CLUG_04844	18352	1.8517	B16.1310D	L	B
CLUG_04844	18352	1.8451	B17.1311G	L	B
CLUG_04844	18352	1.7237	B18.1312G	L	B
CLUG_04844	18352	1.9727	B19.1310A	L	B
CLUG_04844	18352	1.7817	B20.1311A	L	B
CLUG_04844	18352	1.7023	B21.1312A	L	B
CLUG_04844	18352	1.8106	B22.134E	U	B
CLUG_04844	18352	1.6793	B23.133H	U	B
CLUG_04844	18352	1.4265	B24.133F	U	B
CLUG_04844	18352	1.7342	B25.135C	U	B
CLUG_04844	18352	1.6717	B26.131A	U	B
CLUG_04844	18352	1.8090	B27.136A	U	B
CLUG_04844	18352	1.8494	B28.13UM	U	B
CLUG_04844	18352	0.0008	B29.13MM	M	B
CLUG_04844	18352	0.0005	C10.9M3	M	C
CLUG_04844	18352	0.0007	C11.9M41	M	C
CLUG_04844	18352	0.0006	C12.9U1	U	C
CLUG_04844	18352	0.0023	C13.9U2	U	C
CLUG_04844	18352	0.0004	C14.9U3	U	C
CLUG_04844	18352	1.7632	C15.9U4s	U	C
CLUG_04844	18352	2.2819	C30.13LM	L	C
CLUG_04844	18352	0.0000	C31.13MP	U	C
CLUG_04844	18352	0.0011	C4.9L1	L	C
CLUG_04844	18352	0.0015	C5.9L2	L	C
CLUG_04844	18352	0.0044	C6.9L3	L	C
CLUG_04844	18352	0.0000	C7.9L4	L	C
CLUG_04844	18352	0.0005	C8.9M1	M	C
CLUG_04844	18352	1.6735	C9.9M2	M	C
CLUG_04844	18352	1.6729	ctl1.AL1B	L	A
CLUG_04844	18352	0.0008	ctl2.AL1B	L	A
CLUG_04845	23494	0.9711	POSITION	UNK	P
CLUG_04845	23494	0.9867	A10.L4C	L	A
CLUG_04845	23494	1.0739	A11.L11G	L	A
CLUG_04845	23494	1.0132	A12.L10B	L	A
CLUG_04845	23494	1.0056	A13.L3B	L	A
CLUG_04845	23494	0.9948	A14.L4E	L	A
CLUG_04845	23494	0.9703	A15.L4G	L	A
CLUG_04845	23494	1.0452	A16.L7C	L	A
CLUG_04845	23494	0.9509	A17.L1B	L	A
CLUG_04845	23494	1.1022	A18.S4H	S	A
CLUG_04845	23494	2.1720	A19.S3B	S	A
CLUG_04845	23494	0.9942	A2.U10A	U	A
CLUG_04845	23494	0.9908	A20.S1E	S	A
CLUG_04845	23494	1.0646	A21.S8A	S	A
CLUG_04845	23494	1.0576	A22.UpperP	U	A
CLUG_04845	23494	0.9287	A23.LowerP	L	A
CLUG_04845	23494	1.0100	A24.SputuP	S	A
CLUG_04845	23494	1.0780	A3.U3G	U	A
CLUG_04845	23494	1.0103	A4.U3B	U	A
CLUG_04845	23494	1.0412	A5.U10D	U	A
CLUG_04845	23494	1.0914	A6.U5C	U	A
CLUG_04845	23494	1.0546	A7.U3E	U	A
CLUG_04845	23494	1.0986	A8.U2E	U	A
CLUG_04845	23494	1.0878	A9.L3D	L	A
CLUG_04845	23494	1.3338	ATCC42720	Blood	ATCC42720
CLUG_04845	23494	1.3599	B16.1310D	L	B
CLUG_04845	23494	1.3179	B17.1311G	L	B
CLUG_04845	23494	1.1877	B18.1312G	L	B
CLUG_04845	23494	1.4388	B19.1310A	L	B
CLUG_04845	23494	1.2789	B20.1311A	L	B
CLUG_04845	23494	1.2007	B21.1312A	L	B
CLUG_04845	23494	1.3247	B22.134E	U	B
CLUG_04845	23494	1.2006	B23.133H	U	B
CLUG_04845	23494	1.2279	B24.133F	U	B
CLUG_04845	23494	1.1595	B25.135C	U	B
CLUG_04845	23494	1.1922	B26.131A	U	B
CLUG_04845	23494	1.3278	B27.136A	U	B
CLUG_04845	23494	1.3022	B28.13UM	U	B
CLUG_04845	23494	0.0006	B29.13MM	M	B
CLUG_04845	23494	0.0012	C10.9M3	M	C
CLUG_04845	23494	0.0000	C11.9M41	M	C
CLUG_04845	23494	0.0003	C12.9U1	U	C
CLUG_04845	23494	0.0009	C13.9U2	U	C
CLUG_04845	23494	0.0001	C14.9U3	U	C
CLUG_04845	23494	1.2757	C15.9U4s	U	C
CLUG_04845	23494	1.6497	C30.13LM	L	C
CLUG_04845	23494	0.0002	C31.13MP	U	C
CLUG_04845	23494	0.0000	C4.9L1	L	C
CLUG_04845	23494	0.0009	C5.9L2	L	C
CLUG_04845	23494	0.0046	C6.9L3	L	C
CLUG_04845	23494	0.0000	C7.9L4	L	C
CLUG_04845	23494	0.0002	C8.9M1	M	C
CLUG_04845	23494	1.1993	C9.9M2	M	C
CLUG_04845	23494	1.1786	ctl1.AL1B	L	A
CLUG_04845	23494	0.0007	ctl2.AL1B	L	A
CLUG_04846	25872	0.8672	POSITION	UNK	P
CLUG_04846	25872	0.8508	A10.L4C	L	A
CLUG_04846	25872	0.9535	A11.L11G	L	A
CLUG_04846	25872	0.8680	A12.L10B	L	A
CLUG_04846	25872	0.8415	A13.L3B	L	A
CLUG_04846	25872	0.8877	A14.L4E	L	A
CLUG_04846	25872	0.9078	A15.L4G	L	A
CLUG_04846	25872	0.9979	A16.L7C	L	A
CLUG_04846	25872	0.7825	A17.L1B	L	A
CLUG_04846	25872	0.9802	A18.S4H	S	A
CLUG_04846	25872	1.8954	A19.S3B	S	A
CLUG_04846	25872	0.8980	A2.U10A	U	A
CLUG_04846	25872	0.8437	A20.S1E	S	A
CLUG_04846	25872	0.9345	A21.S8A	S	A
CLUG_04846	25872	0.9245	A22.UpperP	U	A
CLUG_04846	25872	0.8130	A23.LowerP	L	A
CLUG_04846	25872	0.8979	A24.SputuP	S	A
CLUG_04846	25872	0.9174	A3.U3G	U	A
CLUG_04846	25872	0.8862	A4.U3B	U	A
CLUG_04846	25872	0.9170	A5.U10D	U	A
CLUG_04846	25872	0.9849	A6.U5C	U	A
CLUG_04846	25872	0.9317	A7.U3E	U	A
CLUG_04846	25872	1.0298	A8.U2E	U	A
CLUG_04846	25872	0.9420	A9.L3D	L	A
CLUG_04846	25872	1.2009	ATCC42720	Blood	ATCC42720
CLUG_04846	25872	1.2182	B16.1310D	L	B
CLUG_04846	25872	1.1962	B17.1311G	L	B
CLUG_04846	25872	1.0666	B18.1312G	L	B
CLUG_04846	25872	1.2945	B19.1310A	L	B
CLUG_04846	25872	1.1623	B20.1311A	L	B
CLUG_04846	25872	1.0582	B21.1312A	L	B
CLUG_04846	25872	1.1613	B22.134E	U	B
CLUG_04846	25872	1.0889	B23.133H	U	B
CLUG_04846	25872	1.1090	B24.133F	U	B
CLUG_04846	25872	1.0483	B25.135C	U	B
CLUG_04846	25872	1.0736	B26.131A	U	B
CLUG_04846	25872	1.2379	B27.136A	U	B
CLUG_04846	25872	1.2391	B28.13UM	U	B
CLUG_04846	25872	0.0010	B29.13MM	M	B
CLUG_04846	25872	0.0007	C10.9M3	M	C
CLUG_04846	25872	0.0000	C11.9M41	M	C
CLUG_04846	25872	0.0000	C12.9U1	U	C
CLUG_04846	25872	0.0009	C13.9U2	U	C
CLUG_04846	25872	0.0004	C14.9U3	U	C
CLUG_04846	25872	1.1684	C15.9U4s	U	C
CLUG_04846	25872	1.4724	C30.13LM	L	C
CLUG_04846	25872	0.0005	C31.13MP	U	C
CLUG_04846	25872	0.0000	C4.9L1	L	C
CLUG_04846	25872	0.0011	C5.9L2	L	C
CLUG_04846	25872	0.0027	C6.9L3	L	C
CLUG_04846	25872	0.0000	C7.9L4	L	C
CLUG_04846	25872	0.0000	C8.9M1	M	C
CLUG_04846	25872	1.0867	C9.9M2	M	C
CLUG_04846	25872	1.0706	ctl1.AL1B	L	A
CLUG_04846	25872	0.0005	ctl2.AL1B	L	A
CLUG_04847	33948	1.1897	POSITION	UNK	P
CLUG_04847	33948	1.1379	A10.L4C	L	A
CLUG_04847	33948	1.1003	A11.L11G	L	A
CLUG_04847	33948	1.1812	A12.L10B	L	A
CLUG_04847	33948	1.2568	A13.L3B	L	A
CLUG_04847	33948	1.1109	A14.L4E	L	A
CLUG_04847	33948	1.1126	A15.L4G	L	A
CLUG_04847	33948	1.2739	A16.L7C	L	A
CLUG_04847	33948	1.1632	A17.L1B	L	A
CLUG_04847	33948	1.1857	A18.S4H	S	A
CLUG_04847	33948	2.3022	A19.S3B	S	A
CLUG_04847	33948	1.1209	A2.U10A	U	A
CLUG_04847	33948	1.1575	A20.S1E	S	A
CLUG_04847	33948	1.2543	A21.S8A	S	A
CLUG_04847	33948	1.2675	A22.UpperP	U	A
CLUG_04847	33948	1.1306	A23.LowerP	L	A
CLUG_04847	33948	1.2055	A24.SputuP	S	A
CLUG_04847	33948	1.1878	A3.U3G	U	A
CLUG_04847	33948	1.2363	A4.U3B	U	A
