STRAIN,READ,PAIR1_CHR,PAIR1_POSITION,PAIR2_CHR,PAIR2_POSITION
A21.S8A,NS500350:127:H7FHLBGXX:4:23409:3923:2685,Supercontig_1.6,726766,Supercontig_1.6,686885
A21.S8A,NS500350:127:H7FHLBGXX:4:11610:23732:10325,Supercontig_1.6,726769,Supercontig_1.6,686886
A21.S8A,NS500350:127:H7FHLBGXX:4:22605:22211:1474,Supercontig_1.6,726770,Supercontig_1.6,686674
A21.S8A,NS500350:127:H7FHLBGXX:1:21206:14414:14473,Supercontig_1.6,726771,Supercontig_1.6,686745
A21.S8A,NS500350:127:H7FHLBGXX:3:11502:26029:5017,Supercontig_1.6,726771,Supercontig_1.6,686766
A8.U2E,NS500350:127:H7FHLBGXX:3:21412:11235:16583,Supercontig_1.6,726765,Supercontig_1.6,686838
A8.U2E,NS500350:127:H7FHLBGXX:1:13106:8630:13907,Supercontig_1.6,726766,Supercontig_1.6,686913
A8.U2E,NS500350:127:H7FHLBGXX:1:22205:21469:13851,Supercontig_1.6,726766,Supercontig_1.6,686893
A8.U2E,NS500350:127:H7FHLBGXX:1:23103:6013:19405,Supercontig_1.6,726766,Supercontig_1.6,686891
A8.U2E,NS500350:127:H7FHLBGXX:1:23305:23048:18609,Supercontig_1.6,726766,Supercontig_1.6,686897
A8.U2E,NS500350:127:H7FHLBGXX:1:23306:2916:6473,Supercontig_1.6,726766,Supercontig_1.6,686901
A8.U2E,NS500350:127:H7FHLBGXX:3:12508:10718:8148,Supercontig_1.6,726766,Supercontig_1.6,686892
A8.U2E,NS500350:127:H7FHLBGXX:3:22507:4575:18093,Supercontig_1.6,726766,Supercontig_1.6,686932
A8.U2E,NS500350:127:H7FHLBGXX:4:12412:14336:10653,Supercontig_1.6,726766,Supercontig_1.6,686895
A8.U2E,NS500350:127:H7FHLBGXX:4:21508:20950:2982,Supercontig_1.6,726766,Supercontig_1.6,686914
A8.U2E,NS500350:127:H7FHLBGXX:1:11305:23210:11807,Supercontig_1.6,726766,Supercontig_1.6,686905
A8.U2E,NS500350:127:H7FHLBGXX:1:13103:10270:8781,Supercontig_1.6,726766,Supercontig_1.6,686872
A8.U2E,NS500350:127:H7FHLBGXX:1:13105:6347:11981,Supercontig_1.6,726766,Supercontig_1.6,686909
A8.U2E,NS500350:127:H7FHLBGXX:1:13106:8630:13907,Supercontig_1.6,726766,Supercontig_1.6,686913
A8.U2E,NS500350:127:H7FHLBGXX:1:21311:17230:16116,Supercontig_1.6,726766,Supercontig_1.6,686789
A8.U2E,NS500350:127:H7FHLBGXX:1:22109:16208:20119,Supercontig_1.6,726766,Supercontig_1.6,686814
A8.U2E,NS500350:127:H7FHLBGXX:1:22205:21469:13851,Supercontig_1.6,726766,Supercontig_1.6,686896
A8.U2E,NS500350:127:H7FHLBGXX:1:23103:11273:11484,Supercontig_1.6,726766,Supercontig_1.6,686649
A8.U2E,NS500350:127:H7FHLBGXX:1:23103:6013:19405,Supercontig_1.6,726766,Supercontig_1.6,686880
A8.U2E,NS500350:127:H7FHLBGXX:1:23305:23048:18609,Supercontig_1.6,726766,Supercontig_1.6,686899
A8.U2E,NS500350:127:H7FHLBGXX:1:23306:2916:6473,Supercontig_1.6,726766,Supercontig_1.6,686901
A8.U2E,NS500350:127:H7FHLBGXX:2:11102:3679:4844,Supercontig_1.6,726766,Supercontig_1.6,686834
A8.U2E,NS500350:127:H7FHLBGXX:2:12101:4384:5213,Supercontig_1.6,726766,Supercontig_1.6,686737
A8.U2E,NS500350:127:H7FHLBGXX:2:12110:21588:8786,Supercontig_1.6,726766,Supercontig_1.6,686841
A8.U2E,NS500350:127:H7FHLBGXX:2:12209:19183:17947,Supercontig_1.6,726766,Supercontig_1.6,686833
A8.U2E,NS500350:127:H7FHLBGXX:2:12211:15852:5767,Supercontig_1.6,726766,Supercontig_1.6,686815
A8.U2E,NS500350:127:H7FHLBGXX:2:12304:25387:13379,Supercontig_1.6,726766,Supercontig_1.6,686838
A8.U2E,NS500350:127:H7FHLBGXX:2:13309:8540:6287,Supercontig_1.6,726766,Supercontig_1.6,686833
A8.U2E,NS500350:127:H7FHLBGXX:2:22108:4299:10872,Supercontig_1.6,726766,Supercontig_1.6,686842
A8.U2E,NS500350:127:H7FHLBGXX:2:22310:17270:16643,Supercontig_1.6,726766,Supercontig_1.6,686837
A8.U2E,NS500350:127:H7FHLBGXX:2:23201:17875:2905,Supercontig_1.6,726766,Supercontig_1.6,686836
A8.U2E,NS500350:127:H7FHLBGXX:2:23210:6815:7481,Supercontig_1.6,726766,Supercontig_1.6,686863
A8.U2E,NS500350:127:H7FHLBGXX:3:11405:11851:15579,Supercontig_1.6,726766,Supercontig_1.6,686773
A8.U2E,NS500350:127:H7FHLBGXX:3:11411:25080:1608,Supercontig_1.6,726766,Supercontig_1.6,686864
A8.U2E,NS500350:127:H7FHLBGXX:3:11506:1509:9012,Supercontig_1.6,726766,Supercontig_1.6,686826
A8.U2E,NS500350:127:H7FHLBGXX:3:11607:14444:12552,Supercontig_1.6,726766,Supercontig_1.6,686683
A8.U2E,NS500350:127:H7FHLBGXX:3:11607:3256:13360,Supercontig_1.6,726766,Supercontig_1.6,686849
A8.U2E,NS500350:127:H7FHLBGXX:3:12506:24094:8202,Supercontig_1.6,726766,Supercontig_1.6,686859
A8.U2E,NS500350:127:H7FHLBGXX:3:12508:10718:8148,Supercontig_1.6,726766,Supercontig_1.6,686893
A8.U2E,NS500350:127:H7FHLBGXX:3:13409:13542:11833,Supercontig_1.6,726766,Supercontig_1.6,686847
A8.U2E,NS500350:127:H7FHLBGXX:3:21508:2267:14327,Supercontig_1.6,726766,Supercontig_1.6,686834
A8.U2E,NS500350:127:H7FHLBGXX:3:21508:26812:7019,Supercontig_1.6,726766,Supercontig_1.6,686894
A8.U2E,NS500350:127:H7FHLBGXX:3:22405:4549:15850,Supercontig_1.6,726766,Supercontig_1.6,686857
A8.U2E,NS500350:127:H7FHLBGXX:3:22408:5897:4333,Supercontig_1.6,726766,Supercontig_1.6,686814
A8.U2E,NS500350:127:H7FHLBGXX:3:22507:4575:18093,Supercontig_1.6,726766,Supercontig_1.6,686932
A8.U2E,NS500350:127:H7FHLBGXX:3:23505:22780:19938,Supercontig_1.6,726766,Supercontig_1.6,686858
A8.U2E,NS500350:127:H7FHLBGXX:3:23507:3143:11038,Supercontig_1.6,726766,Supercontig_1.6,686845
A8.U2E,NS500350:127:H7FHLBGXX:3:23604:8637:6458,Supercontig_1.6,726766,Supercontig_1.6,686875
A8.U2E,NS500350:127:H7FHLBGXX:4:12402:15024:8721,Supercontig_1.6,726766,Supercontig_1.6,686857
A8.U2E,NS500350:127:H7FHLBGXX:4:12412:14336:10653,Supercontig_1.6,726766,Supercontig_1.6,686885
A8.U2E,NS500350:127:H7FHLBGXX:4:12507:15606:2721,Supercontig_1.6,726766,Supercontig_1.6,686833
A8.U2E,NS500350:127:H7FHLBGXX:4:12609:23590:9495,Supercontig_1.6,726766,Supercontig_1.6,686812
A8.U2E,NS500350:127:H7FHLBGXX:4:13601:22237:8011,Supercontig_1.6,726766,Supercontig_1.6,686912
A8.U2E,NS500350:127:H7FHLBGXX:4:13607:12883:2466,Supercontig_1.6,726766,Supercontig_1.6,686854
A8.U2E,NS500350:127:H7FHLBGXX:4:21508:20950:2982,Supercontig_1.6,726766,Supercontig_1.6,686914
A8.U2E,NS500350:127:H7FHLBGXX:4:22505:23350:12897,Supercontig_1.6,726766,Supercontig_1.6,686890
A8.U2E,NS500350:127:H7FHLBGXX:4:23509:25583:4990,Supercontig_1.6,726766,Supercontig_1.6,686844
A8.U2E,NS500350:127:H7FHLBGXX:3:23511:18933:9331,Supercontig_1.6,726767,Supercontig_1.6,686773
C14.9U3,NS500537:44:HWF7VBGXX:2:22304:2974:17769,Supercontig_1.6,726612,MT_CBS_6936,14543
C14.9U3,NS500537:44:HWF7VBGXX:2:13304:25140:7721,Supercontig_1.6,727380,Supercontig_1.3,1851485
C14.9U3,NS500537:44:HWF7VBGXX:2:13304:25140:7721,Supercontig_1.6,727380,Supercontig_1.3,1851485
A23.LowerP,NS500350:127:H7FHLBGXX:1:13307:6251:4072,Supercontig_1.6,726766,Supercontig_1.6,686890
A23.LowerP,NS500350:127:H7FHLBGXX:3:12405:10003:8800,Supercontig_1.6,726766,Supercontig_1.6,686890
A23.LowerP,NS500350:127:H7FHLBGXX:3:21511:2214:19875,Supercontig_1.6,726766,Supercontig_1.6,686888
A23.LowerP,NS500350:127:H7FHLBGXX:4:21412:8033:19735,Supercontig_1.6,726766,Supercontig_1.6,686903
A23.LowerP,NS500350:127:H7FHLBGXX:1:12211:7880:13535,Supercontig_1.6,726766,Supercontig_1.6,686596
A23.LowerP,NS500350:127:H7FHLBGXX:1:13109:23146:15002,Supercontig_1.6,726766,Supercontig_1.6,686595
A23.LowerP,NS500350:127:H7FHLBGXX:1:13210:3960:7376,Supercontig_1.6,726766,Supercontig_1.6,686857
A23.LowerP,NS500350:127:H7FHLBGXX:1:13307:6251:4072,Supercontig_1.6,726766,Supercontig_1.6,686884
A23.LowerP,NS500350:127:H7FHLBGXX:1:21104:10093:8816,Supercontig_1.6,726766,Supercontig_1.6,686833
A23.LowerP,NS500350:127:H7FHLBGXX:1:21212:14816:17389,Supercontig_1.6,726766,Supercontig_1.6,686837
A23.LowerP,NS500350:127:H7FHLBGXX:1:21311:18384:5302,Supercontig_1.6,726766,Supercontig_1.6,686762
A23.LowerP,NS500350:127:H7FHLBGXX:1:22202:16326:19698,Supercontig_1.6,726766,Supercontig_1.6,686796
A23.LowerP,NS500350:127:H7FHLBGXX:1:23212:4223:17710,Supercontig_1.6,726766,Supercontig_1.6,686790
A23.LowerP,NS500350:127:H7FHLBGXX:2:12102:25083:12964,Supercontig_1.6,726766,Supercontig_1.6,686806
A23.LowerP,NS500350:127:H7FHLBGXX:2:12205:7825:17353,Supercontig_1.6,726766,Supercontig_1.6,686844
A23.LowerP,NS500350:127:H7FHLBGXX:2:12308:8759:6957,Supercontig_1.6,726766,Supercontig_1.6,686884
A23.LowerP,NS500350:127:H7FHLBGXX:2:13107:4123:18867,Supercontig_1.6,726766,Supercontig_1.6,686884
A23.LowerP,NS500350:127:H7FHLBGXX:2:13110:5792:12002,Supercontig_1.6,726766,Supercontig_1.6,686753
A23.LowerP,NS500350:127:H7FHLBGXX:2:13204:17908:18376,Supercontig_1.6,726766,Supercontig_1.6,686775
A23.LowerP,NS500350:127:H7FHLBGXX:2:22207:15223:9886,Supercontig_1.6,726766,Supercontig_1.6,686877
A23.LowerP,NS500350:127:H7FHLBGXX:2:23102:16482:5989,Supercontig_1.6,726766,Supercontig_1.6,686736
A23.LowerP,NS500350:127:H7FHLBGXX:2:23206:15315:13418,Supercontig_1.6,726766,Supercontig_1.6,686890
A23.LowerP,NS500350:127:H7FHLBGXX:3:11401:14501:18396,Supercontig_1.6,726766,Supercontig_1.6,686868
A23.LowerP,NS500350:127:H7FHLBGXX:3:12401:3726:4521,Supercontig_1.6,726766,Supercontig_1.6,686737
A23.LowerP,NS500350:127:H7FHLBGXX:3:12508:15700:18422,Supercontig_1.6,726766,Supercontig_1.6,686887
A23.LowerP,NS500350:127:H7FHLBGXX:3:12511:12752:8364,Supercontig_1.6,726766,Supercontig_1.6,686826
A23.LowerP,NS500350:127:H7FHLBGXX:3:12512:12564:5119,Supercontig_1.6,726766,Supercontig_1.6,686833
A23.LowerP,NS500350:127:H7FHLBGXX:3:13501:26117:5611,Supercontig_1.6,726766,Supercontig_1.6,686846
A23.LowerP,NS500350:127:H7FHLBGXX:3:21507:25874:19038,Supercontig_1.6,726766,Supercontig_1.6,686812
A23.LowerP,NS500350:127:H7FHLBGXX:3:21510:14734:1651,Supercontig_1.6,726766,Supercontig_1.6,686767
A23.LowerP,NS500350:127:H7FHLBGXX:3:21511:2214:19875,Supercontig_1.6,726766,Supercontig_1.6,686888
A23.LowerP,NS500350:127:H7FHLBGXX:3:22610:6023:10526,Supercontig_1.6,726766,Supercontig_1.6,686906
A23.LowerP,NS500350:127:H7FHLBGXX:4:12409:2115:5298,Supercontig_1.6,726766,Supercontig_1.6,686833
A23.LowerP,NS500350:127:H7FHLBGXX:4:12503:4586:11822,Supercontig_1.6,726766,Supercontig_1.6,686866
A23.LowerP,NS500350:127:H7FHLBGXX:4:12507:19578:12902,Supercontig_1.6,726766,Supercontig_1.6,686845
A23.LowerP,NS500350:127:H7FHLBGXX:4:12605:18050:17658,Supercontig_1.6,726766,Supercontig_1.6,686868
A23.LowerP,NS500350:127:H7FHLBGXX:4:13510:26567:11064,Supercontig_1.6,726766,Supercontig_1.6,686833
A23.LowerP,NS500350:127:H7FHLBGXX:4:21412:8033:19735,Supercontig_1.6,726766,Supercontig_1.6,686891
A23.LowerP,NS500350:127:H7FHLBGXX:4:21603:7061:15574,Supercontig_1.6,726766,Supercontig_1.6,686652
A23.LowerP,NS500350:127:H7FHLBGXX:4:21609:4317:13896,Supercontig_1.6,726766,Supercontig_1.6,686916
A23.LowerP,NS500350:127:H7FHLBGXX:4:22609:12221:12555,Supercontig_1.6,726766,Supercontig_1.6,686742
A23.LowerP,NS500350:127:H7FHLBGXX:4:23402:23204:16318,Supercontig_1.6,726766,Supercontig_1.6,686614
A23.LowerP,NS500350:127:H7FHLBGXX:4:23404:4852:17243,Supercontig_1.6,726766,Supercontig_1.6,686912
A23.LowerP,NS500350:127:H7FHLBGXX:4:23408:7755:16465,Supercontig_1.6,726766,Supercontig_1.6,686836
A23.LowerP,NS500350:127:H7FHLBGXX:3:12405:10003:8800,Supercontig_1.6,726767,Supercontig_1.6,686884
A3.U3G,NS500350:127:H7FHLBGXX:1:11312:9756:19121,Supercontig_1.6,726766,Supercontig_1.6,686908
A3.U3G,NS500350:127:H7FHLBGXX:1:23301:24614:16088,Supercontig_1.6,726766,Supercontig_1.6,686910
A3.U3G,NS500350:127:H7FHLBGXX:2:13210:14409:17233,Supercontig_1.6,726766,Supercontig_1.6,686913
A3.U3G,NS500350:127:H7FHLBGXX:4:23603:6254:12526,Supercontig_1.6,726766,Supercontig_1.6,686889
A3.U3G,NS500350:127:H7FHLBGXX:1:11206:25214:15773,Supercontig_1.6,726766,Supercontig_1.6,686891
A3.U3G,NS500350:127:H7FHLBGXX:1:11210:23283:13076,Supercontig_1.6,726766,Supercontig_1.6,686771
A3.U3G,NS500350:127:H7FHLBGXX:1:11312:9756:19121,Supercontig_1.6,726766,Supercontig_1.6,686907
A3.U3G,NS500350:127:H7FHLBGXX:1:12202:15831:17506,Supercontig_1.6,726766,Supercontig_1.6,686877
A3.U3G,NS500350:127:H7FHLBGXX:1:12207:13508:11813,Supercontig_1.6,726766,Supercontig_1.6,686833
A3.U3G,NS500350:127:H7FHLBGXX:1:12210:15019:3881,Supercontig_1.6,726766,Supercontig_1.6,686780
A3.U3G,NS500350:127:H7FHLBGXX:1:21110:2615:7026,Supercontig_1.6,726766,Supercontig_1.6,686891
A3.U3G,NS500350:127:H7FHLBGXX:1:21209:19493:11985,Supercontig_1.6,726766,Supercontig_1.6,686845
A3.U3G,NS500350:127:H7FHLBGXX:1:23301:24614:16088,Supercontig_1.6,726766,Supercontig_1.6,686903
A3.U3G,NS500350:127:H7FHLBGXX:2:12103:25825:13391,Supercontig_1.6,726766,Supercontig_1.6,686862
A3.U3G,NS500350:127:H7FHLBGXX:2:12112:25629:3906,Supercontig_1.6,726766,Supercontig_1.6,686914
A3.U3G,NS500350:127:H7FHLBGXX:2:12202:17536:7486,Supercontig_1.6,726766,Supercontig_1.6,686837
A3.U3G,NS500350:127:H7FHLBGXX:2:13205:10319:17212,Supercontig_1.6,726766,Supercontig_1.6,686913
A3.U3G,NS500350:127:H7FHLBGXX:2:13207:23922:3291,Supercontig_1.6,726766,Supercontig_1.6,686719
A3.U3G,NS500350:127:H7FHLBGXX:2:13210:14409:17233,Supercontig_1.6,726766,Supercontig_1.6,686895
A3.U3G,NS500350:127:H7FHLBGXX:3:12502:20641:17741,Supercontig_1.6,726766,Supercontig_1.6,686725
A3.U3G,NS500350:127:H7FHLBGXX:3:13405:18217:9702,Supercontig_1.6,726766,Supercontig_1.6,686916
A3.U3G,NS500350:127:H7FHLBGXX:3:13508:17853:7003,Supercontig_1.6,726766,Supercontig_1.6,686797
A3.U3G,NS500350:127:H7FHLBGXX:3:21503:11534:1733,Supercontig_1.6,726766,Supercontig_1.6,686779
A3.U3G,NS500350:127:H7FHLBGXX:3:23502:10369:4170,Supercontig_1.6,726766,Supercontig_1.6,686695
A3.U3G,NS500350:127:H7FHLBGXX:4:11506:24034:10544,Supercontig_1.6,726766,Supercontig_1.6,686850
A3.U3G,NS500350:127:H7FHLBGXX:4:13405:13214:17491,Supercontig_1.6,726766,Supercontig_1.6,686807
A3.U3G,NS500350:127:H7FHLBGXX:4:13509:5415:3659,Supercontig_1.6,726766,Supercontig_1.6,686646
A3.U3G,NS500350:127:H7FHLBGXX:4:21605:19557:16591,Supercontig_1.6,726766,Supercontig_1.6,686891
A3.U3G,NS500350:127:H7FHLBGXX:4:22407:24203:9665,Supercontig_1.6,726766,Supercontig_1.6,686719
A3.U3G,NS500350:127:H7FHLBGXX:4:22602:3383:7784,Supercontig_1.6,726766,Supercontig_1.6,686790
A3.U3G,NS500350:127:H7FHLBGXX:4:23603:6254:12526,Supercontig_1.6,726766,Supercontig_1.6,686881
A3.U3G,NS500350:127:H7FHLBGXX:4:21605:23014:16909,Supercontig_1.6,726771,Supercontig_1.6,686736
A6.U5C,NS500350:127:H7FHLBGXX:1:11206:11780:2762,Supercontig_1.6,726766,Supercontig_1.6,686884
A6.U5C,NS500350:127:H7FHLBGXX:1:11209:7792:3450,Supercontig_1.6,726766,Supercontig_1.6,686890
A6.U5C,NS500350:127:H7FHLBGXX:1:12301:13655:19290,Supercontig_1.6,726766,Supercontig_1.6,686918
A6.U5C,NS500350:127:H7FHLBGXX:1:12312:5630:2766,Supercontig_1.6,726766,Supercontig_1.6,686908
A6.U5C,NS500350:127:H7FHLBGXX:1:22105:5556:10806,Supercontig_1.6,726766,Supercontig_1.6,686884
A6.U5C,NS500350:127:H7FHLBGXX:2:11112:8123:8776,Supercontig_1.6,726766,Supercontig_1.6,686907
A6.U5C,NS500350:127:H7FHLBGXX:2:21210:6406:14434,Supercontig_1.6,726766,Supercontig_1.6,686901
A6.U5C,NS500350:127:H7FHLBGXX:2:21304:24111:16149,Supercontig_1.6,726766,Supercontig_1.6,686893
A6.U5C,NS500350:127:H7FHLBGXX:3:21508:22961:14784,Supercontig_1.6,726766,Supercontig_1.6,686886
A6.U5C,NS500350:127:H7FHLBGXX:3:22509:12963:16066,Supercontig_1.6,726766,Supercontig_1.6,686886
A6.U5C,NS500350:127:H7FHLBGXX:3:23510:15278:7681,Supercontig_1.6,726766,Supercontig_1.6,686881
A6.U5C,NS500350:127:H7FHLBGXX:4:21610:26370:8639,Supercontig_1.6,726766,Supercontig_1.6,686904
A6.U5C,NS500350:127:H7FHLBGXX:1:11104:14547:6275,Supercontig_1.6,726766,Supercontig_1.6,686893
A6.U5C,NS500350:127:H7FHLBGXX:1:11104:5100:6936,Supercontig_1.6,726766,Supercontig_1.6,686735
A6.U5C,NS500350:127:H7FHLBGXX:1:11105:2250:11880,Supercontig_1.6,726766,Supercontig_1.6,686769
A6.U5C,NS500350:127:H7FHLBGXX:1:11206:22828:11786,Supercontig_1.6,726766,Supercontig_1.6,686817
A6.U5C,NS500350:127:H7FHLBGXX:1:11209:7792:3450,Supercontig_1.6,726766,Supercontig_1.6,686891
A6.U5C,NS500350:127:H7FHLBGXX:1:11210:20491:18359,Supercontig_1.6,726766,Supercontig_1.6,686836
A6.U5C,NS500350:127:H7FHLBGXX:1:11212:5627:15854,Supercontig_1.6,726766,Supercontig_1.6,686847
A6.U5C,NS500350:127:H7FHLBGXX:1:11303:3014:7704,Supercontig_1.6,726766,Supercontig_1.6,686843
A6.U5C,NS500350:127:H7FHLBGXX:1:11304:16237:10256,Supercontig_1.6,726766,Supercontig_1.6,686882
A6.U5C,NS500350:127:H7FHLBGXX:1:11311:14480:4806,Supercontig_1.6,726766,Supercontig_1.6,686910
A6.U5C,NS500350:127:H7FHLBGXX:1:12201:4789:17143,Supercontig_1.6,726766,Supercontig_1.6,686799
A6.U5C,NS500350:127:H7FHLBGXX:1:12202:6412:5066,Supercontig_1.6,726766,Supercontig_1.6,686873
A6.U5C,NS500350:127:H7FHLBGXX:1:12206:15725:16391,Supercontig_1.6,726766,Supercontig_1.6,686803
A6.U5C,NS500350:127:H7FHLBGXX:1:12301:13655:19290,Supercontig_1.6,726766,Supercontig_1.6,686918
A6.U5C,NS500350:127:H7FHLBGXX:1:12312:5630:2766,Supercontig_1.6,726766,Supercontig_1.6,686908
A6.U5C,NS500350:127:H7FHLBGXX:1:13103:7184:13368,Supercontig_1.6,726766,Supercontig_1.6,686910
A6.U5C,NS500350:127:H7FHLBGXX:1:13112:24065:16546,Supercontig_1.6,726766,Supercontig_1.6,686836
A6.U5C,NS500350:127:H7FHLBGXX:1:13204:8997:19775,Supercontig_1.6,726766,Supercontig_1.6,686892
A6.U5C,NS500350:127:H7FHLBGXX:1:13206:23494:9360,Supercontig_1.6,726766,Supercontig_1.6,686884
A6.U5C,NS500350:127:H7FHLBGXX:1:13212:10995:13039,Supercontig_1.6,726766,Supercontig_1.6,686770
A6.U5C,NS500350:127:H7FHLBGXX:1:13304:15142:7111,Supercontig_1.6,726766,Supercontig_1.6,686817
A6.U5C,NS500350:127:H7FHLBGXX:1:21110:12661:3534,Supercontig_1.6,726766,Supercontig_1.6,686860
A6.U5C,NS500350:127:H7FHLBGXX:1:21110:22307:19149,Supercontig_1.6,726766,Supercontig_1.6,686860
A6.U5C,NS500350:127:H7FHLBGXX:1:21111:10265:14410,Supercontig_1.6,726766,Supercontig_1.6,686851
A6.U5C,NS500350:127:H7FHLBGXX:1:21111:3315:12329,Supercontig_1.6,726766,Supercontig_1.6,686889
A6.U5C,NS500350:127:H7FHLBGXX:1:21209:25592:7522,Supercontig_1.6,726766,Supercontig_1.6,686869
A6.U5C,NS500350:127:H7FHLBGXX:1:21302:22263:11443,Supercontig_1.6,726766,Supercontig_1.6,686789
A6.U5C,NS500350:127:H7FHLBGXX:1:21305:21029:20374,Supercontig_1.6,726766,Supercontig_1.6,686740
A6.U5C,NS500350:127:H7FHLBGXX:1:21310:1526:9088,Supercontig_1.6,726766,Supercontig_1.6,686705
A6.U5C,NS500350:127:H7FHLBGXX:1:22101:25638:11537,Supercontig_1.6,726766,Supercontig_1.6,686787
A6.U5C,NS500350:127:H7FHLBGXX:1:22102:2586:11969,Supercontig_1.6,726766,Supercontig_1.6,686837
A6.U5C,NS500350:127:H7FHLBGXX:1:22105:22864:1439,Supercontig_1.6,726766,Supercontig_1.6,686834
A6.U5C,NS500350:127:H7FHLBGXX:1:22105:5556:10806,Supercontig_1.6,726766,Supercontig_1.6,686880
A6.U5C,NS500350:127:H7FHLBGXX:1:22107:12251:3911,Supercontig_1.6,726766,Supercontig_1.6,686783
A6.U5C,NS500350:127:H7FHLBGXX:1:22204:13930:5439,Supercontig_1.6,726766,Supercontig_1.6,686897
A6.U5C,NS500350:127:H7FHLBGXX:1:22305:15195:8634,Supercontig_1.6,726766,Supercontig_1.6,686833
A6.U5C,NS500350:127:H7FHLBGXX:1:22308:17980:10020,Supercontig_1.6,726766,Supercontig_1.6,686789
A6.U5C,NS500350:127:H7FHLBGXX:1:23109:3719:2251,Supercontig_1.6,726766,Supercontig_1.6,686857
A6.U5C,NS500350:127:H7FHLBGXX:1:23201:23357:10598,Supercontig_1.6,726766,Supercontig_1.6,686861
A6.U5C,NS500350:127:H7FHLBGXX:1:23207:20538:4520,Supercontig_1.6,726766,Supercontig_1.6,686803
A6.U5C,NS500350:127:H7FHLBGXX:1:23308:16962:9637,Supercontig_1.6,726766,Supercontig_1.6,686864
A6.U5C,NS500350:127:H7FHLBGXX:1:23311:11361:17507,Supercontig_1.6,726766,Supercontig_1.6,686918
A6.U5C,NS500350:127:H7FHLBGXX:2:11105:23509:19608,Supercontig_1.6,726766,Supercontig_1.6,686866
A6.U5C,NS500350:127:H7FHLBGXX:2:11112:8123:8776,Supercontig_1.6,726766,Supercontig_1.6,686874
A6.U5C,NS500350:127:H7FHLBGXX:2:11203:5998:16462,Supercontig_1.6,726766,Supercontig_1.6,686899
A6.U5C,NS500350:127:H7FHLBGXX:2:11304:9278:3490,Supercontig_1.6,726766,Supercontig_1.6,686915
A6.U5C,NS500350:127:H7FHLBGXX:2:11308:9325:3235,Supercontig_1.6,726766,Supercontig_1.6,686804
A6.U5C,NS500350:127:H7FHLBGXX:2:11310:17790:5757,Supercontig_1.6,726766,Supercontig_1.6,686849
A6.U5C,NS500350:127:H7FHLBGXX:2:11310:20562:9843,Supercontig_1.6,726766,Supercontig_1.6,686879
A6.U5C,NS500350:127:H7FHLBGXX:2:12103:11769:12595,Supercontig_1.6,726766,Supercontig_1.6,686897
